"delay (modelFiles=toplevel.scs:top_tt,Vdd=0.88,temperature=-55) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=0.88,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=0.88,temperature=0) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=0.88,temperature=0) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=0.88,temperature=80) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=0.88,temperature=80) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.1,temperature=-55) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.1,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.1,temperature=0) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.1,temperature=0) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.1,temperature=80) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.1,temperature=80) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.32,temperature=-55) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.32,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.32,temperature=0) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.32,temperature=0) Y","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.32,temperature=80) X","delay (modelFiles=toplevel.scs:top_tt,Vdd=1.32,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=0.88,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=0.88,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=0.88,temperature=0) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=0.88,temperature=0) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=0.88,temperature=80) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=0.88,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.1,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.1,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.1,temperature=0) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.1,temperature=0) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.1,temperature=80) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.1,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.32,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.32,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.32,temperature=0) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.32,temperature=0) Y","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.32,temperature=80) X","delay (modelFiles=toplevel.scs:top_ss,Vdd=1.32,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=0.88,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=0.88,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=0.88,temperature=0) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=0.88,temperature=0) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=0.88,temperature=80) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=0.88,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.1,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.1,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.1,temperature=0) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.1,temperature=0) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.1,temperature=80) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.1,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.32,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.32,temperature=-55) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.32,temperature=0) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.32,temperature=0) Y","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.32,temperature=80) X","delay (modelFiles=toplevel.scs:top_ff,Vdd=1.32,temperature=80) Y","delay (modelFiles=toplevel.scs:top_ttg_localmc,Vdd=1.1,temperature=-55) X","delay (modelFiles=toplevel.scs:top_ttg_localmc,Vdd=1.1,temperature=-55) Y"
2.6e-07,1.755623921509656e-10,2.6e-07,1.616570824147815e-10,2.6e-07,1.467367122979901e-10,2.6e-07,8.816543257300139e-11,2.6e-07,8.857178935184475e-11,2.6e-07,8.845022695851648e-11,2.6e-07,6.586335586255349e-11,2.6e-07,6.672976567770712e-11,2.6e-07,6.752587826344455e-11,2.6e-07,3.388119885116631e-10,2.6e-07,2.872775356217705e-10,2.6e-07,2.419643741812951e-10,2.6e-07,1.224977528139164e-10,2.6e-07,1.222765177959034e-10,2.6e-07,1.2128061124948e-10,2.6e-07,8.16187126880094e-11,2.6e-07,8.341795224563574e-11,2.6e-07,8.580326312839587e-11,2.6e-07,1.048059077808511e-10,2.6e-07,1.019090234468163e-10,2.6e-07,9.610141971576233e-11,2.6e-07,6.591437207136618e-11,2.6e-07,6.590611791342495e-11,2.6e-07,6.408249438045059e-11,2.6e-07,5.261808278890011e-11,2.6e-07,5.23789991622389e-11,2.6e-07,5.038726778152129e-11,2.6e-07,8.816543257300139e-11
2.8e-07,1.765657563284473e-10,2.8e-07,1.626483692444395e-10,2.8e-07,1.477029639542218e-10,2.8e-07,8.916568358921739e-11,2.8e-07,8.952363311785854e-11,2.8e-07,8.936126932671194e-11,2.8e-07,6.692225858741758e-11,2.8e-07,6.777266947519086e-11,2.8e-07,6.852131939277466e-11,2.8e-07,3.402456250526175e-10,2.8e-07,2.886178175750838e-10,2.8e-07,2.432712316846585e-10,2.8e-07,1.236355640629013e-10,2.8e-07,1.233722977614073e-10,2.8e-07,1.223541466244941e-10,2.8e-07,8.282100891543121e-11,2.8e-07,8.459724386375079e-11,2.8e-07,8.693854863389136e-11,2.8e-07,1.056635403816005e-10,2.8e-07,1.027156839199977e-10,2.8e-07,9.680662187283822e-11,2.8e-07,6.680421722694225e-11,2.8e-07,6.67352537487372e-11,2.8e-07,6.471093818236475e-11,2.8e-07,5.357528166468476e-11,2.8e-07,5.324040344667724e-11,2.8e-07,5.09470006698177e-11,2.8e-07,8.916568358921739e-11
3e-07,1.775645548564046e-10,3e-07,1.636067274254678e-10,3e-07,1.486698607317101e-10,3e-07,9.016501128366644e-11,3e-07,9.048793057779544e-11,3e-07,9.027723474329442e-11,3e-07,6.797796770972274e-11,3e-07,6.8814631082588e-11,3e-07,6.952075101868782e-11,3e-07,3.417193453409699e-10,3e-07,2.899719238974219e-10,3e-07,2.445874275746072e-10,3e-07,1.247857003527706e-10,3e-07,1.244652362454802e-10,3e-07,1.23440835249944e-10,3e-07,8.401438080532585e-11,3e-07,8.580560044251127e-11,3e-07,8.807100505490712e-11,3e-07,1.065246843084909e-10,3e-07,1.035216864165747e-10,3e-07,9.750586931197397e-11,3e-07,6.76937952652465e-11,3e-07,6.756771236640804e-11,3e-07,6.533946846160174e-11,3e-07,5.453647043050181e-11,3e-07,5.41083172347048e-11,3e-07,5.150661841405265e-11,3e-07,9.016501128366644e-11
3.2e-07,1.786188776372052e-10,3.2e-07,1.645817904603895e-10,3.2e-07,1.496316674296128e-10,3.2e-07,9.11635485853165e-11,3.2e-07,9.144936045938491e-11,3.2e-07,9.119359214635493e-11,3.2e-07,6.903025356288147e-11,3.2e-07,6.985154722795028e-11,3.2e-07,7.05209618852017e-11,3.2e-07,3.431740480307042e-10,3.2e-07,2.913315438731507e-10,3.2e-07,2.457935896379761e-10,3.2e-07,1.259298199608573e-10,3.2e-07,1.255596535649321e-10,3.2e-07,1.245188540275476e-10,3.2e-07,8.520285041655769e-11,3.2e-07,8.700222915367112e-11,3.2e-07,8.921992454899362e-11,3.2e-07,1.073839464249895e-10,3.2e-07,1.043310705870672e-10,3.2e-07,9.820388774573962e-11,3.2e-07,6.85759330833837e-11,3.2e-07,6.839873408239152e-11,3.2e-07,6.596596850899571e-11,3.2e-07,5.549508663026003e-11,3.2e-07,5.497843355912769e-11,3.2e-07,5.206253175100359e-11,3.2e-07,9.11635485853165e-11
3.4e-07,1.79621504634363e-10,3.4e-07,1.655788285112093e-10,3.4e-07,1.505920691693112e-10,3.4e-07,9.21616065276978e-11,3.4e-07,9.241344581346106e-11,3.4e-07,9.210287824484656e-11,3.4e-07,7.007748544958433e-11,3.4e-07,7.088305520366728e-11,3.4e-07,7.1522190649189e-11,3.4e-07,3.446499864735752e-10,3.4e-07,2.926687384784325e-10,3.4e-07,2.469846800129697e-10,3.4e-07,1.27081755693001e-10,3.4e-07,1.266743606804561e-10,3.4e-07,1.255605514854765e-10,3.4e-07,8.638639352459954e-11,3.4e-07,8.812901494540902e-11,3.4e-07,9.036402409269551e-11,3.4e-07,1.082431002754117e-10,3.4e-07,1.05140204388663e-10,3.4e-07,9.88958248696659e-11,3.4e-07,6.945677274999127e-11,3.4e-07,6.923315032329408e-11,3.4e-07,6.65900257435181e-11,3.4e-07,5.644894137511554e-11,3.4e-07,5.58506211286448e-11,3.4e-07,5.261468629810956e-11,3.4e-07,9.21616065276978e-11
3.6e-07,1.806329742409226e-10,3.6e-07,1.665080750613932e-10,3.6e-07,1.515404072978134e-10,3.6e-07,9.315835490713166e-11,3.6e-07,9.338035075213133e-11,3.6e-07,9.30160479080604e-11,3.6e-07,7.111653182741413e-11,3.6e-07,7.191436569294814e-11,3.6e-07,7.25254695224528e-11,3.6e-07,3.461343365762013e-10,3.6e-07,2.939934765779725e-10,3.6e-07,2.482687952065334e-10,3.6e-07,1.282443986425282e-10,3.6e-07,1.277832320340324e-10,3.6e-07,1.266107998956219e-10,3.6e-07,8.757329683829016e-11,3.6e-07,8.92917902111977e-11,3.6e-07,9.150277861844471e-11,3.6e-07,1.091045439451681e-10,3.6e-07,1.059377523698079e-10,3.6e-07,9.958176611549348e-11,3.6e-07,7.034211831662188e-11,3.6e-07,7.006725309202614e-11,3.6e-07,6.721066718824672e-11,3.6e-07,5.73948486512993e-11,3.6e-07,5.671026157899538e-11,3.6e-07,5.316410407453414e-11,3.6e-07,9.315835490713166e-11
3.8e-07,1.817287643507848e-10,3.8e-07,1.675113725035295e-10,3.8e-07,1.52466658853051e-10,3.8e-07,9.414932083238311e-11,3.8e-07,9.433759618459259e-11,3.8e-07,9.393006971000597e-11,3.8e-07,7.214519711946089e-11,3.8e-07,7.294028819903013e-11,3.8e-07,7.35249194383933e-11,3.8e-07,3.476150079001254e-10,3.8e-07,2.953711153107504e-10,3.8e-07,2.495477915826648e-10,3.8e-07,1.294024572717007e-10,3.8e-07,1.288820065016629e-10,3.8e-07,1.276553831131302e-10,3.8e-07,8.875288878758082e-11,3.8e-07,9.045939592531036e-11,3.8e-07,9.265383065439297e-11,3.8e-07,1.099683058131346e-10,3.8e-07,1.067363874353093e-10,3.8e-07,1.002605825421875e-10,3.8e-07,7.122332869213628e-11,3.8e-07,7.089214649454894e-11,3.8e-07,6.782784521725387e-11,3.8e-07,5.832578296854667e-11,3.8e-07,5.756446400815299e-11,3.8e-07,5.370826780525889e-11,3.8e-07,9.414932083238311e-11
4e-07,1.827487072082187e-10,4e-07,1.685080386974229e-10,4e-07,1.534014913338935e-10,4e-07,9.513483560927046e-11,4e-07,9.528729871455956e-11,4e-07,9.484266232025244e-11,4e-07,7.317000439001914e-11,4e-07,7.395703653047517e-11,4e-07,7.451339279044237e-11,4e-07,3.490932920264713e-10,4e-07,2.967471941703224e-10,4e-07,2.508221406942806e-10,4e-07,1.30549219954422e-10,4e-07,1.299812254496849e-10,4e-07,1.286889457369116e-10,4e-07,8.992508168490497e-11,4e-07,9.16241678450343e-11,4e-07,9.379175504312651e-11,4e-07,1.108252244231026e-10,4e-07,1.075344037869613e-10,4e-07,1.009283866308752e-10,4e-07,7.209726988952634e-11,4e-07,7.170768639582028e-11,4e-07,6.843681605814359e-11,4e-07,5.92486205649436e-11,4e-07,5.840496452847463e-11,4e-07,5.423956883184195e-11,4e-07,9.513483560927046e-11
4.2e-07,1.837823025005992e-10,4.2e-07,1.695033722805664e-10,4.2e-07,1.543299814846388e-10,4.2e-07,9.611173535937801e-11,4.2e-07,9.623788812924439e-11,4.2e-07,9.575186172484162e-11,4.2e-07,7.418695965839123e-11,4.2e-07,7.496864945597497e-11,4.2e-07,7.549960938229426e-11,4.2e-07,3.50561024815852e-10,4.2e-07,2.980684362211664e-10,4.2e-07,2.520981662170207e-10,4.2e-07,1.316726278723571e-10,4.2e-07,1.310699665649525e-10,4.2e-07,1.297038537396116e-10,4.2e-07,9.10911738333373e-11,4.2e-07,9.278012692355427e-11,4.2e-07,9.491314331856907e-11,4.2e-07,1.116673670525711e-10,4.2e-07,1.083292899627166e-10,4.2e-07,1.015890527160635e-10,4.2e-07,7.29660182134135e-11,4.2e-07,7.251732636979502e-11,4.2e-07,6.903348893452577e-11,4.2e-07,6.016201510542349e-11,4.2e-07,5.920103137819338e-11,4.2e-07,5.476042257772413e-11,4.2e-07,9.611173535937801e-11
4.4e-07,1.84886651318803e-10,4.4e-07,1.704828466343046e-10,4.4e-07,1.552530203569179e-10,4.4e-07,9.708542392782843e-11,4.4e-07,9.719293097178654e-11,4.4e-07,9.6658375708393e-11,4.4e-07,7.519774439851023e-11,4.4e-07,7.59756213031255e-11,4.4e-07,7.648856621705438e-11,4.4e-07,3.520047861858964e-10,4.4e-07,2.993857633931644e-10,4.4e-07,2.53275278792633e-10,4.4e-07,1.328162788403882e-10,4.4e-07,1.32161315200337e-10,4.4e-07,1.307319568942845e-10,4.4e-07,9.225607083550649e-11,4.4e-07,9.394102841667968e-11,4.4e-07,9.602871474273259e-11,4.4e-07,1.125081582163362e-10,4.4e-07,1.091185954122191e-10,4.4e-07,1.022418446093141e-10,4.4e-07,7.383101600078491e-11,4.4e-07,7.332148472901276e-11,4.4e-07,6.962294348183384e-11,4.4e-07,6.106476679756962e-11,4.4e-07,5.997092790202924e-11,4.4e-07,5.527195547297564e-11,4.4e-07,9.708542392782843e-11
4.6e-07,1.859798398083528e-10,4.6e-07,1.714376451982126e-10,4.6e-07,1.561695253094812e-10,4.6e-07,9.805015035811372e-11,4.6e-07,9.814681834361164e-11,4.6e-07,9.756930195555636e-11,4.6e-07,7.619614092731026e-11,4.6e-07,7.697970894669566e-11,4.6e-07,7.747365745913508e-11,4.6e-07,3.534018576923436e-10,4.6e-07,3.007011277903826e-10,4.6e-07,2.544960224346137e-10,4.6e-07,1.339962734992625e-10,4.6e-07,1.33249838466657e-10,4.6e-07,1.317862347954497e-10,4.6e-07,9.341207163522541e-11,4.6e-07,9.509888491319795e-11,4.6e-07,9.716580146985183e-11,4.6e-07,1.133563482538967e-10,4.6e-07,1.09899509443735e-10,4.6e-07,1.028799022676428e-10,4.6e-07,7.468819556622599e-11,4.6e-07,7.411783253432559e-11,4.6e-07,7.020151312684204e-11,4.6e-07,6.195656111376052e-11,4.6e-07,6.076089590097846e-11,4.6e-07,5.577165243814861e-11,4.6e-07,9.805015035811372e-11
4.800000000000001e-07,1.870328457401474e-10,4.800000000000001e-07,1.72405129626924e-10,4.800000000000001e-07,1.57088428667817e-10,4.800000000000001e-07,9.901558324378443e-11,4.800000000000001e-07,9.909318129235526e-11,4.800000000000001e-07,9.847804903662763e-11,4.800000000000001e-07,7.718703562468279e-11,4.800000000000001e-07,7.797597841984122e-11,4.800000000000001e-07,7.845349026749362e-11,4.800000000000001e-07,3.548600551710874e-10,4.800000000000001e-07,3.020043411596617e-10,4.800000000000001e-07,2.556689724135576e-10,4.800000000000001e-07,1.35135243349705e-10,4.800000000000001e-07,1.343308369394789e-10,4.800000000000001e-07,1.328305235810099e-10,4.800000000000001e-07,9.456132389483622e-11,4.800000000000001e-07,9.627237851409816e-11,4.800000000000001e-07,9.830172397158227e-11,4.800000000000001e-07,1.142041349538535e-10,4.800000000000001e-07,1.106812299812072e-10,4.800000000000001e-07,1.035057906645698e-10,4.800000000000001e-07,7.553805898569022e-11,4.800000000000001e-07,7.490402934404188e-11,4.800000000000001e-07,7.076877330175615e-11,4.800000000000001e-07,6.283546607027761e-11,4.800000000000001e-07,6.153338149784133e-11,4.800000000000001e-07,5.625839568103778e-11,4.800000000000001e-07,9.901558324378443e-11
