P_inst X,P_inst Y
6.000000000000001e-08,5.456086271671938e-05
6.003419620726617e-08,5.456236448129548e-05
6.007710865588966e-08,5.560521168447246e-05
6.009247007390346e-08,5.893483439519557e-05
6.010024794027022e-08,6.15036276200661e-05
6.01076032055786e-08,6.329286945900602e-05
6.011480286000276e-08,6.42334806594623e-05
6.012021540070403e-08,7.052115542477891e-05
6.012562924137167e-08,9.195721838502377e-05
6.013123352941639e-08,0.0001155324062106755
6.013671880321077e-08,0.0001224568610250818
6.014076093985599e-08,0.000117162969681445
6.014582609584534e-08,0.0001135467230315298
6.014793362162379e-08,0.0001209644321358081
6.014972573669232e-08,0.0001325493050926703
6.01516168870431e-08,0.0001470999644350212
6.01538158681526e-08,0.0001667646853408878
6.015574187122762e-08,0.0002003635021788937
6.015780319856033e-08,0.0002309021111595202
6.015941296574712e-08,0.0002502652561398089
6.016085243777561e-08,0.0002892018890265653
6.016237703340171e-08,0.0003453736923899837
6.016380998436063e-08,0.0003927720732739365
6.016541622823197e-08,0.0004247935358315987
6.016738609818489e-08,0.0004522200444792195
6.016907184268328e-08,0.0004691697652836055
6.017011847635187e-08,0.000474107334821626
6.017122085784926e-08,0.0004770289863966262
6.017226691614938e-08,0.0004788252113551982
6.017363310001831e-08,0.0004764007026636496
6.017486939650522e-08,0.0004666698295606356
6.017603572519478e-08,0.0004513654664411686
6.017748793367729e-08,0.0004263940067300977
6.017949224798975e-08,0.0003922737184179955
6.018084140012105e-08,0.0003796739842149431
6.018226271744375e-08,0.0003749497427742125
6.018341262089352e-08,0.0003716433362698674
6.018457010743563e-08,0.0003630784171390242
6.018601551919919e-08,0.0003364022232529013
6.018712226864264e-08,0.0003043400428819327
6.018803133286823e-08,0.0002754371310225075
6.018883200501332e-08,0.0002514861188492621
6.018990342701303e-08,0.0002301767666541548
6.019082163312475e-08,0.0002214058287438257
6.019173279403263e-08,0.000212726981184507
6.019264866848478e-08,0.0002050197428871789
6.019367471135371e-08,0.0001969780008502547
6.019492752389608e-08,0.0001872794981539106
6.0195839275909e-08,0.0001809480499779306
6.019692970503392e-08,0.0001741491312975605
6.01986339646413e-08,0.0001648566354110829
6.020000000000001e-08,0.0001582926920328696
6.020157612875041e-08,0.0001516076325844262
6.020367439166219e-08,0.0001435258657503978
6.020583036181468e-08,0.0001361653109812943
6.02095312116739e-08,0.0001251786386046067
6.021408117326094e-08,0.000113945172374444
6.021919590087277e-08,0.0001039800479219639
6.022494508952415e-08,9.54109898479129e-05
6.023199148966727e-08,8.713716535358455e-05
6.024131249362119e-08,7.837449609641004e-05
6.025110761722249e-08,7.199563813490068e-05
6.026485970061108e-08,6.814992896530639e-05
6.027452232118261e-08,6.795891971273392e-05
6.028148533410519e-08,6.809265807999708e-05
6.028658575800725e-08,6.775435154131296e-05
6.029172445888304e-08,6.670542419908059e-05
6.029571487716323e-08,6.550515545401047e-05
6.030027931895662e-08,6.383981303582583e-05
6.030658584564556e-08,6.159634701557087e-05
6.031122684135909e-08,6.069753650855396e-05
6.031577278645246e-08,6.042402247249845e-05
6.032055943143983e-08,6.058525226143954e-05
6.032852897473198e-08,6.124557332770447e-05
6.033802703554874e-08,6.194577355916343e-05
6.03479448695595e-08,6.215303026966653e-05
6.035891591799344e-08,6.178440870534328e-05
6.037067144312673e-08,6.091120612106335e-05
6.03856491881361e-08,6.121613993045578e-05
6.039413410444476e-08,6.894007676212998e-05
6.040157799988559e-08,7.962725825432304e-05
6.040895053830765e-08,8.632839958607819e-05
6.041880898345114e-08,9.028050943923058e-05
6.042629128964483e-08,0.0001385473629210909
6.043005010343344e-08,0.0001827492030342672
6.043398258760213e-08,0.0002064716210778212
6.043623210287977e-08,0.0002392313735629522
6.043761785645061e-08,0.0003128225225242216
6.043932074901312e-08,0.000445673543166469
6.044064745989553e-08,0.0005332478023168428
6.044220248177055e-08,0.0005987006898614345
6.044327095632673e-08,0.0006672691003370979
6.044437459966144e-08,0.0007224487091046214
6.044521331526778e-08,0.0007244110122913527
6.044609673565937e-08,0.0006865161053395889
6.044691851078865e-08,0.0006196841015607543
6.044746740243258e-08,0.0005701012091259873
6.044804176484099e-08,0.0005215453995738408
6.044856054124855e-08,0.0004826461871007086
6.044946468653696e-08,0.0004322645931498337
6.045039360637515e-08,0.0003969802649858283
6.045132251853674e-08,0.0003695088435132737
6.045221385957059e-08,0.0003474055498114271
6.045317307236912e-08,0.000325224286398314
6.045430752299069e-08,0.0002966087311076019
6.045562324330488e-08,0.0002627913926869566
6.045703689679728e-08,0.0002374708555449437
6.045810771537147e-08,0.0002170387720660756
6.04592038012151e-08,0.0001877456174608966
6.045997969673021e-08,0.0001734003718498649
6.0460773452055e-08,0.0001696974537085062
6.046169812425644e-08,0.0001692731384097381
6.046288986938453e-08,0.0001657526800392662
6.046409027344859e-08,0.0001586999146311183
6.046539502616642e-08,0.0001505495728982263
6.046682342366035e-08,0.000142580340177771
6.046874788969477e-08,0.0001332401932971177
6.04707534035587e-08,0.0001245222872792853
6.047289056056691e-08,0.0001164624859090008
6.047537469022661e-08,0.0001129005391253098
6.04787855363033e-08,0.0001316969429793464
6.048140729103859e-08,0.000161291565717001
6.048387663821321e-08,0.000180785559983899
6.048723487441614e-08,0.0001882197086455677
6.048907225804651e-08,0.0002105367484617791
6.0490428034467e-08,0.0002412426618597258
6.049179724390626e-08,0.0002740056181158306
6.049350136796758e-08,0.0003105957439926718
6.049494064998867e-08,0.0003725949834183985
6.049646889736352e-08,0.000447736802781498
6.049768616031079e-08,0.0004950150672923777
6.049871309401588e-08,0.0005519308912103267
6.049993800915071e-08,0.000639673106854109
6.050120444159875e-08,0.000701813609626877
6.050223597049667e-08,0.0007187135669511081
6.05035775481045e-08,0.0007067127751103177
6.050555572720767e-08,0.0006983299627866499
6.050709331654056e-08,0.0007629224465160281
6.050868650382801e-08,0.0008308171066905877
6.051031698472941e-08,0.0008365606598989351
6.051180195702241e-08,0.0007864468744113479
6.051405909121945e-08,0.0006503814784199517
6.051632819190788e-08,0.0004950674946139714
6.05183535499632e-08,0.0003739071792979215
6.052051010500826e-08,0.0002705552014922321
6.052365781058591e-08,0.0001621847601544215
6.052726101159962e-08,9.464758139981247e-05
6.053095506020965e-08,6.830989087392836e-05
6.053470215730274e-08,6.021716729256555e-05
6.053889272844897e-08,5.760929665912887e-05
6.054319682816421e-08,5.667320265140699e-05
6.054841849690379e-08,5.610004787286033e-05
6.055512515679983e-08,5.565482337887797e-05
6.056492999683903e-08,5.526433195409983e-05
6.057879000903654e-08,5.497197163572144e-05
6.059919794526353e-08,5.477847910285709e-05
6.062365710316164e-08,5.468541418421572e-05
6.065436987341237e-08,5.463901303850993e-05
6.069306548867338e-08,5.461576375951382e-05
6.074401666398662e-08,5.46026782660099e-05
6.081150606140953e-08,5.459408134858202e-05
6.090269046982118e-08,5.458748871632607e-05
6.10301092245249e-08,5.458214255908407e-05
6.12211989182659e-08,5.457775292912309e-05
6.154642555307856e-08,5.457409191343443e-05
6.201282271584855e-08,5.457168901006968e-05
6.267314646438951e-08,5.457011580498554e-05
6.36087712929834e-08,5.456907326754645e-05
6.497400261736709e-08,5.456836744911554e-05
6.696540904001858e-08,5.456788907207453e-05
6.984173474784936e-08,5.456756343850813e-05
7.200000000000001e-08,5.456742605956694e-05
7.205000000000001e-08,5.46283965733145e-05
7.206382031730428e-08,5.505757255409152e-05
7.207889648669076e-08,5.695004244535717e-05
7.208635414282683e-08,5.889309254034605e-05
7.209328143091426e-08,6.114451123528048e-05
7.210138361393919e-08,6.31148362808072e-05
7.21082377525634e-08,6.363150305545781e-05
7.211307136788442e-08,6.767056697151575e-05
7.211795877184345e-08,8.359773413957471e-05
7.212314095583615e-08,0.0001057058972331291
7.21276437251568e-08,0.0001145712236366166
7.213204834025224e-08,0.0001224757716618881
7.213606628771604e-08,0.0002193094139935601
7.213912203405921e-08,0.0003333040999089848
7.214148974890246e-08,0.000393917606401379
7.214447195888787e-08,0.0004457680335083177
7.214600690145472e-08,0.0004880061955395715
7.214699261862092e-08,0.0005138426172728468
7.214817616340304e-08,0.0005285357064745868
7.214903513826795e-08,0.0005242983072474174
7.214992316929884e-08,0.0005074365319612978
7.215085757622692e-08,0.0004783699153954844
7.215180022322837e-08,0.00044557180192367
7.215248339310962e-08,0.0004240856197575455
7.215332866060827e-08,0.0004028800575124506
7.215428312742864e-08,0.0003814289693509832
7.215528813676508e-08,0.0003586907782988509
7.215622241555051e-08,0.0003373051800639426
7.215727972536524e-08,0.0003126046090915901
7.215861822231442e-08,0.000280512040729578
7.216038549789954e-08,0.0002375939137489495
7.216246894235516e-08,0.0001900657859719038
7.216477229988231e-08,0.000150570639037219
7.216763838043049e-08,0.0001248205577681138
7.217019254515096e-08,0.0001124359032502525
7.217263474589069e-08,0.0001046840468397861
7.217446140554075e-08,0.00010025294579808
7.217630685955541e-08,9.650114066405262e-05
7.217899653310361e-08,9.206925846457726e-05
7.218207888580054e-08,8.906982043050847e-05
7.218481013967461e-08,8.932329241808694e-05
7.218747319712726e-08,9.227599590029247e-05
7.219001278798222e-08,9.778384791851224e-05
7.219365015097957e-08,0.0001101516661125891
7.219682507548979e-08,0.0001237617434781951
7.220000000000001e-08,0.0001366256513565244
7.220182426968578e-08,0.0001414569001511605
7.220484685326479e-08,0.0001463977267748971
7.220785054168812e-08,0.0001455856507057696
7.2211949475749e-08,0.0001406618122544049
7.221600859432777e-08,0.0001401516231048166
7.221800708546978e-08,0.0001418169882429643
7.222018506433732e-08,0.0001405044737056485
7.222201550812294e-08,0.0001349014163399205
7.222433997237683e-08,0.0001221357904113648
7.22261245469425e-08,0.0001115057038171508
7.222739954273283e-08,0.0001059089384752386
7.222881650854671e-08,0.0001016811044914896
7.223008522383512e-08,9.843499743045998e-05
7.223143775955411e-08,9.493924869084626e-05
7.223295427514493e-08,9.089061959035661e-05
7.223509950187599e-08,8.526552599977767e-05
7.223875662395408e-08,7.759209312361553e-05
7.224201722524314e-08,7.337571524807013e-05
7.224587677807806e-08,7.052884444050965e-05
7.225116296052937e-08,6.819468146223894e-05
7.225947371734516e-08,6.560361813440667e-05
7.227177341277812e-08,6.309025865509293e-05
7.228919983388103e-08,6.249393989964875e-05
7.231152126524787e-08,6.607890315973728e-05
7.232852123633278e-08,6.862252717723368e-05
7.23346171944205e-08,6.843807638910182e-05
7.234137522531527e-08,6.679685399088365e-05
7.234421422303134e-08,6.574191271351847e-05
