/r"out_DTC X,/out_DTC Y,/in_DTC X,/in_DTC Y,/V_ramp X,/V_ramp Y,/V_n X,/V_n Y,D X,D LogicBus
8.303115516146798e-07,-9.322049412064879e-05,8.303453719395213e-07,0.3401817330531506,8.303115516146798e-07,0.5122883717981825,8.303115516146798e-07,0.6311578352190064,  ,  
8.30311776082714e-07,-9.705019672277509e-05,8.303453995589587e-07,0.3401209702908489,8.30311776082714e-07,0.5122830214167713,8.30311776082714e-07,0.6311577590588443,  ,  
8.303122071220638e-07,-0.0001047106426810861,8.303454263475659e-07,0.3400620353548989,8.303122071220638e-07,0.512273016323968,8.303122071220638e-07,0.6311576128462418,  ,  
8.303125265405467e-07,-0.0001106253151721649,8.303454501259889e-07,0.3400097228244343,8.303125265405467e-07,0.5122658664937063,8.303125265405467e-07,0.63115750452761,  ,  
8.303128668321221e-07,-0.0001171014094895898,8.303454750562592e-07,0.3399548762297155,8.303128668321221e-07,0.5122585247156284,8.303128668321221e-07,0.631157389161852,  ,  
8.303131368077696e-07,-0.0001223243425615343,8.303455032374214e-07,0.3398928776727923,8.303131368077696e-07,0.5122529122169921,8.303131368077696e-07,0.6311572976594473,  ,  
8.303133785042813e-07,-0.0001270225379168993,8.303455376692168e-07,0.3398171277229319,8.303133785042813e-07,0.5122480477535962,8.303133785042813e-07,0.6311572157618799,  ,  
8.303136057494925e-07,-0.0001314207740144796,8.30345578758526e-07,0.3397267312427247,8.303136057494925e-07,0.5122436077155569,8.303136057494925e-07,0.6311571387801775,  ,  
8.303138532599153e-07,-0.0001361445288852868,8.303456289653461e-07,0.3396162762384822,8.303138532599153e-07,0.5122389097092034,8.303138532599153e-07,0.6311570549562995,  ,  
8.303140809535269e-07,-0.0001403835803201314,8.303456926115501e-07,0.3394762545896969,8.303140809535269e-07,0.5122347030024174,8.303140809535269e-07,0.6311569778669265,  ,  
8.303143016073202e-07,-0.0001443514203314264,8.303457784816241e-07,0.3392873404270549,8.303143016073202e-07,0.5122307176315342,8.303143016073202e-07,0.6311569031839616,  ,  
8.303145433485459e-07,-0.0001484937493562344,8.30345876895585e-07,0.3390708297130285,8.303145433485459e-07,0.5122264355581463,8.303145433485459e-07,0.6311568213916244,  ,  
8.303148729156568e-07,-0.0001537171266068885,8.303459842368722e-07,0.3388346788811426,8.303148729156568e-07,0.5122206980474389,8.303148729156568e-07,0.63115670993413,  ,  
8.303150398642954e-07,-0.0001561321340994655,8.303461098951224e-07,0.3385582307307214,8.303150398642954e-07,0.5122178201746332,8.303150398642954e-07,0.6311566534972629,  ,  
8.303151926215646e-07,-0.0001581923896502258,8.303462586744006e-07,0.3382309163185497,8.303151926215646e-07,0.5122151940483625,8.303151926215646e-07,0.6311566018725616,  ,  
8.303154224137058e-07,-0.0001610184515111433,8.303464304669492e-07,0.3378529727116369,8.303154224137058e-07,0.5122112405147221,8.303154224137058e-07,0.6311565242405386,  ,  
8.303157414989383e-07,-0.0001643795857188324,8.303466399241971e-07,0.3373921667662928,8.303157414989383e-07,0.5122057082158834,8.303157414989383e-07,0.6311564164963734,  ,  
8.303161577032373e-07,-0.0001677582195380994,8.303469072783181e-07,0.3368039877001242,8.303161577032373e-07,0.5121983416550552,8.303161577032373e-07,0.6311562760543005,  ,  
8.303165285447475e-07,-0.0001698175345501319,8.30347256337127e-07,0.3360360583206373,8.303165285447475e-07,0.5121915675147191,8.303165285447475e-07,0.6311561510104654,  ,  
8.303168849132274e-07,-0.0001710471177418294,8.303476429137089e-07,0.3351855898404232,8.303168849132274e-07,0.5121848354853602,8.303168849132274e-07,0.6311560309304235,  ,  
8.303171688717515e-07,-0.0001715984010267528,8.303480632734848e-07,0.334260798333423,8.303171688717515e-07,0.5121793003693031,8.303171688717515e-07,0.6311559352947602,  ,  
8.303173925591074e-07,-0.0001718336550570787,8.303485197400893e-07,0.3332565718035884,8.303173925591074e-07,0.5121748288785474,8.303173925591074e-07,0.6311558599865257,  ,  
8.303175772187867e-07,-0.000171936270027246,8.303490184230192e-07,0.3321594693576867,8.303175772187867e-07,0.5121710634042151,8.303175772187867e-07,0.6311557978346662,  ,  
8.303177348229544e-07,-0.0001719810313155399,8.303495733324511e-07,0.3309386686076152,8.303177348229544e-07,0.5121677976711148,8.303177348229544e-07,0.6311557448003099,  ,  
8.303178765936256e-07,-0.0001720012851319955,8.303502136224614e-07,0.3295300305849352,8.303178765936256e-07,0.5121648204081338,8.303178765936256e-07,0.6311556971022878,  ,  
8.303180097988798e-07,-0.000172012237914671,8.303509912467269e-07,0.3278192572006784,8.303180097988798e-07,0.5121619898799012,8.303180097988798e-07,0.6311556522928359,  ,  
