"P_inst (b0=1,b1=0,b2=1,b3=0) X","P_inst (b0=1,b1=0,b2=1,b3=0) Y"
1.021307978375642e-06,1.844315132303064e-05
1.021443152532941e-06,1.559168258340555e-05
1.02156705136812e-06,1.367881055790006e-05
1.021667165690232e-06,1.242978950633979e-05
1.021783984978883e-06,1.124443483328031e-05
1.021993925921818e-06,9.705897516667321e-06
1.022346205261591e-06,8.184433476990278e-06
1.02284223537903e-06,7.151488403784162e-06
1.023423684987934e-06,6.638220837718853e-06
1.024130146711461e-06,6.402897571604728e-06
1.025013545486401e-06,6.310184880817605e-06
1.0261838674085e-06,6.279166390149089e-06
1.02756264811579e-06,6.272498621126566e-06
1.028781324057895e-06,6.272446495137362e-06
1.03e-06,6.273537341237238e-06
1.030049316290147e-06,6.273967848905299e-06
1.030116860537224e-06,6.281924003893662e-06
1.030152578711583e-06,6.370406123944127e-06
1.030224015060301e-06,1.04797543826332e-05
1.030242695275654e-06,1.376374876846593e-05
1.030258438416434e-06,1.650004063051631e-05
1.030275188527412e-06,1.821076905991299e-05
1.030293953895435e-06,2.159082463440216e-05
1.030301233876661e-06,3.364592395511246e-05
1.030303733876661e-06,4.127483107980399e-05
1.03030565355836e-06,5.951144378477416e-05
1.030307079522337e-06,0.0001041431210404154
1.030308509930578e-06,0.0001555717277205423
1.03030955793744e-06,0.0001815433993288
1.03031039590705e-06,0.0001918758973403077
1.030311233876661e-06,0.0002015530473943219
1.030311487205484e-06,0.0002012151749845993
1.030311863663716e-06,0.0002053559331935997
1.030312207330291e-06,0.0002125722934945262
1.030312765101917e-06,0.0002280122888303771
1.030313397325188e-06,0.0002459001009676665
1.030314177917137e-06,0.0002611118016529919
1.030314895336755e-06,0.0002636141910891089
1.030315663584026e-06,0.0002585417332236075
1.030316416475624e-06,0.0002568770777065867
1.030317233866102e-06,0.0002540292220081846
1.030317961876307e-06,0.000251862128525166
1.030318848995682e-06,0.0002471608995004266
1.030319617284283e-06,0.0002349713809931338
1.030320349037261e-06,0.0002224404209766774
1.030321142213079e-06,0.0002202398892467762
1.030322059066283e-06,0.0002298778303818934
1.030322813311575e-06,0.0002379202316240607
1.030323550106508e-06,0.0002452447233938538
1.030324376103967e-06,0.0002569342578616043
1.030325162721133e-06,0.0002731476945220038
1.030325937738005e-06,0.0002978866817810866
1.030326799627047e-06,0.0003220332300989815
1.030327532399374e-06,0.0003304207786446604
1.030328431411443e-06,0.0003354023061924228
1.030329254462862e-06,0.0003431302272426882
1.03033010854987e-06,0.000354170892554215
1.030330891398507e-06,0.0003757330184052201
1.030331633523907e-06,0.0004048185676137185
1.030332337844131e-06,0.0004297001064457784
1.030332996810688e-06,0.0004453989958783974
1.030333800078016e-06,0.0004589300262068183
1.030334502087075e-06,0.0004742357072232389
1.030335150441053e-06,0.0004920895158234436
1.030335969076942e-06,0.0005119876014296817
1.030336701567854e-06,0.0005203078211071377
1.030337816347914e-06,0.000515418421252088
1.030338618249655e-06,0.00050251771422901
1.03033955536272e-06,0.0004824433923397572
1.030340413694763e-06,0.0004668000063807092
1.03034103753123e-06,0.0004603672875826894
1.030341739222443e-06,0.000457856267033997
1.030342337144275e-06,0.000457147929087897
1.030343037185191e-06,0.0004565388455169669
1.030343741731162e-06,0.000455823719913345
1.030344652985476e-06,0.0004546499517948692
1.030345863278603e-06,0.0004526514548200143
1.030347887186643e-06,0.0004484332487766259
1.030349948150892e-06,0.0004434127733806458
1.030352374805058e-06,0.0004371484180980196
1.030355210038963e-06,0.0004297217164821387
1.030359099302401e-06,0.0004197088562558299
1.030364665533639e-06,0.000406983369248464
1.030371912713492e-06,0.0004006324828770251
1.030380501245839e-06,0.0004288711091245914
1.030386363416234e-06,0.0004730891359171544
1.030391176128357e-06,0.0005056430958087229
1.030396159225676e-06,0.0005128026415239217
1.030400995949607e-06,0.0004961725687622814
1.030405454932274e-06,0.0004812445394818839
1.030407840128467e-06,0.0004849920297069926
1.030410567249892e-06,0.0004852520070126944
1.030412547502065e-06,0.0004648731417962842
1.030413931585065e-06,0.0004446370427388278
1.03041531815485e-06,0.0004273793668071423
1.030416931765746e-06,0.0004060780055104976
1.030418573533731e-06,0.0003810117652224102
1.030419601106275e-06,0.0003649509806847226
1.030420679599371e-06,0.0003497138760045847
1.030421720293963e-06,0.0003381849691967423
1.030423129282536e-06,0.000324979848962651
1.030424265113919e-06,0.0003152505397238321
1.030425377355472e-06,0.0003065108915897972
1.030426753248233e-06,0.0002968752792521497
1.030429505033754e-06,0.0002811918815615403
1.030433924213791e-06,0.0002628822097176011
1.030438252898883e-06,0.000249604989390245
1.030442759850426e-06,0.0002385277793888009
1.030447828301476e-06,0.0002279013078481173
1.03045504901128e-06,0.0002145985417685922
1.030463768942283e-06,0.0002004535535464007
1.030474071614442e-06,0.0001856923653872899
1.030487202701472e-06,0.0001688605119829893
1.0305e-06,0.0001537680144194349
1.030507506839731e-06,0.0001454289133673162
1.03051702107228e-06,0.0001351422981347582
1.030526179065438e-06,0.0001256465689607017
1.030544495051755e-06,0.0001078638577928866
1.030572447913437e-06,8.398918066726812e-05
1.030609840025234e-06,5.84002645429444e-05
1.030660066768039e-06,3.469714732741962e-05
1.030740274626079e-06,1.556137634042409e-05
1.030857890325733e-06,7.625373344076965e-06
1.030959963962625e-06,6.509431663202664e-06
1.031067294307782e-06,6.314753470686807e-06
1.031184402300973e-06,6.286533866524021e-06
1.031342189057009e-06,6.282117154991044e-06
1.031553900452476e-06,6.280721024730324e-06
1.03188165951853e-06,6.279362892553479e-06
1.032426094270348e-06,6.278179622709766e-06
1.033514963773986e-06,6.277849604756556e-06
1.03569270278126e-06,6.279817659881877e-06
1.04e-06,6.285170278748517e-06
1.040125e-06,6.303741105684667e-06
1.040156404424633e-06,6.457650255512903e-06
1.040196908109736e-06,8.415502156359637e-06
1.040211711551075e-06,1.054098292189642e-05
1.040226505305e-06,1.352465287041914e-05
1.040244273935697e-06,1.705786641566586e-05
1.040259031532541e-06,1.862025371971189e-05
1.040280538846079e-06,2.359837291776892e-05
1.04028716399928e-06,3.550561719912417e-05
1.040292811328461e-06,5.271046014675998e-05
1.040299254564875e-06,7.194746646420345e-05
1.040305641185479e-06,8.526252775605057e-05
1.040307375097179e-06,9.585892943722696e-05
1.040310842920578e-06,0.00016233966038726
1.040312608029383e-06,0.0002365201063414417
1.040314092589891e-06,0.0003201588550718778
1.040315569809184e-06,0.0004149443829343333
1.040317487445134e-06,0.0005381104921448005
1.040318744934791e-06,0.0006097445382511561
1.040319593984713e-06,0.000652028015463953
1.04032024733715e-06,0.0006822013374048525
1.040321039815457e-06,0.0007185281109582623
1.040321819496102e-06,0.0007569201257432353
1.040322958465815e-06,0.0008146312909369833
1.040324089266462e-06,0.0008665941323063214
1.040325012147548e-06,0.0009024637077257913
1.040326033902844e-06,0.0009351290982817909
1.040327715248495e-06,0.0009739490553199935
1.040330254580493e-06,0.001004132841886417
1.040334391117085e-06,0.001007515803727625
1.040338092114133e-06,0.0009858443740681957
1.040342129899746e-06,0.0009538659002858721
1.040346623233382e-06,0.0009155760158702957
1.040352924097276e-06,0.0008627294675988545
1.040361606044295e-06,0.0007939679014741977
1.040374700456825e-06,0.000700014449034277
1.040398031786265e-06,0.0005578751023871813
1.040433737023351e-06,0.0003901064123462258
1.040466868511676e-06,0.0002746098601631599
1.0405e-06,0.0001873282275604735
1.040512564414376e-06,0.0001621900341341175
1.040529158842675e-06,0.0001318262272529026
1.040544500659397e-06,0.0001098902276062099
1.040571124856677e-06,8.775752931841075e-05
1.040598511191712e-06,8.026238860670447e-05
1.040627383804835e-06,7.880226335633649e-05
1.040667659837353e-06,7.928108487174824e-05
1.040701914836575e-06,8.003290743384872e-05
1.040751139221767e-06,8.039925743231653e-05
1.040809457430774e-06,9.781008351838713e-05
1.040827432319384e-06,0.0001217110821681985
1.040836419763688e-06,0.0001395182076832549
1.040854394652298e-06,0.0001808515891101267
1.040869709837479e-06,0.0002007223928459889
1.040882959846689e-06,0.0001959026620344781
1.040887909186528e-06,0.000191970274724629
1.040897807866207e-06,0.0001857332551836317
1.04090227081651e-06,0.0001845485876886204
1.04090619000232e-06,0.0001840602415728105
1.040910315492694e-06,0.0001830539098854136
1.040914721434128e-06,0.0001803074174496057
1.040919525130638e-06,0.0001746363126422798
1.040924814055044e-06,0.0001658113255760298
1.040928967906944e-06,0.000158879826414301
1.040931911897887e-06,0.0001552418950238858
1.04093469429991e-06,0.0001526939215364192
1.040937428188552e-06,0.0001503895669176098
1.040940197872441e-06,0.0001479959388831875
1.040943276854683e-06,0.0001451769759119083
1.040947818759409e-06,0.000140597864360974
1.040954557307169e-06,0.0001321147105436884
1.040963006201357e-06,0.0001175766265181948
1.040976080671517e-06,9.261018501324512e-05
1.040987311049152e-06,7.463831609176944e-05
1.040998396994022e-06,6.12270951382991e-05
1.041013999203278e-06,4.82695936090758e-05
1.041045203621789e-06,3.558452282790466e-05
1.041074009967933e-06,3.076487444026927e-05
1.041126349400709e-06,2.64285555771509e-05
1.041187411810374e-06,2.323247109970689e-05
1.041274375100029e-06,1.996098694858769e-05
1.04138013516232e-06,1.718676838137879e-05
1.041485112173873e-06,1.519924991269421e-05
1.041595852391983e-06,1.355080511413237e-05
1.041694288736969e-06,1.234037850836746e-05
1.04182751777847e-06,1.103378184868939e-05
1.04204624774126e-06,9.520994601912909e-06
1.04248370766684e-06,7.855606761729136e-06
1.042988766348348e-06,6.997618402352412e-06
1.043602486664246e-06,6.561159170001446e-06
1.044332180654625e-06,6.372846477620456e-06
1.045283040013108e-06,6.298559650525163e-06
1.046515539374531e-06,6.275866211717676e-06
1.04796898420832e-06,6.271681628497184e-06
1.04898449210416e-06,6.27208513903018e-06
1.05e-06,6.273057871878235e-06
1.050045463866068e-06,6.273461744826924e-06
1.050109470020166e-06,6.278175693782055e-06
1.05018584074953e-06,7.026296171887803e-06
1.050224026114212e-06,1.051689009210439e-05
1.050241068900985e-06,1.349286462505006e-05
1.05025643584068e-06,1.622996966624307e-05
1.050272285383651e-06,1.807901148229007e-05
1.050292478438919e-06,2.046145301878719e-05
1.050301323120368e-06,3.367135058224083e-05
1.050303823120368e-06,4.112992876794716e-05
1.050305909188227e-06,5.865475126899102e-05
1.050307478653359e-06,9.394544249914756e-05
1.050308850831839e-06,0.0001220073851505541
1.050309937495203e-06,0.0001335051232620467
1.050311323120368e-06,0.0001422540559874041
1.050311629309677e-06,0.0001452209865124778
1.050312121546441e-06,0.0001552849291002299
1.050312575828942e-06,0.0001661062362331752
1.050313147621368e-06,0.0001759842206476935
1.050313882670682e-06,0.0001780855009497879
1.050314637210711e-06,0.0001696317356341221
1.050315389454101e-06,0.0001578274622644729
1.050316134244992e-06,0.0001562513083700139
1.050316975026015e-06,0.0001666380258171309
1.050317714072653e-06,0.0001729883891180138
1.050318577997806e-06,0.0001714250451476498
1.050319528745209e-06,0.0001603442810018224
1.050320473869612e-06,0.0001497101353383677
1.050321328203718e-06,0.0001563716210834414
1.050322237921413e-06,0.0001752861216869968
1.050322996036228e-06,0.0001860818778084087
1.050323755458102e-06,0.0001872818538031798
1.050324603996489e-06,0.0001819456461796986
1.050325391033084e-06,0.0001827554086503975
1.050326175546246e-06,0.0002009881153721624
1.050326998405389e-06,0.0002263928324439503
1.050327737118642e-06,0.0002446490554186422
1.050328627698049e-06,0.0002588091334731905
1.050329537031009e-06,0.0002671261097438417
1.05033048092289e-06,0.0002844409321049415
1.05033129842348e-06,0.0003173727064935848
1.050332140324323e-06,0.0003574811563964278
1.050332780259972e-06,0.0003808580448532904
1.050333647302092e-06,0.0003986992436664377
1.050334322876563e-06,0.0004045644758919462
1.050335008003046e-06,0.0004075845170096536
1.050335676108399e-06,0.0004098485979900601
1.05033657136848e-06,0.0004141186487625208
1.05033758407064e-06,0.0004221252249450832
1.050338762087993e-06,0.0004335674838816606
1.05034007327262e-06,0.0004441758896137518
1.050341128976122e-06,0.0004497723448227012
1.050342271413175e-06,0.0004531840837983489
1.050343601949287e-06,0.0004545170710929504
1.050345507125529e-06,0.0004532423661034528
1.050348149938489e-06,0.0004482617896943164
1.050351834964068e-06,0.0004391623962072351
1.050356509781522e-06,0.0004270053313234245
1.050363272581701e-06,0.0004106218197830991
1.050370344359095e-06,0.0004011627724369218
1.050378338017886e-06,0.0004179426960125346
1.050388250123101e-06,0.0004870194647390186
1.050395248597812e-06,0.0005150137362657141
1.050400501985456e-06,0.0004998036576703523
1.050402804138846e-06,0.0004894960763546169
1.050405608614313e-06,0.0004827048313953478
1.050408720388867e-06,0.0004890676968240616
1.050410924478168e-06,0.0004850286446632175
1.050412868872134e-06,0.0004622710038973165
1.050414612295903e-06,0.0004379289212995168
1.050416008268989e-06,0.0004205831991869147
1.050418175003893e-06,0.0003892395131784816
1.050419725550564e-06,0.0003651008374013583
1.050420918170049e-06,0.0003487216408723412
1.050421987639628e-06,0.0003373624317427166
1.050423399831499e-06,0.000324390918115053
1.050424496644126e-06,0.0003151544091625885
1.050425637225185e-06,0.0003063744417925451
1.050427121130418e-06,0.0002962926931480579
1.050430088940884e-06,0.0002801448197686609
1.050435109560912e-06,0.0002606977093885196
1.050439390679479e-06,0.0002484417010170582
1.05044406553738e-06,0.0002375358399313059
1.050449307659655e-06,0.0002269748625395119
1.050457712359365e-06,0.0002121150754101392
1.050466639140705e-06,0.0001982769803592928
1.050477753862996e-06,0.0001830038312531302
1.050488876931498e-06,0.0001691222655854657
1.0505e-06,0.0001561314871954787
1.050507276448047e-06,0.000148073840360423
1.050516109234995e-06,0.0001385326299643043
1.050524707439172e-06,0.0001295896230218109
1.050541903847526e-06,0.000112728721114296
1.050569342866084e-06,8.880377752830542e-05
1.050605456436126e-06,6.312326009032512e-05
1.050653884578517e-06,3.860992743054832e-05
1.050728478813754e-06,1.817194052572703e-05
1.05085526345626e-06,7.823725325551676e-06
1.050958534279409e-06,6.544656325118334e-06
1.051067878224187e-06,6.320401294701798e-06
1.051183429009828e-06,6.286969644481286e-06
1.051337924699906e-06,6.281643252857336e-06
1.051550263916014e-06,6.280157038029973e-06
1.051868269123514e-06,6.278839995430623e-06
1.052393124034316e-06,6.277710529074368e-06
1.05344283385592e-06,6.277408081554764e-06
1.055542253499128e-06,6.279182427966777e-06
1.057771126749564e-06,6.282009790554212e-06
1.06e-06,6.284738799250406e-06
1.060065314371526e-06,6.285796328587878e-06
1.060146806687145e-06,6.372509516714475e-06
1.060187552844954e-06,7.565284257132537e-06
1.060203074713729e-06,9.182720978400921e-06
1.060219976844912e-06,1.213422220833743e-05
1.060240503535073e-06,1.638788958502011e-05
1.060255685621725e-06,1.840823229062441e-05
1.060273514486341e-06,1.93941959492137e-05
1.060281665529205e-06,2.522765895238996e-05
1.060287322168313e-06,3.638958762322579e-05
1.060295449074804e-06,6.17654264145659e-05
1.060301257499862e-06,7.637393625380687e-05
1.060308480766329e-06,0.0001080957938327739
1.060310156492318e-06,0.0001414978513056941
1.060311987310244e-06,0.0002063547825158865
1.060313466677513e-06,0.0002822415789244113
1.060315006865063e-06,0.0003774467822773739
1.06031653856941e-06,0.0004778603845801446
1.060318332492578e-06,0.0005871176643666119
1.060319482562328e-06,0.0006465885759277229
1.060320169000129e-06,0.000678494269432753
1.060321114257212e-06,0.0007219297220448469
1.060321862061582e-06,0.0007587951762395923
1.060323106113994e-06,0.0008214345784848782
1.060324277180288e-06,0.0008741331460339807
1.060325214489527e-06,0.0009093410714037067
1.060326251803622e-06,0.0009410969872206464
