delay (Vbp=0) X,delay (Vbp=0) Y,delay (Vbp=0.55) X,delay (Vbp=0.55) Y,delay (Vbp=1.1) X,delay (Vbp=1.1) Y,delay (Vbp=1.5) X,delay (Vbp=1.5) Y,delay (Vbp=2) X,delay (Vbp=2) Y
3.98e-06,2.020726028753138e-09,3.98e-06,2.818813222818617e-09,3.98e-06,3.555727057977587e-09,3.98e-06,3.955952302762401e-09,3.98e-06,4.361016063619321e-09
4e-06,2.032824478875719e-09,4e-06,2.836601681131715e-09,4e-06,3.57741608382451e-09,4e-06,3.978367262393038e-09,4e-06,4.38494290583492e-09
4.02e-06,2.047183841039146e-09,4.02e-06,2.85263880581786e-09,4.02e-06,3.596285435626819e-09,4.02e-06,4.000498172035336e-09,4.02e-06,4.409470723877329e-09
4.04e-06,2.059755608834849e-09,4.04e-06,2.870203459986249e-09,4.04e-06,3.617654581740248e-09,4.04e-06,4.022912589904706e-09,4.04e-06,4.433652881970098e-09
4.06e-06,2.073345910203846e-09,4.06e-06,2.886804060252911e-09,4.06e-06,3.637874756514713e-09,4.06e-06,4.045120651898228e-09,4.06e-06,4.456665718676794e-09
4.08e-06,2.086752627539257e-09,4.08e-06,2.903365097683222e-09,4.08e-06,3.658124069808096e-09,4.08e-06,4.066814157205328e-09,4.08e-06,4.480973270891122e-09
4.1e-06,2.099080133463675e-09,4.1e-06,2.920804832253855e-09,4.1e-06,3.67891736237392e-09,4.1e-06,4.088600687874265e-09,4.1e-06,4.505778043092691e-09
4.12e-06,2.113000770033628e-09,4.12e-06,2.93854246224958e-09,4.12e-06,3.699682817795566e-09,4.12e-06,4.111973118908193e-09,4.12e-06,4.529225723216527e-09
4.14e-06,2.12513598531253e-09,4.14e-06,2.955340585327247e-09,4.14e-06,3.719822283887798e-09,4.14e-06,4.134379492770275e-09,4.14e-06,4.554239457733393e-09
4.16e-06,2.139399614049688e-09,4.16e-06,2.971762376592212e-09,4.16e-06,3.74057090038951e-09,4.16e-06,4.156869710896635e-09,4.16e-06,4.577483354147749e-09
4.18e-06,2.152907296971988e-09,4.18e-06,2.9885320283418e-09,4.18e-06,3.760926141433072e-09,4.18e-06,4.178708843986287e-09,4.18e-06,4.601486021442118e-09
4.2e-06,2.164928344035071e-09,4.2e-06,3.006489612724157e-09,4.2e-06,3.781408380417375e-09,4.2e-06,4.200914041909273e-09,4.2e-06,4.625112149787763e-09
4.22e-06,2.17915768081322e-09,4.22e-06,3.022816878913332e-09,4.22e-06,3.802084443041673e-09,4.22e-06,4.223118919109217e-09,4.22e-06,4.650564994713981e-09
4.24e-06,2.192654993700967e-09,4.24e-06,3.040725794334019e-09,4.24e-06,3.822952116430433e-09,4.24e-06,4.246117482882205e-09,4.24e-06,4.674449458579206e-09
4.26e-06,2.205558889898149e-09,4.26e-06,3.057593661163807e-09,4.26e-06,3.842449828467111e-09,4.26e-06,4.268151165624734e-09,4.26e-06,4.69821678279432e-09
4.28e-06,2.217807696208889e-09,4.28e-06,3.075155919165574e-09,4.28e-06,3.863883959672551e-09,4.28e-06,4.290805148663433e-09,4.28e-06,4.723324480182791e-09
4.3e-06,2.231002573565578e-09,4.3e-06,3.091488773361312e-09,4.3e-06,3.883902191049207e-09,4.3e-06,4.311967983888755e-09,4.3e-06,4.747407953495549e-09
4.32e-06,2.24537366358274e-09,4.32e-06,3.109832355863481e-09,4.32e-06,3.904704240330504e-09,4.32e-06,4.335362377642289e-09,4.32e-06,4.772046665651841e-09
4.34e-06,2.258153744647419e-09,4.34e-06,3.126374135686122e-09,4.34e-06,3.925656231663836e-09,4.34e-06,4.357898479740126e-09,4.34e-06,4.795303046074197e-09
4.36e-06,2.27096884735702e-09,4.36e-06,3.143192810459588e-09,4.36e-06,3.946235926022837e-09,4.36e-06,4.380292842413528e-09,4.36e-06,4.81977538985708e-09
4.38e-06,2.284493799050019e-09,4.38e-06,3.160446130179809e-09,4.38e-06,3.966931931967522e-09,4.38e-06,4.402047690287167e-09,4.38e-06,4.844431979039957e-09
4.4e-06,2.297788161172556e-09,4.4e-06,3.177352274080818e-09,4.4e-06,3.987132355315316e-09,4.4e-06,4.425032893582272e-09,4.4e-06,4.868846910403032e-09
4.42e-06,2.310750435148051e-09,4.42e-06,3.195150055530009e-09,4.42e-06,4.007442690627161e-09,4.42e-06,4.447007769521261e-09,4.42e-06,4.892971946659847e-09
4.44e-06,2.323915779040689e-09,4.44e-06,3.211927288356051e-09,4.44e-06,4.028408155505066e-09,4.44e-06,4.469058377848713e-09,4.44e-06,4.917253842092244e-09
4.46e-06,2.337395931851429e-09,4.46e-06,3.228912178476842e-09,4.46e-06,4.049028509254342e-09,4.46e-06,4.491437952321453e-09,4.46e-06,4.941964712732929e-09
4.48e-06,2.350919415865718e-09,4.48e-06,3.24608515684637e-09,4.48e-06,4.069606463156874e-09,4.48e-06,4.515097461143099e-09,4.48e-06,4.966654957563864e-09
4.5e-06,2.363998577445934e-09,4.5e-06,3.263104695764389e-09,4.5e-06,4.09026576723411e-09,4.5e-06,4.536417177675322e-09,4.5e-06,4.991015316598132e-09
4.52e-06,2.377803140393924e-09,4.52e-06,3.28060441675782e-09,4.52e-06,4.110947698556581e-09,4.52e-06,4.558991494786066e-09,4.52e-06,5.013832712048828e-09
4.54e-06,2.390690508168865e-09,4.54e-06,3.297555701532145e-09,4.54e-06,4.131519080483427e-09,4.54e-06,4.582403765735274e-09,4.54e-06,5.038228518340454e-09
4.56e-06,2.404117587944284e-09,4.56e-06,3.315105640835594e-09,4.56e-06,4.152437944928298e-09,4.56e-06,4.604371093461322e-09,4.56e-06,5.062041727396778e-09
4.58e-06,2.417306124617914e-09,4.58e-06,3.331906397927721e-09,4.58e-06,4.172969961028863e-09,4.58e-06,4.626582403072601e-09,4.58e-06,5.086887419988334e-09
4.6e-06,2.43068701109329e-09,4.6e-06,3.349436364637811e-09,4.6e-06,4.193879518195029e-09,4.6e-06,4.649206058118742e-09,4.6e-06,5.111781126190147e-09
4.62e-06,2.443679984922063e-09,4.62e-06,3.366344049743973e-09,4.62e-06,4.214199056426439e-09,4.62e-06,4.672019857388803e-09,4.62e-06,5.135575198824187e-09
4.64e-06,2.457388261418504e-09,4.64e-06,3.383089961438324e-09,4.64e-06,4.235631616828813e-09,4.64e-06,4.694882008570829e-09,4.64e-06,5.159198704588347e-09
4.66e-06,2.470445064549056e-09,4.66e-06,3.400806274734811e-09,4.66e-06,4.255678146749744e-09,4.66e-06,4.71715441910727e-09,4.66e-06,5.184015460099079e-09
4.68e-06,2.484309018269229e-09,4.68e-06,3.418143187072669e-09,4.68e-06,4.277023649178592e-09,4.68e-06,4.739768789295202e-09,4.68e-06,5.207606521143678e-09
4.7e-06,2.496793040237888e-09,4.7e-06,3.435296304020822e-09,4.7e-06,4.297261142928479e-09,4.7e-06,4.762298009087754e-09,4.7e-06,5.233023379801535e-09
4.72e-06,2.510717070506583e-09,4.72e-06,3.452554076136822e-09,4.72e-06,4.318257993897074e-09,4.72e-06,4.783893803736082e-09,4.72e-06,5.255867350253104e-09
4.74e-06,2.524278736031351e-09,4.74e-06,3.469899987646485e-09,4.74e-06,4.339026072923144e-09,4.74e-06,4.80613098430093e-09,4.74e-06,5.280680943772766e-09
4.76e-06,2.537634581990149e-09,4.76e-06,3.486399980142799e-09,4.76e-06,4.359702876479761e-09,4.76e-06,4.829749063292042e-09,4.76e-06,5.30703019553112e-09
4.78e-06,2.55047837282227e-09,4.78e-06,3.504466218080892e-09,4.78e-06,4.380494662986826e-09,4.78e-06,4.852612065052515e-09,4.78e-06,5.330313195929574e-09
4.8e-06,2.56386940950231e-09,4.8e-06,3.521196988285006e-09,4.8e-06,4.401124051253978e-09,4.8e-06,4.875931274091927e-09,4.8e-06,5.354743167810642e-09
4.82e-06,2.577040404391721e-09,4.82e-06,3.538480890055809e-09,4.82e-06,4.421918434757432e-09,4.82e-06,4.8973013696153e-09,4.82e-06,5.379368880864361e-09
4.84e-06,2.590677690756431e-09,4.84e-06,3.555023422628499e-09,4.84e-06,4.441689103496988e-09,4.84e-06,4.919815798111538e-09,4.84e-06,5.401654824192714e-09
4.86e-06,2.603947082794556e-09,4.86e-06,3.573287136222523e-09,4.86e-06,4.463183886524156e-09,4.86e-06,4.943321221776836e-09,4.86e-06,5.428848178451894e-09
4.88e-06,2.617344645066894e-09,4.88e-06,3.590350570094365e-09,4.88e-06,4.484205827662113e-09,4.88e-06,4.965643575416475e-09,4.88e-06,5.451224032503121e-09
4.9e-06,2.631043110546334e-09,4.9e-06,3.607800951983674e-09,4.9e-06,4.50432469990606e-09,4.9e-06,4.988038438061376e-09,4.9e-06,5.47801612642021e-09
4.919999999999999e-06,2.644148973061443e-09,4.919999999999999e-06,3.625141341179799e-09,4.919999999999999e-06,4.525261022147259e-09,4.919999999999999e-06,5.010986280800139e-09,4.919999999999999e-06,5.503163743314278e-09
4.94e-06,2.656793427924392e-09,4.94e-06,3.642143067689897e-09,4.94e-06,4.546184937881402e-09,4.94e-06,5.03291721744257e-09,4.94e-06,5.527403832754984e-09
4.96e-06,2.670945212083039e-09,4.96e-06,3.659652682448789e-09,4.96e-06,4.567246871979898e-09,4.96e-06,5.055703349689418e-09,4.96e-06,5.55131911887321e-09
4.98e-06,2.684243266565564e-09,4.98e-06,3.676169743184745e-09,4.98e-06,4.587495065488261e-09,4.98e-06,5.078247622078821e-09,4.98e-06,5.575416650564376e-09
5e-06,2.696994537576239e-09,5e-06,3.693559989777825e-09,5e-06,4.608580104589058e-09,5e-06,5.101417154733646e-09,5e-06,5.600174252409035e-09
5.02e-06,2.711124407557837e-09,5.02e-06,3.711246312466454e-09,5.02e-06,4.629146482304724e-09,5.02e-06,5.123880704840645e-09,5.02e-06,5.624633088654441e-09
5.04e-06,2.723850649093623e-09,5.04e-06,3.728662431893239e-09,5.04e-06,4.650226768576441e-09,5.04e-06,5.146630463597628e-09,5.04e-06,5.649597410898119e-09
5.06e-06,2.73780125070081e-09,5.06e-06,3.745529119470131e-09,5.06e-06,4.670966528134329e-09,5.06e-06,5.16907999366007e-09,5.06e-06,5.674014358289415e-09
5.08e-06,2.750838034065205e-09,5.08e-06,3.763381494544221e-09,5.08e-06,4.691591629221372e-09,5.08e-06,5.191481207281278e-09,5.08e-06,5.698446265735496e-09
5.099999999999999e-06,2.763294445838429e-09,5.099999999999999e-06,3.780126985784281e-09,5.099999999999999e-06,4.7124066639869e-09,5.099999999999999e-06,5.214155524704845e-09,5.099999999999999e-06,5.722873548303917e-09
5.12e-06,2.777348441099725e-09,5.12e-06,3.797450776722069e-09,5.12e-06,4.733795064416197e-09,5.12e-06,5.237894059761496e-09,5.12e-06,5.747350487610704e-09
5.14e-06,2.791244416952932e-09,5.14e-06,3.81527405227953e-09,5.14e-06,4.754417488867618e-09,5.14e-06,5.259470582673898e-09,5.14e-06,5.772558688068573e-09
5.16e-06,2.803907796113514e-09,5.16e-06,3.832146657108451e-09,5.16e-06,4.774783338559795e-09,5.16e-06,5.282695833326205e-09,5.16e-06,5.796297458501555e-09
5.18e-06,2.817576678122132e-09,5.18e-06,3.849455043544753e-09,5.18e-06,4.795715654810424e-09,5.18e-06,5.305333586997473e-09,5.18e-06,5.820553707745185e-09
5.2e-06,2.830621054107309e-09,5.2e-06,3.867666072936915e-09,5.2e-06,4.816733270116488e-09,5.2e-06,5.328118505202998e-09,5.2e-06,5.844480634159405e-09
5.22e-06,2.84438161993828e-09,5.22e-06,3.884330245183798e-09,5.22e-06,4.837978172123528e-09,5.22e-06,5.350229249251234e-09,5.22e-06,5.869610945138676e-09
5.24e-06,2.858004922114768e-09,5.24e-06,3.90207282358381e-09,5.24e-06,4.858591300765314e-09,5.24e-06,5.373080466435266e-09,5.24e-06,5.895879188385136e-09
5.26e-06,2.870743957074194e-09,5.26e-06,3.919586310917991e-09,5.26e-06,4.879350799741181e-09,5.26e-06,5.39639648285819e-09,5.26e-06,5.918821823071149e-09
5.279999999999999e-06,2.884047246360316e-09,5.279999999999999e-06,3.936837096004019e-09,5.279999999999999e-06,4.900621419526202e-09,5.279999999999999e-06,5.419187839202677e-09,5.279999999999999e-06,5.943644140451769e-09
5.3e-06,2.89850470857528e-09,5.3e-06,3.954224670692962e-09,5.3e-06,4.920968350370145e-09,5.3e-06,5.44208581740347e-09,5.3e-06,5.968350845153202e-09
5.32e-06,2.911737025477499e-09,5.32e-06,3.971730346542258e-09,5.32e-06,4.94255432344832e-09,5.32e-06,5.464210799276998e-09,5.32e-06,5.991757623250723e-09
5.34e-06,2.9254650895117e-09,5.34e-06,3.988860754722183e-09,5.34e-06,4.962863759882946e-09,5.34e-06,5.4874375640218e-09,5.34e-06,6.01755820132204e-09
5.36e-06,2.938816287446975e-09,5.36e-06,4.005980118086623e-09,5.36e-06,4.98432424278123e-09,5.36e-06,5.510386744203639e-09,5.36e-06,6.042047950953992e-09
5.38e-06,2.951900688244677e-09,5.38e-06,4.023343973142748e-09,5.38e-06,5.005126801699783e-09,5.38e-06,5.532694739768711e-09,5.38e-06,6.067850745003281e-09
5.4e-06,2.965276064576898e-09,5.4e-06,4.040527669269724e-09,5.4e-06,5.026219207886823e-09,5.4e-06,5.556253740980926e-09,5.4e-06,6.090431638526766e-09
5.42e-06,2.979009302205999e-09,5.42e-06,4.058760012864577e-09,5.42e-06,5.04656114207964e-09,5.42e-06,5.578676128576806e-09,5.42e-06,6.115762440778968e-09
5.44e-06,2.992341377156447e-09,5.44e-06,4.075881665916104e-09,5.44e-06,5.067612959747853e-09,5.44e-06,5.601667263965598e-09,5.44e-06,6.140681678494968e-09
5.46e-06,3.004949970836255e-09,5.46e-06,4.093222232415369e-09,5.46e-06,5.088237027127502e-09,5.46e-06,5.624161026635433e-09,5.46e-06,6.165489714806999e-09
5.48e-06,3.019374772697018e-09,5.48e-06,4.111168669172083e-09,5.48e-06,5.10944690366043e-09,5.48e-06,5.647314362817054e-09,5.48e-06,6.191188481283347e-09
5.5e-06,3.031268273475227e-09,5.5e-06,4.128499494755196e-09,5.5e-06,5.130350232747675e-09,5.5e-06,5.670021071431182e-09,5.5e-06,6.215076331565628e-09
5.52e-06,3.045741041065158e-09,5.52e-06,4.145956594553665e-09,5.52e-06,5.151228603792934e-09,5.52e-06,5.69259521199143e-09,5.52e-06,6.239703182305605e-09
5.539999999999999e-06,3.059115640104963e-09,5.539999999999999e-06,4.162632368131374e-09,5.539999999999999e-06,5.172515440494278e-09,5.539999999999999e-06,5.715349026216401e-09,5.539999999999999e-06,6.264479459557799e-09
5.56e-06,3.072793398260298e-09,5.56e-06,4.180557924126874e-09,5.56e-06,5.193869593078646e-09,5.56e-06,5.738740457906996e-09,5.56e-06,6.289662238293078e-09
5.58e-06,3.086255120698477e-09,5.58e-06,4.197906778590127e-09,5.58e-06,5.214295817571463e-09,5.58e-06,5.76224276822172e-09,5.58e-06,6.314708478949992e-09
5.6e-06,3.100002417429575e-09,5.6e-06,4.215308354901081e-09,5.6e-06,5.235830208024024e-09,5.6e-06,5.785374598966582e-09,5.6e-06,6.338822610567198e-09
5.62e-06,3.11218531954847e-09,5.62e-06,4.23287897724331e-09,5.62e-06,5.256936174261831e-09,5.62e-06,5.807687410840655e-09,5.62e-06,6.365139316354162e-09
5.64e-06,3.126476860892639e-09,5.64e-06,4.249963956792297e-09,5.64e-06,5.27803909231583e-09,5.64e-06,5.829942598251901e-09,5.64e-06,6.388919098804297e-09
5.66e-06,3.140126668514215e-09,5.66e-06,4.267587758983667e-09,5.66e-06,5.298983464371363e-09,5.66e-06,5.853766159952811e-09,5.66e-06,6.413754668978042e-09
5.68e-06,3.15344870324854e-09,5.68e-06,4.285277104819114e-09,5.68e-06,5.319735553771538e-09,5.68e-06,5.876592560718607e-09,5.68e-06,6.438483493523757e-09
5.7e-06,3.166758280151243e-09,5.7e-06,4.301975145344153e-09,5.7e-06,5.340517698765527e-09,5.7e-06,5.898498363658564e-09,5.7e-06,6.464010669400151e-09
5.719999999999999e-06,3.180449321190207e-09,5.719999999999999e-06,4.320298583750222e-09,5.719999999999999e-06,5.361804368969384e-09,5.719999999999999e-06,5.92132667082422e-09,5.719999999999999e-06,6.489162373506514e-09
5.74e-06,3.193975488242248e-09,5.74e-06,4.337573402148112e-09,5.74e-06,5.382730921055331e-09,5.74e-06,5.944092592523201e-09,5.74e-06,6.513153305382943e-09
5.76e-06,3.207140358060191e-09,5.76e-06,4.35507142650808e-09,5.76e-06,5.403839635558219e-09,5.76e-06,5.96817597012708e-09,5.76e-06,6.538800250819471e-09
5.78e-06,3.220185799336662e-09,5.78e-06,4.372405175662193e-09,5.78e-06,5.424712828007178e-09,5.78e-06,5.989923628040532e-09,5.78e-06,6.563581844226076e-09
5.8e-06,3.234472309512605e-09,5.8e-06,4.389573534576002e-09,5.8e-06,5.446031380690105e-09,5.8e-06,6.014066616628992e-09,5.8e-06,6.588728235244692e-09
5.82e-06,3.24786849686497e-09,5.82e-06,4.407679541362623e-09,5.82e-06,5.466957882593003e-09,5.82e-06,6.036101032971298e-09,5.82e-06,6.613373634827346e-09
5.84e-06,3.260688171065555e-09,5.84e-06,4.425088467482127e-09,5.84e-06,5.488835839239649e-09,5.84e-06,6.059282805859788e-09,5.84e-06,6.637994273505709e-09
5.86e-06,3.273956310229254e-09,5.86e-06,4.442663602692729e-09,5.86e-06,5.509879583882105e-09,5.86e-06,6.083527155318934e-09,5.86e-06,6.662804961511906e-09
5.88e-06,3.287635836155309e-09,5.88e-06,4.459772590896214e-09,5.88e-06,5.530409777440026e-09,5.88e-06,6.105255149086753e-09,5.88e-06,6.687836162768827e-09
5.9e-06,3.301084013988249e-09,5.9e-06,4.476817457066763e-09,5.9e-06,5.551621851116311e-09,5.9e-06,6.128465820239047e-09,5.9e-06,6.712563889902595e-09
5.92e-06,3.315413236481297e-09,5.92e-06,4.495202909447948e-09,5.92e-06,5.572769021744312e-09,5.92e-06,6.151297997363222e-09,5.92e-06,6.737718562811677e-09
5.94e-06,3.328939737580315e-09,5.94e-06,4.511869421768519e-09,5.94e-06,5.593796718815243e-09,5.94e-06,6.174055168190865e-09,5.94e-06,6.762510655024893e-09
5.96e-06,3.342526068330171e-09,5.96e-06,4.530245322173123e-09,5.96e-06,5.614952176143566e-09,5.96e-06,6.19791571844537e-09,5.96e-06,6.78734923258738e-09
5.979999999999999e-06,3.355655159214509e-09,5.979999999999999e-06,4.547262185064059e-09,5.979999999999999e-06,5.636025233945366e-09,5.979999999999999e-06,6.219972140406685e-09,5.979999999999999e-06,6.812485854293297e-09
6e-06,3.369575401847765e-09,6e-06,4.565256230454362e-09,6e-06,5.657419454768453e-09,6e-06,6.243738132353355e-09,6e-06,6.836683542048297e-09
6.02e-06,3.38314220850879e-09,6.02e-06,4.582971865892405e-09,6.02e-06,5.678235801843916e-09,6.02e-06,6.266484387641663e-09,6.02e-06,6.861635276383334e-09
6.04e-06,3.396730839351024e-09,6.04e-06,4.600833335818834e-09,6.04e-06,5.699760227289298e-09,6.04e-06,6.289525706549303e-09,6.04e-06,6.887128928139644e-09
6.06e-06,3.409212938620494e-09,6.06e-06,4.616932276127634e-09,6.06e-06,5.720760400321408e-09,6.06e-06,6.312732834759279e-09,6.06e-06,6.912329294090708e-09
6.08e-06,3.423105279797303e-09,6.08e-06,4.635092713102951e-09,6.08e-06,5.741766913197229e-09,6.08e-06,6.335683588057409e-09,6.08e-06,6.936934050739834e-09
6.1e-06,3.436938545346539e-09,6.1e-06,4.652937512251616e-09,6.1e-06,5.763047415145202e-09,6.1e-06,6.359674358889527e-09,6.1e-06,6.961176417519653e-09
