"delay (b0=0,b1=0,b2=0,b3=0) X","delay (b0=0,b1=0,b2=0,b3=0) Y","delay (b0=0,b1=0,b2=0,b3=1) X","delay (b0=0,b1=0,b2=0,b3=1) Y","delay (b0=0,b1=0,b2=1,b3=0) X","delay (b0=0,b1=0,b2=1,b3=0) Y","delay (b0=0,b1=0,b2=1,b3=1) X","delay (b0=0,b1=0,b2=1,b3=1) Y","delay (b0=0,b1=1,b2=0,b3=0) X","delay (b0=0,b1=1,b2=0,b3=0) Y","delay (b0=0,b1=1,b2=0,b3=1) X","delay (b0=0,b1=1,b2=0,b3=1) Y","delay (b0=0,b1=1,b2=1,b3=0) X","delay (b0=0,b1=1,b2=1,b3=0) Y","delay (b0=0,b1=1,b2=1,b3=1) X","delay (b0=0,b1=1,b2=1,b3=1) Y","delay (b0=1,b1=0,b2=0,b3=0) X","delay (b0=1,b1=0,b2=0,b3=0) Y","delay (b0=1,b1=0,b2=0,b3=1) X","delay (b0=1,b1=0,b2=0,b3=1) Y","delay (b0=1,b1=0,b2=1,b3=0) X","delay (b0=1,b1=0,b2=1,b3=0) Y","delay (b0=1,b1=0,b2=1,b3=1) X","delay (b0=1,b1=0,b2=1,b3=1) Y","delay (b0=1,b1=1,b2=0,b3=0) X","delay (b0=1,b1=1,b2=0,b3=0) Y","delay (b0=1,b1=1,b2=0,b3=1) X","delay (b0=1,b1=1,b2=0,b3=1) Y","delay (b0=1,b1=1,b2=1,b3=0) X","delay (b0=1,b1=1,b2=1,b3=0) Y","delay (b0=1,b1=1,b2=1,b3=1) X","delay (b0=1,b1=1,b2=1,b3=1) Y"
1.6e-06,1.082170870923254e-09,1.6e-06,9.368559242995777e-10,1.6e-06,9.995549318798748e-10,1.6e-06,8.872689969980849e-10,1.6e-06,1.037985501374608e-09,1.6e-06,9.11010304455286e-10,1.6e-06,9.664195638901166e-10,1.6e-06,8.662336254129521e-10,1.6e-06,1.052371417799879e-09,1.6e-06,9.191972736540341e-10,1.6e-06,9.770554942338695e-10,1.6e-06,8.72893330539722e-10,1.6e-06,1.012231467465887e-09,1.6e-06,8.949714622310509e-10,1.6e-06,9.463681695559782e-10,1.6e-06,8.530247200857473e-10
1.62e-06,1.105434688304876e-09,1.62e-06,9.548130166278687e-10,1.62e-06,1.019428892108898e-09,1.62e-06,9.033693448194996e-10,1.62e-06,1.05934956766231e-09,1.62e-06,9.277650187298092e-10,1.62e-06,9.85176419979925e-10,1.62e-06,8.816829957814432e-10,1.62e-06,1.074186795848289e-09,1.62e-06,9.363833779413921e-10,1.62e-06,9.963410213985863e-10,1.62e-06,8.886023906853447e-10,1.62e-06,1.032711996606648e-09,1.62e-06,9.113894723548577e-10,1.62e-06,9.646228986957815e-10,1.62e-06,8.680874014937937e-10
1.64e-06,1.128801418911189e-09,1.64e-06,9.728105777565019e-10,1.64e-06,1.039722819815257e-09,1.64e-06,9.197487741280696e-10,1.64e-06,1.080885281297418e-09,1.64e-06,9.450780930231009e-10,1.64e-06,1.004089528154464e-09,1.64e-06,8.972889467357043e-10,1.64e-06,1.096679160109875e-09,1.64e-06,9.539240131133e-10,1.64e-06,1.015697587730315e-09,1.64e-06,9.044193843654392e-10,1.64e-06,1.053402104210377e-09,1.64e-06,9.279072917863151e-10,1.64e-06,9.830226473781477e-10,1.64e-06,8.832853622869493e-10
1.66e-06,1.15205524275008e-09,1.66e-06,9.906881621058398e-10,1.66e-06,1.059991388315285e-09,1.66e-06,9.35871006360928e-10,1.66e-06,1.102534646663071e-09,1.66e-06,9.620259711747033e-10,1.66e-06,1.02303076150668e-09,1.66e-06,9.125975459656733e-10,1.66e-06,1.118740173084441e-09,1.66e-06,9.712100269382291e-10,1.66e-06,1.034941229513347e-09,1.66e-06,9.199863465077485e-10,1.66e-06,1.0738853665508e-09,1.66e-06,9.443273436207992e-10,1.66e-06,1.001122341015988e-09,1.66e-06,8.983436823221105e-10
1.68e-06,1.175384307717059e-09,1.68e-06,1.008785837963946e-09,1.68e-06,1.080135984234398e-09,1.68e-06,9.522185633478016e-10,1.68e-06,1.124375712885876e-09,1.68e-06,9.791123581199354e-10,1.68e-06,1.042167665848424e-09,1.68e-06,9.282850651213414e-10,1.68e-06,1.141268995379556e-09,1.68e-06,9.88723619501863e-10,1.68e-06,1.054436342849654e-09,1.68e-06,9.359754247502246e-10,1.68e-06,1.094868504381866e-09,1.68e-06,9.612494018260202e-10,1.68e-06,1.019569550880777e-09,1.68e-06,9.136532782568055e-10
1.7e-06,1.198635451792249e-09,1.7e-06,1.026722833170414e-09,1.7e-06,1.100291533442985e-09,1.7e-06,9.684169989991494e-10,1.7e-06,1.145729298001901e-09,1.7e-06,9.961322491959699e-10,1.7e-06,1.061076581630871e-09,1.7e-06,9.438420392100124e-10,1.7e-06,1.163417133334976e-09,1.7e-06,1.006071351101616e-09,1.7e-06,1.073747797179663e-09,1.7e-06,9.517602235432488e-10,1.7e-06,1.115533533728022e-09,1.7e-06,9.777794354190534e-10,1.7e-06,1.037880390808091e-09,1.7e-06,9.286882928712366e-10
1.72e-06,1.222408846145968e-09,1.72e-06,1.044707311762074e-09,1.72e-06,1.120758106508661e-09,1.72e-06,9.84983954907462e-10,1.72e-06,1.167667761141632e-09,1.72e-06,1.013360355785795e-09,1.72e-06,1.080302847888466e-09,1.72e-06,9.594613016170857e-10,1.72e-06,1.185884259612062e-09,1.72e-06,1.023621614541011e-09,1.72e-06,1.093565775608678e-09,1.72e-06,9.676423067139912e-10,1.72e-06,1.136520875189058e-09,1.72e-06,9.943775067435197e-10,1.72e-06,1.05649753940778e-09,1.72e-06,9.439142333822612e-10
1.74e-06,1.245730775992133e-09,1.74e-06,1.06261609085128e-09,1.74e-06,1.140987024968099e-09,1.74e-06,1.001094591780051e-09,1.74e-06,1.189540192517557e-09,1.74e-06,1.030377716542766e-09,1.74e-06,1.099154808957083e-09,1.74e-06,9.75199659998028e-10,1.74e-06,1.208063501699956e-09,1.74e-06,1.04096303917427e-09,1.74e-06,1.113059451231756e-09,1.74e-06,9.837178686961413e-10,1.74e-06,1.157204933608327e-09,1.74e-06,1.010812039490403e-09,1.74e-06,1.074751209728198e-09,1.74e-06,9.588740118532633e-10
1.76e-06,1.269632492162033e-09,1.76e-06,1.080759927529716e-09,1.76e-06,1.161344997124196e-09,1.76e-06,1.01751661703716e-09,1.76e-06,1.211450194034365e-09,1.76e-06,1.047445609697939e-09,1.76e-06,1.1183417676491e-09,1.76e-06,9.907518254353225e-10,1.76e-06,1.230604942192292e-09,1.76e-06,1.058438264532378e-09,1.76e-06,1.13293303625799e-09,1.76e-06,9.994743450147194e-10,1.76e-06,1.178303941603667e-09,1.76e-06,1.02751965157694e-09,1.76e-06,1.093240063188943e-09,1.76e-06,9.741979824695389e-10
1.78e-06,1.293126702772603e-09,1.78e-06,1.098573698923501e-09,1.78e-06,1.181662796918313e-09,1.78e-06,1.033708803487086e-09,1.78e-06,1.232947687156964e-09,1.78e-06,1.064421328894985e-09,1.78e-06,1.13767052094862e-09,1.78e-06,1.006144078169557e-09,1.78e-06,1.2529654727488e-09,1.78e-06,1.075731108297308e-09,1.78e-06,1.152141347103184e-09,1.78e-06,1.015122832638349e-09,1.78e-06,1.199110277239118e-09,1.78e-06,1.043864041064872e-09,1.78e-06,1.111526395868798e-09,1.78e-06,9.891770409460793e-10
1.8e-06,1.31736247456482e-09,1.8e-06,1.116783404860778e-09,1.8e-06,1.201967857214103e-09,1.8e-06,1.049920661937153e-09,1.8e-06,1.2550287993032e-09,1.8e-06,1.08165350273224e-09,1.8e-06,1.156751366708258e-09,1.8e-06,1.021785081555746e-09,1.8e-06,1.275849507702946e-09,1.8e-06,1.093205028629585e-09,1.8e-06,1.171745127177254e-09,1.8e-06,1.031045503877411e-09,1.8e-06,1.22011580350386e-09,1.8e-06,1.060562993239071e-09,1.8e-06,1.129956154285201e-09,1.8e-06,1.004573052070916e-09
1.82e-06,1.340912572011791e-09,1.82e-06,1.134589477925381e-09,1.82e-06,1.222252812279005e-09,1.82e-06,1.066105215432868e-09,1.82e-06,1.277027880495676e-09,1.82e-06,1.098604746593268e-09,1.82e-06,1.175665050256197e-09,1.82e-06,1.037136577106757e-09,1.82e-06,1.298186862656603e-09,1.82e-06,1.110469509842672e-09,1.82e-06,1.191258668254062e-09,1.82e-06,1.046625170846926e-09,1.82e-06,1.240887566396133e-09,1.82e-06,1.077014098195614e-09,1.82e-06,1.148703422032834e-09,1.82e-06,1.019588700002474e-09
1.84e-06,1.365266664726117e-09,1.84e-06,1.15347157173134e-09,1.84e-06,1.243308776313411e-09,1.84e-06,1.082757279426689e-09,1.84e-06,1.299466923405876e-09,1.84e-06,1.116069200720757e-09,1.84e-06,1.195366419730985e-09,1.84e-06,1.05306380332343e-09,1.84e-06,1.321408279772525e-09,1.84e-06,1.128586832074414e-09,1.84e-06,1.211406916601869e-09,1.84e-06,1.062862225440847e-09,1.84e-06,1.262215561165165e-09,1.84e-06,1.093909771209709e-09,1.84e-06,1.167387794929293e-09,1.84e-06,1.035126466868962e-09
1.86e-06,1.388989589492971e-09,1.86e-06,1.171216582391589e-09,1.86e-06,1.263493351888723e-09,1.86e-06,1.098877886456918e-09,1.86e-06,1.321285184609595e-09,1.86e-06,1.133215288603243e-09,1.86e-06,1.21447226374987e-09,1.86e-06,1.068568085307649e-09,1.86e-06,1.344466485956376e-09,1.86e-06,1.145844390284702e-09,1.86e-06,1.230725760624751e-09,1.86e-06,1.078595307582627e-09,1.86e-06,1.283164430304026e-09,1.86e-06,1.110776550897042e-09,1.86e-06,1.185718866561189e-09,1.86e-06,1.050140837121469e-09
1.88e-06,1.413155419805722e-09,1.88e-06,1.189305171895143e-09,1.88e-06,1.284143768803691e-09,1.88e-06,1.11549870706662e-09,1.88e-06,1.343522535434049e-09,1.88e-06,1.15040385737949e-09,1.88e-06,1.233513629839215e-09,1.88e-06,1.084231581124957e-09,1.88e-06,1.367301917134592e-09,1.88e-06,1.163468169404953e-09,1.88e-06,1.250436217532714e-09,1.88e-06,1.094897321728327e-09,1.88e-06,1.3044480233466e-09,1.88e-06,1.12735384947534e-09,1.88e-06,1.204208585518051e-09,1.88e-06,1.06549968561914e-09
1.9e-06,1.436838095039739e-09,1.9e-06,1.207491507852385e-09,1.9e-06,1.305065819231656e-09,1.9e-06,1.131753452299481e-09,1.9e-06,1.365681044839129e-09,1.9e-06,1.167480946573148e-09,1.9e-06,1.252722098469884e-09,1.9e-06,1.100148507296872e-09,1.9e-06,1.389599140014023e-09,1.9e-06,1.180855248046044e-09,1.9e-06,1.270103647458743e-09,1.9e-06,1.110495762883669e-09,1.9e-06,1.325622720722869e-09,1.9e-06,1.14392470475223e-09,1.9e-06,1.222563435838658e-09,1.9e-06,1.080469058475369e-09
1.92e-06,1.46140486855678e-09,1.92e-06,1.225676786954241e-09,1.92e-06,1.325511798115085e-09,1.92e-06,1.148205850047202e-09,1.92e-06,1.388026376350649e-09,1.92e-06,1.184683501902002e-09,1.92e-06,1.272130091937421e-09,1.92e-06,1.115647354957756e-09,1.92e-06,1.412556265474424e-09,1.92e-06,1.198316252192901e-09,1.92e-06,1.290467572873802e-09,1.92e-06,1.126387292020831e-09,1.92e-06,1.346902514358675e-09,1.92e-06,1.160495536056105e-09,1.92e-06,1.24127864997412e-09,1.92e-06,1.09567303303452e-09
1.94e-06,1.485387172908243e-09,1.94e-06,1.243583403565166e-09,1.94e-06,1.345964730105646e-09,1.94e-06,1.164245265941307e-09,1.94e-06,1.410007416453216e-09,1.94e-06,1.201750391956006e-09,1.94e-06,1.291456891020964e-09,1.94e-06,1.131055398402359e-09,1.94e-06,1.43538622125619e-09,1.94e-06,1.215957549146528e-09,1.94e-06,1.310030168741052e-09,1.94e-06,1.142128204926307e-09,1.94e-06,1.368003310390849e-09,1.94e-06,1.177126578030267e-09,1.94e-06,1.259729154250705e-09,1.94e-06,1.110733182525862e-09
1.96e-06,1.509741060635772e-09,1.96e-06,1.262306814000441e-09,1.96e-06,1.366655042099498e-09,1.96e-06,1.180684443524191e-09,1.96e-06,1.432527738062944e-09,1.96e-06,1.219029375770112e-09,1.96e-06,1.310853536751439e-09,1.96e-06,1.146576246828584e-09,1.96e-06,1.458623982847081e-09,1.96e-06,1.233520884121928e-09,1.96e-06,1.329696643585426e-09,1.96e-06,1.157978873684778e-09,1.96e-06,1.389303252096767e-09,1.96e-06,1.193836210751303e-09,1.96e-06,1.278615090188183e-09,1.96e-06,1.12607328336077e-09
1.98e-06,1.533833072675229e-09,1.98e-06,1.280207596968935e-09,1.98e-06,1.387211698006602e-09,1.98e-06,1.197045660109071e-09,1.98e-06,1.454666005362813e-09,1.98e-06,1.236252670877918e-09,1.98e-06,1.329992122566976e-09,1.98e-06,1.162540202742247e-09,1.98e-06,1.481453779852618e-09,1.98e-06,1.250826535269224e-09,1.98e-06,1.34936591377894e-09,1.98e-06,1.173974305165902e-09,1.98e-06,1.410422732050718e-09,1.98e-06,1.210467772648348e-09,1.98e-06,1.297025543163326e-09,1.98e-06,1.141063118255177e-09
2e-06,1.558103246309252e-09,2e-06,1.29840025338979e-09,2e-06,1.408011534986883e-09,2e-06,1.213526578428151e-09,2e-06,1.477136889191299e-09,2e-06,1.253597153572059e-09,2e-06,1.349335060447459e-09,2e-06,1.177976755304916e-09,2e-06,1.504629071710483e-09,2e-06,1.268488365641068e-09,2e-06,1.36934530829436e-09,2e-06,1.189832889812737e-09,2e-06,1.431714371672668e-09,2e-06,1.22707980249303e-09,2e-06,1.315736328743317e-09,2e-06,1.156355295416557e-09
2.02e-06,1.582242749986593e-09,2.02e-06,1.316316524032732e-09,2.02e-06,1.428841836547069e-09,2.02e-06,1.229581728083593e-09,2.02e-06,1.499304667226281e-09,2.02e-06,1.270508705436084e-09,2.02e-06,1.368854702896483e-09,2.02e-06,1.193148004383929e-09,2.02e-06,1.527533309816378e-09,2.02e-06,1.285959774005572e-09,2.02e-06,1.389012833045596e-09,2.02e-06,1.20556100312257e-09,2.02e-06,1.452994377855871e-09,2.02e-06,1.243734041012142e-09,2.02e-06,1.334104176156665e-09,2.02e-06,1.171688601320978e-09
2.04e-06,1.606932970298979e-09,2.04e-06,1.334536554035909e-09,2.04e-06,1.449691735487984e-09,2.04e-06,1.246095908942922e-09,2.04e-06,1.521614968523136e-09,2.04e-06,1.287821326697491e-09,2.04e-06,1.387971462409803e-09,2.04e-06,1.208835130567996e-09,2.04e-06,1.550784145302696e-09,2.04e-06,1.303740009971312e-09,2.04e-06,1.408804521307804e-09,2.04e-06,1.22152756193122e-09,2.04e-06,1.474488655886555e-09,2.04e-06,1.260458842068116e-09,2.04e-06,1.352746614496086e-09,2.04e-06,1.186794142849462e-09
2.06e-06,1.631126727230759e-09,2.06e-06,1.352576142172582e-09,2.06e-06,1.470295386833582e-09,2.06e-06,1.262293063332164e-09,2.06e-06,1.544096166794793e-09,2.06e-06,1.304885910487081e-09,2.06e-06,1.407319124290496e-09,2.06e-06,1.224312891124474e-09,2.06e-06,1.573803446449854e-09,2.06e-06,1.320970655420266e-09,2.06e-06,1.428660135877086e-09,2.06e-06,1.237077331454256e-09,2.06e-06,1.495673490974406e-09,2.06e-06,1.276820695324306e-09,2.06e-06,1.371349839898663e-09,2.06e-06,1.20175656417467e-09
2.08e-06,1.655698709221234e-09,2.08e-06,1.370901291905981e-09,2.08e-06,1.49128345902865e-09,2.08e-06,1.278676016479984e-09,2.08e-06,1.566349651881933e-09,2.08e-06,1.322319079743742e-09,2.08e-06,1.426833846914682e-09,2.08e-06,1.240275563201085e-09,2.08e-06,1.596970985074856e-09,2.08e-06,1.338660860220332e-09,2.08e-06,1.448644759615467e-09,2.08e-06,1.253119594836484e-09,2.08e-06,1.517095888920708e-09,2.08e-06,1.293710731358337e-09,2.08e-06,1.389959075569255e-09,2.08e-06,1.217018119477406e-09
2.1e-06,1.679796730778303e-09,2.1e-06,1.389188627792811e-09,2.1e-06,1.511698534025762e-09,2.1e-06,1.294925343240174e-09,2.1e-06,1.588848024879265e-09,2.1e-06,1.339377410020118e-09,2.1e-06,1.446107018176999e-09,2.1e-06,1.255576506996142e-09,2.1e-06,1.619809431208256e-09,2.1e-06,1.356130539066414e-09,2.1e-06,1.468800538091632e-09,2.1e-06,1.268828484696029e-09,2.1e-06,1.538417341164079e-09,2.1e-06,1.310193837999533e-09,2.1e-06,1.408452635992481e-09,2.1e-06,1.232074527413537e-09
2.12e-06,1.704685789831967e-09,2.12e-06,1.407430942075574e-09,2.12e-06,1.532504186230822e-09,2.12e-06,1.311173705501062e-09,2.12e-06,1.611186292412914e-09,2.12e-06,1.356486905579684e-09,2.12e-06,1.465607045017933e-09,2.12e-06,1.271141307739867e-09,2.12e-06,1.642833297907498e-09,2.12e-06,1.373931439241936e-09,2.12e-06,1.488610185494609e-09,2.12e-06,1.284604368290303e-09,2.12e-06,1.559651166209612e-09,2.12e-06,1.32676238155097e-09,2.12e-06,1.427234123878072e-09,2.12e-06,1.24709843077774e-09
2.14e-06,1.728950684029355e-09,2.14e-06,1.425394205818507e-09,2.14e-06,1.553093170670857e-09,2.14e-06,1.327542965429419e-09,2.14e-06,1.633537530959755e-09,2.14e-06,1.373596025231195e-09,2.14e-06,1.484842002674953e-09,2.14e-06,1.286564525322748e-09,2.14e-06,1.665893160531733e-09,2.14e-06,1.391366459235683e-09,2.14e-06,1.508259583012336e-09,2.14e-06,1.300475096621388e-09,2.14e-06,1.581151398738924e-09,2.14e-06,1.343311227057881e-09,2.14e-06,1.445757946321367e-09,2.14e-06,1.262206643836341e-09
2.16e-06,1.753617925686998e-09,2.16e-06,1.443754531161171e-09,2.16e-06,1.573984264070116e-09,2.16e-06,1.343776949253206e-09,2.16e-06,1.655955203569697e-09,2.16e-06,1.390919852840758e-09,2.16e-06,1.50475244255727e-09,2.16e-06,1.30224809470003e-09,2.16e-06,1.689494205512433e-09,2.16e-06,1.40894253602199e-09,2.16e-06,1.528255658052727e-09,2.16e-06,1.316224522510328e-09,2.16e-06,1.602485071947082e-09,2.16e-06,1.360087194401421e-09,2.16e-06,1.464968768398574e-09,2.16e-06,1.277415322080284e-09
2.18e-06,1.778045279973846e-09,2.18e-06,1.461841718954619e-09,2.18e-06,1.594813367803582e-09,2.18e-06,1.360007187880313e-09,2.18e-06,1.678213007670838e-09,2.18e-06,1.408243624772072e-09,2.18e-06,1.523870585685001e-09,2.18e-06,1.31751825872213e-09,2.18e-06,1.71282155749302e-09,2.18e-06,1.426426788283021e-09,2.18e-06,1.547994250353459e-09,2.18e-06,1.33197166787828e-09,2.18e-06,1.623795175944876e-09,2.18e-06,1.376848297817329e-09,2.18e-06,1.483292998310132e-09,2.18e-06,1.292270158478221e-09
2.2e-06,1.802829116410402e-09,2.2e-06,1.480186798282097e-09,2.2e-06,1.6155096803801e-09,2.2e-06,1.376373192853417e-09,2.2e-06,1.701138984186925e-09,2.2e-06,1.425458008720738e-09,2.2e-06,1.543328163660977e-09,2.2e-06,1.333180002605703e-09,2.2e-06,1.736170866738582e-09,2.2e-06,1.444115887673559e-09,2.2e-06,1.56820273261845e-09,2.2e-06,1.347836643649553e-09,2.2e-06,1.645092225279697e-09,2.2e-06,1.393515109198447e-09,2.2e-06,1.501979793714924e-09,2.2e-06,1.307493519903047e-09
2.22e-06,1.827925128801472e-09,2.22e-06,1.49845414921406e-09,2.22e-06,1.636123573800518e-09,2.22e-06,1.39260018514623e-09,2.22e-06,1.723763028443499e-09,2.22e-06,1.442534949185635e-09,2.22e-06,1.562568257789331e-09,2.22e-06,1.348545431444418e-09,2.22e-06,1.759363676384561e-09,2.22e-06,1.461602371075958e-09,2.22e-06,1.587774727867872e-09,2.22e-06,1.363572383275338e-09,2.22e-06,1.666717075440686e-09,2.22e-06,1.410009564809515e-09,2.22e-06,1.520638530853998e-09,2.22e-06,1.322405891935945e-09
2.24e-06,1.852502076009144e-09,2.24e-06,1.517333142496369e-09,2.24e-06,1.657165150167325e-09,2.24e-06,1.409037838002948e-09,2.24e-06,1.746430439957867e-09,2.24e-06,1.459792715850407e-09,2.24e-06,1.582090653662568e-09,2.24e-06,1.36421885755493e-09,2.24e-06,1.782724695239343e-09,2.24e-06,1.479675963603102e-09,2.24e-06,1.607780784700604e-09,2.24e-06,1.379522685018289e-09,2.24e-06,1.688013872042939e-09,2.24e-06,1.426701772953455e-09,2.24e-06,1.539425267126528e-09,2.24e-06,1.337656832845799e-09
2.26e-06,1.87681030658891e-09,2.26e-06,1.535273521428855e-09,2.26e-06,1.677884869143372e-09,2.26e-06,1.425489131196792e-09,2.26e-06,1.768837852561902e-09,2.26e-06,1.47689503596274e-09,2.26e-06,1.601501520376258e-09,2.26e-06,1.379454885165356e-09,2.26e-06,1.806286511070819e-09,2.26e-06,1.496996132574201e-09,2.26e-06,1.627643583060734e-09,2.26e-06,1.39545427738541e-09,2.26e-06,1.709459463601744e-09,2.26e-06,1.443250460216073e-09,2.26e-06,1.557965153467245e-09,2.26e-06,1.352441795623807e-09
2.28e-06,1.901587919912881e-09,2.28e-06,1.55343119096163e-09,2.28e-06,1.698548223692504e-09,2.28e-06,1.44172783052359e-09,2.28e-06,1.79207812185934e-09,2.28e-06,1.494147474662956e-09,2.28e-06,1.620855769979427e-09,2.28e-06,1.395013794407997e-09,2.28e-06,1.829636187778332e-09,2.28e-06,1.514540165182921e-09,2.28e-06,1.647686272487984e-09,2.28e-06,1.411209215285409e-09,2.28e-06,1.731017866623243e-09,2.28e-06,1.459919113213051e-09,2.28e-06,1.576799540023494e-09,2.28e-06,1.367563698062975e-09
2.3e-06,1.926238787868566e-09,2.3e-06,1.57151846286148e-09,2.3e-06,1.719641967928875e-09,2.3e-06,1.457942855736321e-09,2.3e-06,1.814076439781175e-09,2.3e-06,1.511243875738374e-09,2.3e-06,1.640050895699605e-09,2.3e-06,1.410446054278644e-09,2.3e-06,1.852874176384746e-09,2.3e-06,1.531967722296068e-09,2.3e-06,1.667531041960109e-09,2.3e-06,1.426907244770576e-09,2.3e-06,1.752764118245897e-09,2.3e-06,1.477132882196781e-09,2.3e-06,1.595026365058742e-09,2.3e-06,1.38271076473746e-09
2.32e-06,1.950849048228202e-09,2.32e-06,1.589870626272583e-09,2.32e-06,1.740488984092401e-09,2.32e-06,1.474342814251183e-09,2.32e-06,1.836780970281629e-09,2.32e-06,1.529122170914729e-09,2.32e-06,1.659667347145857e-09,2.32e-06,1.426265468626137e-09,2.32e-06,1.876379561552593e-09,2.32e-06,1.54966931025508e-09,2.32e-06,1.687507942490007e-09,2.32e-06,1.442739062932615e-09,2.32e-06,1.774263918297602e-09,2.32e-06,1.493631172145794e-09,2.32e-06,1.613890820049371e-09,2.32e-06,1.397913859467244e-09
2.34e-06,1.975585160202134e-09,2.34e-06,1.608002351742265e-09,2.34e-06,1.761566190149165e-09,2.34e-06,1.490480325935257e-09,2.34e-06,1.859330512763051e-09,2.34e-06,1.546049815127305e-09,2.34e-06,1.679012740409836e-09,2.34e-06,1.441703380464899e-09,2.34e-06,1.900253267778713e-09,2.34e-06,1.567142565541083e-09,2.34e-06,1.707581878717226e-09,2.34e-06,1.458467060670664e-09,2.34e-06,1.795665407566716e-09,2.34e-06,1.510043809161168e-09,2.34e-06,1.632503980694078e-09,2.34e-06,1.412927252267962e-09
2.36e-06,2.000665332592997e-09,2.36e-06,1.626344896914849e-09,2.36e-06,1.782670394170022e-09,2.36e-06,1.506880900689059e-09,2.36e-06,1.882202865608987e-09,2.36e-06,1.563264814442042e-09,2.36e-06,1.698647162080302e-09,2.36e-06,1.45757539645445e-09,2.36e-06,1.923674215695727e-09,2.36e-06,1.584579042726079e-09,2.36e-06,1.727555409932367e-09,2.36e-06,1.474410592091035e-09,2.36e-06,1.817667953164794e-09,2.36e-06,1.526706206235199e-09,2.36e-06,1.651333565724543e-09,2.36e-06,1.428332294800065e-09
2.38e-06,2.025442415544482e-09,2.38e-06,1.644245928922371e-09,2.38e-06,1.803309619090941e-09,2.38e-06,1.523129243260431e-09,2.38e-06,1.905375611347029e-09,2.38e-06,1.58031865976058e-09,2.38e-06,1.718067924912425e-09,2.38e-06,1.472980781428563e-09,2.38e-06,1.94691403729466e-09,2.38e-06,1.602116154964295e-09,2.38e-06,1.747745224525673e-09,2.38e-06,1.490139961932997e-09,2.38e-06,1.839021201339257e-09,2.38e-06,1.543221308228259e-09,2.38e-06,1.669970557932316e-09,2.38e-06,1.443240910707658e-09
2.4e-06,2.05054461666376e-09,2.4e-06,1.66267883900937e-09,2.4e-06,1.824426166140603e-09,2.4e-06,1.539575062529134e-09,2.4e-06,1.928096681413869e-09,2.4e-06,1.597790112850064e-09,2.4e-06,1.737551418907591e-09,2.4e-06,1.488561288142949e-09,2.4e-06,1.970540269650792e-09,2.4e-06,1.619854751193223e-09,2.4e-06,1.767944120538191e-09,2.4e-06,1.506574353836927e-09,2.4e-06,1.860812272108481e-09,2.4e-06,1.559953411758675e-09,2.4e-06,1.688872499108432e-09,2.4e-06,1.458437679081259e-09
2.42e-06,2.075033108113075e-09,2.42e-06,1.680834469008602e-09,2.42e-06,1.845501073127036e-09,2.42e-06,1.556309013148354e-09,2.42e-06,1.950616909567927e-09,2.42e-06,1.614884726047412e-09,2.42e-06,1.757153969868417e-09,2.42e-06,1.503974087893233e-09,2.42e-06,1.993909195875093e-09,2.42e-06,1.637506964239874e-09,2.42e-06,1.787682867039579e-09,2.42e-06,1.522120056210113e-09,2.42e-06,1.882237690435533e-09,2.42e-06,1.57648674405691e-09,2.42e-06,1.707319331103028e-09,2.42e-06,1.473400393552909e-09
2.44e-06,2.100142713216529e-09,2.44e-06,1.699248299657754e-09,2.44e-06,1.866564298762573e-09,2.44e-06,1.57255930574047e-09,2.44e-06,1.973492151560211e-09,2.44e-06,1.63223335428814e-09,2.44e-06,1.776607645059165e-09,2.44e-06,1.519585112401458e-09,2.44e-06,2.017606537321467e-09,2.44e-06,1.655230371915636e-09,2.44e-06,1.808149610350513e-09,2.44e-06,1.537929944072236e-09,2.44e-06,1.904680280619489e-09,2.44e-06,1.592935676765161e-09,2.44e-06,1.726397022237338e-09,2.44e-06,1.488501198605535e-09
2.46e-06,2.126159102086813e-09,2.46e-06,1.717435278846834e-09,2.46e-06,1.887418541319887e-09,2.46e-06,1.588681818300649e-09,2.46e-06,1.996120782859396e-09,2.46e-06,1.648989437967567e-09,2.46e-06,1.79599392198807e-09,2.46e-06,1.534906266091913e-09,2.46e-06,2.041542036633171e-09,2.46e-06,1.672776939041433e-09,2.46e-06,1.827996539049124e-09,2.46e-06,1.553583553544094e-09,2.46e-06,1.926065449484682e-09,2.46e-06,1.609505999011265e-09,2.46e-06,1.744818384408116e-09,2.46e-06,1.503478986316693e-09
2.48e-06,2.151437866909129e-09,2.48e-06,1.735882449853124e-09,2.48e-06,1.90851845910984e-09,2.48e-06,1.605035987831659e-09,2.48e-06,2.019551872151058e-09,2.48e-06,1.666373865479241e-09,2.48e-06,1.816012966082772e-09,2.48e-06,1.550534998453809e-09,2.48e-06,2.065329872161016e-09,2.48e-06,1.690552125954109e-09,2.48e-06,1.848230929980688e-09,2.48e-06,1.569455760899936e-09,2.48e-06,1.948216752693152e-09,2.48e-06,1.626315365777872e-09,2.48e-06,1.764013164156039e-09,2.48e-06,1.519384969789824e-09
