"P_inst (c0=1,c1=1,c2=1,c3=0) X","P_inst (c0=1,c1=1,c2=1,c3=0) Y"
7.433377896217361e-08,1.206655285548402e-05
7.433840745607724e-08,9.7824751966524e-06
7.434316069793993e-08,8.434822283669043e-06
7.434651473490835e-08,8.327418888540818e-06
7.43506942032902e-08,9.011695114318304e-06
7.435573518422033e-08,1.030319211112071e-05
7.436372913964629e-08,1.197755274802017e-05
7.437133841124959e-08,1.247031670560869e-05
7.437862101709732e-08,1.192596750496913e-05
7.438673274063029e-08,1.262885647782467e-05
7.439443984004765e-08,2.935645558931197e-05
7.440182689301022e-08,5.519876573355749e-05
7.440818309247171e-08,6.664599045386794e-05
7.441664355620838e-08,8.321456248474161e-05
7.442338816575567e-08,0.0002122054648014628
7.442694159378911e-08,0.0003328958674331321
7.443062265235803e-08,0.0004047580139562264
7.443415684457443e-08,0.0004003210099490521
7.443587333242212e-08,0.0004088726662599298
7.443729364302798e-08,0.0004359668721374759
7.443876770754058e-08,0.000478960656913553
7.444037146138648e-08,0.000531876834867515
7.444179670289321e-08,0.0006208866571662603
7.444287910050296e-08,0.0007122396900559682
7.44438096562803e-08,0.0007584125032854263
7.444463333754802e-08,0.0007746603223219436
7.444550063887025e-08,0.0007747868702384679
7.444626288867464e-08,0.0007426316468034002
7.44471420839865e-08,0.0006877905836823844
7.444778009474638e-08,0.000664319527901167
7.44484195418618e-08,0.0006443985438015448
7.4449122552318e-08,0.0006150525822397025
7.444988894321891e-08,0.0005748022434986998
7.445065001233763e-08,0.0005331641442591837
7.44515740873702e-08,0.0004902876390430369
7.44524357628291e-08,0.0004632741385108641
7.445352353675787e-08,0.0004443309928043753
7.445460392057146e-08,0.0004346100283378485
7.44556222521802e-08,0.0004285968880361353
7.445675987406569e-08,0.0004218474046974498
7.445811982334619e-08,0.0004175149096860056
7.445938540213933e-08,0.0004355293086317016
7.446043134337014e-08,0.0004688681770002078
7.446139038871119e-08,0.0004899107654077973
7.446229921106258e-08,0.000492452316469141
7.446310564167126e-08,0.0004910009867758117
7.446388677064824e-08,0.0004917067597855937
7.446453665796225e-08,0.000491412826411589
7.446531115162775e-08,0.0004821885230091267
7.446632107215121e-08,0.0004456259490629787
7.44671625908626e-08,0.0004018072240128146
7.446803981090892e-08,0.000371481493763597
7.446900062167598e-08,0.0003730772107661375
7.447002886118275e-08,0.0003949718642992735
7.447092231854631e-08,0.000415411831241335
7.447189637313294e-08,0.0004298345922368143
7.447290025131189e-08,0.000431768976947033
7.447386221506222e-08,0.0004499164333001665
7.447489456437401e-08,0.0004931627447570317
7.447584246986479e-08,0.0005234512951970167
7.447685370710609e-08,0.000567811654303961
7.447796089163645e-08,0.0006054728482299782
7.447890981869741e-08,0.0006085499233615765
7.44799119134421e-08,0.0006270837393656585
7.448106032883445e-08,0.0006884955728582714
7.448214451723835e-08,0.0008009852178043012
7.448314126519381e-08,0.0009329749454857704
7.448436160319172e-08,0.001038967294629763
7.448555884959635e-08,0.001046028084080648
7.448659796225742e-08,0.0009913259221539657
7.448796097213586e-08,0.0008760196051379147
7.448915664710465e-08,0.0007601525372633809
7.449050412308452e-08,0.0006328972091244327
7.449205132707344e-08,0.0005002617988400487
