/in_DTC X,/in_DTC Y,/out_DTC X,/out_DTC Y,/EN_b X,/EN_b Y,/V_cap X,/V_cap Y,/V_ramp X,/V_ramp Y,B X,B LogicBus,D X,D LogicBus
5.012727656475797e-08,0,5.012727656475797e-08,1.09999994457085,5.012727656475797e-08,1.100005239697645,5.012727656475797e-08,0.7427891373380044,5.012727656475797e-08,0.7427887883633578,  ,  ,  ,  
5.012740241147238e-08,0,5.012740241147238e-08,1.099999944573851,5.012740241147238e-08,1.100006386145537,5.012740241147238e-08,0.7427891373213233,5.012740241147238e-08,0.7427887898047784,  ,  ,  ,  
5.012753117351572e-08,0,5.012753117351572e-08,1.099999944576517,5.012753117351572e-08,1.100007658477098,5.012753117351572e-08,0.7427891373021772,5.012753117351572e-08,0.7427887912908867,  ,  ,  ,  
5.012767337613927e-08,0,5.012767337613927e-08,1.099999944578202,5.012767337613927e-08,1.100009112977084,5.012767337613927e-08,0.7427891372731945,5.012767337613927e-08,0.7427887929266271,  ,  ,  ,  
5.012784947522296e-08,0,5.012784947522296e-08,1.099999944577126,5.012784947522296e-08,1.100010836900233,5.012784947522296e-08,0.7427891372176307,5.012784947522296e-08,0.7427887949047061,  ,  ,  ,  
5.012803501942774e-08,0,5.012803501942774e-08,1.099999944571367,5.012803501942774e-08,1.100012393505698,5.012803501942774e-08,0.7427891371320181,5.012803501942774e-08,0.7427887968902021,  ,  ,  ,  
5.012816828177348e-08,0,5.012816828177348e-08,1.099999944565988,5.012816828177348e-08,1.100013315306419,5.012816828177348e-08,0.7427891370578315,5.012816828177348e-08,0.74278879827614,  ,  ,  ,  
5.012832372380211e-08,0,5.012832372380211e-08,1.09999994455537,5.012832372380211e-08,1.100014111447577,5.012832372380211e-08,0.742789136959656,5.012832372380211e-08,0.7427887997703612,  ,  ,  ,  
5.012845361466493e-08,0,5.012845361466493e-08,1.099999944545081,5.012845361466493e-08,1.100014541084906,5.012845361466493e-08,0.7427891368727708,5.012845361466493e-08,0.7427888009477449,  ,  ,  ,  
5.01286109606706e-08,0,5.01286109606706e-08,1.099999944531908,5.01286109606706e-08,1.100014786094671,5.01286109606706e-08,0.7427891367680042,5.01286109606706e-08,0.7427888022950474,  ,  ,  ,  
5.012879507089398e-08,0,5.012879507089398e-08,1.099999944516992,5.012879507089398e-08,1.100014744058392,5.012879507089398e-08,0.7427891366544866,5.012879507089398e-08,0.7427888037821369,  ,  ,  ,  
5.012899452591054e-08,0,5.012899452591054e-08,1.099999944502559,5.012899452591054e-08,1.100014349950752,5.012899452591054e-08,0.742789136546774,5.012899452591054e-08,0.7427888053042399,  ,  ,  ,  
5.01292140106344e-08,0,5.01292140106344e-08,1.099999944489796,5.01292140106344e-08,1.10001357586648,5.01292140106344e-08,0.7427891364491862,5.01292140106344e-08,0.7427888068995749,  ,  ,  ,  
5.012945124964094e-08,0,5.012945124964094e-08,1.099999944480704,5.012945124964094e-08,1.100012469365973,5.012945124964094e-08,0.7427891363705157,5.012945124964094e-08,0.7427888085705262,  ,  ,  ,  
5.012970436195359e-08,0,5.012970436195359e-08,1.099999944477963,5.012970436195359e-08,1.100011244337368,5.012970436195359e-08,0.7427891363233619,5.012970436195359e-08,0.7427888103649952,  ,  ,  ,  
5.012996648122311e-08,0,5.012996648122311e-08,1.099999944485548,5.012996648122311e-08,1.100010446477646,5.012996648122311e-08,0.7427891363296069,5.012996648122311e-08,0.7427888123697135,  ,  ,  ,  
5.013022460803445e-08,0,5.013022460803445e-08,1.099999944503733,5.013022460803445e-08,1.100010582458151,5.013022460803445e-08,0.7427891363884221,5.013022460803445e-08,0.7427888145952312,  ,  ,  ,  
5.013048323112436e-08,0,5.013048323112436e-08,1.099999944525858,5.013048323112436e-08,1.100011500846102,5.013048323112436e-08,0.7427891364517663,5.013048323112436e-08,0.742788817017157,  ,  ,  ,  
5.013079254822e-08,0,5.013079254822e-08,1.099999944547553,5.013079254822e-08,1.100013085415545,5.013079254822e-08,0.7427891364763729,5.013079254822e-08,0.7427888199979749,  ,  ,  ,  
5.013119682458744e-08,0,5.013119682458744e-08,1.099999944565392,5.013119682458744e-08,1.10001563977476,5.013119682458744e-08,0.7427891364370153,5.013119682458744e-08,0.7427888239297793,  ,  ,  ,  
5.013160265801703e-08,0,5.013160265801703e-08,1.099999944575358,5.013160265801703e-08,1.100018853839454,5.013160265801703e-08,0.742789136363615,5.013160265801703e-08,0.7427888279334871,  ,  ,  ,  
5.013192507965677e-08,0,5.013192507965677e-08,1.099999944576858,5.013192507965677e-08,1.100021631089071,5.013192507965677e-08,0.7427891362801499,5.013192507965677e-08,0.7427888310864584,  ,  ,  ,  
5.013229417025545e-08,0,5.013229417025545e-08,1.099999944567555,5.013229417025545e-08,1.100024272166952,5.013229417025545e-08,0.7427891361324057,5.013229417025545e-08,0.7427888344654631,  ,  ,  ,  
5.01325899781107e-08,0,5.01325899781107e-08,1.099999944543711,5.01325899781107e-08,1.100025138947805,5.01325899781107e-08,0.7427891359500843,5.01325899781107e-08,0.7427888366846496,  ,  ,  ,  
5.013290023590398e-08,0,5.013290023590398e-08,1.099999944544353,5.013290023590398e-08,1.100024308691293,5.013290023590398e-08,0.7427891357169358,5.013290023590398e-08,0.7427888394446948,  ,  ,  ,  
5.013316310173495e-08,0,5.013316310173495e-08,1.099999944495613,5.013316310173495e-08,1.100021860654121,5.013316310173495e-08,0.74278913549643,5.013316310173495e-08,0.7427888404896318,  ,  ,  ,  
5.013338876803541e-08,0,5.013338876803541e-08,1.099999944456864,5.013338876803541e-08,1.100018501316492,5.013338876803541e-08,0.7427891353151532,5.013338876803541e-08,0.7427888410923325,  ,  ,  ,  
5.013365126222743e-08,0,5.013365126222743e-08,1.099999944420025,5.013365126222743e-08,1.100013205061645,5.013365126222743e-08,0.7427891351312368,5.013365126222743e-08,0.7427888415167676,  ,  ,  ,  
5.013393071033172e-08,0,5.013393071033172e-08,1.09999994439378,5.013393071033172e-08,1.100006202245064,5.013393071033172e-08,0.7427891349851191,5.013393071033172e-08,0.7427888417499084,  ,  ,  ,  
5.013424955594978e-08,0,5.013424955594978e-08,1.099999944381944,5.013424955594978e-08,1.099996981389312,5.013424955594978e-08,0.7427891348906214,5.013424955594978e-08,0.7427888418993108,  ,  ,  ,  
5.01346188627975e-08,0,5.01346188627975e-08,1.099999944391598,5.01346188627975e-08,1.0999854468141,5.01346188627975e-08,0.7427891348726087,5.01346188627975e-08,0.7427888421415123,  ,  ,  ,  
5.013506557957457e-08,0,5.013506557957457e-08,1.099999944430365,5.013506557957457e-08,1.099971473362868,5.013506557957457e-08,0.7427891349496213,5.013506557957457e-08,0.7427888428328384,  ,  ,  ,  
5.013566912923895e-08,0,5.013566912923895e-08,1.099999944509142,5.013566912923895e-08,1.099954597573582,5.013566912923895e-08,0.7427891351359368,5.013566912923895e-08,0.7427888448600998,  ,  ,  ,  
5.01363004445576e-08,0,5.01363004445576e-08,1.09999994459933,5.01363004445576e-08,1.099941408175633,5.01363004445576e-08,0.7427891353447773,5.01363004445576e-08,0.7427888485928448,  ,  ,  ,  
5.013690842403068e-08,0,5.013690842403068e-08,1.099999944678612,5.013690842403068e-08,1.099934953784224,5.013690842403068e-08,0.7427891355258789,5.013690842403068e-08,0.7427888539524861,  ,  ,  ,  
5.013745803822925e-08,0,5.013745803822925e-08,1.099999944740153,5.013745803822925e-08,1.099934583342565,5.013745803822925e-08,0.7427891356094078,5.013745803822925e-08,0.7427888605048905,  ,  ,  ,  
5.013802798211634e-08,0,5.013802798211634e-08,1.099999944747268,5.013802798211634e-08,1.09994051588843,5.013802798211634e-08,0.7427891356410876,5.013802798211634e-08,0.7427888676296346,  ,  ,  ,  
5.013858673347662e-08,0,5.013858673347662e-08,1.099999944734826,5.013858673347662e-08,1.099950662710072,5.013858673347662e-08,0.7427891355368704,5.013858673347662e-08,0.7427888752719887,  ,  ,  ,  
5.013907358259685e-08,0,5.013907358259685e-08,1.09999994471196,5.013907358259685e-08,1.099962545202296,5.013907358259685e-08,0.7427891353973545,5.013907358259685e-08,0.7427888822816182,  ,  ,  ,  
5.013953635427792e-08,0,5.013953635427792e-08,1.099999944680174,5.013953635427792e-08,1.09997586493395,5.013953635427792e-08,0.742789135221133,5.013953635427792e-08,0.7427888890155874,  ,  ,  ,  
5.014001615842077e-08,0,5.014001615842077e-08,1.099999944634886,5.014001615842077e-08,1.099990481267839,5.014001615842077e-08,0.7427891349924339,5.014001615842077e-08,0.7427888957190346,  ,  ,  ,  
5.014061647614526e-08,0,5.014061647614526e-08,1.099999944559286,5.014061647614526e-08,1.100007161258738,5.014061647614526e-08,0.7427891346222917,5.014061647614526e-08,0.7427889030325535,  ,  ,  ,  
5.014111113971174e-08,0,5.014111113971174e-08,1.09999994449926,5.014111113971174e-08,1.100019338900533,5.014111113971174e-08,0.7427891343456439,5.014111113971174e-08,0.7427889082041698,  ,  ,  ,  
5.014151319780157e-08,0,5.014151319780157e-08,1.099999944461538,5.014151319780157e-08,1.100027733329305,5.014151319780157e-08,0.7427891341441952,5.014151319780157e-08,0.7427889119552196,  ,  ,  ,  
5.014189383286349e-08,0,5.014189383286349e-08,1.099999944435679,5.014189383286349e-08,1.100035464461109,5.014189383286349e-08,0.7427891340482758,5.014189383286349e-08,0.7427889151519133,  ,  ,  ,  
5.014228597710171e-08,0,5.014228597710171e-08,1.099999944416741,5.014228597710171e-08,1.100042469630536,5.014228597710171e-08,0.7427891339553588,5.014228597710171e-08,0.7427889180608727,  ,  ,  ,  
5.014273026110826e-08,0,5.014273026110826e-08,1.099999944401109,5.014273026110826e-08,1.10004883409211,5.014273026110826e-08,0.74278913383917,5.014273026110826e-08,0.7427889208278294,  ,  ,  ,  
5.014325848635221e-08,0,5.014325848635221e-08,1.099999944390131,5.014325848635221e-08,1.100053983508701,5.014325848635221e-08,0.7427891337006003,5.014325848635221e-08,0.7427889234057848,  ,  ,  ,  
5.014365310302498e-08,0,5.014365310302498e-08,1.099999944405381,5.014365310302498e-08,1.100056705348559,5.014365310302498e-08,0.7427891336409791,5.014365310302498e-08,0.7427889253988694,  ,  ,  ,  
5.01439687193668e-08,0,5.01439687193668e-08,1.099999944396132,5.01439687193668e-08,1.100057844148653,5.01439687193668e-08,0.7427891335843669,5.01439687193668e-08,0.7427889262333029,  ,  ,  ,  
5.014426405626181e-08,0,5.014426405626181e-08,1.099999944391201,5.014426405626181e-08,1.100057813777801,5.014426405626181e-08,0.7427891335128084,5.014426405626181e-08,0.7427889267786308,  ,  ,  ,  
5.014456609432573e-08,0,5.014456609432573e-08,1.09999994438946,5.014456609432573e-08,1.100056576228146,5.014456609432573e-08,0.7427891334284286,5.014456609432573e-08,0.7427889271007623,  ,  ,  ,  
5.014492015764039e-08,0,5.014492015764039e-08,1.099999944390358,5.014492015764039e-08,1.100053439980045,5.014492015764039e-08,0.7427891333236759,5.014492015764039e-08,0.7427889271702186,  ,  ,  ,  
5.014546824046401e-08,0,5.014546824046401e-08,1.099999944400545,5.014546824046401e-08,1.100045326761643,5.014546824046401e-08,0.7427891331927358,5.014546824046401e-08,0.7427889267903418,  ,  ,  ,  
5.014592679222421e-08,0,5.014592679222421e-08,1.099999944420879,5.014592679222421e-08,1.100036241610401,5.014592679222421e-08,0.7427891331423279,5.014592679222421e-08,0.7427889262665162,  ,  ,  ,  
5.014626180440086e-08,0,5.014626180440086e-08,1.099999944442769,5.014626180440086e-08,1.100028646328937,5.014626180440086e-08,0.7427891331487819,5.014626180440086e-08,0.7427889258881497,  ,  ,  ,  
5.014653609422245e-08,0,5.014653609422245e-08,1.099999944464543,5.014653609422245e-08,1.100022116484588,5.014653609422245e-08,0.7427891331637692,5.014653609422245e-08,0.74278892564447,  ,  ,  ,  
5.014676699688281e-08,0,5.014676699688281e-08,1.099999944485654,5.014676699688281e-08,1.100016574316332,5.014676699688281e-08,0.7427891331919534,5.014676699688281e-08,0.7427889255353717,  ,  ,  ,  
5.01470043654777e-08,0,5.01470043654777e-08,1.099999944510149,5.01470043654777e-08,1.100011043843843,5.01470043654777e-08,0.7427891332372243,5.01470043654777e-08,0.7427889255657218,  ,  ,  ,  
5.01472866723222e-08,0,5.01472866723222e-08,1.099999944542588,5.01472866723222e-08,1.100004970347171,5.01472866723222e-08,0.7427891333107424,5.01472866723222e-08,0.7427889258518636,  ,  ,  ,  
5.014757130566227e-08,0,5.014757130566227e-08,1.099999944576875,5.014757130566227e-08,1.099999580019947,5.014757130566227e-08,0.7427891333947827,5.014757130566227e-08,0.7427889264406414,  ,  ,  ,  
5.014787739477827e-08,0,5.014787739477827e-08,1.099999944611465,5.014787739477827e-08,1.099994614974263,5.014787739477827e-08,0.7427891334745269,5.014787739477827e-08,0.7427889273804573,  ,  ,  ,  
5.01482827842032e-08,0,5.01482827842032e-08,1.099999944646747,5.01482827842032e-08,1.099989088754529,5.01482827842032e-08,0.7427891335320517,5.01482827842032e-08,0.7427889289828633,  ,  ,  ,  
5.014861745496367e-08,0,5.014861745496367e-08,1.099999944664222,5.014861745496367e-08,1.099985166490046,5.014861745496367e-08,0.7427891335312448,5.014861745496367e-08,0.7427889305105344,  ,  ,  ,  
5.014894358666828e-08,0,5.014894358666828e-08,1.099999944671886,5.014894358666828e-08,1.099981329119289,5.014894358666828e-08,0.7427891334718597,5.014894358666828e-08,0.7427889321248131,  ,  ,  ,  
5.01492583849559e-08,0,5.01492583849559e-08,1.09999994467133,5.01492583849559e-08,1.099978305607665,5.01492583849559e-08,0.7427891334359928,5.01492583849559e-08,0.7427889337475789,  ,  ,  ,  
5.014957670844312e-08,0,5.014957670844312e-08,1.09999994466638,5.014957670844312e-08,1.099975589491607,5.014957670844312e-08,0.7427891333895669,5.014957670844312e-08,0.7427889354680105,  ,  ,  ,  
5.014991964757148e-08,0,5.014991964757148e-08,1.09999994465894,5.014991964757148e-08,1.099973132241889,5.014991964757148e-08,0.7427891333400859,5.014991964757148e-08,0.7427889374276122,  ,  ,  ,  
