"P_inst (b0=1,b1=0,b2=1,b3=0) X","P_inst (b0=1,b1=0,b2=1,b3=0) Y"
1.001249410675716e-06,3.485759616305894e-05
1.001295936779842e-06,2.942806555221356e-05
1.00135585813212e-06,2.511681480385053e-05
1.001435789839018e-06,2.119487612295561e-05
1.001535172028224e-06,1.790943122362967e-05
1.0016702909059e-06,1.517531271730598e-05
1.001715525215952e-06,1.450654882566023e-05
1.001805993836057e-06,1.333074629204055e-05
1.001903051242324e-06,1.225651432107215e-05
1.002049567819818e-06,1.097909977967602e-05
1.002248480407816e-06,9.722473082313544e-06
1.002615243399532e-06,8.295002311419044e-06
1.003142643086616e-06,7.280810648065493e-06
1.003761802306683e-06,6.77328250083152e-06
1.004518913827255e-06,6.54958980333784e-06
1.005474757126562e-06,6.467763430780409e-06
1.00671847433569e-06,6.44576905267439e-06
1.008161252376127e-06,6.441212814481629e-06
1.01e-06,6.441735181657306e-06
1.01003125e-06,6.442013558522301e-06
1.010081134495523e-06,6.441683269335375e-06
1.010180903486569e-06,6.601590946918664e-06
1.010208706143113e-06,7.280157022600656e-06
1.010222607471385e-06,8.111974596194465e-06
1.010250410127929e-06,1.136756076838131e-05
1.010275428679779e-06,1.588959079396977e-05
1.010296736657486e-06,1.944016141026187e-05
1.010318325747838e-06,2.091644241636631e-05
1.010335445270203e-06,3.220155922446091e-05
1.010337945270203e-06,3.910937370085273e-05
1.010340460683662e-06,5.947476318454169e-05
1.010342697936783e-06,0.0001154449884512008
1.010344071603493e-06,0.0001490145709763503
1.010345445270203e-06,0.0001718572513069083
1.010345758914726e-06,0.0001690077052290977
1.010346271696682e-06,0.0001636957733466934
1.010346733750384e-06,0.0001586960213366741
1.01034732423215e-06,0.0001529825631228298
1.010348093464953e-06,0.0001462468996402791
1.010349081977315e-06,0.0001413145920776417
1.010350487129097e-06,0.0001461932197938414
1.010352260532119e-06,0.000166696876815192
1.01035370941396e-06,0.0001814883246625233
1.010355392936933e-06,0.0001892199117270365
1.010357490059617e-06,0.0001863629160876014
1.010359270316277e-06,0.0001789994768190811
1.010361146110502e-06,0.0001795855857378144
1.010363101188185e-06,0.0001929830367415477
1.010364912475778e-06,0.0002032702157008329
1.01036685183602e-06,0.0002053721513578676
1.010369638166421e-06,0.0001937282526909155
1.010371821308504e-06,0.000178547937214388
1.010374169944248e-06,0.0001750392895704276
