delay (Vbp=0) X,delay (Vbp=0) Y,delay (Vbp=0.55) X,delay (Vbp=0.55) Y,delay (Vbp=1.1) X,delay (Vbp=1.1) Y,delay (Vbp=1.5) X,delay (Vbp=1.5) Y,delay (Vbp=2) X,delay (Vbp=2) Y
3e-06,1.539831740527888e-09,3e-06,2.167985687208424e-09,3e-06,2.784919383531923e-09,3e-06,3.126603283454937e-09,3e-06,3.484807044847748e-09
3.02e-06,1.552135673331752e-09,3.02e-06,2.184131354057409e-09,3.02e-06,2.804401081843909e-09,3.02e-06,3.147760639975769e-09,3.02e-06,3.507731817321658e-09
3.04e-06,1.564650066138701e-09,3.04e-06,2.200949141559833e-09,3.04e-06,2.824295316881293e-09,3.04e-06,3.169018478931482e-09,3.04e-06,3.531266498613597e-09
3.06e-06,1.576782662085592e-09,3.06e-06,2.216723990194184e-09,3.06e-06,2.84342333339708e-09,3.06e-06,3.189853881158018e-09,3.06e-06,3.553833351261968e-09
3.08e-06,1.590071360733223e-09,3.08e-06,2.233828495799177e-09,3.08e-06,2.864465874506959e-09,3.08e-06,3.21278901968425e-09,3.08e-06,3.57874982631101e-09
3.1e-06,1.602461702873557e-09,3.1e-06,2.249911556998183e-09,3.1e-06,2.883862122893783e-09,3.1e-06,3.234115865936946e-09,3.1e-06,3.601813581824286e-09
3.12e-06,1.616020210106749e-09,3.12e-06,2.267342978131868e-09,3.12e-06,2.903671448119819e-09,3.12e-06,3.25617294536638e-09,3.12e-06,3.625812909305538e-09
3.14e-06,1.627954624013498e-09,3.14e-06,2.283235103563685e-09,3.14e-06,2.922871361013121e-09,3.14e-06,3.277954952838657e-09,3.14e-06,3.64850384232573e-09
3.16e-06,1.640698622629676e-09,3.16e-06,2.300064685795474e-09,3.16e-06,2.943046919151566e-09,3.16e-06,3.299783786216772e-09,3.16e-06,3.671807134804221e-09
3.18e-06,1.653076032391726e-09,3.18e-06,2.316189235748071e-09,3.18e-06,2.962445757425275e-09,3.18e-06,3.320580478044333e-09,3.18e-06,3.69486971068602e-09
3.2e-06,1.665781574302477e-09,3.2e-06,2.332741263610503e-09,3.2e-06,2.982374395679027e-09,3.2e-06,3.342259409145307e-09,3.2e-06,3.718366759828084e-09
3.22e-06,1.678069617157124e-09,3.22e-06,2.348615010297005e-09,3.22e-06,3.001506877814646e-09,3.22e-06,3.363105892951986e-09,3.22e-06,3.740556815121786e-09
3.24e-06,1.692263845246797e-09,3.24e-06,2.367406463364531e-09,3.24e-06,3.024149463811948e-09,3.24e-06,3.387834848574515e-09,3.24e-06,3.767974507190133e-09
3.26e-06,1.704877956412482e-09,3.26e-06,2.3835957100579e-09,3.26e-06,3.043668308744063e-09,3.26e-06,3.409087271541822e-09,3.26e-06,3.790817057415942e-09
