delay (Vbp=0) X,delay (Vbp=0) Y,delay (Vbp=0.55) X,delay (Vbp=0.55) Y,delay (Vbp=1.1) X,delay (Vbp=1.1) Y,delay (Vbp=1.5) X,delay (Vbp=1.5) Y,delay (Vbp=2) X,delay (Vbp=2) Y
3.92e-06,2.122511374073173e-09,3.92e-06,2.929420151111134e-09,3.92e-06,3.705150191251121e-09,3.92e-06,4.131929891331851e-09,3.92e-06,4.576686686981489e-09
3.94e-06,2.134893257257708e-09,3.94e-06,2.945342747202683e-09,3.94e-06,3.72458573912864e-09,3.94e-06,4.15325102826488e-09,3.94e-06,4.599431799094671e-09
3.96e-06,2.147855753666553e-09,3.96e-06,2.962526829757133e-09,3.96e-06,3.745266000438803e-09,3.96e-06,4.175586746991299e-09,3.96e-06,4.623808384771444e-09
3.98e-06,2.160401203263531e-09,3.98e-06,2.978718518846717e-09,3.98e-06,3.764642272875042e-09,3.98e-06,4.196844980073549e-09,3.98e-06,4.646877841649365e-09
4e-06,2.173339346128625e-09,4e-06,2.99537787056772e-09,4e-06,3.784840097686436e-09,4e-06,4.218646272535858e-09,4e-06,4.670712523320165e-09
4.02e-06,2.185708593184405e-09,4.02e-06,3.011320283059571e-09,4.02e-06,3.804070249217744e-09,4.02e-06,4.239571469573426e-09,4.02e-06,4.691303266082628e-09
4.04e-06,2.199210254393693e-09,4.04e-06,3.028586245112214e-09,4.04e-06,3.824998242321467e-09,4.04e-06,4.262426617231601e-09,4.04e-06,4.716296459789755e-09
4.06e-06,2.211766905552037e-09,4.06e-06,3.045171576906731e-09,4.06e-06,3.844487749710308e-09,4.06e-06,4.283531109967176e-09,4.06e-06,4.7395787922588e-09
4.08e-06,2.22481167505483e-09,4.08e-06,3.062163541420292e-09,4.08e-06,3.864856375185219e-09,4.08e-06,4.306312288679565e-09,4.08e-06,4.763844952770609e-09
4.1e-06,2.237230647303085e-09,4.1e-06,3.078141163911781e-09,4.1e-06,3.884063603087359e-09,4.1e-06,4.32723951979445e-09,4.1e-06,4.786610697165805e-09
4.12e-06,2.250320568392265e-09,4.12e-06,3.095034122231563e-09,4.12e-06,3.90443118925617e-09,4.12e-06,4.347846264350407e-09,4.12e-06,4.810393292172431e-09
4.14e-06,2.262413399302901e-09,4.14e-06,3.110790894214924e-09,4.14e-06,3.923793342639252e-09,4.14e-06,4.369155642009718e-09,4.14e-06,4.833815525795335e-09
4.16e-06,2.275305395777655e-09,4.16e-06,3.127466808924258e-09,4.16e-06,3.943900951183379e-09,4.16e-06,4.391016245657536e-09,4.16e-06,4.857909519620389e-09
4.18e-06,2.287653275950376e-09,4.18e-06,3.143441936690677e-09,4.18e-06,3.963118925776988e-09,4.18e-06,4.411914078459562e-09,4.18e-06,4.879635950670993e-09
4.2e-06,2.302559357252907e-09,4.2e-06,3.161802541716383e-09,4.2e-06,3.98545599844588e-09,4.2e-06,4.43778178768691e-09,4.2e-06,4.906304991599635e-09
4.22e-06,2.31412173912216e-09,4.22e-06,3.177986240782917e-09,4.22e-06,4.00488730452309e-09,4.22e-06,4.459294196577043e-09,4.22e-06,4.929392823614082e-09
4.24e-06,2.327189637641432e-09,4.24e-06,3.194873482125046e-09,4.24e-06,4.025078466928578e-09,4.24e-06,4.481458632077016e-09,4.24e-06,4.954577321872713e-09
4.26e-06,2.339500575946874e-09,4.26e-06,3.212188114800677e-09,4.26e-06,4.044585726351606e-09,4.26e-06,4.501359563726563e-09,4.26e-06,4.977849019410833e-09
4.28e-06,2.352832257413111e-09,4.28e-06,3.227506249848213e-09,4.28e-06,4.065308709593946e-09,4.28e-06,4.524234524058169e-09,4.28e-06,4.999549241542499e-09
4.3e-06,2.3650980426034e-09,4.3e-06,3.243612080454943e-09,4.3e-06,4.084979937543732e-09,4.3e-06,4.545863548554959e-09,4.3e-06,5.026725907251535e-09
4.32e-06,2.377916645347488e-09,4.32e-06,3.260248076466674e-09,4.32e-06,4.104819537812094e-09,4.32e-06,4.567629942386062e-09,4.32e-06,5.046883974063918e-09
4.34e-06,2.39001080841006e-09,4.34e-06,3.277236889919552e-09,4.34e-06,4.123982708912319e-09,4.34e-06,4.587717240865882e-09,4.34e-06,5.070693571037102e-09
4.36e-06,2.403279753801613e-09,4.36e-06,3.294682642417469e-09,4.36e-06,4.144961321980549e-09,4.36e-06,4.611103464950971e-09,4.36e-06,5.096792795489903e-09
4.38e-06,2.415555251965804e-09,4.38e-06,3.310859083003531e-09,4.38e-06,4.164409974938556e-09,4.38e-06,4.631637545270798e-09,4.38e-06,5.119925342318432e-09
4.4e-06,2.428602775348541e-09,4.4e-06,3.328064725667371e-09,4.4e-06,4.184806890637253e-09,4.4e-06,4.653926776518726e-09,4.4e-06,5.144024891772647e-09
4.42e-06,2.442210219395599e-09,4.42e-06,3.343371725439278e-09,4.42e-06,4.203961030041378e-09,4.42e-06,4.676072548908293e-09,4.42e-06,5.166636163907622e-09
4.44e-06,2.455340769247444e-09,4.44e-06,3.360199585679036e-09,4.44e-06,4.224282975286907e-09,4.44e-06,4.698255517834106e-09,4.44e-06,5.190503935184801e-09
4.46e-06,2.467520438325509e-09,4.46e-06,3.376537548748925e-09,4.46e-06,4.243723110095062e-09,4.46e-06,4.719482981050564e-09,4.46e-06,5.214053676287766e-09
4.48e-06,2.480393548442994e-09,4.48e-06,3.392936219375117e-09,4.48e-06,4.263790147944053e-09,4.48e-06,4.741366623839518e-09,4.48e-06,5.23628803090126e-09
4.5e-06,2.492688283981344e-09,4.5e-06,3.408887283446022e-09,4.5e-06,4.282967975751874e-09,4.5e-06,4.762249756907036e-09,4.5e-06,5.259361244752737e-09
4.52e-06,2.506961478255498e-09,4.52e-06,3.427389906638845e-09,4.52e-06,4.305164893984479e-09,4.52e-06,4.786410726105431e-09,4.52e-06,5.285556589497704e-09
4.54e-06,2.519430972458829e-09,4.54e-06,3.44357035099175e-09,4.54e-06,4.324616854990803e-09,4.54e-06,4.807592986969483e-09,4.54e-06,5.307572942477889e-09
4.56e-06,2.532525846608564e-09,4.56e-06,3.460364016763929e-09,4.56e-06,4.344979027243552e-09,4.56e-06,4.829719496064921e-09,4.56e-06,5.331781104965362e-09
4.58e-06,2.544785917475409e-09,4.58e-06,3.476350355520419e-09,4.58e-06,4.364124653338449e-09,4.58e-06,4.849614605129794e-09,4.58e-06,5.354576640699647e-09
4.6e-06,2.55799465352359e-09,4.6e-06,3.493807232014544e-09,4.6e-06,4.384778941073426e-09,4.6e-06,4.872112587854981e-09,4.6e-06,5.379101981866597e-09
4.62e-06,2.570696728734353e-09,4.62e-06,3.509373338709863e-09,4.62e-06,4.404253486414031e-09,4.62e-06,4.89323509746246e-09,4.62e-06,5.401224264264599e-09
4.64e-06,2.583404665589454e-09,4.64e-06,3.526010370271877e-09,4.64e-06,4.424797002465278e-09,4.64e-06,4.915052977509042e-09,4.64e-06,5.425045396410254e-09
4.66e-06,2.595630606015231e-09,4.66e-06,3.5419252067559e-09,4.66e-06,4.444206921197983e-09,4.66e-06,4.936536612778419e-09,4.66e-06,5.448487923759958e-09
4.68e-06,2.608781328407611e-09,4.68e-06,3.559328048672028e-09,4.68e-06,4.465105737774323e-09,4.68e-06,4.959465465980109e-09,4.68e-06,5.472697484977956e-09
4.7e-06,2.621227905309724e-09,4.7e-06,3.576863134792658e-09,4.7e-06,4.484515350391439e-09,4.7e-06,4.981707199460834e-09,4.7e-06,5.495746153004587e-09
4.72e-06,2.633482345603414e-09,4.72e-06,3.593711550536686e-09,4.72e-06,4.504590945786545e-09,4.72e-06,5.004088389767886e-09,4.72e-06,5.519198588243412e-09
4.74e-06,2.645740966628455e-09,4.74e-06,3.608209187008284e-09,4.74e-06,4.523738522662462e-09,4.74e-06,5.025402429976545e-09,4.74e-06,5.542107529871501e-09
4.76e-06,2.658751368790162e-09,4.76e-06,3.625039944609386e-09,4.76e-06,4.544089112465384e-09,4.76e-06,5.047394281734265e-09,4.76e-06,5.564744357595507e-09
4.78e-06,2.671201506350615e-09,4.78e-06,3.641130938989057e-09,4.78e-06,4.563551526476113e-09,4.78e-06,5.068532652497898e-09,4.78e-06,5.589349128904488e-09
4.8e-06,2.68428256203426e-09,4.8e-06,3.658913648623606e-09,4.8e-06,4.583638093371977e-09,4.8e-06,5.090298152675256e-09,4.8e-06,5.611465723386728e-09
4.82e-06,2.69659292828246e-09,4.82e-06,3.674778925654271e-09,4.82e-06,4.602794700113292e-09,4.82e-06,5.111170745499458e-09,4.82e-06,5.633660815158303e-09
4.84e-06,2.709010743258971e-09,4.84e-06,3.691244246347287e-09,4.84e-06,4.623627925609255e-09,4.84e-06,5.134106667513443e-09,4.84e-06,5.659092814380538e-09
4.86e-06,2.721335608419475e-09,4.86e-06,3.707133120805428e-09,4.86e-06,4.642850736731823e-09,4.86e-06,5.155125624143008e-09,4.86e-06,5.682114036796876e-09
4.88e-06,2.734432391942323e-09,4.88e-06,3.724163971522912e-09,4.88e-06,4.663183073774999e-09,4.88e-06,5.177221615104248e-09,4.88e-06,5.7057288445434e-09
4.9e-06,2.746747770644541e-09,4.9e-06,3.740003582064869e-09,4.9e-06,4.6822630025385e-09,4.9e-06,5.198034555751895e-09,4.9e-06,5.728363158992445e-09
4.919999999999999e-06,2.75999090233232e-09,4.919999999999999e-06,3.757086357470819e-09,4.919999999999999e-06,4.702884526698686e-09,4.919999999999999e-06,5.220505677280927e-09,4.919999999999999e-06,5.752973176418872e-09
4.94e-06,2.772493975355048e-09,4.94e-06,3.773171315815728e-09,4.94e-06,4.722293703654941e-09,4.94e-06,5.24166536122087e-09,4.94e-06,5.77621474228539e-09
4.96e-06,2.785371397400213e-09,4.96e-06,3.789857353872238e-09,4.96e-06,4.742333613472442e-09,4.96e-06,5.262231735684651e-09,4.96e-06,5.800519601192773e-09
4.98e-06,2.797687285792775e-09,4.98e-06,3.805778809765282e-09,4.98e-06,4.761435920428452e-09,4.98e-06,5.283079453649601e-09,4.98e-06,5.823494193427951e-09
5e-06,2.810975110463007e-09,5e-06,3.823101591556233e-09,5e-06,4.782628060382843e-09,5e-06,5.306783674326577e-09,5e-06,5.846812707338625e-09
5.02e-06,2.822992246768047e-09,5.02e-06,3.839175163125498e-09,5.02e-06,4.801948954156701e-09,5.02e-06,5.328438812047603e-09,5.02e-06,5.868941415393374e-09
5.04e-06,2.836096741645136e-09,5.04e-06,3.856358051975368e-09,5.04e-06,4.822292273080018e-09,5.04e-06,5.34983278609431e-09,5.04e-06,5.893494352697636e-09
5.06e-06,2.848407846441226e-09,5.06e-06,3.872233472932233e-09,5.06e-06,4.84139536980759e-09,5.06e-06,5.370932481548538e-09,5.06e-06,5.916210055365976e-09
5.08e-06,2.861435437672003e-09,5.08e-06,3.888503168642849e-09,5.08e-06,4.861756028475629e-09,5.08e-06,5.393361734503146e-09,5.08e-06,5.940164963339458e-09
5.099999999999999e-06,2.87470039816291e-09,5.099999999999999e-06,3.904598264608571e-09,5.099999999999999e-06,4.881135155326789e-09,5.099999999999999e-06,5.41430581281159e-09,5.099999999999999e-06,5.963722736224916e-09
5.12e-06,2.887588432105548e-09,5.12e-06,3.921210331878714e-09,5.12e-06,4.900444271328634e-09,5.12e-06,5.435985787695632e-09,5.12e-06,5.987570727572683e-09
5.14e-06,2.898933266675004e-09,5.14e-06,3.937041970058365e-09,5.14e-06,4.919624219083315e-09,5.14e-06,5.456504637694112e-09,5.14e-06,6.010656342771569e-09
5.16e-06,2.913388192564591e-09,5.16e-06,3.955580321464936e-09,5.16e-06,4.942784283915733e-09,5.16e-06,5.481028598278928e-09,5.16e-06,6.037007555811135e-09
5.18e-06,2.925827625105827e-09,5.18e-06,3.971641263196e-09,5.18e-06,4.96207000846378e-09,5.18e-06,5.501441622587986e-09,5.18e-06,6.060407429745855e-09
5.2e-06,2.938926914008043e-09,5.2e-06,3.988431157778657e-09,5.2e-06,4.981798816180073e-09,5.2e-06,5.523672162066533e-09,5.2e-06,6.084241770269456e-09
5.22e-06,2.951156897872976e-09,5.22e-06,4.004250482780134e-09,5.22e-06,5.000764787997253e-09,5.22e-06,5.545940568465055e-09,5.22e-06,6.106935385873432e-09
5.24e-06,2.964370539605952e-09,5.24e-06,4.021337309649852e-09,5.24e-06,5.021496918228038e-09,5.24e-06,5.568441966322158e-09,5.24e-06,6.131675549782176e-09
5.26e-06,2.977114196625447e-09,5.26e-06,4.037423372617838e-09,5.26e-06,5.041003467477541e-09,5.26e-06,5.589639105686005e-09,5.26e-06,6.153932856189117e-09
5.279999999999999e-06,2.99004227513149e-09,5.279999999999999e-06,4.054051079884838e-09,5.279999999999999e-06,5.06111924740146e-09,5.279999999999999e-06,5.611543327869623e-09,5.279999999999999e-06,6.177615936964179e-09
5.3e-06,3.002313685746796e-09,5.3e-06,4.0698938835887e-09,5.3e-06,5.080246581463484e-09,5.3e-06,5.632383474189705e-09,5.3e-06,6.200551647545262e-09
5.32e-06,3.015721663012852e-09,5.32e-06,4.087172865695043e-09,5.32e-06,5.10217586705969e-09,5.32e-06,5.655019003396704e-09,5.32e-06,6.228657252685324e-09
5.34e-06,3.028144954610977e-09,5.34e-06,4.10323328566224e-09,5.34e-06,5.121575320922043e-09,5.34e-06,5.676086403830669e-09,5.34e-06,6.248831359388699e-09
5.36e-06,3.041013921860723e-09,5.36e-06,4.120126701148584e-09,5.36e-06,5.142006763394201e-09,5.36e-06,5.698368285800895e-09,5.36e-06,6.273175214327756e-09
5.38e-06,3.053265967069112e-09,5.38e-06,4.135951870076565e-09,5.38e-06,5.161114220523485e-09,5.38e-06,5.719279227868757e-09,5.38e-06,6.294264468952184e-09
5.4e-06,3.066237559239004e-09,5.4e-06,4.152785587584528e-09,5.4e-06,5.18138029325448e-09,5.4e-06,5.741418391819829e-09,5.4e-06,6.318677601069695e-09
5.42e-06,3.07870755252229e-09,5.42e-06,4.168836567869436e-09,5.42e-06,5.200808192418344e-09,5.42e-06,5.761484636725904e-09,5.42e-06,6.341578301870882e-09
5.44e-06,3.091592695242222e-09,5.44e-06,4.186300166986406e-09,5.44e-06,5.220877197624767e-09,5.44e-06,5.783350231020261e-09,5.44e-06,6.365324765145595e-09
5.46e-06,3.103847910519962e-09,5.46e-06,4.20270330472674e-09,5.46e-06,5.240016445345145e-09,5.46e-06,5.804417150364733e-09,5.46e-06,6.387956158619583e-09
5.48e-06,3.115633541789918e-09,5.48e-06,4.218139681406553e-09,5.48e-06,5.257958013003658e-09,5.48e-06,5.824819114463176e-09,5.48e-06,6.410116497041382e-09
5.5e-06,3.128115220577908e-09,5.5e-06,4.234118439916872e-09,5.5e-06,5.277246823498761e-09,5.5e-06,5.845866484488776e-09,5.5e-06,6.432945155066678e-09
5.52e-06,3.141334776232685e-09,5.52e-06,4.250995546723155e-09,5.52e-06,5.297607889595493e-09,5.52e-06,5.867983338275373e-09,5.52e-06,6.457044199351047e-09
5.539999999999999e-06,3.153478901915821e-09,5.539999999999999e-06,4.266806712924804e-09,5.539999999999999e-06,5.316657468219424e-09,5.539999999999999e-06,5.888816463738162e-09,5.539999999999999e-06,6.479789699460184e-09
5.56e-06,3.166490852307368e-09,5.56e-06,4.283879389898555e-09,5.56e-06,5.337246040990183e-09,5.56e-06,5.911657641606437e-09,5.56e-06,6.504174562720454e-09
5.58e-06,3.178913676766007e-09,5.58e-06,4.299915356517347e-09,5.58e-06,5.356647617098498e-09,5.58e-06,5.932796145074044e-09,5.58e-06,6.527134710267243e-09
5.6e-06,3.192044697234587e-09,5.6e-06,4.316552343740331e-09,5.6e-06,5.376770707530788e-09,5.6e-06,5.954653696707187e-09,5.6e-06,6.55121923029439e-09
5.62e-06,3.204228918383183e-09,5.62e-06,4.332378836563974e-09,5.62e-06,5.395903795438812e-09,5.62e-06,5.975438131991985e-09,5.62e-06,6.572412241509549e-09
5.64e-06,3.217048894940395e-09,5.64e-06,4.349622793173313e-09,5.64e-06,5.417418842324787e-09,5.64e-06,5.997846088525623e-09,5.64e-06,6.598258408597079e-09
5.66e-06,3.228382984627453e-09,5.66e-06,4.365643651530292e-09,5.66e-06,5.436811240044024e-09,5.66e-06,6.019336303044103e-09,5.66e-06,6.621193052169158e-09
5.68e-06,3.241510941369562e-09,5.68e-06,4.381771190733829e-09,5.68e-06,5.456156127209989e-09,5.68e-06,6.041705897991774e-09,5.68e-06,6.645291648577859e-09
5.7e-06,3.253771236558007e-09,5.7e-06,4.39836264637422e-09,5.7e-06,5.475253326170032e-09,5.7e-06,6.062679345473747e-09,5.7e-06,6.667219957743187e-09
5.719999999999999e-06,3.266743734359823e-09,5.719999999999999e-06,4.415160825739885e-09,5.719999999999999e-06,5.495673999231178e-09,5.719999999999999e-06,6.084547427553421e-09,5.719999999999999e-06,6.691322145150216e-09
5.74e-06,3.279150420092016e-09,5.74e-06,4.430377603784012e-09,5.74e-06,5.514989805527289e-09,5.74e-06,6.105565893083566e-09,5.74e-06,6.713353981209228e-09
5.76e-06,3.29201395084791e-09,5.76e-06,4.447000292300935e-09,5.76e-06,5.535028319955683e-09,5.76e-06,6.127328864618209e-09,5.76e-06,6.73716430904154e-09
5.78e-06,3.304590118001526e-09,5.78e-06,4.462849110664524e-09,5.78e-06,5.553997332351057e-09,5.78e-06,6.148206682384735e-09,5.78e-06,6.759822936799435e-09
5.8e-06,3.318842840670828e-09,5.8e-06,4.481154741683258e-09,5.8e-06,5.577245113530026e-09,5.8e-06,6.17218365149163e-09,5.8e-06,6.786191946915329e-09
5.82e-06,3.331285524315659e-09,5.82e-06,4.497206390969463e-09,5.82e-06,5.596713677902561e-09,5.82e-06,6.194762457845686e-09,5.82e-06,6.808835608530484e-09
5.84e-06,3.344203512450504e-09,5.84e-06,4.514376451244608e-09,5.84e-06,5.617126693734715e-09,5.84e-06,6.215505022150813e-09,5.84e-06,6.83325420146734e-09
5.86e-06,3.356408790383513e-09,5.86e-06,4.530015052113599e-09,5.86e-06,5.636158320878291e-09,5.86e-06,6.236563200024393e-09,5.86e-06,6.855891161356303e-09
5.88e-06,3.369622024595406e-09,5.88e-06,4.546819419514904e-09,5.88e-06,5.656729248407802e-09,5.88e-06,6.259017898166247e-09,5.88e-06,6.879999486918039e-09
5.9e-06,3.382051357044723e-09,5.9e-06,4.5632299833608e-09,5.9e-06,5.67591169991399e-09,5.9e-06,6.28116462867924e-09,5.9e-06,6.902955434189527e-09
5.92e-06,3.394966573176072e-09,5.92e-06,4.579527586207452e-09,5.92e-06,5.695948262894847e-09,5.92e-06,6.303053315826882e-09,5.92e-06,6.926650927919664e-09
5.94e-06,3.407147332324375e-09,5.94e-06,4.595377343893066e-09,5.94e-06,5.714996306424208e-09,5.94e-06,6.322576232964092e-09,5.94e-06,6.949804699098242e-09
5.96e-06,3.420236741795902e-09,5.96e-06,4.6126407191127e-09,5.96e-06,5.735826582213874e-09,5.96e-06,6.346352429434007e-09,5.96e-06,6.974347425150875e-09
5.979999999999999e-06,3.432645698889294e-09,5.979999999999999e-06,4.62865739714717e-09,5.979999999999999e-06,5.755191205092619e-09,5.979999999999999e-06,6.366389761137676e-09,5.979999999999999e-06,6.99726386939433e-09
6e-06,3.445268183606327e-09,6e-06,4.646437122851767e-09,6e-06,5.775239447291046e-09,6e-06,6.388668826069687e-09,6e-06,7.021322444853707e-09
6.02e-06,3.457472666918236e-09,6.02e-06,4.662286961110003e-09,6.02e-06,5.794340409943427e-09,6.02e-06,6.409525143397477e-09,6.02e-06,7.043911401505728e-09
6.04e-06,3.470459138793748e-09,6.04e-06,4.679055393750385e-09,6.04e-06,5.814630810131581e-09,6.04e-06,6.43165830601121e-09,6.04e-06,7.067935823044908e-09
6.06e-06,3.482859941509893e-09,6.06e-06,4.6950880538331e-09,6.06e-06,5.834007888173033e-09,6.06e-06,6.4528085718674e-09,6.06e-06,7.090855789555295e-09
6.08e-06,3.495690777552235e-09,6.08e-06,4.711692302518422e-09,6.08e-06,5.854097528072148e-09,6.08e-06,6.474717616944685e-09,6.08e-06,7.114619660905165e-09
6.1e-06,3.507891233569688e-09,6.1e-06,4.727218241012483e-09,6.1e-06,5.873212934806071e-09,6.1e-06,6.495520112087714e-09,6.1e-06,7.136684674713164e-09
