"delay (b0=0,b1=0,b2=0,b3=0) X","delay (b0=0,b1=0,b2=0,b3=0) Y","delay (b0=0,b1=0,b2=0,b3=1) X","delay (b0=0,b1=0,b2=0,b3=1) Y","delay (b0=0,b1=0,b2=1,b3=0) X","delay (b0=0,b1=0,b2=1,b3=0) Y","delay (b0=0,b1=0,b2=1,b3=1) X","delay (b0=0,b1=0,b2=1,b3=1) Y","delay (b0=0,b1=1,b2=0,b3=0) X","delay (b0=0,b1=1,b2=0,b3=0) Y","delay (b0=0,b1=1,b2=0,b3=1) X","delay (b0=0,b1=1,b2=0,b3=1) Y","delay (b0=0,b1=1,b2=1,b3=0) X","delay (b0=0,b1=1,b2=1,b3=0) Y","delay (b0=0,b1=1,b2=1,b3=1) X","delay (b0=0,b1=1,b2=1,b3=1) Y","delay (b0=1,b1=0,b2=0,b3=0) X","delay (b0=1,b1=0,b2=0,b3=0) Y","delay (b0=1,b1=0,b2=0,b3=1) X","delay (b0=1,b1=0,b2=0,b3=1) Y","delay (b0=1,b1=0,b2=1,b3=0) X","delay (b0=1,b1=0,b2=1,b3=0) Y","delay (b0=1,b1=0,b2=1,b3=1) X","delay (b0=1,b1=0,b2=1,b3=1) Y","delay (b0=1,b1=1,b2=0,b3=0) X","delay (b0=1,b1=1,b2=0,b3=0) Y","delay (b0=1,b1=1,b2=0,b3=1) X","delay (b0=1,b1=1,b2=0,b3=1) Y","delay (b0=1,b1=1,b2=1,b3=0) X","delay (b0=1,b1=1,b2=1,b3=0) Y","delay (b0=1,b1=1,b2=1,b3=1) X","delay (b0=1,b1=1,b2=1,b3=1) Y"
2.52e-06,2.695296424720367e-09,2.52e-06,2.168816949286905e-09,2.52e-06,2.383340866924745e-09,2.52e-06,2.009150762211132e-09,2.52e-06,2.523053455159029e-09,2.52e-06,2.083505923261038e-09,2.52e-06,2.266941024569891e-09,2.52e-06,1.944434068631288e-09,2.52e-06,2.583195030953431e-09,2.52e-06,2.113064948891891e-09,2.52e-06,2.30746071314351e-09,2.52e-06,1.9668724138546e-09,2.52e-06,2.432683836394382e-09,2.52e-06,2.035150707962158e-09,2.52e-06,2.203078792415407e-09,2.52e-06,1.907336931400228e-09
2.54e-06,2.719342856328317e-09,2.54e-06,2.186415008085827e-09,2.54e-06,2.40370159849635e-09,2.54e-06,2.024805565446019e-09,2.54e-06,2.545297845374423e-09,2.54e-06,2.100044233117528e-09,2.54e-06,2.285984488950159e-09,2.54e-06,1.959198823110701e-09,2.54e-06,2.606403310762578e-09,2.54e-06,2.130052005896678e-09,2.54e-06,2.327120963378104e-09,2.54e-06,1.981938249291787e-09,2.54e-06,2.454027709328293e-09,2.54e-06,2.051128697608638e-09,2.54e-06,2.221278769023501e-09,2.54e-06,1.921433684413999e-09
2.56e-06,2.744628271752887e-09,2.56e-06,2.204486620297633e-09,2.56e-06,2.424334357323766e-09,2.56e-06,2.040780200734386e-09,2.56e-06,2.568049332713682e-09,2.56e-06,2.116868107542246e-09,2.56e-06,2.305082495485649e-09,2.56e-06,1.974322702643542e-09,2.56e-06,2.629885435442515e-09,2.56e-06,2.147534455244738e-09,2.56e-06,2.346719515167393e-09,2.56e-06,1.997373109308259e-09,2.56e-06,2.47530032897472e-09,2.56e-06,2.067534038716127e-09,2.56e-06,2.239575342378884e-09,2.56e-06,1.936114060936878e-09
2.58e-06,2.768626629544728e-09,2.58e-06,2.22186078953165e-09,2.58e-06,2.444607828327852e-09,2.58e-06,2.056235640122473e-09,2.58e-06,2.589964721459164e-09,2.58e-06,2.132996912621621e-09,2.58e-06,2.323981127947634e-09,2.58e-06,1.988903621487468e-09,2.58e-06,2.652774363012335e-09,2.58e-06,2.16420461504324e-09,2.58e-06,2.366080628454822e-09,2.58e-06,2.012315129750883e-09,2.58e-06,2.49600346753877e-09,2.58e-06,2.08342518581633e-09,2.58e-06,2.25743673061665e-09,2.58e-06,1.950263888574433e-09
2.6e-06,2.797720633190371e-09,2.6e-06,2.242666988066313e-09,2.6e-06,2.468439825464489e-09,2.6e-06,2.074783643085247e-09,2.6e-06,2.616202525170945e-09,2.6e-06,2.152946553192872e-09,2.6e-06,2.346263744709079e-09,2.6e-06,2.006559718559139e-09,2.6e-06,2.679802018163893e-09,2.6e-06,2.184360943013413e-09,2.6e-06,2.388777240766499e-09,2.6e-06,2.030272372437106e-09,2.6e-06,2.520560195367384e-09,2.6e-06,2.102306646630341e-09,2.6e-06,2.279016254322665e-09,2.6e-06,1.967332002053117e-09
2.62e-06,2.822319152901231e-09,2.62e-06,2.260289732759913e-09,2.62e-06,2.489074682946449e-09,2.62e-06,2.090540622012963e-09,2.62e-06,2.638919679597773e-09,2.62e-06,2.169489351482281e-09,2.62e-06,2.365113273252495e-09,2.62e-06,2.021423376571122e-09,2.62e-06,2.703292209955962e-09,2.62e-06,2.201300259031156e-09,2.62e-06,2.408099062825787e-09,2.62e-06,2.045422947018533e-09,2.62e-06,2.541632907474626e-09,2.62e-06,2.118305125158566e-09,2.62e-06,2.296892132991372e-09,2.62e-06,1.98172327451633e-09
2.64e-06,2.848133772208837e-09,2.64e-06,2.27860810001569e-09,2.64e-06,2.510056531061171e-09,2.64e-06,2.1067515165088e-09,2.64e-06,2.661367974271158e-09,2.64e-06,2.186768256111743e-09,2.64e-06,2.384516150993127e-09,2.64e-06,2.036838721372832e-09,2.64e-06,2.72712792278301e-09,2.64e-06,2.21886905391599e-09,2.64e-06,2.428062370185837e-09,2.64e-06,2.061156873294745e-09,2.64e-06,2.563497586309714e-09,2.64e-06,2.134838888773256e-09,2.64e-06,2.315711504383874e-09,2.64e-06,1.996714127997578e-09
2.66e-06,2.872435733105709e-09,2.66e-06,2.2959476736073e-09,2.66e-06,2.530217343360447e-09,2.66e-06,2.12165671183941e-09,2.66e-06,2.683597239563272e-09,2.66e-06,2.203033793383974e-09,2.66e-06,2.403302033757257e-09,2.66e-06,2.052372391508996e-09,2.66e-06,2.75012848720912e-09,2.66e-06,2.235568510049317e-09,2.66e-06,2.447555569934866e-09,2.66e-06,2.076030320192442e-09,2.66e-06,2.584228332519463e-09,2.66e-06,2.150212983508075e-09,2.66e-06,2.333510111289219e-09,2.66e-06,2.011914643262401e-09
2.68e-06,2.899298238729535e-09,2.68e-06,2.314615499277112e-09,2.68e-06,2.551798165391628e-09,2.68e-06,2.138257044561795e-09,2.68e-06,2.707013366255356e-09,2.68e-06,2.22053924310089e-09,2.68e-06,2.423063186692642e-09,2.68e-06,2.067959841005153e-09,2.68e-06,2.774446474384279e-09,2.68e-06,2.253517909744344e-09,2.68e-06,2.467746143308311e-09,2.68e-06,2.09281546967127e-09,2.68e-06,2.606493297544813e-09,2.68e-06,2.167157848438602e-09,2.68e-06,2.352618873500679e-09,2.68e-06,2.027135161777674e-09
2.7e-06,2.923013056349391e-09,2.7e-06,2.331915237890517e-09,2.7e-06,2.572135920390889e-09,2.7e-06,2.153899124367816e-09,2.7e-06,2.729795908894692e-09,2.7e-06,2.237071490764827e-09,2.7e-06,2.442197823880721e-09,2.7e-06,2.082560551534935e-09,2.7e-06,2.797658076593653e-09,2.7e-06,2.270462925002954e-09,2.7e-06,2.488148125857864e-09,2.7e-06,2.107706002063452e-09,2.7e-06,2.627605529317857e-09,2.7e-06,2.183458548434369e-09,2.7e-06,2.37068527757456e-09,2.7e-06,2.041084487792461e-09
2.72e-06,2.948282960682644e-09,2.72e-06,2.349933146319232e-09,2.72e-06,2.593630639122824e-09,2.72e-06,2.1702507201851e-09,2.72e-06,2.752391669730891e-09,2.72e-06,2.254013393750247e-09,2.72e-06,2.461309308396029e-09,2.72e-06,2.097718269427708e-09,2.72e-06,2.821377304711991e-09,2.72e-06,2.287828967587903e-09,2.72e-06,2.507324179047841e-09,2.72e-06,2.123133413262435e-09,2.72e-06,2.649204739364616e-09,2.72e-06,2.199749968945109e-09,2.72e-06,2.389184714136515e-09,2.72e-06,2.055779351032481e-09
2.74e-06,2.972912397626485e-09,2.74e-06,2.367399016805639e-09,2.74e-06,2.613679572411451e-09,2.74e-06,2.18556295132416e-09,2.74e-06,2.774351003875401e-09,2.74e-06,2.270318224144263e-09,2.74e-06,2.479518267638726e-09,2.74e-06,2.112311917941545e-09,2.74e-06,2.844255022199902e-09,2.74e-06,2.304172557602876e-09,2.74e-06,2.526570088270853e-09,2.74e-06,2.137981166397287e-09,2.74e-06,2.669969346929801e-09,2.74e-06,2.215361172976038e-09,2.74e-06,2.4069650238022e-09,2.74e-06,2.069937338193305e-09
2.76e-06,2.999633187083246e-09,2.76e-06,2.387216108481983e-09,2.76e-06,2.635415408055008e-09,2.76e-06,2.202367031500701e-09,2.76e-06,2.79868324824377e-09,2.76e-06,2.288160450549915e-09,2.76e-06,2.499920436085736e-09,2.76e-06,2.128343300980192e-09,2.76e-06,2.868751880197955e-09,2.76e-06,2.322603234952204e-09,2.76e-06,2.547622143009971e-09,2.76e-06,2.154456392919006e-09,2.76e-06,2.692827131734874e-09,2.76e-06,2.232696337119251e-09,2.76e-06,2.426164131168155e-09,2.76e-06,2.085477107371201e-09
2.78e-06,3.02441741842405e-09,2.78e-06,2.405380949160628e-09,2.78e-06,2.656044344571176e-09,2.78e-06,2.218003194289586e-09,2.78e-06,2.821064683857953e-09,2.78e-06,2.304696390148936e-09,2.78e-06,2.520493769025213e-09,2.78e-06,2.143173520744323e-09,2.78e-06,2.891997132243317e-09,2.78e-06,2.339539302281841e-09,2.78e-06,2.56706048686449e-09,2.78e-06,2.169487805270577e-09,2.78e-06,2.713499806538764e-09,2.78e-06,2.248615906024419e-09,2.78e-06,2.444217487022045e-09,2.78e-06,2.099843028095655e-09
2.8e-06,3.050205854169929e-09,2.8e-06,2.423451889515949e-09,2.8e-06,2.677167342198388e-09,2.8e-06,2.234219522325321e-09,2.8e-06,2.844308998182997e-09,2.8e-06,2.321609545224496e-09,2.8e-06,2.540070808427478e-09,2.8e-06,2.158569187807995e-09,2.8e-06,2.916299690822191e-09,2.8e-06,2.358437334512335e-09,2.8e-06,2.587232786250483e-09,2.8e-06,2.185171581743966e-09,2.8e-06,2.735485531306118e-09,2.8e-06,2.265181520076912e-09,2.8e-06,2.463025330089866e-09,2.8e-06,2.114826140177493e-09
2.82e-06,3.074775637942486e-09,2.82e-06,2.440781808936284e-09,2.82e-06,2.697087938304317e-09,2.82e-06,2.249544989948526e-09,2.82e-06,2.866335070542934e-09,2.82e-06,2.337879101731356e-09,2.82e-06,2.558396331396581e-09,2.82e-06,2.172966023292311e-09,2.82e-06,2.939057812841111e-09,2.82e-06,2.374831286133103e-09,2.82e-06,2.606924509763001e-09,2.82e-06,2.199872928291823e-09,2.82e-06,2.756335673501264e-09,2.82e-06,2.280830512281816e-09,2.82e-06,2.482338864345243e-09,2.82e-06,2.128944043628643e-09
2.84e-06,3.100600520380198e-09,2.84e-06,2.459137643036738e-09,2.84e-06,2.7184384034537e-09,2.84e-06,2.265764613869964e-09,2.84e-06,2.889625962784664e-09,2.84e-06,2.356578164832922e-09,2.84e-06,2.578063114792157e-09,2.84e-06,2.188422074585019e-09,2.84e-06,2.964784691032454e-09,2.84e-06,2.392442756534132e-09,2.84e-06,2.62724096516093e-09,2.84e-06,2.215192335538962e-09,2.84e-06,2.778412699300006e-09,2.84e-06,2.297412283602001e-09,2.84e-06,2.501167496850554e-09,2.84e-06,2.143712637848742e-09
2.86e-06,3.126357488551251e-09,2.86e-06,2.476719855081248e-09,2.86e-06,2.738824298743042e-09,2.86e-06,2.28132016533749e-09,2.86e-06,2.912024576456918e-09,2.86e-06,2.373080109200134e-09,2.86e-06,2.59696966543064e-09,2.86e-06,2.20323025659767e-09,2.86e-06,2.987831465138768e-09,2.86e-06,2.409380309329796e-09,2.86e-06,2.647706382893651e-09,2.86e-06,2.230216838273095e-09,2.86e-06,2.799480944091554e-09,2.86e-06,2.313338023853877e-09,2.86e-06,2.51899660521873e-09,2.86e-06,2.15799960661818e-09
2.88e-06,3.151444672739418e-09,2.88e-06,2.494716995714349e-09,2.88e-06,2.759750680251847e-09,2.88e-06,2.297319595435562e-09,2.88e-06,2.935429025530068e-09,2.88e-06,2.389744567013095e-09,2.88e-06,2.616240621821417e-09,2.88e-06,2.218341609245508e-09,2.88e-06,3.011590712182735e-09,2.88e-06,2.426653981280766e-09,2.88e-06,2.667453511536239e-09,2.88e-06,2.245627023378101e-09,2.88e-06,2.821167120723459e-09,2.88e-06,2.329629837018497e-09,2.88e-06,2.537483851511445e-09,2.88e-06,2.172694074202044e-09
2.9e-06,3.175725863208698e-09,2.9e-06,2.512030057247906e-09,2.9e-06,2.779844875994066e-09,2.9e-06,2.312634000870547e-09,2.9e-06,2.957550729809386e-09,2.9e-06,2.406030116048781e-09,2.9e-06,2.634788437815868e-09,2.9e-06,2.232431267461302e-09,2.9e-06,3.034485628237901e-09,2.9e-06,2.443268950598215e-09,2.9e-06,2.686562181887077e-09,2.9e-06,2.260507722805023e-09,2.9e-06,2.842294964610582e-09,2.9e-06,2.345871650346577e-09,2.9e-06,2.555304398370726e-09,2.9e-06,2.186789040415743e-09
2.92e-06,3.201767323581023e-09,2.92e-06,2.529469253834514e-09,2.92e-06,2.799047272352278e-09,2.92e-06,2.328591472974778e-09,2.92e-06,2.980629812912572e-09,2.92e-06,2.422332383300806e-09,2.92e-06,2.653537545013096e-09,2.92e-06,2.246857269135424e-09,2.92e-06,3.057869157964748e-09,2.92e-06,2.459993948861449e-09,2.92e-06,2.705865205995131e-09,2.92e-06,2.275345559087653e-09,2.92e-06,2.863332066043856e-09,2.92e-06,2.362438477257252e-09,2.92e-06,2.573109665106241e-09,2.92e-06,2.20088307347445e-09
2.94e-06,3.225318065455766e-09,2.94e-06,2.546612860534793e-09,2.94e-06,2.819452242060441e-09,2.94e-06,2.34494189007339e-09,2.94e-06,3.002927277978797e-09,2.94e-06,2.438740752843308e-09,2.94e-06,2.672382646734145e-09,2.94e-06,2.261597073858607e-09,2.94e-06,3.081068041264028e-09,2.94e-06,2.476816821618017e-09,2.94e-06,2.725019334466246e-09,2.94e-06,2.290334755232307e-09,2.94e-06,2.884406182376299e-09,2.94e-06,2.378088868382173e-09,2.94e-06,2.591115850285156e-09,2.94e-06,2.215138930295629e-09
2.96e-06,3.252089307046216e-09,2.96e-06,2.564977593268227e-09,2.96e-06,2.840694296465162e-09,2.96e-06,2.361002583611206e-09,2.96e-06,3.02591843677896e-09,2.96e-06,2.455855542321477e-09,2.96e-06,2.691982042551273e-09,2.96e-06,2.276994138848195e-09,2.96e-06,3.105224729424272e-09,2.96e-06,2.493970834233933e-09,2.96e-06,2.745257460274998e-09,2.96e-06,2.306478748970865e-09,2.96e-06,2.907136532584765e-09,2.96e-06,2.394464803680851e-09,2.96e-06,2.609853411127575e-09,2.96e-06,2.230006303492242e-09
2.98e-06,3.274828324571271e-09,2.98e-06,2.582187697920427e-09,2.98e-06,2.860804519999908e-09,2.98e-06,2.376034887619829e-09,2.98e-06,3.047945435592322e-09,2.98e-06,2.472060541910867e-09,2.98e-06,2.710097138713948e-09,2.98e-06,2.291483069821703e-09,2.98e-06,3.12805324196832e-09,2.98e-06,2.510669131902925e-09,2.98e-06,2.763793158418535e-09,2.98e-06,2.321363975008534e-09,2.98e-06,2.928118781575258e-09,2.98e-06,2.410067326071353e-09,2.98e-06,2.62759133473753e-09,2.98e-06,2.243524949922873e-09
3e-06,3.302594281638112e-09,3e-06,2.600808531017811e-09,3e-06,2.883777211327398e-09,3e-06,2.392462931450781e-09,3e-06,3.071640198458159e-09,3e-06,2.489371509738537e-09,3e-06,2.73035662846513e-09,3e-06,2.307717028198692e-09,3e-06,3.152179001606328e-09,3e-06,2.528471355478712e-09,3e-06,2.784919383531923e-09,3e-06,2.337408522235152e-09,3e-06,2.950704811132617e-09,3e-06,2.426942341723256e-09,3e-06,2.646287707593708e-09,3e-06,2.2586684792257e-09
3.02e-06,3.327457469431487e-09,3.02e-06,2.618369482789402e-09,3.02e-06,2.90401768434537e-09,3.02e-06,2.408033183752021e-09,3.02e-06,3.094153597872189e-09,3.02e-06,2.505555163407218e-09,3.02e-06,2.749084135727497e-09,3.02e-06,2.322366871263808e-09,3.02e-06,3.175791690224846e-09,3.02e-06,2.54536572043803e-09,3.02e-06,2.804401081843909e-09,3.02e-06,2.353052838707829e-09,3.02e-06,2.971673631678037e-09,3.02e-06,2.442776563968299e-09,3.02e-06,2.664336897163442e-09,3.02e-06,2.273678441377965e-09
3.04e-06,3.352263889955295e-09,3.04e-06,2.636473224078885e-09,3.04e-06,2.925023904026418e-09,3.04e-06,2.423896440019941e-09,3.04e-06,3.117096875970708e-09,3.04e-06,2.52247892714303e-09,3.04e-06,2.768279856512448e-09,3.04e-06,2.337502089853295e-09,3.04e-06,3.199382331110229e-09,3.04e-06,2.562788777341309e-09,3.04e-06,2.824295316881293e-09,3.04e-06,2.368247076968896e-09,3.04e-06,2.993392026893527e-09,3.04e-06,2.459018628518304e-09,3.04e-06,2.682770989729195e-09,3.04e-06,2.288200775433952e-09
3.06e-06,3.376972341162818e-09,3.06e-06,2.653756164823253e-09,3.06e-06,2.945070112532069e-09,3.06e-06,2.439192072141574e-09,3.06e-06,3.139169248504353e-09,3.06e-06,2.538613846568406e-09,3.06e-06,2.786824664651933e-09,3.06e-06,2.352032646814649e-09,3.06e-06,3.222616700165964e-09,3.06e-06,2.579397267126528e-09,3.06e-06,2.84342333339708e-09,3.06e-06,2.382971282660875e-09,3.06e-06,3.015266810468399e-09,3.06e-06,2.474624723637487e-09,3.06e-06,2.700533989230083e-09,3.06e-06,2.30214281725099e-09
3.08e-06,3.403880301823631e-09,3.08e-06,2.672746939665955e-09,3.08e-06,2.967346189025305e-09,3.08e-06,2.455937065585094e-09,3.08e-06,3.163394582509548e-09,3.08e-06,2.556408016926022e-09,3.08e-06,2.807267177401401e-09,3.08e-06,2.368734840768817e-09,3.08e-06,3.2475369540734e-09,3.08e-06,2.597665716997428e-09,3.08e-06,2.864465874506959e-09,3.08e-06,2.399226278784683e-09,3.08e-06,3.037906486093263e-09,3.08e-06,2.491784057118437e-09,3.08e-06,2.720053157090545e-09,3.08e-06,2.317653488774437e-09
3.1e-06,3.428893294067732e-09,3.1e-06,2.690208572504903e-09,3.1e-06,2.987642283263941e-09,3.1e-06,2.471449137322866e-09,3.1e-06,3.185795155314645e-09,3.1e-06,2.572978050084783e-09,3.1e-06,2.826220018458616e-09,3.1e-06,2.383328104758198e-09,3.1e-06,3.271096500405076e-09,3.1e-06,2.61452507528534e-09,3.1e-06,2.883862122893783e-09,3.1e-06,2.414198063985201e-09,3.1e-06,3.059074897931146e-09,3.1e-06,2.507511676950871e-09,3.1e-06,2.738195631973707e-09,3.1e-06,2.331947652316299e-09
3.12e-06,3.454925411955674e-09,3.12e-06,2.708484109030757e-09,3.12e-06,3.009085636499021e-09,3.12e-06,2.487463164171174e-09,3.12e-06,3.208680728125594e-09,3.12e-06,2.590130465204226e-09,3.12e-06,2.845899514358652e-09,3.12e-06,2.398382856007999e-09,3.12e-06,3.295109857637956e-09,3.12e-06,2.632124657487121e-09,3.12e-06,2.903671448119819e-09,3.12e-06,2.429799370307255e-09,3.12e-06,3.080857138249721e-09,3.12e-06,2.523893155038471e-09,3.12e-06,2.756980778558019e-09,3.12e-06,2.347655719880922e-09
3.14e-06,3.479576426532608e-09,3.14e-06,2.72580384595948e-09,3.14e-06,3.029266381303263e-09,3.14e-06,2.502577887049506e-09,3.14e-06,3.230994953745318e-09,3.14e-06,2.606324307552703e-09,3.14e-06,2.864450118363758e-09,3.14e-06,2.412796958072254e-09,3.14e-06,3.318329527857666e-09,3.14e-06,2.648585407278921e-09,3.14e-06,2.922871361013121e-09,3.14e-06,2.444498646293612e-09,3.14e-06,3.101722223351851e-09,3.14e-06,2.539531481138116e-09,3.14e-06,2.774725431158489e-09,3.14e-06,2.361501344680708e-09
3.16e-06,3.505646110186426e-09,3.16e-06,2.744093486587709e-09,3.16e-06,3.050667650059884e-09,3.16e-06,2.518603006236775e-09,3.16e-06,3.254068058814747e-09,3.16e-06,2.623471350056644e-09,3.16e-06,2.884193454952688e-09,3.16e-06,2.428122361283193e-09,3.16e-06,3.342385386015348e-09,3.16e-06,2.6661481307367e-09,3.16e-06,2.943046919151566e-09,3.16e-06,2.46009385116437e-09,3.16e-06,3.124136466538602e-09,3.16e-06,2.555904089354298e-09,3.16e-06,2.7934986976795e-09,3.16e-06,2.37614328405649e-09
3.18e-06,3.530503275422629e-09,3.18e-06,2.762389389802588e-09,3.18e-06,3.072060653268269e-09,3.18e-06,2.534198375018016e-09,3.18e-06,3.276821316024754e-09,3.18e-06,2.639962461667411e-09,3.18e-06,2.903083375600686e-09,3.18e-06,2.442804400340111e-09,3.18e-06,3.365966840930671e-09,3.18e-06,2.682961694691393e-09,3.18e-06,2.962445757425275e-09,3.18e-06,2.474927685211686e-09,3.18e-06,3.145073945906355e-09,3.18e-06,2.571865229888069e-09,3.18e-06,2.81147852426823e-09,3.18e-06,2.390342227211285e-09
3.2e-06,3.55717525668779e-09,3.2e-06,2.78042118656232e-09,3.2e-06,3.092828505670107e-09,3.2e-06,2.55009384064311e-09,3.2e-06,3.299577193615468e-09,3.2e-06,2.656697677392209e-09,3.2e-06,2.922547666804255e-09,3.2e-06,2.457827635335723e-09,3.2e-06,3.389634733496859e-09,3.2e-06,2.70022125634867e-09,3.2e-06,2.982374395679027e-09,3.2e-06,2.490106204920928e-09,3.2e-06,3.166736953283809e-09,3.2e-06,2.588120555604451e-09,3.2e-06,2.829968456796452e-09,3.2e-06,2.404928771532998e-09
3.22e-06,3.581491065780385e-09,3.22e-06,2.797690708474302e-09,3.22e-06,3.112974840968398e-09,3.22e-06,2.565346767903725e-09,3.22e-06,3.321902580391159e-09,3.22e-06,2.672877016349468e-09,3.22e-06,2.940971308283793e-09,3.22e-06,2.472241119327485e-09,3.22e-06,3.413747147972298e-09,3.22e-06,2.716811150214996e-09,3.22e-06,3.001506877814646e-09,3.22e-06,2.504875798205478e-09,3.22e-06,3.187628658323699e-09,3.22e-06,2.603616192485652e-09,3.22e-06,2.847752364497818e-09,3.22e-06,2.418913064757895e-09
3.24e-06,3.610503663619159e-09,3.24e-06,2.818199480571088e-09,3.24e-06,3.136505516300996e-09,3.24e-06,2.583458787330296e-09,3.24e-06,3.347713560664843e-09,3.24e-06,2.692030810165882e-09,3.24e-06,2.962936522088894e-09,3.24e-06,2.489406306963387e-09,3.24e-06,3.440948272870523e-09,3.24e-06,2.73643886850499e-09,3.24e-06,3.024149463811948e-09,3.24e-06,2.522320357140423e-09,3.24e-06,3.212196821941774e-09,3.24e-06,2.622079784683899e-09,3.24e-06,2.869387635407259e-09,3.24e-06,2.435535648502348e-09
3.26e-06,3.635361985941914e-09,3.26e-06,2.835058433715883e-09,3.26e-06,3.15697400420136e-09,3.26e-06,2.598944019072696e-09,3.26e-06,3.370192147105871e-09,3.26e-06,2.708446926522525e-09,3.26e-06,2.981811935792112e-09,3.26e-06,2.503704640111319e-09,3.26e-06,3.464119434336094e-09,3.26e-06,2.753272504850917e-09,3.26e-06,3.043668308744063e-09,3.26e-06,2.537304804362687e-09,3.26e-06,3.233171796204664e-09,3.26e-06,2.637935508586664e-09,3.26e-06,2.887447842034837e-09,3.26e-06,2.44963011912041e-09
3.28e-06,3.661414947026943e-09,3.28e-06,2.853429242830465e-09,3.28e-06,3.178432915820396e-09,3.28e-06,2.615149636544504e-09,3.28e-06,3.393631828808875e-09,3.28e-06,2.725570700600365e-09,3.28e-06,3.001595152367169e-09,3.28e-06,2.519030146421959e-09,3.28e-06,3.488438938429212e-09,3.28e-06,2.771519420270422e-09,3.28e-06,3.0639734952774e-09,3.28e-06,2.552885774145731e-09,3.28e-06,3.255036231379119e-09,3.28e-06,2.654380312457483e-09,3.28e-06,2.905505379879884e-09,3.28e-06,2.464404911717744e-09
3.3e-06,3.686165392338491e-09,3.3e-06,2.87073344575148e-09,3.3e-06,3.198545614880187e-09,3.3e-06,2.630219580653989e-09,3.3e-06,3.415757829226674e-09,3.3e-06,2.741750727634309e-09,3.3e-06,3.020163049795619e-09,3.3e-06,2.533381260191271e-09,3.3e-06,3.511637807107406e-09,3.3e-06,2.788086943838543e-09,3.3e-06,3.08308044749206e-09,3.3e-06,2.56759770953889e-09,3.3e-06,3.27607407726028e-09,3.3e-06,2.669938092252573e-09,3.3e-06,2.923338248372261e-09,3.3e-06,2.478151122560814e-09
3.32e-06,3.712093878827085e-09,3.32e-06,2.889456875138381e-09,3.32e-06,3.220198321298446e-09,3.32e-06,2.646537441172546e-09,3.32e-06,3.439657797768303e-09,3.32e-06,2.75990288791126e-09,3.32e-06,3.040125765904348e-09,3.32e-06,2.549005101062939e-09,3.32e-06,3.535303526090225e-09,3.32e-06,2.805914683972398e-09,3.32e-06,3.103704838319202e-09,3.32e-06,2.583266547080012e-09,3.32e-06,3.298368916084643e-09,3.32e-06,2.687442672572205e-09,3.32e-06,2.942497474379472e-09,3.32e-06,2.493244681090359e-09
3.34e-06,3.737761255192763e-09,3.34e-06,2.907861721254715e-09,3.34e-06,3.240685678733141e-09,3.34e-06,2.661966164776162e-09,3.34e-06,3.462909101101585e-09,3.34e-06,2.776349227810489e-09,3.34e-06,3.058998747192882e-09,3.34e-06,2.56363766234245e-09,3.34e-06,3.558922802803343e-09,3.34e-06,2.822756160127426e-09,3.34e-06,3.123826350787117e-09,3.34e-06,2.598351447003512e-09,3.34e-06,3.319601589546921e-09,3.34e-06,2.703258699232479e-09,3.34e-06,2.960663956382033e-09,3.34e-06,2.507303787573096e-09
3.36e-06,3.763694262930369e-09,3.36e-06,2.925651228370377e-09,3.36e-06,3.261641499208336e-09,3.36e-06,2.677832168187584e-09,3.36e-06,3.486008263189644e-09,3.36e-06,2.793190676013863e-09,3.36e-06,3.078367849867404e-09,3.36e-06,2.578641982761218e-09,3.36e-06,3.58309449253223e-09,3.36e-06,2.840010659772852e-09,3.36e-06,3.143790727786503e-09,3.36e-06,2.613534482243394e-09,3.36e-06,3.3413207657505e-09,3.36e-06,2.719469770628377e-09,3.36e-06,2.980113414960799e-09,3.36e-06,2.521926583392743e-09
3.38e-06,3.787408422031295e-09,3.38e-06,2.942940118981883e-09,3.38e-06,3.281540355349341e-09,3.38e-06,2.693019665629527e-09,3.38e-06,3.508552883452508e-09,3.38e-06,2.809342965196071e-09,3.38e-06,3.09757903540638e-09,3.38e-06,2.593037773562091e-09,3.38e-06,3.606249341484281e-09,3.38e-06,2.856534020301694e-09,3.38e-06,3.163084728504646e-09,3.38e-06,2.628217200369834e-09,3.38e-06,3.362192311417961e-09,3.38e-06,2.735019315909317e-09,3.38e-06,2.997620639563041e-09,3.38e-06,2.535858872753536e-09
3.4e-06,3.814620028756174e-09,3.4e-06,2.961685930099459e-09,3.4e-06,3.30344598245492e-09,3.4e-06,2.709716406000075e-09,3.4e-06,3.532596448974614e-09,3.4e-06,2.827082239389567e-09,3.4e-06,3.118144763372596e-09,3.4e-06,2.60894862931414e-09,3.4e-06,3.631467884187304e-09,3.4e-06,2.874717146628115e-09,3.4e-06,3.1841156774303e-09,3.4e-06,2.645003504947376e-09,3.4e-06,3.385132981501441e-09,3.4e-06,2.752086994857208e-09,3.4e-06,3.017073101449507e-09,3.4e-06,2.551147568544815e-09
