leafValue(clip(getData(":pwr" ?result "tran") (VAR("T") / 2) (32.5 * VAR("T"))) "Design_Point" 1.0) X,leafValue(clip(getData(":pwr" ?result "tran") (VAR("T") / 2) (32.5 * VAR("T"))) "Design_Point" 1.0) Y
1.214077333413351e-07,9.474316389446483e-06
1.214628981667819e-07,9.566019641624003e-06
1.214904805795052e-07,1.034461115785711e-05
1.215021780402247e-07,1.100584366548953e-05
1.215163721143526e-07,1.1987756425653e-05
1.215315214040078e-07,1.28716823167895e-05
1.215470525287193e-07,1.256015622251462e-05
1.215590349333955e-07,1.190239494883103e-05
1.215628575846799e-07,1.272933408163679e-05
1.215660025661752e-07,1.396746428817316e-05
1.21570093106324e-07,1.554875285942536e-05
1.215732497350367e-07,1.599499776490354e-05
1.215770595057754e-07,1.519867651041868e-05
1.215811355670762e-07,1.294601843841856e-05
1.215848114067984e-07,1.029391957913892e-05
1.215879406453489e-07,8.55829910539531e-06
1.215901433023553e-07,7.928760953893164e-06
1.215932982768117e-07,7.410833274930451e-06
1.215958342441079e-07,7.067310714239956e-06
1.21598338408998e-07,6.754072438492829e-06
1.216014422062956e-07,6.398526153467224e-06
1.216076498008908e-07,5.836779053073147e-06
1.216142087429765e-07,5.559213287923686e-06
1.216230284491282e-07,5.438633749190639e-06
1.216314617296601e-07,5.372433072050058e-06
1.216388524459413e-07,5.32640176603392e-06
1.216480492447822e-07,5.279005588759594e-06
1.21666442842464e-07,5.205327657997057e-06
1.216943472474428e-07,5.126621909505018e-06
1.217331944813575e-07,5.055877702526158e-06
1.217837757736361e-07,5.001946449149187e-06
1.218510424520679e-07,4.968508087532237e-06
1.219426957324293e-07,4.959885863945065e-06
1.219690877376567e-07,4.959758203997771e-06
1.220218717481115e-07,4.959696087661735e-06
1.220908082318949e-07,4.959690104536286e-06
1.222286811994616e-07,4.959687233576837e-06
1.223852762145893e-07,4.959689103338403e-06
1.226984662448448e-07,4.959692195924482e-06
1.232573350811774e-07,4.959698131209144e-06
1.243157754515344e-07,4.959708760689092e-06
1.259078877257672e-07,4.959723276371237e-06
1.275e-07,4.95973622181343e-06
1.27509375e-07,4.961382602443619e-06
1.275244644230212e-07,4.962628218299116e-06
1.275546432690635e-07,5.283746620119382e-06
1.275621865445421e-07,6.358177275516102e-06
1.275682407068297e-07,8.509001231414973e-06
1.275727681369915e-07,1.106807212822145e-05
1.275785764510776e-07,1.484275416759168e-05
1.275830110777891e-07,1.719991747490971e-05
1.275880282991236e-07,1.859903469927814e-05
1.275901803084342e-07,1.945134171549311e-05
1.275909807541212e-07,2.014183401649009e-05
1.275918303310043e-07,2.119897869109981e-05
1.275924941673756e-07,2.228784515828318e-05
1.275938218401182e-07,2.530055039116153e-05
1.27596354566039e-07,3.426825574157774e-05
1.275983839964493e-07,4.069682723161985e-05
1.276001803084342e-07,4.513042781769548e-05
1.276005486460452e-07,4.553278483638763e-05
1.276011671409625e-07,4.591219941856417e-05
1.276017066132631e-07,4.585942517652269e-05
1.276027855578643e-07,4.483456392607427e-05
1.276048129059604e-07,4.628560603419412e-05
1.276064810488846e-07,5.677199081145848e-05
1.276078265535767e-07,6.433579313876185e-05
1.276091657340907e-07,6.535386044614886e-05
1.276107789195583e-07,5.865891877699214e-05
1.276122121103572e-07,5.850422598093012e-05
1.276134502672306e-07,6.851176635759374e-05
1.276143183252533e-07,7.068976048168693e-05
1.276150491864385e-07,6.690647317141171e-05
1.276159398626534e-07,5.738219749974486e-05
1.276167878951218e-07,4.601508061568273e-05
1.27617562442578e-07,3.628991457581883e-05
1.276182213942834e-07,2.954005906782111e-05
1.276189227933242e-07,2.521945554957577e-05
1.276197219112363e-07,2.34102376215942e-05
1.276203925394507e-07,2.298037426125103e-05
1.276211459889673e-07,2.286804998612772e-05
1.276219008360388e-07,2.291264109976224e-05
1.276228768370757e-07,2.307012278971664e-05
1.276241609543351e-07,2.334508612924125e-05
1.276262167818773e-07,2.382365865089884e-05
1.276287853479172e-07,2.441410816161441e-05
1.276321297731227e-07,2.513477036805695e-05
1.276367176950509e-07,2.60058536058336e-05
1.276442202316987e-07,2.704854787114013e-05
1.2765e-07,2.744399651757247e-05
1.276531126891156e-07,2.651062852184274e-05
1.276569617693979e-07,2.538928899231992e-05
1.276605006058825e-07,2.439634926336332e-05
1.276675782788515e-07,2.253423014473653e-05
1.276778995962777e-07,2.00594990324802e-05
1.276933787968838e-07,1.678426925685996e-05
1.277082523866189e-07,1.409768505571117e-05
1.277252340850089e-07,1.158337632532534e-05
1.277462879630644e-07,9.238292543976208e-06
1.277795582298507e-07,6.946853309121378e-06
1.278387796669244e-07,5.371499842578495e-06
1.278950642035611e-07,5.04092654886972e-06
1.279550646173195e-07,4.972969247544729e-06
1.28018449740364e-07,4.961546221059926e-06
1.280985097143432e-07,4.959864603135981e-06
1.282038247534319e-07,4.959746108472167e-06
1.283566530280684e-07,4.95974237738774e-06
1.285896720414769e-07,4.959744040926426e-06
1.290503388128307e-07,4.959747235251845e-06
1.299716723555382e-07,4.959753499143109e-06
1.318143394409532e-07,4.959764688412721e-06
1.35e-07,4.959781013381244e-06
1.350375e-07,4.975123250076332e-06
1.350470076562344e-07,5.069706359245121e-06
1.350660229687032e-07,8.515175380919057e-06
1.350712212800438e-07,1.129518660711675e-05
1.350758657129007e-07,1.428385715978271e-05
1.350812589602218e-07,1.759936766638534e-05
1.35086533870734e-07,1.986593705558699e-05
1.350960824358954e-07,1.932995503475382e-05
1.350999593523007e-07,1.696168402254379e-05
1.351024870499192e-07,1.509772561195431e-05
1.351055028510919e-07,1.339770635689935e-05
1.351079630598446e-07,1.277139178726103e-05
1.351105175734351e-07,1.275532542170217e-05
1.351129319346678e-07,1.288333743853025e-05
1.351154516179765e-07,1.30080884118934e-05
1.351179950418937e-07,1.311031701071414e-05
1.351216786619188e-07,1.322080040213825e-05
1.35128482125005e-07,1.333798100703377e-05
1.351392410625025e-07,1.338067539111242e-05
1.3515e-07,1.332322770398594e-05
1.351530029647e-07,1.260428111919908e-05
1.351580945210186e-07,1.180444560816854e-05
1.351627589925749e-07,1.14782504436382e-05
1.351720879356876e-07,1.121505468259707e-05
1.351806324725352e-07,1.113439300990358e-05
1.35193267838301e-07,1.108607170784391e-05
1.352111164082231e-07,1.10459640125076e-05
1.352406561644022e-07,1.098815405712662e-05
1.352955327963274e-07,1.088007247557498e-05
1.354043117034257e-07,1.066821578480728e-05
1.356082890101277e-07,1.027357481531808e-05
1.360036560100048e-07,9.540960073141613e-06
1.361257764906347e-07,9.357189784490327e-06
1.362412949293289e-07,9.264079279385936e-06
1.363402857591013e-07,9.29360503804475e-06
1.364483391966275e-07,9.408114035376382e-06
1.365413064231752e-07,9.425473265639625e-06
1.366464444524233e-07,1.035060854199446e-05
1.36669525527313e-07,1.167593596582261e-05
1.366786841411122e-07,1.222095316567136e-05
1.366970013687105e-07,1.263938763068811e-05
1.36712371246403e-07,1.156550987651104e-05
1.367202086969316e-07,1.221867210978313e-05
1.367238864513188e-07,1.343715880295017e-05
1.367272212386232e-07,1.464521673476983e-05
1.367306676604411e-07,1.536718937753006e-05
1.367350417284805e-07,1.493939551357793e-05
1.367394637244436e-07,1.30338071154957e-05
1.367434944668948e-07,1.053253485563272e-05
1.36745957981672e-07,9.087228422981074e-06
1.367485228216487e-07,8.122921542226737e-06
1.367508148394478e-07,7.670125704516038e-06
1.367539082970693e-07,7.258311406811489e-06
1.367563968329807e-07,6.969900775667537e-06
1.367591555158974e-07,6.675163040093875e-06
1.367630448016833e-07,6.298275272064294e-06
1.367699445564874e-07,5.775475831761798e-06
1.367773216449647e-07,5.520213600566423e-06
1.36786748117692e-07,5.411345971159746e-06
1.367958104307842e-07,5.348322374602279e-06
1.368037753690869e-07,5.304927458006e-06
1.36813974617463e-07,5.259581761031693e-06
1.368343731142151e-07,5.190202699920536e-06
1.368659725668781e-07,5.115660571333179e-06
1.369085147999669e-07,5.051249429308115e-06
1.369641860382618e-07,5.001537938620004e-06
1.370382418241768e-07,4.969465859877515e-06
1.371398774497034e-07,4.959931958832e-06
1.371724430108022e-07,4.959753628161359e-06
1.37237574133e-07,4.959681307172376e-06
1.373143983396132e-07,4.959673871002898e-06
1.374410953053981e-07,4.959671000492606e-06
1.376340389063551e-07,4.959672996248827e-06
1.379784980858348e-07,4.959677150313255e-06
1.386065294579062e-07,4.959684472876199e-06
1.397040428221749e-07,4.959696520857753e-06
1.411020214110875e-07,4.959710526364424e-06
1.425e-07,4.959723195777479e-06
1.42509375e-07,4.961365892496078e-06
1.425244674635082e-07,4.962609046242486e-06
1.425546523905247e-07,5.283973869796182e-06
1.42562194604385e-07,6.35819546337145e-06
1.425682488189627e-07,8.507290019407204e-06
1.425727760645559e-07,1.106228645400874e-05
1.425785826585762e-07,1.482504811889909e-05
1.425830177500809e-07,1.71699560174018e-05
1.425880286127975e-07,1.855131419226019e-05
1.425901802887235e-07,1.939702045296926e-05
1.425909807195392e-07,2.005778685315234e-05
1.425918301957726e-07,2.107109074987182e-05
1.425924941136667e-07,2.213497831061145e-05
1.42593821949455e-07,2.511396035674254e-05
1.425963426662879e-07,3.362946604919536e-05
1.425985210399081e-07,4.154686318876088e-05
1.426001802887236e-07,4.566406605978545e-05
1.426005641715742e-07,4.617207563638944e-05
1.426011723113756e-07,4.666782463513509e-05
1.42601693105067e-07,4.672343914019928e-05
1.426027346924499e-07,4.598505931436222e-05
1.426047168360345e-07,4.738584000879728e-05
1.426064034320103e-07,5.772879625814555e-05
1.426077669144322e-07,6.586783373092791e-05
1.426091047540033e-07,6.773534340806381e-05
1.42610735336699e-07,6.177619252241895e-05
1.426122181037809e-07,6.070401262154668e-05
1.426134738835042e-07,7.069073215360252e-05
1.426143903377138e-07,7.377072079805923e-05
1.426151181802459e-07,7.046464939415307e-05
1.42616040856168e-07,6.100620602576878e-05
1.426168883582864e-07,4.97941804092934e-05
1.426176795393714e-07,3.988483364694102e-05
1.426183435818529e-07,3.306678450259387e-05
1.426190426690912e-07,2.867534951558314e-05
1.426198380532507e-07,2.679908118580372e-05
1.426204748256926e-07,2.635573734348423e-05
1.42621236105744e-07,2.621907343416895e-05
1.426219814934765e-07,2.625377580960497e-05
1.426229502822341e-07,2.640527965512467e-05
1.426241915904797e-07,2.667099719821666e-05
1.426261823812893e-07,2.714120926518739e-05
1.426287085269779e-07,2.773829094866049e-05
1.426319684924046e-07,2.847483772344626e-05
1.426363998283734e-07,2.939449666771287e-05
1.426434896846902e-07,3.061446193034714e-05
1.4265e-07,3.137591407146747e-05
1.426533035550188e-07,3.034645799792124e-05
1.426573219585084e-07,2.914766903874932e-05
1.426610805395121e-07,2.807960856079129e-05
1.426685977015195e-07,2.609357492830592e-05
1.426794747864241e-07,2.347532182594303e-05
1.426948302387824e-07,2.014005264496062e-05
1.427098163153494e-07,1.723983340510495e-05
1.42726963346569e-07,1.436886879938282e-05
1.427486803222991e-07,1.143905831185708e-05
1.427832088297165e-07,8.277840288656538e-06
1.428454368379039e-07,5.764256105727913e-06
1.429118145825712e-07,5.10525234827246e-06
1.429764370113051e-07,4.984850087633229e-06
1.430433595663491e-07,4.963590420217464e-06
1.431227618874986e-07,4.960096901644406e-06
1.432262307866471e-07,4.959743689967217e-06
1.433732005084101e-07,4.959731051656304e-06
1.435884210978088e-07,4.959732830321901e-06
1.439757648658253e-07,4.959735157784033e-06
1.447363198421958e-07,4.959741040476179e-06
1.462574297949366e-07,4.959751647863625e-06
1.481287148974683e-07,4.959763368677864e-06
1.5e-07,4.959773441175122e-06
1.500375e-07,4.975084195382963e-06
1.500470076562344e-07,5.069657671265177e-06
1.500660229687032e-07,8.514976233775125e-06
1.500712214336426e-07,1.129509187579026e-05
1.500758657449023e-07,1.428386431921862e-05
1.500812589435985e-07,1.759984782771357e-05
1.500865339017762e-07,1.986731307915921e-05
1.500960827072921e-07,1.933380336344468e-05
1.500999595667751e-07,1.696682831769036e-05
1.501024872527261e-07,1.510380031041621e-05
1.501055030037581e-07,1.340499105430839e-05
1.501079632155734e-07,1.277964663923174e-05
1.501105177656933e-07,1.27645747680104e-05
1.501129321089336e-07,1.289352008289912e-05
1.501154517794525e-07,1.301926224232743e-05
1.501179952269711e-07,1.312249837692894e-05
1.501216789476817e-07,1.323445774337102e-05
1.501284825955255e-07,1.335439920322131e-05
1.501392412977627e-07,1.340149877467045e-05
1.5015e-07,1.33483862038469e-05
1.501530029318677e-07,1.26277577204052e-05
1.501580944202845e-07,1.182615029082553e-05
1.501627588338424e-07,1.149967087473636e-05
1.501720876609583e-07,1.123726230596067e-05
1.501806308379472e-07,1.115794554544378e-05
1.501932635128157e-07,1.111188989170139e-05
1.50211108699454e-07,1.107508350607419e-05
1.502406423644576e-07,1.102278830148686e-05
1.502955071007272e-07,1.092487845595191e-05
1.504042686042934e-07,1.073300602002123e-05
1.50608215456309e-07,1.037498790341594e-05
1.510035342485099e-07,9.699813345502797e-06
1.511258358942846e-07,9.506851734875581e-06
1.51370439185834e-07,9.257849399921916e-06
1.515519837618764e-07,9.328601989190006e-06
1.516792940963616e-07,9.359562480549384e-06
1.517898350255777e-07,1.002853013049271e-05
1.518226797560455e-07,1.15835198852071e-05
1.518328931961534e-07,1.209456344171583e-05
1.51853320076369e-07,1.229974758427092e-05
1.518691580925997e-07,1.12751894137474e-05
1.518756700109935e-07,1.189980809350953e-05
1.51879413134328e-07,1.296377480554568e-05
1.518829784818831e-07,1.410998776244718e-05
1.518866357654665e-07,1.484325972622324e-05
1.518909354369383e-07,1.462361322512114e-05
1.518957857620396e-07,1.297211467742505e-05
1.519000761308851e-07,1.070120427970938e-05
1.519040951465165e-07,8.672170538227218e-06
1.519069426726584e-07,7.845537350606254e-06
1.519095879456305e-07,7.449185515805101e-06
1.519132627413954e-07,7.047729255801215e-06
1.519158939539465e-07,6.792918236878343e-06
1.519190980901778e-07,6.507588989604209e-06
1.519243851202091e-07,6.090267926127821e-06
1.519333178781217e-07,5.61016929945476e-06
1.519414349532917e-07,5.452377983202461e-06
1.519494820082204e-07,5.382097995468054e-06
1.519581820811262e-07,5.32811089334589e-06
1.519670180263449e-07,5.285291325523117e-06
1.519789754489935e-07,5.239261794509996e-06
1.520028902942907e-07,5.171127418994411e-06
1.520394748300615e-07,5.100799853507454e-06
1.520868228760508e-07,5.04305723340268e-06
1.521488952047867e-07,4.998372782938601e-06
1.522320160962299e-07,4.96902280917171e-06
1.523470750277234e-07,4.95991231183737e-06
1.523853991865058e-07,4.959730886683799e-06
1.524620475040706e-07,4.959663733909663e-06
1.525489086119609e-07,4.959658060966011e-06
1.526893116887283e-07,4.959655824321025e-06
1.529083360597171e-07,4.959660833460281e-06
1.532899443009851e-07,4.959663429421613e-06
1.540051404908588e-07,4.959672769261853e-06
1.552457059107356e-07,4.959687034589729e-06
1.575e-07,4.959710402370264e-06
1.57509375e-07,4.961349851747629e-06
1.575244674635082e-07,4.962600264733916e-06
1.575546523905247e-07,5.283572152766589e-06
1.575622045144007e-07,6.358745800588119e-06
1.575682489230438e-07,8.502012782279341e-06
1.575727763683066e-07,1.105211149874471e-05
1.575785820378754e-07,1.480393272902149e-05
1.575830169654705e-07,1.71379215425286e-05
1.575880285673486e-07,1.850475417252483e-05
1.575901803122741e-07,1.934389695328594e-05
1.575909807761147e-07,2.000158419400947e-05
1.575918302920453e-07,2.101270026582212e-05
1.575924942258378e-07,2.207504787360689e-05
1.575938220934229e-07,2.504986011824316e-05
1.575963179789142e-07,3.345929040596884e-05
1.575984987684649e-07,4.141897359295395e-05
1.576001803122741e-07,4.56078259672508e-05
1.576005653422125e-07,4.609896183299557e-05
1.576011770429018e-07,4.657421031127081e-05
1.576017015896414e-07,4.661271531931644e-05
1.576027506831205e-07,4.584419084661611e-05
1.576047395624301e-07,4.739301750251544e-05
1.576064311601436e-07,5.788993970470735e-05
1.576077902229665e-07,6.587432210183689e-05
1.576091348941962e-07,6.752548915518992e-05
1.576107665555125e-07,6.140790063401404e-05
1.576122362551194e-07,6.080792030069853e-05
1.576134913577358e-07,7.09220019675074e-05
1.576143923671962e-07,7.370784500000099e-05
1.576151239253719e-07,7.021805002040562e-05
1.576160394279958e-07,6.069296916306662e-05
1.576168846492143e-07,4.946882495633521e-05
1.576176710421463e-07,3.963344809510559e-05
1.576183329483556e-07,3.287420829285783e-05
1.576190340793311e-07,2.853928715674976e-05
1.576198321313201e-07,2.671446835141265e-05
1.576204877567234e-07,2.628814188196888e-05
1.57621245594875e-07,2.617627768187192e-05
1.576219968716118e-07,2.622828939243933e-05
1.576229707039202e-07,2.639947520460363e-05
1.576242362885829e-07,2.669265359831617e-05
1.57626264996875e-07,2.720566347552523e-05
1.576288144608094e-07,2.785019020212994e-05
1.576321178340776e-07,2.865176093027657e-05
1.576366245326098e-07,2.966456517187414e-05
1.576439069040766e-07,3.104856835895487e-05
1.5765e-07,3.189593397987656e-05
1.576531959467917e-07,3.095317601986633e-05
1.576571153757244e-07,2.984651285380253e-05
1.576607493941608e-07,2.886918371498178e-05
1.576680174310337e-07,2.705225478044976e-05
1.57678575593115e-07,2.464711218506621e-05
1.576941249470321e-07,2.143622736349472e-05
1.577090352826238e-07,1.865215521298793e-05
1.577260303479236e-07,1.583546502069892e-05
1.577471993560744e-07,1.288750320372457e-05
1.577807751466622e-07,9.466072444421469e-06
1.578407156831219e-07,6.341170039390869e-06
1.579207493055995e-07,5.174761728623266e-06
1.579907926671068e-07,4.997789854009373e-06
1.580634135244921e-07,4.965657878837418e-06
1.581438925592969e-07,4.960409183156193e-06
1.582495971391695e-07,4.959750389944494e-06
1.583953513287247e-07,4.959721240661009e-06
1.586092237316665e-07,4.95972006893047e-06
1.589629860085632e-07,4.959723165693998e-06
1.596705105623566e-07,4.959729164633612e-06
1.610855596699435e-07,4.959740264727394e-06
1.630427798349718e-07,4.959753879092879e-06
1.65e-07,4.959765674255468e-06
1.650375e-07,4.975050615387996e-06
1.650470076562344e-07,5.069614810019794e-06
1.650660229687032e-07,8.51480033882342e-06
1.650712214185427e-07,1.129490864008201e-05
1.650758657358548e-07,1.428382378064844e-05
1.650812589380291e-07,1.76002212713715e-05
1.650865338906239e-07,1.986840753544849e-05
1.650960827518065e-07,1.933701540932234e-05
1.650999596044237e-07,1.697112835504188e-05
1.651024872886084e-07,1.510885874068736e-05
1.651055030319259e-07,1.341099491104552e-05
1.651079632575886e-07,1.278641876872485e-05
1.651105178280704e-07,1.277215440391342e-05
1.651129321701996e-07,1.290187241064615e-05
1.651154518529514e-07,1.302843042911797e-05
1.651179953049485e-07,1.313249812253197e-05
1.651216790454753e-07,1.324567466777154e-05
1.651284827187955e-07,1.336789604693507e-05
1.651392413593978e-07,1.341863634395316e-05
1.6515e-07,1.336910347386348e-05
1.65153002923266e-07,1.264708676508282e-05
1.651580943938933e-07,1.184402098167512e-05
1.651627587922564e-07,1.151731223714031e-05
1.651720875889824e-07,1.125556083121491e-05
1.651806296493579e-07,1.117735767948363e-05
1.65193260187533e-07,1.113317527535798e-05
1.652111028386234e-07,1.109909802471375e-05
1.652406317748371e-07,1.105136296088516e-05
1.652954870176855e-07,1.096186900235079e-05
1.654042350144512e-07,1.078655217658368e-05
1.656081577225292e-07,1.045897973575618e-05
1.660034380793896e-07,9.837131781403738e-06
1.661341022627016e-07,9.639613669613881e-06
1.663954306293256e-07,9.31435128002084e-06
1.665360961995783e-07,9.25316858560405e-06
1.666537115087616e-07,9.297185565457741e-06
1.667746932125293e-07,9.34427099929408e-06
1.668861016731723e-07,9.295322323775683e-06
1.669277655053116e-07,9.655506643229008e-06
1.669485974213812e-07,1.026377265637927e-05
1.66959013379416e-07,1.070213122478039e-05
1.669798452954856e-07,1.169835598574776e-05
1.669972795099233e-07,1.227344004182865e-05
1.670022329785447e-07,1.227516939741184e-05
1.670121399157874e-07,1.188027602475176e-05
1.670224728484761e-07,1.11834036085544e-05
1.670293703115101e-07,1.133626115470064e-05
1.670339247735496e-07,1.220951081811332e-05
1.670378792620684e-07,1.335094000465875e-05
1.670421921657707e-07,1.434784213527728e-05
1.670460393013994e-07,1.448861817323466e-05
1.670500817167953e-07,1.372025160191591e-05
1.670547021105211e-07,1.191784446466656e-05
1.670590660220749e-07,9.741948279558391e-06
1.670617202165513e-07,8.571517920785611e-06
1.67064463397618e-07,7.823915142154457e-06
1.670671610927042e-07,7.430067221710952e-06
1.67070304923438e-07,7.10549949074442e-06
1.670730742587052e-07,6.856306071552428e-06
1.670761696958758e-07,6.601740741239408e-06
1.670810491710253e-07,6.241175770107294e-06
1.670891705816414e-07,5.757944218207804e-06
1.670981384173261e-07,5.490314101483302e-06
1.671080634925578e-07,5.386835969124819e-06
1.671201065641879e-07,5.313346306542683e-06
1.671290048081059e-07,5.273388463661416e-06
1.671409231231014e-07,5.231080758086529e-06
1.671647597530924e-07,5.168671047380061e-06
1.672029101814743e-07,5.101427745296511e-06
1.672520223951395e-07,5.046253318394273e-06
1.673168009759814e-07,5.002619103862662e-06
1.674031666522148e-07,4.972364047562146e-06
1.675227901016388e-07,4.960331023111105e-06
1.675640161386185e-07,4.959852613550148e-06
1.676464682125778e-07,4.959657859751612e-06
1.677402305527923e-07,4.959642403767043e-06
1.678714611216595e-07,4.959642703251474e-06
1.680627670185498e-07,4.959645287698593e-06
1.683704158184779e-07,4.959646850347504e-06
1.689857134183341e-07,4.959655351812103e-06
1.700618267349389e-07,4.959669357699314e-06
1.712809133674694e-07,4.959683948449032e-06
1.725e-07,4.959697312494708e-06
1.72509375e-07,4.961334813623542e-06
1.725244674635082e-07,4.962573216781543e-06
1.725546523905247e-07,5.283293690784631e-06
1.725621872866307e-07,6.353155758844884e-06
1.725682486130032e-07,8.49763689950966e-06
1.725727759863465e-07,1.104367375150695e-05
1.725785833704749e-07,1.478835540780893e-05
1.72583018617155e-07,1.711355894963876e-05
1.725880286625556e-07,1.846803613047334e-05
1.725901802700086e-07,1.930197378144777e-05
1.72590980665125e-07,1.995861866469079e-05
1.725918300985978e-07,2.096733451252962e-05
1.72592494000129e-07,2.202735621746877e-05
1.725938218031912e-07,2.499669975215497e-05
1.725963318934575e-07,3.343721343530525e-05
1.725985084406971e-07,4.130706725165625e-05
1.726001802700086e-07,4.541728001842984e-05
1.726005647817614e-07,4.591522534544443e-05
1.726011747766316e-07,4.639234517865312e-05
1.726016976769046e-07,4.642754756613837e-05
1.726027434774505e-07,4.56484142531543e-05
1.726047147088175e-07,4.711291347166081e-05
1.726064015852689e-07,5.753309276977436e-05
1.726077575241586e-07,6.555618059841439e-05
1.726090968853655e-07,6.728420081910515e-05
1.726107215473853e-07,6.122550422140599e-05
1.726121940691424e-07,6.043316434889866e-05
1.72613446079209e-07,7.054172170521543e-05
1.726143529268858e-07,7.348996274140201e-05
1.726150809596442e-07,7.009624065501435e-05
1.72616000285839e-07,6.05764212814373e-05
1.726168462310748e-07,4.932236015163271e-05
1.726176344665119e-07,3.942497066388739e-05
1.72618296327866e-07,3.263668796023965e-05
1.726189955794473e-07,2.827783853600232e-05
1.726197916131609e-07,2.643874952091709e-05
1.726204373098074e-07,2.601661786816547e-05
1.726211963558304e-07,2.590861204394754e-05
1.726219438802972e-07,2.596808188344715e-05
1.726229138383225e-07,2.615035837019179e-05
1.726241649241452e-07,2.645687465887226e-05
1.726261700792877e-07,2.699268927345588e-05
1.726287064697041e-07,2.767251038746492e-05
1.726319857583429e-07,2.852074882529798e-05
1.726364524424249e-07,2.960086945492458e-05
1.726436309798232e-07,3.110359891914547e-05
1.7265e-07,3.212668191116008e-05
1.726532675093952e-07,3.121943885200402e-05
1.726572545657125e-07,3.016059754713041e-05
1.726609714865733e-07,2.922192389027352e-05
1.72668405328295e-07,2.748070979283314e-05
1.726791777785182e-07,2.518483685050074e-05
1.726946784104731e-07,2.217925085748591e-05
1.727096286327911e-07,1.95321061719618e-05
1.727266808350869e-07,1.681111606572115e-05
1.727480923884038e-07,1.387180281142495e-05
1.727821283201673e-07,1.031190435208873e-05
1.728431607305992e-07,6.789193926470558e-06
1.729396119264161e-07,5.190905644263145e-06
1.730159256171109e-07,5.000200775213955e-06
1.730954331586007e-07,4.965868286920191e-06
1.731798998707635e-07,4.960480836315243e-06
1.732931007086846e-07,4.959743607284283e-06
1.734479921647453e-07,4.959709355554034e-06
1.73676507353822e-07,4.959708695983097e-06
1.740486475144507e-07,4.959712250159148e-06
1.747929278357081e-07,4.959719122421736e-06
1.762814884782228e-07,4.959731791623462e-06
1.781407442391114e-07,4.959745829956863e-06
1.8e-07,4.95975808002337e-06
1.800375e-07,4.975021285216839e-06
1.800470076562344e-07,5.069577505876257e-06
1.800660229687032e-07,8.514646281179694e-06
1.800712214359761e-07,1.129476576395872e-05
1.80075865746123e-07,1.428379349079574e-05
1.800812589442441e-07,1.760053197129503e-05
1.800865339032563e-07,1.986932299173187e-05
1.800960828545416e-07,1.933967311497248e-05
1.800999596865553e-07,1.697469054852078e-05
1.801024873664513e-07,1.511305970260913e-05
1.801055030907777e-07,1.341600786600502e-05
1.801079633240535e-07,1.279208721074525e-05
1.801105179151676e-07,1.27785048765509e-05
1.801129322513826e-07,1.290887096013967e-05
1.80115451936194e-07,1.30361141815803e-05
1.801179953974071e-07,1.314087876951217e-05
1.801216791763768e-07,1.325507798696229e-05
1.801284829209015e-07,1.337921478946392e-05
1.801392414604507e-07,1.343300358145295e-05
1.8015e-07,1.338647815100474e-05
1.801530029091631e-07,1.266329765724456e-05
1.801580943506239e-07,1.185901294004252e-05
1.801627587240742e-07,1.153211213416257e-05
1.801720874709749e-07,1.12709135039074e-05
1.801806285776683e-07,1.119364592462211e-05
1.801932573326033e-07,1.115103846483487e-05
1.802110979656526e-07,1.111924962458481e-05
1.802406220782174e-07,1.107535569307893e-05
1.802954834858214e-07,1.099291203376849e-05
1.8040422619206e-07,1.083152582918478e-05
1.806081519289508e-07,1.052960387014623e-05
1.810034524610165e-07,9.954530322285719e-06
1.81177771203611e-07,9.708007185589511e-06
1.815264086887999e-07,9.301613851301624e-06
1.81684178676609e-07,9.247216574491634e-06
1.818080490396192e-07,9.285353966246071e-06
1.819377596511481e-07,9.297989303065247e-06
1.820599024256152e-07,9.394607820692827e-06
1.821209738128487e-07,1.107565715572626e-05
1.821345264106034e-07,1.165451199480609e-05
1.821413027094808e-07,1.187878280024601e-05
1.821548553072355e-07,1.201435781746647e-05
1.821697378449638e-07,1.132359098740454e-05
1.821827582456331e-07,1.113650316554398e-05
1.821873304717752e-07,1.191405043549112e-05
1.821912891873796e-07,1.292431021718971e-05
1.821960677081485e-07,1.394402998404438e-05
1.822001706249334e-07,1.411520937115925e-05
1.822044590676198e-07,1.342925681715797e-05
1.822093637823458e-07,1.17631799508555e-05
1.822140077948397e-07,9.708415555101403e-06
1.822168869321694e-07,8.537441840673615e-06
1.822199039885652e-07,7.762614423593592e-06
1.822226400467473e-07,7.387002867932735e-06
1.822261409535735e-07,7.055321553892169e-06
1.822290384227881e-07,6.821704129683578e-06
1.822323034852672e-07,6.582942295961355e-06
1.822372709971319e-07,6.256437029168845e-06
1.822459503444179e-07,5.786690872051682e-06
1.822559380580005e-07,5.49076119646975e-06
1.822660999543304e-07,5.383711354166929e-06
1.822748106540322e-07,5.327721343851785e-06
1.822840835700536e-07,5.282740811521313e-06
1.822950851744963e-07,5.241633642736043e-06
1.823170883833817e-07,5.182080169008149e-06
1.823486322933803e-07,5.123834545135898e-06
1.823953039332173e-07,5.066881324360009e-06
1.824556752460305e-07,5.020998078025226e-06
1.82537157392917e-07,4.985583194351931e-06
1.826454687838159e-07,4.964490131890195e-06
1.827974267374486e-07,4.959672207998233e-06
1.828376354647054e-07,4.959641962297516e-06
1.829180529192191e-07,4.959627677230593e-06
1.830258142801299e-07,4.959624862561414e-06
1.832413370019516e-07,4.959627812643147e-06
