C_100 (Vbias=-1.1) X,C_100 (Vbias=-1.1) Y,C_100 (Vbias=-1) X,C_100 (Vbias=-1) Y,C_100 (Vbias=-0.9) X,C_100 (Vbias=-0.9) Y,C_100 (Vbias=-0.8) X,C_100 (Vbias=-0.8) Y,C_100 (Vbias=-0.7) X,C_100 (Vbias=-0.7) Y,C_100 (Vbias=-0.6) X,C_100 (Vbias=-0.6) Y,C_100 (Vbias=-0.5) X,C_100 (Vbias=-0.5) Y,C_100 (Vbias=-0.4) X,C_100 (Vbias=-0.4) Y,C_100 (Vbias=-0.3) X,C_100 (Vbias=-0.3) Y,C_100 (Vbias=-0.2) X,C_100 (Vbias=-0.2) Y,C_100 (Vbias=-0.1) X,C_100 (Vbias=-0.1) Y,C_100 (Vbias=-1.387779e-16) X,C_100 (Vbias=-1.387779e-16) Y,C_100 (Vbias=0.1) X,C_100 (Vbias=0.1) Y,C_100 (Vbias=0.2) X,C_100 (Vbias=0.2) Y,C_100 (Vbias=0.3) X,C_100 (Vbias=0.3) Y,C_100 (Vbias=0.4) X,C_100 (Vbias=0.4) Y,C_100 (Vbias=0.5) X,C_100 (Vbias=0.5) Y,C_100 (Vbias=0.6) X,C_100 (Vbias=0.6) Y,C_100 (Vbias=0.7) X,C_100 (Vbias=0.7) Y,C_100 (Vbias=0.8) X,C_100 (Vbias=0.8) Y,C_100 (Vbias=0.9) X,C_100 (Vbias=0.9) Y,C_100 (Vbias=1) X,C_100 (Vbias=1) Y,C_100 (Vbias=1.1) X,C_100 (Vbias=1.1) Y
100000000,2.997916977613683e-14,100000000,2.997915858493226e-14,100000000,2.997914861087919e-14,100000000,2.997913985397996e-14,100000000,2.997913231423144e-14,100000000,2.997912599163519e-14,100000000,2.997912088619163e-14,100000000,2.997911699789993e-14,100000000,2.997911432676012e-14,100000000,2.997911287277258e-14,100000000,2.997911263593731e-14,100000000,2.997911361625551e-14,100000000,2.997911581372441e-14,100000000,2.997911922834558e-14,100000000,2.997912386011943e-14,100000000,2.997912970904474e-14,100000000,2.997913677512315e-14,100000000,2.997914505835421e-14,100000000,2.997915455873716e-14,100000000,2.997916527627198e-14,100000000,2.997917721095829e-14,100000000,2.997919036279689e-14,100000000,2.997920473178893e-14
