P_inst (ln_comp_coarse=2e-07) X,P_inst (ln_comp_coarse=2e-07) Y
3.597737703687524e-08,4.713743569009279e-05
3.600467221434799e-08,4.707371880397214e-05
3.603319136451555e-08,4.705946568346522e-05
3.606294965336174e-08,4.709505450633732e-05
3.609404023248726e-08,4.716066277841458e-05
3.612648362390172e-08,4.725657577993033e-05
3.616037453379511e-08,4.736740192270767e-05
3.619574144026252e-08,4.749353587105417e-05
3.6232688894102e-08,4.762344371790401e-05
3.627125674439885e-08,4.775779250353043e-05
3.631154821905049e-08,4.788830378730049e-05
3.635359960250539e-08,4.801590497489768e-05
3.63975251970526e-08,4.813504079946228e-05
3.644337559975108e-08,4.8246976719983e-05
3.649126991121215e-08,4.834826266473687e-05
3.654126771998382e-08,4.844038617859921e-05
3.659349582560937e-08,4.852147548408884e-05
3.664802281647753e-08,4.859314766947147e-05
3.670498360740927e-08,4.865467273018316e-05
3.676445968992697e-08,4.870755932456104e-05
3.682659484072683e-08,4.875174868620728e-05
3.689148235793856e-08,4.878889461425778e-05
3.69592681880731e-08,4.881914107334614e-05
3.703005481359707e-08,4.884385875229504e-05
3.710399996687821e-08,4.886356536122873e-05
3.718122762460315e-08,4.887920896114281e-05
3.726190906724116e-08,4.889128453296625e-05
3.734618508221723e-08,4.890058999309486e-05
3.743423441276664e-08,4.890754228095743e-05
3.752621677446462e-08,4.89127285001238e-05
3.76223239294774e-08,4.891645470099093e-05
3.772273470889131e-08,4.89191325170073e-05
3.782765528215022e-08,4.892095962792392e-05
3.793728544773069e-08,4.892221310222532e-05
3.805184756342422e-08,4.892300085326871e-05
3.817156367845423e-08,4.892350542001593e-05
3.829667479691769e-08,4.892376918631942e-05
3.842742648501922e-08,4.892391345437622e-05
3.856408101035026e-08,4.892393767927059e-05
3.870690900718754e-08,4.892392683980433e-05
3.885619671250574e-08,4.892385505837466e-05
3.901224169239405e-08,4.892378774937919e-05
3.917535696787632e-08,4.892368546714787e-05
3.934586924218156e-08,4.892360420973065e-05
3.952412125594474e-08,4.892349794919052e-05
3.971047141985387e-08,4.892341875629841e-05
3.985523570992694e-08,4.892333914464189e-05
4e-08,4.892329014033662e-05
4.002122960966779e-08,4.892335305627822e-05
4.006357990566861e-08,4.892381093645655e-05
4.010235203225409e-08,4.893387170366481e-05
4.016457990670577e-08,4.954567910791997e-05
4.019220237180502e-08,5.08949689186154e-05
4.020843811962669e-08,5.23261627653271e-05
4.022173118642669e-08,5.378181794500045e-05
4.023913540330553e-08,5.52036739629507e-05
4.02520834455769e-08,5.556030021871893e-05
4.026162679292251e-08,5.929713909419266e-05
4.026876141828398e-08,6.904705756894378e-05
4.027731385453397e-08,8.420471487377608e-05
4.028396442876127e-08,9.06164151544271e-05
4.028829149739939e-08,0.0001035141567224881
4.029100733220668e-08,0.0001451338736305731
4.029369531905183e-08,0.0002245668613140319
4.029637835741019e-08,0.000321773461532865
4.029867647020075e-08,0.0003933320807002121
4.030204126634595e-08,0.0004848802743652463
4.030497604383938e-08,0.0006022254318373699
4.030736305164482e-08,0.000665923706378829
4.030913794532677e-08,0.0006576038888711772
4.031065457229017e-08,0.0006109974570611058
4.03120898423588e-08,0.0005435777988126166
4.031364896889587e-08,0.0004639350286583713
4.031507631923917e-08,0.0003955549781123878
4.03167017739138e-08,0.000331139503482246
4.03184460106242e-08,0.0002789575984915686
4.032039294428723e-08,0.0002365798509567956
4.032238451974311e-08,0.0002081158778907827
4.032437436411949e-08,0.0001888038998814205
4.032651076622128e-08,0.0001725745757307931
4.032886713565063e-08,0.0001584604321775033
4.03313864321523e-08,0.0001457428046991727
4.033411621876238e-08,0.0001332181608361324
4.033701255510678e-08,0.0001210852347286951
4.034022738218531e-08,0.0001097168268127586
4.034373118994886e-08,0.0001007737111385805
4.034757925044027e-08,9.491457371289188e-05
4.03518398095553e-08,9.159686840606681e-05
4.035655359710566e-08,8.987978729891185e-05
4.036179939700472e-08,8.901666290744658e-05
4.036765209180946e-08,8.857630351226323e-05
4.037420045282472e-08,8.833156541858673e-05
4.038154682457056e-08,8.816772047828849e-05
4.038980719004884e-08,8.803458458824601e-05
4.039911313419648e-08,8.792964142011871e-05
4.040961599053198e-08,8.789291761827775e-05
4.042148717348779e-08,8.802116269191356e-05
4.043492268960903e-08,8.850121595377393e-05
4.045014598467373e-08,8.96619248639787e-05
4.046741175758159e-08,9.206974371962841e-05
4.04837058787908e-08,9.56956190166851e-05
4.05e-08,0.0001006412201490268
4.050952671253887e-08,0.0001037942698488239
4.052176434234044e-08,0.0001073265481086989
4.053359572810767e-08,0.0001079070950259957
4.054752808246049e-08,0.0001030381998545157
4.056173632842912e-08,9.502683695212175e-05
4.057622926967181e-08,9.103668802449545e-05
4.058137820473458e-08,9.154602577462933e-05
4.058564621710713e-08,9.173713800754657e-05
4.059011123545316e-08,9.076410913472903e-05
4.059649168672907e-08,8.714028912346595e-05
4.06010653025538e-08,8.344641450353615e-05
4.060568548565224e-08,7.995363132712288e-05
4.060900814055012e-08,7.832963929708405e-05
4.061232938714736e-08,7.731620095775894e-05
4.061675045157707e-08,7.625442127433441e-05
4.061984876861432e-08,7.559530770594998e-05
4.062414055714049e-08,7.474025960534238e-05
4.063259930904911e-08,7.315149927906088e-05
4.064730974751466e-08,7.04845586628407e-05
4.067673062444578e-08,6.385179312166726e-05
4.070030978772456e-08,5.907910337154194e-05
4.072125127448565e-08,5.635371227095587e-05
4.074194852832177e-08,5.450768706294381e-05
4.078334303599401e-08,5.242751363909921e-05
4.082502263165519e-08,5.14170051914844e-05
4.090060653457673e-08,5.065617026363887e-05
4.098801363370941e-08,5.039062705233709e-05
4.109897028266788e-08,5.030947844476624e-05
4.124313369201544e-08,5.029376894833979e-05
4.145867736079561e-08,5.029981246349332e-05
4.181535163818084e-08,5.030837893632159e-05
4.245569824006956e-08,5.03247010704117e-05
4.373639144384701e-08,5.034523500014147e-05
4.436409262853975e-08,5.035431458126964e-05
4.467794322088612e-08,5.035614673422897e-05
4.48348685170593e-08,5.035903365079738e-05
4.514871910940566e-08,5.036046283479377e-05
4.518795043344896e-08,5.03620179532733e-05
4.526641308153555e-08,5.03617656670001e-05
4.528086887721008e-08,5.062104585427901e-05
4.529368001270435e-08,0.0001157170151021493
4.529618001270434e-08,0.0001648652886654392
4.529866592382328e-08,0.0002237163402313805
4.530003502803333e-08,0.0002820101359734281
4.530110029760091e-08,0.0003347166522941836
4.530216414144682e-08,0.0003703387897465974
4.530292207707558e-08,0.0003771138281480625
4.530368001270435e-08,0.0003758840986535186
4.530394591000299e-08,0.0003663500035196753
4.530434060828579e-08,0.0003550907672763421
4.530470642294534e-08,0.0003466320360549554
4.530539948547534e-08,0.000331896290343794
4.530632739366256e-08,0.0003156444216471576
4.53073020755473e-08,0.0003065318527881255
4.53083273761118e-08,0.0003055264983868019
4.530933231928227e-08,0.0003143266672189294
4.531050066389966e-08,0.000335905872061589
4.531139057406323e-08,0.0003502951244378589
4.531231390397828e-08,0.0003531438324415317
4.531296751496557e-08,0.0003503016503107977
4.531365543574998e-08,0.0003452340778456624
4.531436910647588e-08,0.0003344248496096238
4.531543266767308e-08,0.0003087697723183937
4.531644924888222e-08,0.0003008826353507565
4.531749662216623e-08,0.0003384225163814493
4.531851248720382e-08,0.0004045218085717602
4.531943027553258e-08,0.0004516100581737005
