delay X,delay Y
7.4e-06,2.151051667675168e-09
7.42e-06,2.15206615376806e-09
7.44e-06,2.153086091442419e-09
7.46e-06,2.154106563196738e-09
7.48e-06,2.15512587768776e-09
7.5e-06,2.156147265302474e-09
7.52e-06,2.1571688686104e-09
7.54e-06,2.157063727107866e-09
7.56e-06,2.158178737671014e-09
7.58e-06,2.159014989912318e-09
7.6e-06,2.160066350431889e-09
7.62e-06,2.161087641974377e-09
7.64e-06,2.162209528499902e-09
7.66e-06,2.163190005496058e-09
7.680000000000001e-06,2.164195210053043e-09
7.700000000000001e-06,2.165171874483693e-09
7.720000000000001e-06,2.166069588272982e-09
7.74e-06,2.167134089114798e-09
7.76e-06,2.168103769344379e-09
7.78e-06,2.169070870036656e-09
7.8e-06,2.170029703990659e-09
7.82e-06,2.170992278655093e-09
7.840000000000001e-06,2.171949017153316e-09
7.860000000000001e-06,2.165005001293605e-09
7.880000000000001e-06,2.164794389435315e-09
7.900000000000001e-06,2.165603149043149e-09
7.92e-06,2.166528434501714e-09
7.94e-06,2.16758030206625e-09
7.96e-06,2.168550425838292e-09
7.98e-06,2.169541423624647e-09
8e-06,2.170357011319693e-09
8.020000000000001e-06,2.171543756773275e-09
8.040000000000001e-06,2.17256010237909e-09
8.060000000000001e-06,2.173579287473188e-09
8.080000000000001e-06,2.174599762093989e-09
8.1e-06,2.175618812632365e-09
8.12e-06,2.17664500718393e-09
8.14e-06,2.177667102731494e-09
8.16e-06,2.178688455246995e-09
8.18e-06,2.178596723217731e-09
8.200000000000001e-06,2.179598695761588e-09
8.220000000000001e-06,2.180706946955965e-09
8.240000000000001e-06,2.18156822565021e-09
8.260000000000001e-06,2.182723937684816e-09
8.28e-06,2.183746492406422e-09
8.3e-06,2.184615564191935e-09
8.32e-06,2.185603293625528e-09
8.34e-06,2.186692903073549e-09
8.36e-06,2.187552805976936e-09
8.380000000000001e-06,2.188659729038377e-09
8.400000000000001e-06,2.189501584151074e-09
8.420000000000001e-06,2.190594357798549e-09
8.440000000000001e-06,2.191555839453879e-09
8.46e-06,2.192519115167718e-09
8.48e-06,2.193475558289553e-09
8.500000000000002e-06,2.186803406209908e-09
8.520000000000001e-06,2.186635695996935e-09
8.540000000000001e-06,2.187466507447151e-09
8.560000000000001e-06,2.188264963865419e-09
8.580000000000001e-06,2.189216952696604e-09
8.600000000000001e-06,2.190190983583581e-09
8.62e-06,2.191296232046004e-09
8.64e-06,2.192368538251843e-09
8.66e-06,2.193186621981273e-09
8.680000000000002e-06,2.19446264655478e-09
8.700000000000001e-06,2.195222389202385e-09
8.720000000000001e-06,2.196270622506096e-09
8.740000000000001e-06,2.197259450638614e-09
8.760000000000001e-06,2.198396491273625e-09
8.780000000000001e-06,2.199566269424117e-09
8.8e-06,2.200363988787076e-09
8.82e-06,2.200333862740346e-09
8.84e-06,2.201470345391255e-09
8.860000000000002e-06,2.202353043173654e-09
8.880000000000001e-06,2.203495146990885e-09
8.900000000000001e-06,2.204371113947459e-09
8.920000000000001e-06,2.205364790941564e-09
8.940000000000001e-06,2.206618456194984e-09
8.960000000000001e-06,2.207481942601485e-09
8.98e-06,2.208454729452042e-09
9e-06,2.209407767267999e-09
9.02e-06,2.210418808084792e-09
9.040000000000002e-06,2.211278350629054e-09
9.060000000000001e-06,2.212257281740274e-09
9.080000000000001e-06,2.213204823961621e-09
9.100000000000001e-06,2.214275553323054e-09
9.120000000000001e-06,2.215178802562659e-09
9.140000000000001e-06,2.208141787216755e-09
9.16e-06,2.208178538351024e-09
9.18e-06,2.208853513307793e-09
9.2e-06,2.20977843174667e-09
9.220000000000002e-06,2.210732736337177e-09
9.240000000000001e-06,2.211697182526638e-09
9.260000000000001e-06,2.21292964722085e-09
9.280000000000001e-06,2.213689740641417e-09
9.300000000000001e-06,2.214699252865654e-09
9.320000000000001e-06,2.215714998856208e-09
9.34e-06,2.216797372742079e-09
9.36e-06,2.217980141042056e-09
9.38e-06,2.218783974645075e-09
9.400000000000001e-06,2.220025736818312e-09
9.420000000000001e-06,2.220830515290453e-09
9.440000000000001e-06,2.222081596655437e-09
9.460000000000001e-06,2.221855746063617e-09
9.480000000000001e-06,2.222893739695983e-09
9.500000000000001e-06,2.224112423997769e-09
9.52e-06,2.224901533635839e-09
9.54e-06,2.225914180203496e-09
9.560000000000002e-06,2.227118594216656e-09
9.580000000000001e-06,2.228127225615868e-09
9.600000000000001e-06,2.228917029576335e-09
9.620000000000001e-06,2.229878257334287e-09
9.640000000000001e-06,2.23108430204013e-09
9.660000000000001e-06,2.232057596572832e-09
9.68e-06,2.232814809938734e-09
9.7e-06,2.233925244187669e-09
9.72e-06,2.234767347592646e-09
9.740000000000002e-06,2.235920818096096e-09
9.760000000000001e-06,2.236668817491755e-09
9.780000000000001e-06,2.230184669180338e-09
9.800000000000001e-06,2.229793988101861e-09
9.820000000000001e-06,2.230680684721784e-09
9.840000000000001e-06,2.231611430978001e-09
9.86e-06,2.232569012793367e-09
9.88e-06,2.233543689417125e-09
9.9e-06,2.234535143522985e-09
9.920000000000002e-06,2.23553102719778e-09
9.940000000000001e-06,2.236543613358063e-09
9.960000000000001e-06,2.23753590418858e-09
9.980000000000001e-06,2.238775681266346e-09
1e-05,2.239801160307882e-09
1.002e-05,2.24062657138039e-09
1.004e-05,2.241669759297868e-09
1.006e-05,2.242671024532731e-09
1.008e-05,2.24389396096579e-09
1.01e-05,2.243707996253172e-09
1.012e-05,2.244904187576936e-09
1.014e-05,2.245929829858876e-09
1.016e-05,2.246743316140359e-09
1.018e-05,2.247939788784569e-09
1.02e-05,2.248697750794114e-09
1.022e-05,2.249934824572122e-09
1.024e-05,2.250738604296063e-09
1.026e-05,2.251720002561664e-09
1.028e-05,2.252710703516649e-09
1.03e-05,2.253908232478705e-09
1.032e-05,2.25486149489867e-09
1.034e-05,2.255588423221461e-09
1.036e-05,2.256791681962715e-09
1.038e-05,2.257563657084738e-09
1.04e-05,2.258510877525007e-09
1.042e-05,2.251660438761467e-09
1.044e-05,2.251293640376615e-09
1.046e-05,2.25217999120823e-09
1.048e-05,2.253113046074925e-09
1.05e-05,2.254072195125412e-09
1.052e-05,2.255050355782768e-09
1.054e-05,2.256036764458697e-09
1.056e-05,2.257203589831033e-09
1.058e-05,2.258222147883173e-09
1.06e-05,2.259231264842135e-09
1.062e-05,2.260133393992547e-09
1.064e-05,2.261111044417836e-09
1.066e-05,2.262133781289655e-09
1.068e-05,2.26311035681577e-09
1.07e-05,2.264345529817429e-09
1.072e-05,2.26536604040372e-09
1.074e-05,2.26537008255335e-09
1.076e-05,2.266380809430753e-09
1.078e-05,2.267396918808501e-09
1.08e-05,2.268251499817919e-09
1.082e-05,2.26925956678232e-09
1.084e-05,2.270428383766612e-09
1.086e-05,2.271416669826076e-09
1.088e-05,2.27241248099989e-09
1.09e-05,2.273404959783976e-09
1.092e-05,2.274227382340318e-09
1.094e-05,2.275202235883622e-09
1.096e-05,2.276137631232943e-09
1.098e-05,2.27733199172191e-09
