"delay (d0=0,d2=0,d1=0,d3=0) X","delay (d0=0,d2=0,d1=0,d3=0) Y","delay (d0=0,d2=0,d1=0,d3=1) X","delay (d0=0,d2=0,d1=0,d3=1) Y","delay (d0=0,d2=0,d1=1,d3=0) X","delay (d0=0,d2=0,d1=1,d3=0) Y","delay (d0=0,d2=0,d1=1,d3=1) X","delay (d0=0,d2=0,d1=1,d3=1) Y","delay (d0=0,d2=1,d1=0,d3=0) X","delay (d0=0,d2=1,d1=0,d3=0) Y","delay (d0=0,d2=1,d1=0,d3=1) X","delay (d0=0,d2=1,d1=0,d3=1) Y","delay (d0=0,d2=1,d1=1,d3=0) X","delay (d0=0,d2=1,d1=1,d3=0) Y","delay (d0=0,d2=1,d1=1,d3=1) X","delay (d0=0,d2=1,d1=1,d3=1) Y","delay (d0=1,d2=0,d1=0,d3=0) X","delay (d0=1,d2=0,d1=0,d3=0) Y","delay (d0=1,d2=0,d1=0,d3=1) X","delay (d0=1,d2=0,d1=0,d3=1) Y","delay (d0=1,d2=0,d1=1,d3=0) X","delay (d0=1,d2=0,d1=1,d3=0) Y","delay (d0=1,d2=0,d1=1,d3=1) X","delay (d0=1,d2=0,d1=1,d3=1) Y","delay (d0=1,d2=1,d1=0,d3=0) X","delay (d0=1,d2=1,d1=0,d3=0) Y","delay (d0=1,d2=1,d1=0,d3=1) X","delay (d0=1,d2=1,d1=0,d3=1) Y","delay (d0=1,d2=1,d1=1,d3=0) X","delay (d0=1,d2=1,d1=1,d3=0) Y","delay (d0=1,d2=1,d1=1,d3=1) X","delay (d0=1,d2=1,d1=1,d3=1) Y"
0,7.463714604694109e-09,0,9.817314873972025e-09,0,8.050758921872907e-09,0,1.041381559559174e-08,0,8.63232388548925e-09,0,1.100572314193464e-08,0,9.218763724401805e-09,0,1.16013047736424e-08,0,7.746689357953007e-09,0,1.011918396836876e-08,0,8.342756288731309e-09,0,1.070902559268107e-08,0,8.928210011835757e-09,0,1.12960042030271e-08,0,9.522600771379078e-09,0,1.18959045058623e-08
1,3.006996605856707e-09,1,5.395245957807921e-09,1,3.60914579321336e-09,1,5.982265692803576e-09,1,4.203615745954172e-09,1,6.578144922039979e-09,1,4.800213786964039e-09,1,7.16518075031665e-09,1,3.300303103263756e-09,1,5.690991539429427e-09,1,3.905519838609493e-09,1,6.278320319579993e-09,1,4.504320758514915e-09,1,6.869326416169387e-09,1,5.098368567074908e-09,1,7.463714608732471e-09
