Point,Corner,d0,d2,d1,d3,d4,mc_iteration,delay,P_avg,P_out
570,tt_mc,1,1,1,0,1,10,6.2407E-09,9.24479E-07,4.01241E-08
250,tt_mc,0,1,1,0,1,10,5.94892E-09,8.34653E-07,3.13027E-08
490,tt_mc,1,1,0,0,1,10,5.64902E-09,7.73951E-07,2.18854E-08
170,tt_mc,0,1,0,0,1,10,5.35849E-09,1.00706E-06,5.04229E-08
410,tt_mc,1,0,1,0,1,10,5.07838E-09,9.27402E-07,3.90396E-08
90,tt_mc,0,0,1,0,1,10,4.77023E-09,8.97341E-07,3.55332E-08
330,tt_mc,1,0,0,0,1,10,4.48625E-09,9.90474E-07,5.27445E-08
10,tt_mc,0,0,0,0,1,10,4.15708E-09,8.85555E-07,4.6705E-08
631,tt_mc,1,1,1,1,0,11,1.33899E-08,8.91321E-07,1.73663E-08
311,tt_mc,0,1,1,1,0,11,1.30885E-08,8.90581E-07,1.79293E-08
551,tt_mc,1,1,0,1,0,11,1.2781E-08,8.85499E-07,2.25649E-08
231,tt_mc,0,1,0,1,0,11,1.24618E-08,8.7165E-07,2.09605E-08
471,tt_mc,1,0,1,1,0,11,1.21551E-08,8.65745E-07,1.41033E-08
151,tt_mc,0,0,1,1,0,11,1.18399E-08,8.87465E-07,2.37293E-08
391,tt_mc,1,0,0,1,0,11,1.15244E-08,8.92311E-07,2.48388E-08
71,tt_mc,0,0,0,1,0,11,1.12061E-08,8.33698E-07,1.57796E-08
591,tt_mc,1,1,1,0,0,11,1.08741E-08,9.08039E-07,2.76845E-08
271,tt_mc,0,1,1,0,0,11,1.05546E-08,8.54118E-07,2.27507E-08
511,tt_mc,1,1,0,0,0,11,1.02344E-08,8.65256E-07,2.35543E-08
191,tt_mc,0,1,0,0,0,11,9.91914E-09,8.73538E-07,3.0543E-08
431,tt_mc,1,0,1,0,0,11,9.58926E-09,8.88547E-07,2.17585E-08
111,tt_mc,0,0,1,0,0,11,9.27675E-09,8.76909E-07,3.3749E-08
351,tt_mc,1,0,0,0,0,11,8.95842E-09,8.04308E-07,1.65873E-08
611,tt_mc,1,1,1,1,1,11,8.64891E-09,8.07414E-07,2.24161E-08
31,tt_mc,0,0,0,0,0,11,8.6489E-09,8.07534E-07,2.18429E-08
291,tt_mc,0,1,1,1,1,11,8.33597E-09,8.16896E-07,1.97548E-08
531,tt_mc,1,1,0,1,1,11,8.03388E-09,8.87388E-07,3.04116E-08
211,tt_mc,0,1,0,1,1,11,7.72896E-09,9.00041E-07,3.45542E-08
451,tt_mc,1,0,1,1,1,11,7.42418E-09,8.88681E-07,3.73791E-08
131,tt_mc,0,0,1,1,1,11,7.12737E-09,9.08235E-07,3.79299E-08
371,tt_mc,1,0,0,1,1,11,6.82312E-09,8.42336E-07,2.1952E-08
51,tt_mc,0,0,0,1,1,11,6.52853E-09,8.17397E-07,2.14466E-08
571,tt_mc,1,1,1,0,1,11,6.24538E-09,8.11009E-07,2.23241E-08
251,tt_mc,0,1,1,0,1,11,5.95228E-09,8.46861E-07,2.67545E-08
491,tt_mc,1,1,0,0,1,11,5.66186E-09,8.52174E-07,3.30332E-08
171,tt_mc,0,1,0,0,1,11,5.3381E-09,8.4277E-07,3.03543E-08
411,tt_mc,1,0,1,0,1,11,5.06909E-09,9.89791E-07,4.28581E-08
91,tt_mc,0,0,1,0,1,11,4.78935E-09,8.7786E-07,4.05178E-08
331,tt_mc,1,0,0,0,1,11,4.4991E-09,8.6614E-07,3.30801E-08
11,tt_mc,0,0,0,0,1,11,4.19459E-09,8.4732E-07,4.01331E-08
632,tt_mc,1,1,1,1,0,12,1.33965E-08,9.10438E-07,2.08401E-08
312,tt_mc,0,1,1,1,0,12,1.3095E-08,8.90411E-07,1.97601E-08
552,tt_mc,1,1,0,1,0,12,1.27764E-08,8.68077E-07,1.67576E-08
232,tt_mc,0,1,0,1,0,12,1.24708E-08,8.97402E-07,1.84657E-08
472,tt_mc,1,0,1,1,0,12,1.21584E-08,9.75665E-07,3.49547E-08
152,tt_mc,0,0,1,1,0,12,1.1847E-08,8.58558E-07,1.74008E-08
392,tt_mc,1,0,0,1,0,12,1.15251E-08,8.69879E-07,2.06346E-08
72,tt_mc,0,0,0,1,0,12,1.12006E-08,8.68646E-07,2.42336E-08
592,tt_mc,1,1,1,0,0,12,1.08884E-08,8.92101E-07,2.92336E-08
272,tt_mc,0,1,1,0,0,12,1.05614E-08,9.03547E-07,2.63067E-08
512,tt_mc,1,1,0,0,0,12,1.02351E-08,8.81316E-07,2.76506E-08
192,tt_mc,0,1,0,0,0,12,9.91797E-09,9.51584E-07,3.26568E-08
432,tt_mc,1,0,1,0,0,12,9.5923E-09,8.91473E-07,3.04769E-08
112,tt_mc,0,0,1,0,0,12,9.27487E-09,8.46117E-07,2.32689E-08
352,tt_mc,1,0,0,0,0,12,8.96902E-09,9.21581E-07,3.48666E-08
32,tt_mc,0,0,0,0,0,12,8.64922E-09,8.06394E-07,2.21911E-08
612,tt_mc,1,1,1,1,1,12,8.64922E-09,8.06398E-07,2.21388E-08
292,tt_mc,0,1,1,1,1,12,8.3377E-09,8.76708E-07,2.71374E-08
532,tt_mc,1,1,0,1,1,12,8.03212E-09,9.24574E-07,3.09501E-08
212,tt_mc,0,1,0,1,1,12,7.72737E-09,9.31687E-07,3.7836E-08
452,tt_mc,1,0,1,1,1,12,7.4238E-09,8.59182E-07,2.84016E-08
132,tt_mc,0,0,1,1,1,12,7.11613E-09,9.60678E-07,4.20706E-08
372,tt_mc,1,0,0,1,1,12,6.82208E-09,7.88784E-07,2.3943E-08
52,tt_mc,0,0,0,1,1,12,6.52944E-09,8.39622E-07,2.91609E-08
572,tt_mc,1,1,1,0,1,12,6.23654E-09,9.02593E-07,3.26024E-08
252,tt_mc,0,1,1,0,1,12,5.9442E-09,7.84711E-07,2.81747E-08
492,tt_mc,1,1,0,0,1,12,5.65852E-09,9.30738E-07,4.28842E-08
172,tt_mc,0,1,0,0,1,12,5.358E-09,9.04833E-07,3.99741E-08
412,tt_mc,1,0,1,0,1,12,5.07455E-09,8.69203E-07,3.59573E-08
92,tt_mc,0,0,1,0,1,12,4.78634E-09,9.6914E-07,4.10009E-08
332,tt_mc,1,0,0,0,1,12,4.49131E-09,8.37529E-07,3.56291E-08
12,tt_mc,0,0,0,0,1,12,4.19719E-09,8.85532E-07,4.3224E-08
633,tt_mc,1,1,1,1,0,13,1.33967E-08,9.08554E-07,1.9392E-08
313,tt_mc,0,1,1,1,0,13,1.30893E-08,8.82618E-07,1.4121E-08
553,tt_mc,1,1,0,1,0,13,1.27779E-08,8.553E-07,1.64862E-08
233,tt_mc,0,1,0,1,0,13,1.24659E-08,8.84873E-07,2.17917E-08
473,tt_mc,1,0,1,1,0,13,1.21592E-08,8.81435E-07,1.82233E-08
153,tt_mc,0,0,1,1,0,13,1.1845E-08,8.63219E-07,1.96745E-08
393,tt_mc,1,0,0,1,0,13,1.15223E-08,8.6213E-07,2.05149E-08
73,tt_mc,0,0,0,1,0,13,1.12097E-08,8.50508E-07,1.81055E-08
593,tt_mc,1,1,1,0,0,13,1.08886E-08,9.00574E-07,2.23514E-08
273,tt_mc,0,1,1,0,0,13,1.0559E-08,9.06553E-07,2.22867E-08
513,tt_mc,1,1,0,0,0,13,1.02377E-08,8.48924E-07,2.7934E-08
193,tt_mc,0,1,0,0,0,13,9.92093E-09,9.37728E-07,3.26904E-08
433,tt_mc,1,0,1,0,0,13,9.59396E-09,9.26732E-07,3.37779E-08
113,tt_mc,0,0,1,0,0,13,9.27969E-09,9.62388E-07,3.93864E-08
353,tt_mc,1,0,0,0,0,13,8.96022E-09,9.13172E-07,3.50059E-08
33,tt_mc,0,0,0,0,0,13,8.64896E-09,8.07599E-07,2.12644E-08
613,tt_mc,1,1,1,1,1,13,8.64887E-09,8.08126E-07,2.24577E-08
293,tt_mc,0,1,1,1,1,13,8.33697E-09,8.79771E-07,3.22035E-08
533,tt_mc,1,1,0,1,1,13,8.027E-09,8.8625E-07,3.10695E-08
213,tt_mc,0,1,0,1,1,13,7.72362E-09,8.0986E-07,2.68511E-08
453,tt_mc,1,0,1,1,1,13,7.42777E-09,9.05876E-07,3.36818E-08
133,tt_mc,0,0,1,1,1,13,7.11612E-09,9.12906E-07,4.0293E-08
373,tt_mc,1,0,0,1,1,13,6.83066E-09,8.3006E-07,2.6964E-08
53,tt_mc,0,0,0,1,1,13,6.53497E-09,8.55795E-07,3.2166E-08
573,tt_mc,1,1,1,0,1,13,6.21819E-09,8.66601E-07,3.91327E-08
253,tt_mc,0,1,1,0,1,13,5.95002E-09,8.92486E-07,3.31453E-08
493,tt_mc,1,1,0,0,1,13,5.63261E-09,9.70209E-07,4.59054E-08
173,tt_mc,0,1,0,0,1,13,5.36675E-09,8.94362E-07,3.64647E-08
413,tt_mc,1,0,1,0,1,13,5.076E-09,9.78012E-07,4.95989E-08
93,tt_mc,0,0,1,0,1,13,4.77135E-09,8.56437E-07,4.12747E-08
333,tt_mc,1,0,0,0,1,13,4.49366E-09,9.98249E-07,4.11492E-08
13,tt_mc,0,0,0,0,1,13,4.1916E-09,8.42431E-07,3.71504E-08
634,tt_mc,1,1,1,1,0,14,1.33856E-08,9.11227E-07,1.63746E-08
314,tt_mc,0,1,1,1,0,14,1.30823E-08,9.23621E-07,2.35271E-08
554,tt_mc,1,1,0,1,0,14,1.27734E-08,8.49769E-07,1.14944E-08
234,tt_mc,0,1,0,1,0,14,1.24603E-08,8.83388E-07,1.88977E-08
474,tt_mc,1,0,1,1,0,14,1.21592E-08,9.21215E-07,2.55661E-08
154,tt_mc,0,0,1,1,0,14,1.18378E-08,9.07982E-07,2.88153E-08
394,tt_mc,1,0,0,1,0,14,1.15197E-08,8.67208E-07,2.20901E-08
74,tt_mc,0,0,0,1,0,14,1.1195E-08,8.62482E-07,1.98909E-08
594,tt_mc,1,1,1,0,0,14,1.08805E-08,8.58664E-07,1.68351E-08
274,tt_mc,0,1,1,0,0,14,1.05508E-08,8.23219E-07,1.45369E-08
514,tt_mc,1,1,0,0,0,14,1.02398E-08,8.48526E-07,1.83757E-08
194,tt_mc,0,1,0,0,0,14,9.91705E-09,8.44181E-07,1.67536E-08
434,tt_mc,1,0,1,0,0,14,9.59086E-09,9.07041E-07,2.8674E-08
114,tt_mc,0,0,1,0,0,14,9.27307E-09,9.15543E-07,2.92692E-08
354,tt_mc,1,0,0,0,0,14,8.9602E-09,8.95634E-07,3.36354E-08
614,tt_mc,1,1,1,1,1,14,8.65077E-09,8.08701E-07,1.97282E-08
34,tt_mc,0,0,0,0,0,14,8.64787E-09,8.0792E-07,2.28997E-08
294,tt_mc,0,1,1,1,1,14,8.34206E-09,8.1037E-07,2.14231E-08
534,tt_mc,1,1,0,1,1,14,8.03401E-09,9.21425E-07,3.76073E-08
214,tt_mc,0,1,0,1,1,14,7.72249E-09,8.76258E-07,3.30767E-08
454,tt_mc,1,0,1,1,1,14,7.4166E-09,9.06213E-07,3.82387E-08
134,tt_mc,0,0,1,1,1,14,7.12591E-09,8.92425E-07,3.78779E-08
374,tt_mc,1,0,0,1,1,14,6.82728E-09,8.66577E-07,3.27687E-08
54,tt_mc,0,0,0,1,1,14,6.52688E-09,9.29075E-07,3.17423E-08
574,tt_mc,1,1,1,0,1,14,6.24252E-09,8.22147E-07,2.74397E-08
254,tt_mc,0,1,1,0,1,14,5.95274E-09,8.68488E-07,3.11315E-08
494,tt_mc,1,1,0,0,1,14,5.66043E-09,9.74282E-07,4.68187E-08
174,tt_mc,0,1,0,0,1,14,5.3679E-09,8.54982E-07,3.96922E-08
414,tt_mc,1,0,1,0,1,14,5.0682E-09,9.59817E-07,5.17891E-08
94,tt_mc,0,0,1,0,1,14,4.765E-09,8.5128E-07,3.37633E-08
334,tt_mc,1,0,0,0,1,14,4.495E-09,9.04136E-07,3.77616E-08
14,tt_mc,0,0,0,0,1,14,4.20078E-09,8.82182E-07,4.05924E-08
635,tt_mc,1,1,1,1,0,15,1.33869E-08,8.78171E-07,1.59409E-08
315,tt_mc,0,1,1,1,0,15,1.30885E-08,8.94911E-07,1.85682E-08
555,tt_mc,1,1,0,1,0,15,1.27711E-08,8.88224E-07,2.01762E-08
235,tt_mc,0,1,0,1,0,15,1.2459E-08,8.84709E-07,1.81626E-08
475,tt_mc,1,0,1,1,0,15,1.21435E-08,8.86529E-07,2.09512E-08
155,tt_mc,0,0,1,1,0,15,1.18366E-08,8.44288E-07,1.85688E-08
395,tt_mc,1,0,0,1,0,15,1.15133E-08,9.1085E-07,2.41199E-08
75,tt_mc,0,0,0,1,0,15,1.11981E-08,9.01751E-07,2.97396E-08
595,tt_mc,1,1,1,0,0,15,1.0885E-08,8.69103E-07,1.98227E-08
275,tt_mc,0,1,1,0,0,15,1.05635E-08,8.36503E-07,2.34712E-08
515,tt_mc,1,1,0,0,0,15,1.02333E-08,8.74353E-07,2.79531E-08
195,tt_mc,0,1,0,0,0,15,9.91839E-09,9.12377E-07,3.246E-08
435,tt_mc,1,0,1,0,0,15,9.59548E-09,8.92891E-07,2.32798E-08
115,tt_mc,0,0,1,0,0,15,9.27387E-09,9.18763E-07,2.57482E-08
355,tt_mc,1,0,0,0,0,15,8.96858E-09,8.74821E-07,2.66742E-08
35,tt_mc,0,0,0,0,0,15,8.64559E-09,8.06595E-07,2.75526E-08
615,tt_mc,1,1,1,1,1,15,8.64559E-09,8.06647E-07,2.75676E-08
295,tt_mc,0,1,1,1,1,15,8.33648E-09,8.8038E-07,3.11957E-08
535,tt_mc,1,1,0,1,1,15,8.02975E-09,9.12465E-07,3.45423E-08
215,tt_mc,0,1,0,1,1,15,7.72429E-09,8.97862E-07,2.97432E-08
455,tt_mc,1,0,1,1,1,15,7.40929E-09,8.80584E-07,3.93534E-08
135,tt_mc,0,0,1,1,1,15,7.12539E-09,9.19154E-07,3.56326E-08
375,tt_mc,1,0,0,1,1,15,6.82957E-09,8.82489E-07,3.01009E-08
55,tt_mc,0,0,0,1,1,15,6.53738E-09,7.9644E-07,2.88012E-08
575,tt_mc,1,1,1,0,1,15,6.21784E-09,8.38958E-07,3.41504E-08
255,tt_mc,0,1,1,0,1,15,5.95246E-09,8.42797E-07,2.57295E-08
495,tt_mc,1,1,0,0,1,15,5.66269E-09,8.61836E-07,3.51292E-08
175,tt_mc,0,1,0,0,1,15,5.37057E-09,8.47419E-07,3.93229E-08
415,tt_mc,1,0,1,0,1,15,5.04925E-09,8.83811E-07,2.75412E-08
95,tt_mc,0,0,1,0,1,15,4.78735E-09,8.75408E-07,3.97176E-08
335,tt_mc,1,0,0,0,1,15,4.49826E-09,8.59821E-07,3.3314E-08
15,tt_mc,0,0,0,0,1,15,4.19851E-09,8.84021E-07,3.74925E-08
636,tt_mc,1,1,1,1,0,16,1.34006E-08,8.90917E-07,1.73976E-08
316,tt_mc,0,1,1,1,0,16,1.30861E-08,9.09514E-07,1.94726E-08
556,tt_mc,1,1,0,1,0,16,1.27742E-08,9.09333E-07,2.16493E-08
236,tt_mc,0,1,0,1,0,16,1.24628E-08,8.98841E-07,2.25204E-08
476,tt_mc,1,0,1,1,0,16,1.21601E-08,8.79252E-07,1.99908E-08
156,tt_mc,0,0,1,1,0,16,1.18402E-08,8.73742E-07,1.8831E-08
396,tt_mc,1,0,0,1,0,16,1.15229E-08,8.9075E-07,2.33228E-08
76,tt_mc,0,0,0,1,0,16,1.1205E-08,8.96937E-07,2.54263E-08
596,tt_mc,1,1,1,0,0,16,1.0876E-08,8.76632E-07,2.42292E-08
276,tt_mc,0,1,1,0,0,16,1.05626E-08,8.60987E-07,2.58843E-08
516,tt_mc,1,1,0,0,0,16,1.02342E-08,9.12131E-07,3.0566E-08
196,tt_mc,0,1,0,0,0,16,9.91953E-09,8.26805E-07,1.36819E-08
436,tt_mc,1,0,1,0,0,16,9.59521E-09,8.69813E-07,2.14775E-08
116,tt_mc,0,0,1,0,0,16,9.27618E-09,9.16657E-07,3.03994E-08
356,tt_mc,1,0,0,0,0,16,8.96378E-09,8.79779E-07,2.83399E-08
36,tt_mc,0,0,0,0,0,16,8.64853E-09,8.06796E-07,2.26283E-08
616,tt_mc,1,1,1,1,1,16,8.64852E-09,8.07194E-07,2.35023E-08
296,tt_mc,0,1,1,1,1,16,8.33718E-09,8.22964E-07,2.2384E-08
536,tt_mc,1,1,0,1,1,16,8.03067E-09,9.21086E-07,3.42339E-08
216,tt_mc,0,1,0,1,1,16,7.72187E-09,9.18725E-07,3.91279E-08
456,tt_mc,1,0,1,1,1,16,7.4175E-09,9.82754E-07,4.4728E-08
136,tt_mc,0,0,1,1,1,16,7.12465E-09,8.83547E-07,3.79556E-08
376,tt_mc,1,0,0,1,1,16,6.82932E-09,8.20526E-07,2.6392E-08
56,tt_mc,0,0,0,1,1,16,6.53229E-09,8.97077E-07,3.08766E-08
576,tt_mc,1,1,1,0,1,16,6.24384E-09,9.45414E-07,3.63631E-08
256,tt_mc,0,1,1,0,1,16,5.95149E-09,8.74256E-07,3.84488E-08
496,tt_mc,1,1,0,0,1,16,5.65648E-09,8.97357E-07,3.28207E-08
176,tt_mc,0,1,0,0,1,16,5.36175E-09,8.65511E-07,3.5247E-08
416,tt_mc,1,0,1,0,1,16,5.03231E-09,8.98548E-07,4.83083E-08
96,tt_mc,0,0,1,0,1,16,4.75402E-09,8.20412E-07,2.60651E-08
336,tt_mc,1,0,0,0,1,16,4.49402E-09,7.77448E-07,2.81216E-08
16,tt_mc,0,0,0,0,1,16,4.19307E-09,8.07043E-07,3.58191E-08
637,tt_mc,1,1,1,1,0,17,1.34022E-08,9.0496E-07,1.51962E-08
317,tt_mc,0,1,1,1,0,17,1.3086E-08,9.26867E-07,2.12161E-08
557,tt_mc,1,1,0,1,0,17,1.27857E-08,8.78572E-07,1.60879E-08
237,tt_mc,0,1,0,1,0,17,1.24654E-08,9.06275E-07,2.01558E-08
477,tt_mc,1,0,1,1,0,17,1.21574E-08,8.40309E-07,1.64341E-08
157,tt_mc,0,0,1,1,0,17,1.18415E-08,8.7056E-07,1.78037E-08
397,tt_mc,1,0,0,1,0,17,1.15257E-08,8.92244E-07,2.08207E-08
77,tt_mc,0,0,0,1,0,17,1.11991E-08,8.33575E-07,1.59709E-08
597,tt_mc,1,1,1,0,0,17,1.08751E-08,9.05799E-07,2.45908E-08
277,tt_mc,0,1,1,0,0,17,1.05641E-08,9.06218E-07,2.51824E-08
517,tt_mc,1,1,0,0,0,17,1.02359E-08,8.81236E-07,2.89197E-08
197,tt_mc,0,1,0,0,0,17,9.91615E-09,8.77924E-07,2.23129E-08
437,tt_mc,1,0,1,0,0,17,9.59471E-09,9.02096E-07,2.75725E-08
117,tt_mc,0,0,1,0,0,17,9.27863E-09,9.78372E-07,3.82591E-08
357,tt_mc,1,0,0,0,0,17,8.95853E-09,8.75118E-07,2.6475E-08
37,tt_mc,0,0,0,0,0,17,8.64911E-09,8.07335E-07,2.44126E-08
617,tt_mc,1,1,1,1,1,17,8.64911E-09,8.07371E-07,2.4164E-08
297,tt_mc,0,1,1,1,1,17,8.33694E-09,9.00555E-07,3.34322E-08
537,tt_mc,1,1,0,1,1,17,8.03024E-09,8.80185E-07,2.3941E-08
217,tt_mc,0,1,0,1,1,17,7.72723E-09,8.70976E-07,2.81733E-08
457,tt_mc,1,0,1,1,1,17,7.42647E-09,8.8495E-07,3.1073E-08
137,tt_mc,0,0,1,1,1,17,7.1241E-09,9.64009E-07,4.57332E-08
377,tt_mc,1,0,0,1,1,17,6.83005E-09,8.24341E-07,3.38274E-08
57,tt_mc,0,0,0,1,1,17,6.5352E-09,7.98263E-07,2.59342E-08
577,tt_mc,1,1,1,0,1,17,6.22851E-09,8.85942E-07,3.35202E-08
257,tt_mc,0,1,1,0,1,17,5.93956E-09,8.37515E-07,3.60362E-08
497,tt_mc,1,1,0,0,1,17,5.65894E-09,8.49621E-07,3.96894E-08
177,tt_mc,0,1,0,0,1,17,5.36201E-09,8.7732E-07,3.97071E-08
417,tt_mc,1,0,1,0,1,17,5.06808E-09,9.10159E-07,3.86115E-08
97,tt_mc,0,0,1,0,1,17,4.77033E-09,8.0582E-07,3.26317E-08
337,tt_mc,1,0,0,0,1,17,4.49631E-09,9.25287E-07,4.61993E-08
17,tt_mc,0,0,0,0,1,17,4.19658E-09,8.90772E-07,4.13485E-08
638,tt_mc,1,1,1,1,0,18,1.33918E-08,8.74577E-07,1.36117E-08
318,tt_mc,0,1,1,1,0,18,1.30853E-08,8.73575E-07,1.83072E-08
558,tt_mc,1,1,0,1,0,18,1.27764E-08,8.68474E-07,2.13366E-08
238,tt_mc,0,1,0,1,0,18,1.24657E-08,8.72889E-07,1.73874E-08
478,tt_mc,1,0,1,1,0,18,1.21599E-08,8.76645E-07,1.82587E-08
158,tt_mc,0,0,1,1,0,18,1.18344E-08,8.96744E-07,2.40394E-08
398,tt_mc,1,0,0,1,0,18,1.15279E-08,8.73455E-07,2.10111E-08
78,tt_mc,0,0,0,1,0,18,1.11949E-08,8.77626E-07,1.70189E-08
598,tt_mc,1,1,1,0,0,18,1.08867E-08,9.44715E-07,3.01951E-08
278,tt_mc,0,1,1,0,0,18,1.0556E-08,9.49677E-07,3.15604E-08
518,tt_mc,1,1,0,0,0,18,1.02334E-08,8.79084E-07,2.53663E-08
198,tt_mc,0,1,0,0,0,18,9.91967E-09,8.12698E-07,1.50387E-08
438,tt_mc,1,0,1,0,0,18,9.59178E-09,8.84343E-07,3.27285E-08
118,tt_mc,0,0,1,0,0,18,9.27664E-09,8.07563E-07,2.16281E-08
358,tt_mc,1,0,0,0,0,18,8.96101E-09,8.3642E-07,2.32785E-08
618,tt_mc,1,1,1,1,1,18,8.64837E-09,8.07952E-07,2.6888E-08
38,tt_mc,0,0,0,0,0,18,8.64836E-09,8.08008E-07,2.62042E-08
298,tt_mc,0,1,1,1,1,18,8.33842E-09,8.35047E-07,2.12346E-08
538,tt_mc,1,1,0,1,1,18,8.02982E-09,8.43829E-07,2.49971E-08
218,tt_mc,0,1,0,1,1,18,7.72293E-09,8.82768E-07,3.09221E-08
458,tt_mc,1,0,1,1,1,18,7.42022E-09,8.7842E-07,3.45117E-08
138,tt_mc,0,0,1,1,1,18,7.12917E-09,9.12894E-07,3.81869E-08
378,tt_mc,1,0,0,1,1,18,6.82712E-09,8.74081E-07,3.50915E-08
58,tt_mc,0,0,0,1,1,18,6.52902E-09,9.16295E-07,3.95028E-08
578,tt_mc,1,1,1,0,1,18,6.23141E-09,9.38759E-07,4.15021E-08
258,tt_mc,0,1,1,0,1,18,5.94792E-09,9.1638E-07,3.9375E-08
498,tt_mc,1,1,0,0,1,18,5.65826E-09,8.93464E-07,4.54409E-08
178,tt_mc,0,1,0,0,1,18,5.356E-09,9.03618E-07,3.96009E-08
418,tt_mc,1,0,1,0,1,18,5.07428E-09,8.93705E-07,4.31998E-08
98,tt_mc,0,0,1,0,1,18,4.78448E-09,9.14609E-07,4.71695E-08
338,tt_mc,1,0,0,0,1,18,4.4888E-09,9.35375E-07,4.2398E-08
18,tt_mc,0,0,0,0,1,18,4.20494E-09,8.94196E-07,4.3139E-08
639,tt_mc,1,1,1,1,0,19,1.34007E-08,8.88499E-07,1.89478E-08
319,tt_mc,0,1,1,1,0,19,1.30938E-08,9.17702E-07,1.97011E-08
559,tt_mc,1,1,0,1,0,19,1.27819E-08,9.12732E-07,1.95682E-08
239,tt_mc,0,1,0,1,0,19,1.24707E-08,8.80763E-07,1.60315E-08
479,tt_mc,1,0,1,1,0,19,1.21577E-08,8.63936E-07,1.83887E-08
159,tt_mc,0,0,1,1,0,19,1.18524E-08,8.52687E-07,1.66189E-08
399,tt_mc,1,0,0,1,0,19,1.15313E-08,9.46953E-07,2.92065E-08
79,tt_mc,0,0,0,1,0,19,1.12139E-08,8.78675E-07,2.26588E-08
599,tt_mc,1,1,1,0,0,19,1.08783E-08,8.63174E-07,1.98465E-08
279,tt_mc,0,1,1,0,0,19,1.05659E-08,8.51749E-07,2.23486E-08
519,tt_mc,1,1,0,0,0,19,1.02432E-08,8.89468E-07,2.57117E-08
199,tt_mc,0,1,0,0,0,19,9.91999E-09,9.42537E-07,2.50005E-08
439,tt_mc,1,0,1,0,0,19,9.59662E-09,8.40293E-07,2.37822E-08
119,tt_mc,0,0,1,0,0,19,9.2795E-09,9.02813E-07,2.98657E-08
359,tt_mc,1,0,0,0,0,19,8.96957E-09,9.05541E-07,3.06848E-08
39,tt_mc,0,0,0,0,0,19,8.64951E-09,8.06927E-07,2.40935E-08
619,tt_mc,1,1,1,1,1,19,8.64951E-09,8.07083E-07,2.41191E-08
299,tt_mc,0,1,1,1,1,19,8.33918E-09,8.55697E-07,3.1491E-08
539,tt_mc,1,1,0,1,1,19,8.03119E-09,8.64538E-07,3.18969E-08
219,tt_mc,0,1,0,1,1,19,7.72496E-09,8.73513E-07,3.46842E-08
459,tt_mc,1,0,1,1,1,19,7.42764E-09,9.05456E-07,3.55935E-08
139,tt_mc,0,0,1,1,1,19,7.12159E-09,9.40947E-07,4.26003E-08
379,tt_mc,1,0,0,1,1,19,6.82324E-09,8.21389E-07,2.59097E-08
59,tt_mc,0,0,0,1,1,19,6.51996E-09,8.97965E-07,3.34098E-08
579,tt_mc,1,1,1,0,1,19,6.21346E-09,9.13485E-07,3.54135E-08
259,tt_mc,0,1,1,0,1,19,5.94481E-09,8.27699E-07,2.9901E-08
499,tt_mc,1,1,0,0,1,19,5.65475E-09,8.55046E-07,3.44153E-08
179,tt_mc,0,1,0,0,1,19,5.3525E-09,9.71771E-07,4.97718E-08
419,tt_mc,1,0,1,0,1,19,5.0707E-09,9.13483E-07,4.24646E-08
99,tt_mc,0,0,1,0,1,19,4.77901E-09,8.05961E-07,2.50649E-08
339,tt_mc,1,0,0,0,1,19,4.46194E-09,9.12247E-07,4.84322E-08
19,tt_mc,0,0,0,0,1,19,4.16231E-09,8.93988E-07,3.16761E-08
640,tt_mc,1,1,1,1,0,20,1.33983E-08,8.78806E-07,1.58743E-08
320,tt_mc,0,1,1,1,0,20,1.30844E-08,9.11754E-07,2.34692E-08
560,tt_mc,1,1,0,1,0,20,1.2774E-08,8.7428E-07,2.02558E-08
240,tt_mc,0,1,0,1,0,20,1.24642E-08,8.44636E-07,1.57257E-08
480,tt_mc,1,0,1,1,0,20,1.21499E-08,9.43229E-07,2.67088E-08
160,tt_mc,0,0,1,1,0,20,1.18337E-08,8.97201E-07,2.04012E-08
400,tt_mc,1,0,0,1,0,20,1.15194E-08,8.59014E-07,1.80557E-08
80,tt_mc,0,0,0,1,0,20,1.12126E-08,8.73363E-07,1.79611E-08
600,tt_mc,1,1,1,0,0,20,1.08857E-08,8.64615E-07,1.63244E-08
280,tt_mc,0,1,1,0,0,20,1.05549E-08,9.05385E-07,2.44766E-08
520,tt_mc,1,1,0,0,0,20,1.0232E-08,8.91991E-07,2.50967E-08
200,tt_mc,0,1,0,0,0,20,9.91856E-09,8.28098E-07,1.64339E-08
440,tt_mc,1,0,1,0,0,20,9.59536E-09,8.83141E-07,2.64316E-08
120,tt_mc,0,0,1,0,0,20,9.27711E-09,9.2479E-07,3.67346E-08
360,tt_mc,1,0,0,0,0,20,8.95881E-09,8.93114E-07,2.84326E-08
40,tt_mc,0,0,0,0,0,20,8.64894E-09,8.07361E-07,2.60607E-08
620,tt_mc,1,1,1,1,1,20,8.64879E-09,8.0707E-07,2.46909E-08
300,tt_mc,0,1,1,1,1,20,8.33664E-09,8.65803E-07,2.74215E-08
540,tt_mc,1,1,0,1,1,20,8.03023E-09,9.17118E-07,2.68504E-08
220,tt_mc,0,1,0,1,1,20,7.72459E-09,9.07521E-07,3.99392E-08
460,tt_mc,1,0,1,1,1,20,7.42549E-09,9.75902E-07,5.07673E-08
