P_inst (trise=5e-10) X,P_inst (trise=5e-10) Y
2.530397175404679e-08,-2.101635266196291e-05
2.530402650014315e-08,-1.789247488732942e-05
2.530407837556842e-08,-2.161888147785765e-05
2.530413683401825e-08,-1.783463426639116e-05
2.530418880007914e-08,-2.101185127324702e-05
2.530424020130838e-08,-1.838360211225829e-05
2.530429296957274e-08,-2.11378014136468e-05
2.53043412927231e-08,-1.770047209603413e-05
2.5304394135538e-08,-2.152970995605828e-05
2.530445860725459e-08,-1.799866884596738e-05
2.530450764821472e-08,-2.087274217815752e-05
2.53045724562753e-08,-1.833754959396148e-05
2.530463536679729e-08,-2.120478169327468e-05
2.530468793128795e-08,-1.769799126230308e-05
2.530475777319764e-08,-2.157200542704329e-05
2.530482568935894e-08,-1.796201559558023e-05
2.530488163225699e-08,-2.097474190816614e-05
2.530494957768554e-08,-1.842498279719721e-05
2.530502990391624e-08,-2.108760395997727e-05
2.53050894657001e-08,-1.793573525281435e-05
2.530515498695073e-08,-2.167452559275785e-05
2.530522485381754e-08,-1.786824954530568e-05
2.530528650256933e-08,-2.129238192568069e-05
2.530534485780648e-08,-1.851249132114085e-05
2.530543145951857e-08,-2.106841561616146e-05
2.530550204700949e-08,-1.834001420457562e-05
2.530556518763769e-08,-2.167894409213079e-05
2.530563914717331e-08,-1.793420221567234e-05
2.530570852825009e-08,-2.174029627205805e-05
2.530577109179327e-08,-1.845659798263941e-05
2.530583289775391e-08,-2.123127583784681e-05
2.530593791560239e-08,-1.877049911161571e-05
2.5306012273555e-08,-2.153582939285776e-05
2.530608275720149e-08,-1.834252418450829e-05
2.53061624496769e-08,-2.208787375814337e-05
2.530624402479323e-08,-1.831227978670759e-05
2.530631624831287e-08,-2.18992582176113e-05
2.530638312965631e-08,-1.894381914612052e-05
2.530646179854058e-08,-2.15848123065034e-05
2.530655795517273e-08,-1.909313621781833e-05
2.530662881340432e-08,-2.204625247146443e-05
2.530670156410859e-08,-1.865748012789947e-05
2.53067957937508e-08,-2.251847119321552e-05
2.530689252497751e-08,-1.878646844568244e-05
2.530696956637843e-08,-2.234073817090505e-05
2.5307047080068e-08,-1.940608853521247e-05
2.530713995190738e-08,-2.211104621096237e-05
2.530725041550409e-08,-1.965529361860808e-05
2.530733335224782e-08,-2.249180610002008e-05
2.530741510707144e-08,-1.935018510590277e-05
2.530750384288717e-08,-2.306788268570367e-05
2.530760234854607e-08,-1.933455213209475e-05
2.530768860147366e-08,-2.311451739670725e-05
2.530776628793697e-08,-1.989231983950251e-05
2.530784638276636e-08,-2.278655147110176e-05
2.53079742691025e-08,-2.035756625336888e-05
2.530807332181463e-08,-2.302362364829733e-05
2.530816312851813e-08,-2.02888733014377e-05
2.530825154716627e-08,-2.363644913586273e-05
2.53083474728215e-08,-2.009687459673118e-05
2.530844882415031e-08,-2.400757776496509e-05
2.530853846130153e-08,-2.041873150381176e-05
2.530861963375821e-08,-2.381261480063379e-05
2.530870266382069e-08,-2.105775329939749e-05
2.530882781360456e-08,-2.377311543875622e-05
2.530893242136919e-08,-2.133504920517189e-05
2.530902468163096e-08,-2.421652395179089e-05
2.530911464362777e-08,-2.114439718067195e-05
2.530920945330174e-08,-2.482900616097628e-05
2.53093215595883e-08,-2.118473220048968e-05
2.530941931621985e-08,-2.504227410021502e-05
2.530950684349598e-08,-2.170288386805488e-05
2.530959317963376e-08,-2.482244852052957e-05
2.530969549686622e-08,-2.228338936990566e-05
2.530982491714146e-08,-2.499388254233287e-05
2.530992164667153e-08,-2.24713273457584e-05
2.53100157375178e-08,-2.546234923129468e-05
