P_inst (trise=5e-10) X,P_inst (trise=5e-10) Y
3.353478581041114e-07,0.0003979899686465198
3.353547531958599e-07,0.0002592768843708559
3.35363986207993e-07,5.975936333495533e-05
3.353718265043887e-07,-0.0001060774939132793
3.353796428818852e-07,-0.000264325304130195
3.353885184315019e-07,-0.0004144612723956243
3.354011242330247e-07,-0.0005826848526854771
3.354134144460341e-07,-0.0006678523157268308
3.354226859533123e-07,-0.0006644199530773077
3.354287247163583e-07,-0.0006251974632511346
3.354352005842908e-07,-0.0005701772040697359
3.35440498115551e-07,-0.0005153543230416841
3.354499012050544e-07,-0.0004257281428026854
3.354578318167501e-07,-0.000353470385233447
3.354661445136926e-07,-0.0002919719569873652
3.35476387811847e-07,-0.0002247187040285341
3.354881939059235e-07,-0.000168080879636909
3.355e-07,-0.0001214721891677975
3.355093316318385e-07,-9.964875975896515e-05
3.355199536242191e-07,-7.488369874260616e-05
3.35530446798369e-07,-5.682683654553819e-05
3.355514331466688e-07,-3.196551759711392e-05
3.355880392341114e-07,-1.153598139288761e-05
3.356342434342601e-07,-3.26579887854084e-06
3.356949602681215e-07,-1.482662918782789e-06
3.357791132386206e-07,-9.774219862949151e-07
3.35917599265137e-07,-1.240361021097647e-06
3.361764575568195e-07,-9.959199136273812e-07
3.365689112141522e-07,-1.224325577458485e-06
3.371108323258648e-07,-9.93387327369952e-07
3.378692781934975e-07,-1.218725820657267e-06
3.389726861718287e-07,-9.919157259914145e-07
3.4e-07,-1.216346597366349e-06
3.4003125e-07,-1.252615227286131e-06
3.400834469393399e-07,-1.274594670467871e-06
3.401878408180195e-07,-1.497787210669086e-06
3.40226860715767e-07,-2.790520459801269e-06
3.402424883715263e-07,-3.536420238122352e-06
3.402563913856578e-07,-4.217313354484536e-06
3.402698581746671e-07,-4.787826609273855e-06
3.402740797553789e-07,-5.123619082037367e-06
3.402825229168027e-07,-6.023544631817005e-06
3.402887375433864e-07,-7.288763165657157e-06
3.4029429043471e-07,-1.011851667462247e-05
3.402968876771396e-07,-1.620632003423188e-05
3.402988828591878e-07,-2.048165763037312e-05
3.403012107147845e-07,-2.873908290886369e-05
3.403033471086802e-07,-3.305640929445069e-05
3.403062629955028e-07,-4.631558471517928e-05
3.403073369048171e-07,-5.168911436604512e-05
3.403082000122369e-07,-5.302395510214461e-05
3.403090567123169e-07,-5.327310879388138e-05
3.403103052708284e-07,-4.956175718447823e-05
3.403113449618421e-07,-4.394023418935783e-05
3.403122461600494e-07,-3.667896892828556e-05
3.403129879344788e-07,-2.983616025341061e-05
3.403138400391601e-07,-2.120933988563066e-05
3.403150478131822e-07,-1.448696530672744e-05
3.403159066536138e-07,-1.086958960229147e-05
3.403168183292886e-07,-9.307294630970192e-06
3.40317922842096e-07,-6.849621713391227e-06
3.403201318677106e-07,-5.645110078330756e-06
3.403227708462809e-07,-4.104623546233351e-06
3.403262123265759e-07,-4.542253274408953e-06
3.403307479130991e-07,-3.878230638260829e-06
3.403383187532261e-07,-5.076696087719323e-06
3.403478890397935e-07,-5.116212740810178e-06
3.403621096180189e-07,-7.277483778098614e-06
3.40385237810156e-07,-9.232851357789541e-06
3.404288785037842e-07,-1.549718783259771e-05
3.404644392518921e-07,-1.715176660304194e-05
3.404822196259461e-07,-1.717090664332999e-05
3.405e-07,-1.419220408544581e-05
3.405093057536257e-07,-1.261318567504919e-05
3.405214015574236e-07,-1.056158429883307e-05
3.405329632817776e-07,-8.762658337307802e-06
3.405560867304856e-07,-5.813959191896516e-06
3.405830009118649e-07,-3.614552594592867e-06
3.406189341863602e-07,-2.115198172053606e-06
3.406637136458155e-07,-1.440756486527998e-06
3.407329429670641e-07,-1.153943058935979e-06
3.408449304920483e-07,-1.115166698382965e-06
3.409790343233921e-07,-1.096802772334198e-06
3.410931323638173e-07,-1.110918468345609e-06
3.412352759585167e-07,-1.096494130254782e-06
3.415145619647039e-07,-1.11080366687353e-06
3.420731339770783e-07,-1.096365762145863e-06
3.431902780018271e-07,-1.110478626683954e-06
3.45e-07,-1.095972161069657e-06
3.450689688737225e-07,-2.152888917040296e-06
3.45162516046944e-07,-2.443125613840958e-06
3.452088756960924e-07,-6.04404619841448e-06
3.45227767456438e-07,-5.996415260636706e-06
3.452413576481644e-07,-1.307760091430272e-06
3.452585082559328e-07,8.997695339318715e-06
3.452728182311057e-07,8.967490408416379e-06
3.452786312213348e-07,4.004487304985935e-06
3.452833957757875e-07,-4.642529289139769e-06
3.452877600379005e-07,-1.086914069159771e-05
3.452925039672048e-07,-1.328123635705578e-05
3.452968468007539e-07,-1.572245770677908e-05
3.452998344197095e-07,-2.005776580092334e-05
3.453028993156952e-07,-2.504410111151673e-05
3.45306292984214e-07,-3.111544516352903e-05
3.453097867589321e-07,-3.786103948788625e-05
3.453138099866579e-07,-4.99703697504027e-05
3.45315935232305e-07,-5.590673421852788e-05
3.453180754820458e-07,-5.942055459688186e-05
3.453202610960515e-07,-5.976536052134877e-05
3.453225706966511e-07,-6.302282334333183e-05
3.453244610104247e-07,-5.895085654128224e-05
3.453262251973068e-07,-5.606956789263135e-05
3.453278654972604e-07,-5.174770980755764e-05
3.453298870217038e-07,-5.145437690608828e-05
3.45332026537094e-07,-5.441098998467424e-05
3.453341138139974e-07,-6.282286276742601e-05
3.453363676760622e-07,-7.299878565609198e-05
3.453381876347456e-07,-8.122889625657867e-05
3.45340219028263e-07,-0.0001042110605022286
3.453417796645594e-07,-0.0001177906073324494
3.453431091978359e-07,-0.0001251482938926786
3.453447267898567e-07,-0.0001220634036509093
3.453465733946933e-07,-0.0001160912282097703
3.453483521128777e-07,-0.0001082336746043422
3.453506316365671e-07,-0.0001030634677728908
3.453533972452417e-07,-9.610897434337787e-05
3.453566802381831e-07,-9.353286701918954e-05
3.453602358681205e-07,-9.705639948033587e-05
3.453636538659571e-07,-0.0001040224472743407
3.453671425453492e-07,-0.0001049564660717052
3.45370909462753e-07,-0.0001017641333077784
3.45376210881727e-07,-9.419108936868866e-05
3.453814306453301e-07,-8.935092300423327e-05
3.453867788246436e-07,-8.571247842881207e-05
3.453925885206743e-07,-8.940950485059398e-05
3.453997992155498e-07,-0.000159161509873122
3.454060719779173e-07,-0.0003827202041695319
3.45412394029151e-07,-0.000766704491389036
3.454183831986e-07,-0.00125739251883212
3.454224506845797e-07,-0.001534435934052958
3.454263159070182e-07,-0.001765646806763726
3.454312522947505e-07,-0.00193389795661704
3.45435303584508e-07,-0.002027351192231434
3.454396119024547e-07,-0.002036284895917809
3.454444028736032e-07,-0.001979661800881158
3.454498073457906e-07,-0.001697948899070301
3.454543341658043e-07,-0.00139559759242971
3.45458741659904e-07,-0.00106142503088252
3.454638091147396e-07,-0.000763842505341124
3.45468184346001e-07,-0.0005368719851861684
3.454731739661364e-07,-0.0003626483829873235
3.454778182517194e-07,-0.0002374143500339286
3.454831452951174e-07,-0.0001613396439677529
3.454878690480935e-07,-0.0001083113540699794
3.454929203513779e-07,-8.382796324227243e-05
3.454964601756889e-07,-6.292768121755477e-05
3.455e-07,-5.612719092160657e-05
3.45503335075144e-07,-4.287193037640883e-05
3.455064130699636e-07,-3.575005053587885e-05
3.455099367022771e-07,-2.931344735790891e-05
3.455153230784261e-07,-2.164892304035857e-05
3.455260958307241e-07,-1.186871800147336e-05
3.455451753153302e-07,-4.301229495393722e-06
3.45567521832256e-07,-1.824752522385949e-06
3.455957863456606e-07,-1.298484041172514e-06
3.456336915061777e-07,-1.167711129894395e-06
3.45697058948138e-07,-1.221384155462564e-06
3.457931225199263e-07,-1.122756290276069e-06
3.459269349289127e-07,-1.182906386324634e-06
3.461130771105901e-07,-1.094274356930571e-06
3.463789222973585e-07,-1.162367510490308e-06
3.467649331993597e-07,-1.078537624221412e-06
3.473220348154066e-07,-1.151357784994728e-06
3.481230269823607e-07,-1.070399496362624e-06
3.490615134911804e-07,-1.146247740296731e-06
3.5e-07,-1.067140415625303e-06
3.500312500000001e-07,-6.412806447859006e-07
3.500834469393399e-07,-6.194767769825784e-07
3.501095454090098e-07,-6.315267803859365e-07
3.501617423483497e-07,-6.379033062330625e-07
3.502075002480913e-07,-1.220707029305335e-06
3.502251995683822e-07,-1.665154118908568e-06
3.502392543074334e-07,-1.922881573725551e-06
3.502566450132613e-07,-1.973923832246217e-06
3.502714267483192e-07,-1.995294886020076e-06
3.50291525885806e-07,-2.076660996263989e-06
3.502972452871384e-07,-2.045753725449013e-06
3.503086840898032e-07,-1.664419929323608e-06
3.503172396291483e-07,-1.08286512169037e-06
3.503244434634225e-07,-7.937773602496984e-07
3.503270449746365e-07,-7.635705515420531e-07
3.503322479970644e-07,-7.479927428342122e-07
3.503384703783249e-07,-7.096404309903564e-07
3.50350915140846e-07,-7.124941761971263e-07
3.503709745459362e-07,-6.816277089405105e-07
3.504110933561165e-07,-7.138901298288459e-07
3.504555466780583e-07,-7.255002562118248e-07
3.505e-07,-8.396869767682154e-07
3.505128230995374e-07,-1.042189347327532e-06
3.505332194734724e-07,-1.10255576822084e-06
3.505518615074099e-07,-1.112997223582029e-06
3.505891455752848e-07,-1.117918551875688e-06
3.506215827417685e-07,-1.118109362510701e-06
3.506858753093768e-07,-1.117657030753786e-06
3.507941484350482e-07,-1.118101504108058e-06
3.51010694686391e-07,-1.117608424531823e-06
3.514437871890767e-07,-1.118162783518648e-06
3.519296289818292e-07,-1.117816963621159e-06
3.521725498782054e-07,-1.113925632338773e-06
3.522940103263935e-07,-1.103712935833375e-06
3.524382858693405e-07,-1.070405298658728e-06
3.526043030424189e-07,-9.772574071814708e-07
3.527382633947166e-07,-8.827059564539917e-07
3.528851200372063e-07,-9.618675920470595e-07
3.529369868309828e-07,-1.708661354595752e-06
3.529593222800774e-07,-2.029773912613927e-06
3.529691917065596e-07,-2.110816991382407e-06
3.52988930559524e-07,-2.227108183330378e-06
3.530100773056009e-07,-2.428021579514555e-06
3.530234016706266e-07,-3.096893905226521e-06
3.530287397248191e-07,-4.207623354493547e-06
3.530332942399954e-07,-5.089987496768393e-06
3.530390192730849e-07,-6.540223417273833e-06
3.53043774641764e-07,-7.202369823450999e-06
3.53048587895481e-07,-7.883225761339635e-06
3.530541608589073e-07,-7.808117241332149e-06
3.530593876632217e-07,-7.221632889761533e-06
3.53063677219378e-07,-4.962889610152658e-06
3.530669110108716e-07,-4.403535482484546e-06
3.530685135914568e-07,-3.785252411219115e-06
3.530717187526273e-07,-4.022305472662383e-06
3.530750742779999e-07,-3.492781572992335e-06
3.530807106878461e-07,-3.721254729935986e-06
3.530893871621985e-07,-2.849300808690434e-06
3.531026087955405e-07,-2.010928051460701e-06
3.531141666388611e-07,-9.689473741080793e-07
3.531199455605214e-07,-1.325007341387009e-06
3.531314455567406e-07,-8.641081299944875e-07
3.531433585740318e-07,-1.246938002254194e-06
3.531671846086142e-07,-8.623444133496586e-07
3.531997975744808e-07,-1.242272235942036e-06
3.532429164189394e-07,-8.750692942088219e-07
3.532929864183119e-07,-1.25680347603746e-06
3.533660482531282e-07,-8.95777434052113e-07
3.534948229004798e-07,-1.286895680310677e-06
3.535356123191912e-07,-9.146529079170464e-07
3.536171911566142e-07,-1.290600306722837e-06
3.5372276256908e-07,-9.168791948534277e-07
3.538858721518204e-07,-1.291158754004706e-06
3.541249789535877e-07,-9.168432693227226e-07
3.545597257143773e-07,-1.29099169976563e-06
3.55e-07,-9.166126147432514e-07
3.550372797905754e-07,2.363922285830732e-06
3.550993539559202e-07,2.482604307281437e-06
3.551747394780737e-07,1.136943381388358e-06
3.551935858586121e-07,-1.052807065556798e-06
3.552030090488813e-07,-2.965439657331063e-06
3.552218554294197e-07,-9.024199799646271e-06
3.552440572656612e-07,-1.946272798167669e-05
3.552501250002273e-07,-2.287777223970878e-05
3.552526250002273e-07,3.194467473235448e-05
3.552547107765119e-07,-2.937346348093445e-05
3.55256175396072e-07,5.65977492040712e-06
3.552579497492561e-07,-6.51473217974068e-05
3.55259223559538e-07,-2.58000309028846e-05
3.552601250002273e-07,-9.26674421732667e-05
3.552604762367619e-07,-8.153906253471735e-05
3.552609538291063e-07,-8.223002807989358e-05
3.552613748040313e-07,-8.238094179223585e-05
3.552621207847957e-07,-8.316604688774721e-05
3.552632157511531e-07,-8.108978812198688e-05
3.552643915661959e-07,-7.86787681583795e-05
3.552655765830124e-07,-7.652725428767285e-05
3.552667836325334e-07,-7.922180278433982e-05
3.552680598096267e-07,-7.798898496760269e-05
3.552689771469481e-07,-7.61304023167295e-05
3.552700257429915e-07,-7.760716443767661e-05
3.552708462472339e-07,-8.027763995467228e-05
3.55271570856679e-07,-8.204351627994558e-05
3.552724784132021e-07,-8.189329937635164e-05
3.552736970223847e-07,-7.969400308702025e-05
3.552747210404847e-07,-7.706556361854894e-05
3.552759023027677e-07,-7.41772477178534e-05
3.552774083507794e-07,-7.008679003999059e-05
3.552795935830883e-07,-6.271159395188502e-05
3.55281977760029e-07,-4.891415343380611e-05
3.552844247087689e-07,-2.526255010784962e-05
3.552870392308179e-07,1.545536446525332e-05
3.552894829066232e-07,6.671948727691592e-05
3.552923634834814e-07,0.0001375598113765855
3.55295471518879e-07,0.0002189611950194804
3.55298669901766e-07,0.0003026633530490214
3.553021440387928e-07,0.0003873943354627158
3.553063028862764e-07,0.0004682027282987531
3.553091843732383e-07,0.000507132758855036
3.553112832778569e-07,0.0005229075528050691
3.553136484514537e-07,0.0005332568604872359
3.553154608502336e-07,0.0005346439583049643
3.553173624951967e-07,0.0005178863088822176
3.553188783396605e-07,0.0004963135685845327
3.553201302224466e-07,0.0004865558610664897
3.553217012051481e-07,0.0004883534651023474
3.553229738898336e-07,0.0004921682638008263
3.5532459340109e-07,0.0004947043131672421
3.553262018230832e-07,0.0004918364590480205
3.553276878206421e-07,0.0005010899310684822
3.553289570824152e-07,0.0004974764631093272
3.553304494718116e-07,0.0004925176204128904
3.553319783931706e-07,0.0004690436297251403
3.553333803364671e-07,0.0004555363527431273
3.553350272206409e-07,0.0004321921815750291
3.553374421778659e-07,0.0004122822180370552
3.553405405205232e-07,0.0003756762643930718
3.553437453857904e-07,0.000342865103805899
3.55347048442077e-07,0.0002947979087700404
3.553505262076325e-07,0.0002507830554941305
3.553548127889031e-07,0.0001902540313905725
3.553605225988576e-07,0.0001293025870493459
3.553678463536221e-07,5.620262252511989e-05
3.55375711337832e-07,-1.374124160056777e-05
3.553849100202334e-07,-0.0001436710211202374
3.553948392997961e-07,-0.0002746278760730901
3.554021481430913e-07,-0.0003764158345150429
3.554091616817699e-07,-0.0005127590688154441
3.554162754984121e-07,-0.0006370835249748393
3.554222057199409e-07,-0.0007321164884595493
3.554297843275232e-07,-0.0008252072927477946
3.554361120575191e-07,-0.0008883114549086818
3.554430755827755e-07,-0.0009167834708657695
3.554501879716155e-07,-0.000885895156627258
3.554564648743446e-07,-0.0008170311248664383
3.554616161398571e-07,-0.0007564287737426098
3.554669653915824e-07,-0.000684069266213874
3.554714259506373e-07,-0.0006283508340790903
3.554762519824543e-07,-0.0005664043824088537
3.554832991952932e-07,-0.0004870191510401742
3.554894475145373e-07,-0.0004220105865463019
3.554947237572687e-07,-0.0003738136959184663
3.555e-07,-0.0003283257235380529
3.555076649900883e-07,-0.0002776279811746198
3.555150681397303e-07,-0.0002296664025711061
3.555227488603235e-07,-0.0001883007604348368
3.555381103015099e-07,-0.0001244748243867481
3.555639414851115e-07,-6.015449172655911e-05
3.555923204560749e-07,-2.661397910160903e-05
3.556250707128561e-07,-1.072763819797797e-05
3.556640026085003e-07,-3.848330105595561e-06
3.557178794436526e-07,-1.652338786194848e-06
3.557988874669101e-07,-1.064648089977462e-06
3.559419291517549e-07,-1.229087067000721e-06
3.561610158536048e-07,-1.05690530250991e-06
3.565514624658846e-07,-1.199128049590386e-06
3.570742573777901e-07,-1.041473736561162e-06
3.578181553199097e-07,-1.186686220700176e-06
3.588735287270026e-07,-1.034649989124463e-06
3.6e-07,-1.18143453860832e-06
3.600312500000001e-07,-1.255114528866644e-06
3.600834469393399e-07,-1.278086743858029e-06
3.601878408180195e-07,-1.500543077531657e-06
3.602268607157671e-07,-2.79397139753923e-06
3.602424860333173e-07,-3.539089426076266e-06
3.602563901719293e-07,-4.220701031898976e-06
3.602698576529528e-07,-4.790506097587379e-06
3.602740796855354e-07,-5.126980899844074e-06
3.602825237507007e-07,-6.026774671454017e-06
3.602887375266034e-07,-7.29228631231128e-06
3.602942909558484e-07,-1.012510538324561e-05
3.602968870818829e-07,-1.621492139019222e-05
3.602988820241501e-07,-2.049080119727691e-05
3.603012091187601e-07,-2.874961639386153e-05
3.603033457013712e-07,-3.306704300014324e-05
3.603062612294445e-07,-4.633716930862752e-05
3.603073348510022e-07,-5.170111749439351e-05
3.60308198241911e-07,-5.303603882897482e-05
3.603090549640335e-07,-5.327670713697629e-05
3.603103031975607e-07,-4.956149598039111e-05
3.603113425944695e-07,-4.39336578366542e-05
3.603122433144133e-07,-3.667503474725872e-05
3.603129849897858e-07,-2.982724004295109e-05
3.603138372658726e-07,-2.120449943723306e-05
3.603150472699505e-07,-1.447124428395134e-05
3.603159058402079e-07,-1.086459538678205e-05
3.603168180105372e-07,-9.299816921046182e-06
3.603179232525292e-07,-6.848652651792359e-06
3.603201337365134e-07,-5.642294186197464e-06
3.603227740204101e-07,-4.108192358413921e-06
3.603262182921388e-07,-4.542081785938087e-06
3.60330758574297e-07,-3.883321174276711e-06
3.60338341250064e-07,-5.078268165124349e-06
3.603479163814751e-07,-5.123070589954219e-06
3.603621528503282e-07,-7.281745387585539e-06
3.603853071456746e-07,-9.245543754008571e-06
3.604290226727363e-07,-1.551195383347488e-05
3.604645113363682e-07,-1.715361558707963e-05
3.604822556681841e-07,-1.716349131382299e-05
3.605e-07,-1.419194609118297e-05
3.60509303509127e-07,-1.26114886551595e-05
3.605213869308987e-07,-1.056253605288136e-05
3.605329382215698e-07,-8.765622199147651e-06
3.60556040802912e-07,-5.819361793632424e-06
3.605829544046861e-07,-3.61893594117127e-06
3.606188804045054e-07,-2.118938008687511e-06
3.606636509180803e-07,-1.443947067460113e-06
3.60732841835957e-07,-1.156898538263402e-06
3.608447533531225e-07,-1.117892356752206e-06
3.609790608615621e-07,-1.099455086837277e-06
3.610931444199959e-07,-1.11349188029048e-06
3.612352555000912e-07,-1.099024412390162e-06
3.615139879128483e-07,-1.113187700855023e-06
3.620714527383625e-07,-1.098559990201987e-06
3.631863823893909e-07,-1.112311683635061e-06
3.650000000000001e-07,-1.097449528123733e-06
3.650690382741046e-07,-2.131413950720606e-06
3.651626481917777e-07,-2.382711773316335e-06
3.652090719919995e-07,-5.508114489122706e-06
3.652278880372786e-07,-4.937531623657556e-06
3.652414687868023e-07,2.040454407779463e-07
3.652585722308033e-07,1.09130861845767e-05
3.652728983424654e-07,1.119163606202695e-05
3.652787263705853e-07,6.209278144178618e-06
3.652834570233717e-07,-2.390895082807297e-06
3.652878157568421e-07,-8.531541219901684e-06
3.652925432397576e-07,-1.088810259935584e-05
3.65296891146999e-07,-1.453302536645187e-05
3.652999024017744e-07,-2.174023813976442e-05
3.65302965004253e-07,-2.933014039178763e-05
3.653063770307023e-07,-3.744513046968411e-05
3.653098578574052e-07,-4.629788792895408e-05
3.653139172262376e-07,-6.67561865902698e-05
3.653169283767718e-07,-7.787438060210203e-05
3.653190654194611e-07,-8.15542280830075e-05
3.653215953319027e-07,-8.160273681640824e-05
3.653236682690669e-07,-8.398153847990015e-05
3.653255421490156e-07,-6.539860422485082e-05
3.653271556489107e-07,-6.232653654289866e-05
3.653292482623072e-07,-4.411620442475117e-05
3.653311081400073e-07,-4.903939858778194e-05
3.653331874816325e-07,-4.315214503993757e-05
3.653353737566163e-07,-5.697861334030825e-05
3.653373338809884e-07,-5.550151205732107e-05
3.653391837287007e-07,-7.376781893903738e-05
3.653403029527157e-07,-7.808258252372575e-05
3.65341673423138e-07,-9.221828000704834e-05
3.653430380739087e-07,-9.209000651541917e-05
3.653451371351398e-07,-9.399604435960139e-05
3.653469668352322e-07,-8.394680113749246e-05
3.653489741643463e-07,-8.314392908481685e-05
3.653515244462831e-07,-7.393239624714033e-05
3.653543908857226e-07,-7.431354499097381e-05
3.653579504583783e-07,-6.900080700887281e-05
3.653616738021178e-07,-7.897546154722474e-05
3.653648826762892e-07,-7.72641154909478e-05
3.653681925009736e-07,-8.187138332020113e-05
3.653729331436531e-07,-7.244190033871925e-05
3.653779494252647e-07,-7.266736300156529e-05
3.653831961941232e-07,-6.419544760004392e-05
3.65388581416731e-07,-6.771467338234027e-05
3.653948553002883e-07,-7.190705980813467e-05
3.654028379662709e-07,-0.0001911146844438519
3.654109488379605e-07,-0.0005224202067946665
3.654173706488321e-07,-0.0009474360466531956
3.654235876591989e-07,-0.001333345316159192
3.654281772212962e-07,-0.001552062256108396
3.654346276400953e-07,-0.00172203964919845
3.654406454150009e-07,-0.001778772679511851
3.654466754911889e-07,-0.001699658192965569
3.654528929970446e-07,-0.001411355584582029
3.654580048050644e-07,-0.001081435190615994
3.654625997230124e-07,-0.0007870667043066316
3.65466849222251e-07,-0.0005722888738495605
3.654720628982829e-07,-0.0003580225877658173
3.654767553121941e-07,-0.0002403292905430409
3.654825649089525e-07,-0.0001387087841759163
3.654885343222282e-07,-9.251273935359851e-05
3.654942671611141e-07,-5.781006883814327e-05
3.655e-07,-4.726395533144136e-05
3.65508181350412e-07,-2.829789759614059e-05
3.655159589725148e-07,-1.795023591140884e-05
3.655239975614659e-07,-1.169707340837098e-05
3.655400747393681e-07,-4.950726257213189e-06
3.655605337192402e-07,-2.20065929983107e-06
3.655872232067985e-07,-1.29316908059493e-06
3.65621428856556e-07,-1.206819192231824e-06
3.65675057212184e-07,-1.157996263605792e-06
3.657620692463384e-07,-1.171132882694612e-06
3.658825599805933e-07,-1.122898050623239e-06
3.660509020410952e-07,-1.146883721160747e-06
3.662884582600042e-07,-1.104282904972996e-06
3.666334006806616e-07,-1.133592362326306e-06
3.67132065042199e-07,-1.094268880163426e-06
3.678493318459266e-07,-1.126621113582344e-06
3.688819999533443e-07,-1.089217439463899e-06
3.700000000000001e-07,-1.123453765430221e-06
3.700312500000001e-07,-6.434304547620973e-07
3.700834469393399e-07,-6.243251126708179e-07
3.701095454090098e-07,-6.338928023781347e-07
3.701617423483497e-07,-6.351756517091805e-07
3.70207676897573e-07,-1.205236678519365e-06
3.7022546563987e-07,-1.654499064276074e-06
3.70239502127224e-07,-1.897136432579741e-06
3.70256813276496e-07,-1.952739384338861e-06
3.70271648928868e-07,-1.969609834085257e-06
3.70291590905475e-07,-2.064886189827821e-06
3.702973399879628e-07,-2.02707827146301e-06
3.703088381529385e-07,-1.654086878823962e-06
3.70317364401689e-07,-1.065414628537e-06
3.703245713579126e-07,-7.930282375382648e-07
3.703272215778523e-07,-7.568552987140589e-07
3.703325220177317e-07,-7.487535631076142e-07
3.703388392949985e-07,-7.052491543192651e-07
3.703514738495323e-07,-7.148526364002678e-07
3.703720299271529e-07,-6.787666782654035e-07
3.704131420823942e-07,-7.175791557635206e-07
3.704565710411971e-07,-7.234639045613633e-07
3.705e-07,-8.402954163887913e-07
3.705128713336273e-07,-1.040898602400743e-06
3.705330173613234e-07,-1.101362336312279e-06
3.705514548076393e-07,-1.112163913040365e-06
3.705883297002712e-07,-1.117391106442679e-06
3.706205737405401e-07,-1.117656801976459e-06
3.706843269850926e-07,-1.117178491436552e-06
3.70789784964052e-07,-1.117676978856983e-06
3.710007009219709e-07,-1.117205540174729e-06
3.714225328378087e-07,-1.117851314131714e-06
3.718756105856083e-07,-1.117505957431199e-06
3.72102149459508e-07,-1.11425756690565e-06
3.722154188964579e-07,-1.105942758442329e-06
3.723715279531636e-07,-1.073342700573399e-06
3.725394173306473e-07,-9.825553756275217e-07
3.726760454997136e-07,-8.855607850436492e-07
3.72820247458781e-07,-9.299579322289115e-07
3.728778288598656e-07,-1.708289510682957e-06
3.72900895334932e-07,-2.039308689181296e-06
3.729110514591516e-07,-2.110344263110806e-06
3.729313637075908e-07,-2.241255272200884e-06
3.729528095215946e-07,-2.440249438897852e-06
3.729633613015645e-07,-2.947949887707907e-06
3.729686145425255e-07,-3.863917733261779e-06
3.72973323176969e-07,-4.819001922446812e-06
3.729793610565983e-07,-6.295435078849164e-06
3.729841155260047e-07,-7.074425711725487e-06
3.729911202905043e-07,-7.945280426545103e-06
3.729967863318235e-07,-7.759518595761308e-06
3.730021676545949e-07,-6.62932784764585e-06
3.730060645381323e-07,-4.653445735540023e-06
3.730095175489916e-07,-4.107766019167676e-06
3.730141320340356e-07,-3.656300154673461e-06
3.730175152117554e-07,-3.776277932872974e-06
3.730222668748771e-07,-3.386044415204025e-06
3.730316813761878e-07,-3.108258886136339e-06
3.730443764951121e-07,-1.649885678857127e-06
3.730561852130663e-07,-1.280719051889114e-06
3.73061593708561e-07,-9.922005108353074e-07
3.730724106995503e-07,-1.192790694640084e-06
3.730843264176592e-07,-9.23449185774198e-07
3.731081578538768e-07,-1.185843521069635e-06
3.731430584798759e-07,-9.195572492486447e-07
3.731859418469319e-07,-1.198238441117952e-06
3.732366687585245e-07,-9.342571742105517e-07
3.733098702985842e-07,-1.218938504262889e-06
3.734448574654995e-07,-9.647288306160251e-07
3.734848098647542e-07,-1.237709500138209e-06
3.735647146632637e-07,-9.678807301882599e-07
3.73670737180595e-07,-1.239613721532457e-06
3.738405774103439e-07,-9.683749050414435e-07
3.740935933110529e-07,-1.239580199767276e-06
3.74555338810343e-07,-9.682230645401475e-07
3.750000000000001e-07,-1.239376249767027e-06
3.750374241689708e-07,2.095202569268378e-06
3.750996584996199e-07,2.174423292822063e-06
3.751748917499236e-07,9.950177273103819e-07
3.751937000624995e-07,-1.003878445197758e-06
3.752031042187875e-07,-2.743890322956256e-06
3.752219125313635e-07,-8.304604600793223e-06
3.752440807535627e-07,-1.821646796620464e-05
3.752501250002273e-07,-2.149993837046278e-05
3.752526250002273e-07,3.911807369408413e-07
3.752547075788855e-07,-3.010710447793737e-05
3.752561696360427e-07,-4.727162133460378e-05
3.752572385769198e-07,-7.694492835130107e-05
3.752583359265403e-07,-8.936076257040972e-05
3.752592304633838e-07,-0.0001168482406500341
3.752601250002273e-07,-0.0001296576981864693
3.752604085387161e-07,-0.0001207883293880008
3.752608465671273e-07,-0.0001184434223121316
3.75261249735087e-07,-0.0001166196222113473
3.752619771362452e-07,-0.0001159277847620911
3.752629079178131e-07,-0.0001161807547543499
3.752638602967895e-07,-0.0001165261648051267
3.752648898710828e-07,-0.0001170825205678446
3.75265951978297e-07,-0.0001185019876377474
3.752671845460358e-07,-0.0001206016735978524
3.752682622725286e-07,-0.0001173180457093799
3.752691648365784e-07,-0.0001183561066098381
3.752698623265887e-07,-0.0001189920263122446
3.752706263134633e-07,-0.000118103527629277
3.752713140776688e-07,-0.0001149010873161455
3.752721947437577e-07,-0.0001065766190305896
3.752733860849467e-07,-9.441112935694005e-05
3.752744060261654e-07,-8.612594145674639e-05
3.752755337518924e-07,-7.999131510481316e-05
3.752767634411029e-07,-7.512558071255111e-05
3.752782944799526e-07,-7.081366505993052e-05
3.752802890526559e-07,-6.404132347142443e-05
3.752827671367769e-07,-5.176810956024936e-05
3.752850546952735e-07,-3.090988242905407e-05
3.752878155746793e-07,1.016748119582149e-05
3.75290252227609e-07,6.079648666062775e-05
3.752937405773774e-07,0.0001455995408618921
3.75297070278786e-07,0.0002328190103702919
3.753004047452404e-07,0.0003186434141299539
3.753040700481584e-07,0.000402639750769631
3.753087877361778e-07,0.000480504352959967
3.753111060158507e-07,0.0005032944869609681
3.753130068876993e-07,0.0005140230856005177
3.753150237072475e-07,0.0005210659641497441
3.753167329871928e-07,0.0005159386570989232
3.753178998513824e-07,0.0005059826713827455
3.753191360156089e-07,0.0004931010719237868
3.753203663328822e-07,0.0004907671953321539
