leafValue(clip(abs(P_inst) 2e-08 ((256 * 5e-08) + 2e-08)) "delay" 1.25e-08) X,leafValue(clip(abs(P_inst) 2e-08 ((256 * 5e-08) + 2e-08)) "delay" 1.25e-08) Y
8.008004308259579e-06,1.150908513078408e-05
8.008005851738861e-06,0.000225852742035469
8.00800685868952e-06,0.0001302539313486729
8.008007948374803e-06,0.0003349081361160637
8.008008925999387e-06,0.0002491179171314488
8.008009667158391e-06,0.000437370831083342
8.008010250000456e-06,0.0003297354441663564
8.008010480416606e-06,0.0002755564639927936
8.00801081664721e-06,0.0002630717959986721
8.008011120700442e-06,0.000254087784540728
8.008011728806906e-06,0.0002414435564167984
8.008012650745545e-06,0.0002403758664516732
8.008013527028761e-06,0.0002468200983311675
8.008014464776838e-06,0.0002567052649402937
8.008015391156276e-06,0.0002673342754203692
8.008016553264082e-06,0.0002729342811901971
8.008017752752964e-06,0.000264701996896575
8.008019055173875e-06,0.0002658555055758201
8.008020196604277e-06,0.0002823961862692023
8.008021091136943e-06,0.0002466704981675757
8.008021917337804e-06,0.0002345086714056517
8.008022498889338e-06,0.0002136023534190349
8.00802313364963e-06,0.0002147639469180474
8.008023801824908e-06,0.0001982661015598732
8.008024687332999e-06,0.0002016236774747535
8.008025769692311e-06,0.0001812795401461148
8.008026766505923e-06,0.0001831682227682166
8.008027866529756e-06,0.0001654840863341873
8.008029124891369e-06,0.0001695185301592281
8.008030806568187e-06,0.0001534474112632605
8.008033125080385e-06,0.0001581999242743248
8.00803516905405e-06,0.0001432582983850512
8.008036858964801e-06,0.000149131864704531
8.008038485220336e-06,0.0001360858327972771
8.008039385719248e-06,0.0001472242960893151
8.008040500734191e-06,0.0001423540422404077
8.008041544307825e-06,0.0001579474003764039
8.008043233922822e-06,0.0001551182754707342
8.008044584021637e-06,0.000169422061986803
8.0080460724262e-06,0.0001629187672822953
8.008047980090092e-06,0.0001745000030914041
8.008050372488294e-06,0.0001640562195219213
8.008052768677799e-06,0.0001755416623353823
8.008055416651775e-06,0.0001708158730400164
8.008058302500706e-06,0.0001855611490502879
8.008060585885337e-06,0.0001769393327113466
8.00806373704718e-06,0.0001865833274457127
8.008066686023967e-06,0.0001755686894279256
8.008069838711207e-06,0.0001851491200686615
8.008073173366968e-06,0.0001783998383076381
8.008077305084587e-06,0.0002099179446099699
8.008080297592071e-06,0.0002474854757853157
8.008083390316447e-06,0.0003460740174226821
8.008085414701196e-06,0.0004327913369302653
8.008086602765488e-06,0.0005131166487034709
8.008088179429565e-06,0.0006180179984675541
8.008089382603543e-06,0.0007295064754916278
8.008090328325047e-06,0.0008101454188026686
8.008091316718803e-06,0.0009193485540742823
8.008092354043011e-06,0.001025612565895182
8.008093797969148e-06,0.001212075588203398
8.008095231450433e-06,0.00140249971012399
8.00809688015564e-06,0.001668185755965883
8.008098751584631e-06,0.001984904215200668
8.008101283924285e-06,0.002476388099909741
8.008104636965945e-06,0.003144263296738565
8.008108080699152e-06,0.003846503738384125
8.008111511982821e-06,0.004490241128899571
8.008114985575827e-06,0.005091266255937038
8.008118719805561e-06,0.005632187349752517
8.008124001342877e-06,0.006253145237095382
8.008128874824251e-06,0.006646050482395058
8.008134038526543e-06,0.006918889820339896
8.008139506099176e-06,0.00701650837091641
8.008146444510104e-06,0.006901418199163133
8.008153337091302e-06,0.006557637123927875
8.008160938215024e-06,0.006102404545987776
8.008169457936493e-06,0.0055714328531409
8.008177250313943e-06,0.005135680295029634
8.008185289924853e-06,0.004715920393970405
8.008195332821175e-06,0.004264675433731655
8.008206029238843e-06,0.003821683812714125
8.008217929377722e-06,0.003407710888188681
8.00823222185602e-06,0.002973286138006256
8.008251026518791e-06,0.002515567972580677
8.008268947678112e-06,0.002124536895410738
8.00828919891373e-06,0.001748386067126941
8.008313592585471e-06,0.001361320233650154
8.008340183400065e-06,0.001046120920769759
8.008372591375859e-06,0.0007291629468244084
8.008401477076553e-06,0.0005045892319313633
8.008434341408524e-06,0.0002825333941322283
8.008467170704264e-06,0.0001285567951651322
8.008500000000001e-06,1.582046177264066e-05
8.008520097960957e-06,1.616546007175375e-05
8.008543995551803e-06,5.24447677711288e-05
8.008567032887589e-06,7.272991743731502e-05
8.00861310755916e-06,8.942111346518017e-05
8.008686316936576e-06,8.13178369550916e-05
8.008777407371444e-06,5.734160440822989e-05
8.008892037732858e-06,3.31441321410245e-05
8.009050654525448e-06,1.536638059292347e-05
8.009315174953577e-06,3.814081765065127e-06
8.009758121230024e-06,1.983801975545703e-07
8.010374863054953e-06,2.47715024736628e-07
8.011335554058445e-06,8.109592012023894e-08
8.012729318420942e-06,3.895950820077246e-07
8.014716838217533e-06,1.986931118911755e-07
8.017548990025635e-06,4.465662724951553e-07
8.019999999999999e-06,2.191593318760978e-07
8.020062499999999e-06,3.995742064534498e-07
8.020168009581454e-06,4.001129393239782e-07
8.020379028744366e-06,6.434338575527909e-07
8.02045665015132e-06,1.911713356388321e-06
8.020475393565438e-06,2.231752957729376e-06
8.020497359796369e-06,2.597343956345414e-06
8.02051830011719e-06,3.14279840556642e-06
8.020532699889975e-06,5.395592212215982e-06
8.02054161089832e-06,8.071981463199577e-06
8.020552000399723e-06,1.214716168295862e-05
8.020560352594374e-06,1.586983923710285e-05
8.020563205555594e-06,1.91411694241434e-05
8.020565862852241e-06,2.426156148599987e-05
8.020567833922968e-06,3.077146100538746e-05
8.020570294362171e-06,4.059500275860166e-05
8.020572182384345e-06,4.948104783935918e-05
8.020574964145833e-06,6.112139894083839e-05
8.020577797972199e-06,7.017701651752257e-05
8.020579790743622e-06,7.239266162573259e-05
8.02058118749816e-06,7.454498864281926e-05
8.020582845339994e-06,7.617402840896942e-05
8.020584571099766e-06,7.915904744787247e-05
8.020586150021969e-06,7.955891945777915e-05
8.02058795307216e-06,7.994784339903149e-05
8.020590814780106e-06,7.795206483754319e-05
8.020594601460792e-06,7.623160928932479e-05
8.020598383905676e-06,7.340494899164867e-05
8.020603048357566e-06,7.133307625229299e-05
8.020609721828147e-06,6.723471245585806e-05
8.020620160795993e-06,6.336205494775702e-05
8.020630616837891e-06,5.890163177591036e-05
8.020642257377865e-06,5.548583294588913e-05
8.020656004788674e-06,4.986493998065171e-05
8.020673005294441e-06,4.325168579150131e-05
8.020688386930955e-06,3.507863543451865e-05
8.02070273516338e-06,2.865178453114104e-05
8.020719004448967e-06,2.101662422951398e-05
8.020746731409442e-06,1.317384137966676e-05
8.020776165660939e-06,7.846687717159761e-06
8.020807933113569e-06,6.218805825232109e-06
8.020843667378854e-06,4.637721848547288e-06
8.020888855138382e-06,4.752008891447166e-06
8.020931529083761e-06,3.67112358215149e-06
8.02096576454188e-06,3.879395224380126e-06
8.021e-06,2.886474781884837e-06
8.021019008808913e-06,2.810763514256458e-06
8.021043113337529e-06,2.593789755170274e-06
8.021066248933514e-06,2.430886676555435e-06
8.021112520125484e-06,2.155774238194681e-06
8.021202909160006e-06,1.820054755606994e-06
8.021341435934893e-06,1.52683511711749e-06
8.021568212251219e-06,1.293156424571017e-06
8.022021764883871e-06,1.034865119015579e-06
8.022490345869127e-06,8.753614751278247e-07
8.022655695156349e-06,8.239035024121171e-07
8.022986393730793e-06,7.55219805988869e-07
8.023311330384437e-06,6.843652066125717e-07
8.023961203691725e-06,5.914252959164937e-07
8.025260950306301e-06,4.584188932979812e-07
8.027860443535452e-06,3.636412776670109e-07
8.0325e-06,3.278116860788017e-07
8.032644925079034e-06,1.04145066333572e-06
8.032829767189827e-06,1.613324429280827e-06
8.032922188245225e-06,9.553363254712029e-06
8.032955548869292e-06,1.615178262626672e-05
8.032978195930172e-06,2.033148271280985e-05
8.033005563935877e-06,2.458209589262284e-05
8.033030975196589e-06,2.880596066467867e-05
8.033037333060799e-06,3.029054930269911e-05
8.033043827462709e-06,3.167142953929214e-05
8.033051332012518e-06,3.370658860341872e-05
8.033058133135752e-06,3.63986308158454e-05
8.033064396688617e-06,4.071430984362471e-05
8.033069003122258e-06,4.388974736362895e-05
8.03307468595598e-06,4.892388844787204e-05
8.033079823768114e-06,5.614903724105214e-05
8.033081909713115e-06,6.136666345902252e-05
8.033083865444922e-06,6.579507405737949e-05
8.033086008367062e-06,7.116050643049436e-05
8.033088330081001e-06,7.48801850788515e-05
8.033091428371178e-06,8.002396084002804e-05
8.033092663302034e-06,8.331767585977344e-05
8.033093673696645e-06,8.128908960236646e-05
8.033094710420912e-06,8.138605824606036e-05
8.033095437137438e-06,7.967176176616362e-05
8.03309627954989e-06,8.438630411759016e-05
8.033097009729665e-06,8.602929424950261e-05
8.033097927097816e-06,8.956686722289361e-05
8.033098955313232e-06,8.797884248148985e-05
8.033100021469869e-06,8.836312837574009e-05
8.033101219350465e-06,8.511015306237453e-05
8.033102643801024e-06,8.48612305352532e-05
8.033104531508745e-06,8.145982989298405e-05
8.033106742389713e-06,8.423829325194713e-05
8.033109108330497e-06,8.941600433596586e-05
8.03311131250364e-06,9.987768585528662e-05
8.033113697754097e-06,0.0001066855573008859
8.033116032962224e-06,0.0001134585295743994
8.033118770459578e-06,0.0001151000442132215
8.033121869952665e-06,0.0001160504416668866
8.033124947514923e-06,0.0001087097907251219
8.033128398423593e-06,9.576488204627485e-05
8.03313213217063e-06,7.809643589129682e-05
8.033136578540304e-06,7.130877295445855e-05
8.033140813149465e-06,6.799909657448261e-05
8.033144732669154e-06,6.835242411804784e-05
8.033150082095974e-06,6.540535144712442e-05
8.033160780949615e-06,6.554402724103363e-05
8.033172626246423e-06,6.40067114692837e-05
8.033186715620127e-06,7.700639423239871e-05
8.033201340966436e-06,0.0001035955056296975
8.03321544655781e-06,0.0001450510710737987
8.033227730693529e-06,0.0001806577034791985
8.03324366519473e-06,0.0002307357700939046
8.033257565374943e-06,0.0002659418961515108
8.033274865233577e-06,0.0003078044603488003
8.033293239125967e-06,0.0003412302576680299
8.033316684422273e-06,0.0003798503778664476
8.033334336140374e-06,0.0003989513057215878
8.033355673994664e-06,0.0004205682093726242
8.033387537708446e-06,0.0004374052591663621
8.03345126513601e-06,0.0004453463131733564
8.0335e-06,0.0004164280968528597
8.033521985817098e-06,0.0003926563687793142
8.033552563572285e-06,0.0003572466567951716
8.033580387703579e-06,0.0003209325393398692
8.033618443973091e-06,0.0002706648475134388
8.033677638928256e-06,0.0002024251327332933
8.033738886758309e-06,0.000148992809690017
8.033807617452089e-06,0.0001074990550998307
8.033879281145694e-06,7.779331003905563e-05
8.033975051938462e-06,5.139989507617125e-05
8.034103550410279e-06,2.957902830276489e-05
8.034350160125918e-06,9.695293038484875e-06
8.034697415262434e-06,1.733360595136046e-06
8.035206391321014e-06,3.298782362481261e-07
8.035913082756562e-06,3.011989972322936e-07
8.036965963193554e-06,3.778982550525258e-07
8.038460975214402e-06,2.903348389105319e-07
8.04058211868157e-06,3.787106475737948e-07
8.042791059340786e-06,2.887459512952923e-07
8.045e-06,3.788551146335438e-07
8.045062499999999e-06,1.157566812359866e-07
8.045168009581455e-06,1.075509177556495e-07
8.045220764372183e-06,1.092866149296963e-07
8.045326273953639e-06,1.206667287481401e-07
8.045410529717822e-06,6.303724491039497e-07
8.045436220701241e-06,9.636602565125865e-07
8.045459906232706e-06,1.282359946165149e-06
8.045490336940298e-06,1.406857107539901e-06
8.045512615660957e-06,1.417255143821914e-06
8.045547267999015e-06,1.43910285424985e-06
8.045574510093326e-06,1.29586115225764e-06
8.045582124719219e-06,1.13511200617918e-06
8.045597353971004e-06,8.408784535630101e-07
8.045609518439772e-06,4.770713351534856e-07
8.045625349712138e-06,3.632492342822022e-07
8.045637941163335e-06,2.446078042990164e-07
8.045650356749837e-06,2.369406452687252e-07
8.04567518792284e-06,1.395126851624758e-07
8.045724850268846e-06,1.510682348779752e-07
8.045804723697934e-06,1.078126518488838e-07
8.045902361848967e-06,1.648390736891997e-07
8.046000000000001e-06,1.572175999541717e-07
8.046028454379028e-06,2.689903995228863e-07
8.046072392706695e-06,3.070177398417735e-07
8.046112489618339e-06,3.233516283742974e-07
8.046192683441628e-06,3.307913091066718e-07
8.04625970629789e-06,3.32590095275847e-07
8.046382818795221e-06,3.342355878573027e-07
8.04656809037245e-06,3.365737751260107e-07
8.046938633526909e-06,3.394286502057066e-07
8.047679719835826e-06,3.449016771063612e-07
8.04916189245366e-06,4.250602783034548e-07
8.04962231675629e-06,5.302053759853722e-07
8.050543165361551e-06,1.144645093353801e-06
8.051388421285688e-06,2.400406501433698e-06
8.052155339640692e-06,3.931654720567825e-06
8.052339206000862e-06,4.31507349597994e-06
8.052706938721201e-06,5.875174066321871e-06
8.052818281764371e-06,6.893292798810683e-06
8.052864661563706e-06,7.270022956991233e-06
8.052908210347901e-06,7.397174295860046e-06
8.052949907020039e-06,7.398213663780902e-06
8.053003043162767e-06,7.049526432872212e-06
8.053058756890164e-06,6.190404911936508e-06
8.053075540636533e-06,5.370260540910595e-06
8.053096723956453e-06,4.744077143554861e-06
8.053101583772405e-06,4.562529846988874e-06
8.053111303404311e-06,4.408241837058161e-06
8.053127360975482e-06,3.979065166605384e-06
8.053151271882347e-06,3.543543015442941e-06
8.053192021179702e-06,2.637962075658811e-06
8.05323249327889e-06,2.271612174367649e-06
8.053271251335174e-06,1.859678919760581e-06
8.053282272342059e-06,2.911375270719475e-08
8.053293517789437e-06,1.878677173935247e-06
8.053302249550152e-06,3.641064408743731e-07
8.053311968101584e-06,1.666809460790869e-06
8.053331405204447e-06,6.223226470060748e-07
8.053359622048248e-06,1.438321375799047e-06
8.053397958669311e-06,7.349410486824281e-07
8.05344333559829e-06,1.399360614497382e-06
8.053516426364273e-06,7.358355375159891e-07
8.053619142664818e-06,1.402019729922522e-06
8.053770771334763e-06,7.370065285103722e-07
8.053838534217728e-06,1.403186289727137e-06
8.053974059983658e-06,7.381050674822036e-07
8.054108629557485e-06,1.403845195065846e-06
8.05437776870514e-06,7.38627148275878e-07
8.054828542276384e-06,1.404095084513567e-06
8.055522205817034e-06,7.388227485190639e-07
8.056511102908516e-06,1.40416344905708e-06
8.0575e-06,7.389600383059895e-07
8.057572950190395e-06,2.167432590978172e-06
8.057689915257727e-06,2.233607039926862e-06
8.05784508262909e-06,6.531157376384002e-07
8.05788387447193e-06,2.043392211443655e-06
8.057898421412997e-06,3.74896551149063e-06
8.05792751529513e-06,8.673986956621437e-06
8.057963882647791e-06,1.443420866004646e-05
8.057992607828098e-06,1.687464779258812e-05
8.058000250000454e-06,1.727474306872872e-05
8.058002750000455e-06,3.817305209765554e-05
8.05800429064331e-06,1.874450406107968e-05
8.058005817968052e-06,2.068085704623309e-05
8.058007438726811e-06,5.052357391704196e-05
8.058008715540159e-06,7.517858640280549e-06
8.058009482770307e-06,7.357642804996607e-05
8.058010250000455e-06,2.696606574577592e-05
8.058010538375417e-06,7.092338275845878e-05
8.058010925147266e-06,7.016639672602563e-05
8.058011282885458e-06,7.036446537121466e-05
8.058011998361843e-06,6.926158641623462e-05
8.058013046326463e-06,6.670920871055134e-05
8.058014193272501e-06,6.221941664316182e-05
8.058015327328202e-06,5.996980087265503e-05
8.05801648188021e-06,6.116933499776269e-05
8.058017664177026e-06,5.819690391278294e-05
8.05801909259157e-06,5.322343227495718e-05
8.058020492549096e-06,4.622216050605669e-05
8.058022416851134e-06,3.957978272661618e-05
8.058023967454142e-06,3.590034183136825e-05
8.058025747341848e-06,3.456200520536025e-05
8.058027563554747e-06,3.331388673626346e-05
8.058029806853774e-06,3.377306892521601e-05
8.058032616226077e-06,3.451841931712032e-05
8.058034427367037e-06,3.642967861881169e-05
8.058036390786485e-06,3.627492280475805e-05
8.058037951743437e-06,3.758884685230273e-05
8.058038835417282e-06,3.849851449059533e-05
8.058040079886871e-06,4.449342844726975e-05
8.058041124446205e-06,4.836162922139017e-05
8.058042603470939e-06,5.347419384487469e-05
8.058044200540092e-06,5.532169613785801e-05
8.058045698703719e-06,5.743939668180353e-05
8.058047577589929e-06,5.776900544079825e-05
8.058049936211851e-06,5.976539072055418e-05
8.05805234081885e-06,6.375458576876029e-05
8.058054905134543e-06,7.230465790827372e-05
8.0580579285799e-06,7.869931562895132e-05
8.058060206350774e-06,8.127329775123845e-05
8.058063217846729e-06,8.182991344718156e-05
8.058066117248049e-06,8.31651424424983e-05
8.058069297483611e-06,8.519841162383515e-05
8.058072552674456e-06,9.064068026677295e-05
8.05807659832448e-06,9.978867810385857e-05
8.058079696535605e-06,0.0001068944558824665
8.058082725811464e-06,0.0001124628506042187
8.058085970360665e-06,0.0001201320367308704
8.058087432800837e-06,0.0001256840521144236
8.058089082062556e-06,0.0001272212368971987
8.058090557435192e-06,0.0001294667124023804
8.058091661076993e-06,0.000123664652896189
8.058092727158222e-06,0.0001205886036795322
8.05809485932068e-06,0.0001076869105650404
8.058096355082182e-06,0.0001075724464643916
8.058097797464757e-06,9.971895239577548e-05
8.058098847712526e-06,9.761487177885923e-05
8.058099634108741e-06,9.306225406951735e-05
8.058100500657924e-06,9.238453229397603e-05
8.058101268874688e-06,8.742797466887869e-05
8.058102230172529e-06,8.585293400568276e-05
8.058103659175942e-06,7.765173147022825e-05
8.05810476481495e-06,7.640398144644907e-05
8.05810603325686e-06,7.13610701848292e-05
8.058107522465342e-06,7.247587722364255e-05
8.058109583345509e-06,7.048204647271018e-05
8.058112477740068e-06,7.456709340385147e-05
8.058115838181198e-06,7.435419794579978e-05
8.058119457728668e-06,8.008681767908372e-05
8.058122728777148e-06,8.145265303625674e-05
8.058126054319059e-06,8.624002828887646e-05
8.058129785987548e-06,8.426662592735957e-05
8.058135095603012e-06,8.394151745976638e-05
8.058140159654014e-06,7.657264423471836e-05
8.058145349658295e-06,7.302812544910432e-05
8.058150810569258e-06,6.538365114681441e-05
8.058157653448022e-06,7.445224359225627e-05
8.058166475389705e-06,0.0001618965079341698
8.058177999780217e-06,0.000542450689781221
8.058189369963807e-06,0.001110514996445647
8.058203699313452e-06,0.001697629954083193
8.058213793843177e-06,0.001959507265425834
8.058229982047932e-06,0.002172841337922738
8.058244957284215e-06,0.002241655661697852
8.05825971218191e-06,0.002254797740648127
8.058275844959699e-06,0.002245511794908855
8.058297370878594e-06,0.002203644196336424
8.058321727762813e-06,0.002138173642453669
8.058356859190838e-06,0.002026920775147833
8.058388563961437e-06,0.001928698849152729
8.058419834198856e-06,0.001831453248856524
8.058457726451038e-06,0.001718609721021623
8.058500000000001e-06,0.001587620476299233
8.058523285169327e-06,0.00151756778418157
8.058550605978832e-06,0.001426189662048927
8.058576962537611e-06,0.001333987903398946
8.05862967565517e-06,0.001131409523620357
8.058735101890288e-06,0.0006871752790431206
8.05885890653141e-06,0.0002596852633688007
8.058970911072138e-06,5.936657521230823e-05
8.059101139435884e-06,2.774470680567195e-05
8.059219137993074e-06,4.267854637477833e-05
8.05935906684623e-06,4.148729850958228e-05
8.05953578561417e-06,3.230101396404521e-05
8.059796096459832e-06,2.443169101530265e-05
8.060190220288679e-06,1.697542176933608e-05
8.060883693529565e-06,1.23866257305198e-05
8.061968994177025e-06,6.19867556618355e-06
8.063774116738082e-06,2.72662629799473e-06
8.066217239778506e-06,1.901897220497325e-07
8.068108619889252e-06,3.502020020449198e-07
8.069999999999999e-06,7.293813700085329e-07
8.070015624999999e-06,3.222816973725423e-07
8.070046875e-06,3.23706642537705e-07
8.070109375000001e-06,3.303942128704267e-07
8.070217936866945e-06,3.301215089810937e-07
8.07034074277934e-06,4.080056635152101e-07
8.070386712524523e-06,6.453756418984469e-07
8.070409697397114e-06,9.068434065518754e-07
8.070455667142296e-06,1.820431629876871e-06
8.070488243857535e-06,2.38407687483553e-06
8.070511540050625e-06,2.742268760191852e-06
8.070528026560438e-06,4.2885688530264e-06
8.07053771482806e-06,6.674298175934925e-06
8.070546123278389e-06,9.714559118086989e-06
8.070554725071561e-06,1.314579841525815e-05
8.070563569799739e-06,1.902384141271259e-05
8.070567940255437e-06,3.086806283868567e-05
8.070570071594176e-06,3.869793731338563e-05
8.070572535735964e-06,5.07798482372344e-05
8.07057476913689e-06,5.950163477099157e-05
8.07057668948347e-06,6.709187123644167e-05
8.070578153360519e-06,7.003019962355467e-05
8.070579746034905e-06,7.254537994912044e-05
8.070580930754996e-06,7.350504590967266e-05
8.070582567851665e-06,7.603049348515186e-05
8.070584254640811e-06,7.819141281410886e-05
8.070585826431518e-06,7.985263107655872e-05
8.07058755224384e-06,7.958697943120876e-05
8.070590124181596e-06,7.879262323885328e-05
8.070594195189206e-06,7.600223251123197e-05
8.070597866407417e-06,7.420038992051032e-05
8.070602356252087e-06,7.118187097784126e-05
8.070608537732274e-06,6.832556415526353e-05
8.07061935733698e-06,6.313541405007795e-05
8.070629609003594e-06,5.977002517213204e-05
8.07064126843512e-06,5.529263968430344e-05
8.070654541167937e-06,5.094160316506745e-05
8.070672033988238e-06,4.318462610877736e-05
8.070686962777706e-06,3.632931517717034e-05
8.070701389428617e-06,2.877338592760137e-05
8.07071722465193e-06,2.223510447779753e-05
8.070745321961128e-06,1.293894070715306e-05
8.07077485871633e-06,8.472664242338458e-06
8.070806519025209e-06,5.713287476637669e-06
8.070841793062648e-06,5.146580295516652e-06
8.070887364314575e-06,4.196454731298447e-06
8.070929797703214e-06,4.171346717812482e-06
8.070964898851607e-06,3.322563165381005e-06
8.070999999999999e-06,3.367832212830568e-06
8.071019109380683e-06,2.767573083377043e-06
8.07104352695507e-06,2.545858624587883e-06
8.071066929281749e-06,2.384064059865453e-06
8.071113733935106e-06,2.10605073443121e-06
8.071204477465702e-06,1.776055788916456e-06
8.071344125397982e-06,1.483467923053547e-06
8.071573327022135e-06,1.25629177424629e-06
8.072031730270441e-06,1.00208295375874e-06
8.072493394554075e-06,8.541899114836785e-07
8.072668493037449e-06,7.999369617963388e-07
8.073018690004197e-06,7.330322750689074e-07
8.073352304227496e-06,6.619901960096706e-07
8.074019532674092e-06,5.75016422126948e-07
8.075353989567285e-06,4.459388985791082e-07
8.07802290335367e-06,3.60630844569149e-07
8.082499999999999e-06,3.270703337076887e-07
8.0825625e-06,1.041886912448073e-06
8.082668009581458e-06,1.003719111652141e-06
8.082879028744372e-06,3.692714269021878e-06
8.082944502671454e-06,1.310883525285374e-05
8.082967271273469e-06,1.712273524466426e-05
8.08298944964111e-06,2.067609729550637e-05
8.083012626990401e-06,2.399442078454174e-05
8.08302473938705e-06,2.601879761092352e-05
8.083031997304058e-06,2.72073830681835e-05
8.083038327028795e-06,2.86752488629032e-05
8.083046643622223e-06,3.053983834099095e-05
8.083053250259366e-06,3.256707312040979e-05
8.083058062184052e-06,3.548362951286563e-05
8.08306351602651e-06,4.132760001631842e-05
8.083067793077665e-06,4.553722801443423e-05
8.083073582118516e-06,5.201922718722573e-05
8.083078558801346e-06,6.0110656322911e-05
8.083080880760563e-06,6.868084800925812e-05
8.083082794016067e-06,7.560744442386474e-05
8.08308520599609e-06,8.622954773960598e-05
8.083087250332766e-06,9.210997572604602e-05
8.083090201766758e-06,9.917872850117985e-05
8.083091658200903e-06,0.0001046317954013724
8.083092662120199e-06,0.0001064674623604014
8.08309390964606e-06,0.0001039099137405187
8.083094886954417e-06,0.0001003360494773489
8.083095561669238e-06,0.0001004656328550197
8.083096370392417e-06,0.0001069354257434587
8.083097098492372e-06,0.0001125453949636883
8.08309808847309e-06,0.0001158761271763006
8.083099405907239e-06,0.0001141718647010644
8.083100488672444e-06,0.0001110081792426362
8.083101738130726e-06,0.0001069501304819387
8.083103275477566e-06,0.0001028776350208249
8.083105395395684e-06,9.919166471867624e-05
8.08310764171627e-06,0.000104212730515312
8.083110301424655e-06,0.0001176488125859695
8.083113198154745e-06,0.0001306490094704054
8.083115479830832e-06,0.0001338272655848395
8.083118681346408e-06,0.0001340835879480474
8.083121597420723e-06,0.0001294989359963388
8.083124721821821e-06,0.0001228047741965881
8.083128043327367e-06,0.0001089411038803742
8.083131844171835e-06,9.427864468926502e-05
8.083136112749395e-06,8.571385754599613e-05
8.083140551780233e-06,8.483980506425043e-05
8.083144411113739e-06,8.405597753117674e-05
8.083149632844925e-06,8.638006647333402e-05
8.083160076307297e-06,0.000102390442544315
8.083171911338916e-06,0.0001288346783279156
8.083182485794276e-06,0.0001480532298358169
8.083192170255061e-06,0.0001846361748963658
8.083204436969158e-06,0.0002206259162215919
8.083215544603891e-06,0.0002627847890719825
8.083225823163704e-06,0.0002889634255141748
8.083235809378963e-06,0.0003109145945094521
8.083243963803386e-06,0.0003052386965676761
8.083252014097969e-06,0.0003162187038896934
8.083260807353638e-06,0.0003214763720831694
8.083268056174192e-06,0.0003372097397158319
8.083277135627152e-06,0.0003436957792165503
8.083291903883576e-06,0.0003675220196151665
8.083308409840037e-06,0.0003813348615695484
8.083325961394446e-06,0.0004040517337759731
8.08334639935336e-06,0.0004161525226649318
8.083374477138022e-06,0.000438004056654923
8.083405651578192e-06,0.000443776117752179
8.083447697501964e-06,0.0004479311348854111
8.083473848750982e-06,0.0004334168230355946
8.0835e-06,0.0004195449719027825
8.083518357589679e-06,0.000396757366075464
8.083539504424214e-06,0.0003732415235849669
8.083560139753146e-06,0.0003477034433399421
8.083592955731101e-06,0.0003043500990835232
8.083657778249008e-06,0.0002245607950969835
8.083718368124777e-06,0.0001657703130664518
8.083785458813142e-06,0.0001201394611993523
8.08380285288042e-06,0.0001108468612522062
8.083837641014975e-06,9.487420846689376e-05
8.083907217284085e-06,6.975348210954911e-05
8.084002169832496e-06,4.642446568546801e-05
8.084192074929318e-06,2.009602733691289e-05
8.084422101252289e-06,7.248122608205234e-06
8.084850881188796e-06,6.757866309389498e-07
8.085388383691356e-06,3.229809709782497e-07
8.086238955417485e-06,3.367897529127429e-07
8.087391143588636e-06,3.385697962212008e-07
8.08909605759938e-06,3.307202581565234e-07
8.091463594887847e-06,3.384974505046462e-07
8.093231797443922e-06,3.293522590994536e-07
8.095e-06,3.384472965291822e-07
8.095062500000001e-06,1.166996018938222e-07
8.095168009581458e-06,1.080985575079024e-07
8.095220764372186e-06,1.09963838374851e-07
8.095326273953642e-06,1.205027131341281e-07
8.095410604181354e-06,6.31849765385528e-07
8.095436267578845e-06,9.631570697909993e-07
8.095459968835687e-06,1.284105892271467e-06
8.095490401634121e-06,1.401218702991942e-06
8.095512673408706e-06,1.41902020948715e-06
8.095547429541315e-06,1.437553479433601e-06
8.09557466113394e-06,1.295785804263466e-06
8.095582250934551e-06,1.132124966554332e-06
8.095597430535772e-06,8.397630752755656e-07
8.095609566648496e-06,4.752992708860732e-07
8.095625533127332e-06,3.632218800924325e-07
8.095638071119834e-06,2.428802152333854e-07
8.095650541846561e-06,2.377315860828365e-07
8.095675483300014e-06,1.380025492575606e-07
8.095725366206922e-06,1.523922474231015e-07
8.095804780597482e-06,1.067288097210114e-07
8.095902390298742e-06,1.662521656825556e-07
8.096e-06,1.560260931124974e-07
8.096028482127208e-06,2.690576046426885e-07
8.096072418464964e-06,3.071072089646667e-07
8.096112515090669e-06,3.234782536776486e-07
8.096192708342078e-06,3.309362953686684e-07
8.096259769611376e-06,3.327469166839364e-07
8.09638286998539e-06,3.343960727700056e-07
8.096567965458153e-06,3.367428936167593e-07
8.096938156403678e-06,3.396264557432915e-07
8.097678538294727e-06,3.453234523779742e-07
8.099159302076826e-06,4.306940391277624e-07
8.099611988286211e-06,5.39226946785522e-07
8.100517360704981e-06,1.155754841929269e-06
8.101354313101796e-06,2.404292574743972e-06
8.102119684747118e-06,3.93296363845957e-06
8.10230377971457e-06,4.316876905049711e-06
8.102671969649474e-06,5.886507338127009e-06
8.102782772244382e-06,6.900394571209957e-06
8.102829132014104e-06,7.274099592721502e-06
8.102872978455865e-06,7.398765442582486e-06
8.102914816731853e-06,7.395111087354544e-06
8.102967414256127e-06,7.043435413141304e-06
8.103023755744811e-06,6.154924192709353e-06
8.10303957209724e-06,5.357550589871935e-06
