delay X,delay Y
8.2e-07,1.873813433164243e-09
8.4e-07,1.87458638772585e-09
8.6e-07,1.87542865354539e-09
8.8e-07,1.876226898536178e-09
9e-07,1.877107606666044e-09
9.2e-07,1.877835197992282e-09
9.4e-07,1.878760713020717e-09
9.599999999999999e-07,1.87969964271493e-09
9.799999999999999e-07,1.880473041471529e-09
1e-06,1.881421538961952e-09
1.02e-06,1.882236396213541e-09
1.04e-06,1.883014199515704e-09
1.06e-06,1.883929877302705e-09
1.08e-06,1.884910563410107e-09
1.1e-06,1.88562581227806e-09
1.12e-06,1.886529719504499e-09
1.14e-06,1.887433692672632e-09
1.16e-06,1.888314717108656e-09
1.18e-06,1.889206292426007e-09
1.2e-06,1.89005478637935e-09
1.22e-06,1.890889800237855e-09
1.24e-06,1.891850599645859e-09
1.26e-06,1.89262462806071e-09
1.28e-06,1.893484121453003e-09
1.3e-06,1.894336503384586e-09
1.32e-06,1.895177582009524e-09
1.34e-06,1.896131967467099e-09
1.36e-06,1.897050391709045e-09
1.38e-06,1.897725578571258e-09
1.4e-06,1.898636124686487e-09
1.42e-06,1.899489914442991e-09
1.44e-06,1.895383635936373e-09
1.46e-06,1.895539261953171e-09
1.48e-06,1.896402063703729e-09
1.5e-06,1.897143650185529e-09
1.52e-06,1.898162536957627e-09
1.54e-06,1.899137949192554e-09
1.56e-06,1.899960322345705e-09
1.58e-06,1.900813812164014e-09
1.6e-06,1.901710159482427e-09
1.62e-06,1.902531008618367e-09
1.64e-06,1.903339579698235e-09
1.66e-06,1.904111464512203e-09
1.68e-06,1.905166887023847e-09
1.7e-06,1.906099629425673e-09
1.72e-06,1.906755177609653e-09
1.74e-06,1.907724982071669e-09
1.76e-06,1.908683633426931e-09
1.78e-06,1.909607226197154e-09
1.8e-06,1.910429403469895e-09
1.82e-06,1.911420658896129e-09
1.84e-06,1.912245987229158e-09
1.86e-06,1.912959406361876e-09
1.88e-06,1.913824487625559e-09
1.9e-06,1.914706530801432e-09
1.92e-06,1.915768999347171e-09
1.94e-06,1.916557025788965e-09
1.96e-06,1.917422176756876e-09
1.98e-06,1.918228095366479e-09
2e-06,1.918923774166729e-09
2.02e-06,1.920012617219688e-09
2.04e-06,1.920764139951083e-09
2.06e-06,1.916883339646543e-09
2.08e-06,1.917086023657988e-09
2.1e-06,1.917913102728857e-09
2.12e-06,1.918962874529998e-09
2.14e-06,1.919665050523228e-09
2.16e-06,1.920516056896519e-09
2.18e-06,1.921551126946125e-09
2.2e-06,1.922421904846385e-09
2.22e-06,1.923226731852156e-09
2.24e-06,1.924024122357497e-09
2.26e-06,1.925020935800987e-09
2.28e-06,1.925815627978138e-09
2.3e-06,1.926689009158953e-09
2.32e-06,1.927558825298469e-09
2.34e-06,1.928473754245624e-09
