"/out_DTC (d0=0,d1=0,d2=0,d3=0) X","/out_DTC (d0=0,d1=0,d2=0,d3=0) Y","/out_DTC (d0=0,d1=0,d2=0,d3=1) X","/out_DTC (d0=0,d1=0,d2=0,d3=1) Y","/out_DTC (d0=0,d1=0,d2=1,d3=0) X","/out_DTC (d0=0,d1=0,d2=1,d3=0) Y","/out_DTC (d0=0,d1=0,d2=1,d3=1) X","/out_DTC (d0=0,d1=0,d2=1,d3=1) Y","/out_DTC (d0=0,d1=1,d2=0,d3=0) X","/out_DTC (d0=0,d1=1,d2=0,d3=0) Y","/out_DTC (d0=0,d1=1,d2=0,d3=1) X","/out_DTC (d0=0,d1=1,d2=0,d3=1) Y","/out_DTC (d0=0,d1=1,d2=1,d3=0) X","/out_DTC (d0=0,d1=1,d2=1,d3=0) Y","/out_DTC (d0=0,d1=1,d2=1,d3=1) X","/out_DTC (d0=0,d1=1,d2=1,d3=1) Y","/out_DTC (d0=1,d1=0,d2=0,d3=0) X","/out_DTC (d0=1,d1=0,d2=0,d3=0) Y","/out_DTC (d0=1,d1=0,d2=1,d3=0) X","/out_DTC (d0=1,d1=0,d2=1,d3=0) Y","/out_DTC (d0=1,d1=0,d2=0,d3=1) X","/out_DTC (d0=1,d1=0,d2=0,d3=1) Y","/out_DTC (d0=1,d1=0,d2=1,d3=1) X","/out_DTC (d0=1,d1=0,d2=1,d3=1) Y","/out_DTC (d0=1,d1=1,d2=0,d3=0) X","/out_DTC (d0=1,d1=1,d2=0,d3=0) Y","/out_DTC (d0=1,d1=1,d2=0,d3=1) X","/out_DTC (d0=1,d1=1,d2=0,d3=1) Y","/out_DTC (d0=1,d1=1,d2=1,d3=0) X","/out_DTC (d0=1,d1=1,d2=1,d3=0) Y","/out_DTC (d0=1,d1=1,d2=1,d3=1) X","/out_DTC (d0=1,d1=1,d2=1,d3=1) Y","/EN_not (d0=0,d1=0,d2=0,d3=0) X","/EN_not (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=0,d3=0) X","/I0/V_cap (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=0,d3=1) X","/I0/V_cap (d0=0,d1=0,d2=0,d3=1) Y","/I0/V_cap (d0=0,d1=0,d2=1,d3=0) X","/I0/V_cap (d0=0,d1=0,d2=1,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=1,d3=1) X","/I0/V_cap (d0=0,d1=0,d2=1,d3=1) Y","/I0/V_cap (d0=0,d1=1,d2=0,d3=0) X","/I0/V_cap (d0=0,d1=1,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=1,d2=0,d3=1) X","/I0/V_cap (d0=0,d1=1,d2=0,d3=1) Y","/I0/V_cap (d0=0,d1=1,d2=1,d3=0) X","/I0/V_cap (d0=0,d1=1,d2=1,d3=0) Y","/I0/V_cap (d0=0,d1=1,d2=1,d3=1) X","/I0/V_cap (d0=0,d1=1,d2=1,d3=1) Y","/I0/V_cap (d0=1,d1=0,d2=0,d3=0) X","/I0/V_cap (d0=1,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=1,d1=0,d2=0,d3=1) X","/I0/V_cap (d0=1,d1=0,d2=0,d3=1) Y","/I0/V_cap (d0=1,d1=0,d2=1,d3=0) X","/I0/V_cap (d0=1,d1=0,d2=1,d3=0) Y","/I0/V_cap (d0=1,d1=0,d2=1,d3=1) X","/I0/V_cap (d0=1,d1=0,d2=1,d3=1) Y","/I0/V_cap (d0=1,d1=1,d2=0,d3=0) X","/I0/V_cap (d0=1,d1=1,d2=0,d3=0) Y","/I0/V_cap (d0=1,d1=1,d2=0,d3=1) X","/I0/V_cap (d0=1,d1=1,d2=0,d3=1) Y","/I0/V_cap (d0=1,d1=1,d2=1,d3=0) X","/I0/V_cap (d0=1,d1=1,d2=1,d3=0) Y","/I0/V_cap (d0=1,d1=1,d2=1,d3=1) X","/I0/V_cap (d0=1,d1=1,d2=1,d3=1) Y","/I0/V_ramp (d0=0,d1=0,d2=0,d3=0) X","/I0/V_ramp (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_ramp (d0=0,d1=0,d2=0,d3=1) X","/I0/V_ramp (d0=0,d1=0,d2=0,d3=1) Y","/I0/V_ramp (d0=0,d1=0,d2=1,d3=0) X","/I0/V_ramp (d0=0,d1=0,d2=1,d3=0) Y","/I0/V_ramp (d0=0,d1=0,d2=1,d3=1) X","/I0/V_ramp (d0=0,d1=0,d2=1,d3=1) Y","/I0/V_ramp (d0=0,d1=1,d2=0,d3=0) X","/I0/V_ramp (d0=0,d1=1,d2=0,d3=0) Y","/I0/V_ramp (d0=0,d1=1,d2=0,d3=1) X","/I0/V_ramp (d0=0,d1=1,d2=0,d3=1) Y","/I0/V_ramp (d0=0,d1=1,d2=1,d3=0) X","/I0/V_ramp (d0=0,d1=1,d2=1,d3=0) Y","/I0/V_ramp (d0=0,d1=1,d2=1,d3=1) X","/I0/V_ramp (d0=0,d1=1,d2=1,d3=1) Y","/I0/V_ramp (d0=1,d1=0,d2=0,d3=0) X","/I0/V_ramp (d0=1,d1=0,d2=0,d3=0) Y","/I0/V_ramp (d0=1,d1=0,d2=0,d3=1) X","/I0/V_ramp (d0=1,d1=0,d2=0,d3=1) Y","/I0/V_ramp (d0=1,d1=0,d2=1,d3=0) X","/I0/V_ramp (d0=1,d1=0,d2=1,d3=0) Y","/I0/V_ramp (d0=1,d1=0,d2=1,d3=1) X","/I0/V_ramp (d0=1,d1=0,d2=1,d3=1) Y","/I0/V_ramp (d0=1,d1=1,d2=0,d3=0) X","/I0/V_ramp (d0=1,d1=1,d2=0,d3=0) Y","/I0/V_ramp (d0=1,d1=1,d2=0,d3=1) X","/I0/V_ramp (d0=1,d1=1,d2=0,d3=1) Y","/I0/V_ramp (d0=1,d1=1,d2=1,d3=0) X","/I0/V_ramp (d0=1,d1=1,d2=1,d3=0) Y","/I0/V_ramp (d0=1,d1=1,d2=1,d3=1) X","/I0/V_ramp (d0=1,d1=1,d2=1,d3=1) Y","/in_DTC (d0=0,d1=0,d2=0,d3=0) X","/in_DTC (d0=0,d1=0,d2=0,d3=0) Y"
6.835414924797141e-09,1.099999195766852,7.422236453725489e-09,1.099999198223974,7.062636272597662e-09,1.099999194230491,8.996859754976003e-09,1.099999195269771,6.925516413302258e-09,1.099999196531448,7.91691796111249e-09,1.099999201497201,7.179722656859735e-09,1.099999195882394,1.01160852872936e-08,1.099941416183585,6.876254393149953e-09,1.099999197949878,7.090668892726929e-09,1.099999192651752,7.623080926936244e-09,1.099999191401389,1.010625e-08,1.099962498448404,6.986132187856422e-09,1.099999195302681,8.297335609233347e-09,1.099999195093365,7.282728539037349e-09,1.099999195360862,1.018510162758053e-08,0.4127156333630532,6.835414924797141e-09,0,6.835414924797141e-09,1.100000388077974,7.422236453725489e-09,1.100000075985686,7.062636272597662e-09,1.099999361494294,8.996859754976003e-09,1.099999592506073,6.925516413302258e-09,1.099999753652523,7.91691796111249e-09,1.100000399991645,7.179722656859735e-09,1.099999532339721,1.01160852872936e-08,1.099883140632193,6.876254393149953e-09,1.100000123986574,7.623080926936244e-09,1.100000383994737,7.090668892726929e-09,1.099999372137326,1.010625e-08,1.099951682036129,6.986132187856422e-09,1.099999477694535,8.297335609233347e-09,1.100000099027415,7.282728539037349e-09,1.100000001161741,1.018510162758053e-08,1.089122836696171,6.835414924797141e-09,0.1339417575584443,7.422236453725489e-09,0.1337119325977059,7.062636272597662e-09,0.1337575136133776,8.996859754976003e-09,0.1337257128173968,6.925516413302258e-09,0.1338196255069544,7.91691796111249e-09,0.1337111833989354,7.179722656859735e-09,0.1337256145178943,1.01160852872936e-08,0.1313859627633365,6.876254393149953e-09,0.1338706334268482,7.623080926936244e-09,0.1337099863161078,7.090668892726929e-09,0.1337383695749899,1.010625e-08,0.1328278284765285,6.986132187856422e-09,0.1337832301682332,8.297335609233347e-09,0.1337149767335001,7.282728539037349e-09,0.1337170400675423,1.018510162758053e-08,0.5083487174778241,6.835414924797141e-09,1.1
7.287800098654843e-09,1.099999197439296,8.488011404500873e-09,1.099999199385872,7.757284068014748e-09,1.099999194564281,1.01e-08,1.099999195381458,7.470006875640243e-09,1.099999197336935,9.008458980556244e-09,1.099999202784651,8.000341306551027e-09,1.099999196474134,1.013575586188081e-08,1.099978831587796,7.369686243439603e-09,1.099999199172219,7.820288327815913e-09,1.099999193204127,8.898458245737228e-09,1.099999193155558,1.011612854988217e-08,1.09994138514225,7.595603165141717e-09,1.099999195787699,1.01e-08,1.099999196446779,8.206287772181186e-09,1.099999196257724,1.018677524270962e-08,0.3527747002491023,7.287800098654843e-09,0,7.287800098654843e-09,1.099999964495013,8.488011404500873e-09,1.099999867796152,7.757284068014748e-09,1.100000422600939,1.01e-08,1.100000275774547,7.470006875640243e-09,1.100000111167512,9.008458980556244e-09,1.099999594132479,8.000341306551027e-09,1.100000305946865,1.013575586188081e-08,1.099713320276872,7.369686243439603e-09,1.099999852688905,8.898458245737228e-09,1.099999598781741,7.820288327815913e-09,1.100000420373454,1.011612854988217e-08,1.099883008091611,7.595603165141717e-09,1.100000319908009,1.01e-08,1.099999839971222,8.206287772181186e-09,1.100000185820346,1.018677524270962e-08,1.088341256340799,7.287800098654843e-09,0.1339499359928185,8.488011404500873e-09,0.1337312436283744,7.757284068014748e-09,0.1337701420309845,1.01e-08,0.1337457325770058,7.470006875640243e-09,0.1338295057405211,9.008458980556244e-09,0.1337309400151314,8.000341306551027e-09,0.133740516751604,1.013575586188081e-08,0.1306522809370211,7.369686243439603e-09,0.1338795647387707,8.898458245737228e-09,0.1337330759263483,7.820288327815913e-09,0.1337516319265856,1.011612854988217e-08,0.1313812887450646,7.595603165141717e-09,0.1337943063062338,1.01e-08,0.1337476422549283,8.206287772181186e-09,0.1337337833429315,1.018677524270962e-08,0.5413764209813912,7.287800098654843e-09,1.1
8.192570446370244e-09,1.099999195024709,1.01e-08,1.099999197505309,9.14657965884892e-09,1.099999194070253,1.010625e-08,1.099962524722734,8.558987800316213e-09,1.099999196339239,1.01e-08,1.099999201239034,9.050170653275513e-09,1.099999195662406,1.014110608839967e-08,1.100068008349558,8.356549944018903e-09,1.09999919781479,8.960144163907956e-09,1.099999192561665,1.01e-08,1.099999191626882,1.013588564964652e-08,1.099980601392491,8.814545119712307e-09,1.099999195098422,1.010625e-08,1.099962525386816,9.153143886090593e-09,1.099999195241977,1.018918154318351e-08,0.2761743113897802,8.192570446370244e-09,0,8.192570446370244e-09,1.100000269978895,1.01e-08,1.100000047543167,9.14657965884892e-09,1.099999560620557,1.010625e-08,1.099951725685423,8.558987800316213e-09,1.099999837794428,1.01e-08,1.100000273828879,9.050170653275513e-09,1.099999675410747,1.014110608839967e-08,1.099609023649096,8.356549944018903e-09,1.100000054075152,1.01e-08,1.100000274768677,8.960144163907956e-09,1.099999574145977,1.013588564964652e-08,1.099710635731558,8.814545119712307e-09,1.099999656270539,1.010625e-08,1.099951358032219,9.153143886090593e-09,1.100000034513922,1.018918154318351e-08,1.087203008451171,8.192570446370244e-09,0.1339663338000535,1.01e-08,0.1337604678192967,9.14657965884892e-09,0.1337952903499035,1.010625e-08,0.1328296319743575,8.558987800316213e-09,0.1338492299288829,1.01e-08,0.1337507492082918,9.050170653275513e-09,0.1337595223202531,1.014110608839967e-08,0.1321704970137134,8.356549944018903e-09,0.1338974535556752,1.01e-08,0.1337548786464738,8.960144163907956e-09,0.1337722609466264,1.013588564964652e-08,0.1307065171939451,8.814545119712307e-09,0.1338163732015871,1.010625e-08,0.1328315441200596,9.153143886090593e-09,0.1337509360195149,1.018918154318351e-08,0.5908067586569351,8.192570446370244e-09,1.1
9.146285223185121e-09,1.09999919621941,1.010625e-08,1.099962515843762,1.01e-08,1.099999194651387,1.011617017265671e-08,1.099941322408291,1.01e-08,1.099999197224089,1.010625e-08,1.099962517979225,1.01e-08,1.099999196419611,1.014580741814507e-08,1.10033801465744,1.01e-08,1.099999198935388,1.01e-08,1.099999193371068,1.010625e-08,1.099962511385091,1.014121783510305e-08,1.100072005513104,1.01e-08,1.099999195784755,1.011621206701282e-08,1.099941231004646,1.01e-08,1.099999196192385,1.019102073374811e-08,0.2255672387595637,9.146285223185121e-09,0,9.146285223185121e-09,1.100000020086893,1.010625e-08,1.099951524635327,1.01e-08,1.100000293798715,1.011617017265671e-08,1.099882781747385,1.01e-08,1.10000007370707,1.010625e-08,1.099951724022539,1.01e-08,1.100000203628723,1.014580741814507e-08,1.099427256170171,1.01e-08,1.099999880831478,1.010625e-08,1.099951724831732,1.01e-08,1.100000293083829,1.014121783510305e-08,1.099605055172028,1.01e-08,1.100000228194817,1.011621206701282e-08,1.09988224625862,1.01e-08,1.100000158835846,1.019102073374811e-08,1.086329696845853,9.146285223185121e-09,0.1339835974880504,1.010625e-08,0.1328444015738784,1.01e-08,0.133812595586782,1.011617017265671e-08,0.1313770977158796,1.01e-08,0.1338771625457545,1.010625e-08,0.1328346835937486,1.01e-08,0.1337785688435648,1.014580741814507e-08,0.1363077084570664,1.01e-08,0.1339290362639985,1.010625e-08,0.1328388112754358,1.01e-08,0.1337929454119919,1.014121783510305e-08,0.1322717013374275,1.01e-08,0.1338396888579699,1.011621206701282e-08,0.13137295149597,1.01e-08,0.1337680979936586,1.019102073374811e-08,0.6298852020408614,9.146285223185121e-09,1.1
1.01e-08,1.099999193874041,1.011633506459513e-08,1.099941094791382,1.010625e-08,1.09996251137919,1.013601051797014e-08,1.099982364098202,1.010625e-08,1.099962512274929,1.011625350309432e-08,1.099941239672468,1.010625e-08,1.099962513772425,1.014989200411095e-08,1.1008758900034,1.010625e-08,1.099962512798236,1.010625e-08,1.099962511376838,1.011629449642246e-08,1.099941169492198,1.014592631784062e-08,1.100348662084307,1.010625e-08,1.099962511775471,1.013613620103847e-08,1.099984268873573,1.010625e-08,1.099962513795042,1.019254996900857e-08,0.1892607400544673,1.01e-08,0,1.01e-08,1.100000225704596,1.011633506459513e-08,1.099881585533922,1.010625e-08,1.099951741592104,1.013601051797014e-08,1.099707932969489,1.010625e-08,1.099951547659447,1.011625350309432e-08,1.09988225720823,1.010625e-08,1.099951662165716,1.014989200411095e-08,1.099155910002911,1.010625e-08,1.099951394035161,1.011629449642246e-08,1.099882000675562,1.010625e-08,1.099951740969876,1.014592631784062e-08,1.099420266789645,1.010625e-08,1.09995168377653,1.013613620103847e-08,1.09970501415378,1.010625e-08,1.099951657941934,1.019254996900857e-08,1.085608876418538,1.01e-08,0.1340008768394815,1.011633506459513e-08,0.1313679772825366,1.010625e-08,0.1328965269480881,1.013601051797014e-08,0.13076097175951,1.010625e-08,0.1329610925233242,1.011625350309432e-08,0.1313700543579074,1.010625e-08,0.1328625013091588,1.014989200411095e-08,0.1436209970529415,1.010625e-08,0.133012965699644,1.011629449642246e-08,0.1313682519288571,1.010625e-08,0.1328768764952875,1.014592631784062e-08,0.1365059571949098,1.010625e-08,0.1329236195454,1.013613620103847e-08,0.1308178457116041,1.010625e-08,0.1328520295765921,1.019254996900857e-08,0.6629905672852267,1.01e-08,1.1
1.010625e-08,1.099962504528516,1.013650519378539e-08,1.099990068055268,1.011649339829221e-08,1.099940910603118,1.014132576176295e-08,1.100075951068481,1.011657039400003e-08,1.099940760162111,1.013626050928296e-08,1.099986115341856,1.011641499002148e-08,1.099941012955956,1.015440643820381e-08,1.102040251134268,1.011660839145297e-08,1.099940697691631,1.011645437695815e-08,1.099940948202832,1.013638348926738e-08,1.099988058239121,1.015001680298191e-08,1.100899310477886,1.01165320666754e-08,1.099940828078916,1.014143058176087e-08,1.10007988230895,1.011637522401828e-08,1.099941079261926,1.019368184770934e-08,0.1647562916825684,1.010625e-08,0,1.010625e-08,1.09995172063164,1.013650519378539e-08,1.099696473218703,1.011649339829221e-08,1.099880769001308,1.014132576176295e-08,1.099601097263107,1.011657039400003e-08,1.099880132910346,1.013626050928296e-08,1.09970230694135,1.011641499002148e-08,1.099881195712651,1.015440643820381e-08,1.098682502975398,1.011660839145297e-08,1.099879797816155,1.013638348926738e-08,1.099699454983229,1.011645437695815e-08,1.099881012449794,1.015001680298191e-08,1.099144745957491,1.01165320666754e-08,1.099880481028966,1.014143058176087e-08,1.099596927448177,1.011637522401828e-08,1.099881498924472,1.019368184770934e-08,1.085082669537495,1.010625e-08,0.1330847964140149,1.013650519378539e-08,0.1310040098357203,1.011649339829221e-08,0.1313972062010596,1.014132576176295e-08,0.132372192905188,1.011657039400003e-08,0.1314506515163054,1.013626050928296e-08,0.1308773184731777,1.011641499002148e-08,0.1313745158543324,1.015440643820381e-08,0.1576665535365121,1.011660839145297e-08,0.1314970367253438,1.013638348926738e-08,0.1309392272944592,1.011645437695815e-08,0.1313831978034392,1.015001680298191e-08,0.1439591282468783,1.01165320666754e-08,0.1314187145903457,1.014143058176087e-08,0.1324735492774864,1.011637522401828e-08,0.131369794459116,1.019368184770934e-08,0.6876999572318261,1.010625e-08,1.031249999999995
1.011664606955169e-08,1.099940682000484,1.014175993142603e-08,1.100092823631711,1.013698019487662e-08,1.099998310954637,1.014604080859916e-08,1.100359129624867,1.01372111820001e-08,1.100002805135103,1.014154445636639e-08,1.100084256100903,1.013674497006445e-08,1.099994084048745,1.015822190034336e-08,1.103372925342012,1.01373251743589e-08,1.100005096059042,1.013686313087444e-08,1.09999619762797,1.014165290265425e-08,1.100088515910673,1.01545200702377e-08,1.102077468745168,1.01370962000262e-08,1.100000549192618,1.014615524478946e-08,1.100369821010373,1.013662567205484e-08,1.099992008659438,1.019519968873556e-08,0.134249413969882,1.011664606955169e-08,0,1.011664606955169e-08,1.099879864965588,1.014175993142603e-08,1.09958433285617,1.013698019487662e-08,1.099684792086483,1.014604080859916e-08,1.099413377509701,1.01372111820001e-08,1.09967862918452,1.014154445636639e-08,1.099592838238032,1.013674497006445e-08,1.099690703891636,1.015822190034336e-08,1.098110400701187,1.01373251743589e-08,1.099675557282126,1.014165290265425e-08,1.09958864081996,1.013686313087444e-08,1.09968778198898,1.01545200702377e-08,1.098667248352339,1.01370962000262e-08,1.099681744245725,1.014615524478946e-08,1.099406169212599,1.013662567205484e-08,1.099693808355233,1.019519968873556e-08,1.084393809718822,1.011664606955169e-08,0.1315634170636064,1.014175993142603e-08,0.1328079541268704,1.013698019487662e-08,0.131307020491539,1.014604080859916e-08,0.136701105248808,1.01372111820001e-08,0.1315054487767107,1.014154445636639e-08,0.132584206497004,1.013674497006445e-08,0.1311447293510926,1.015822190034336e-08,0.1756985238275124,1.01373251743589e-08,0.1316263146417159,1.014165290265425e-08,0.1326946831196151,1.013686313087444e-08,0.1312225361774408,1.01545200702377e-08,0.1581568848804657,1.01370962000262e-08,0.1314003530442439,1.014615524478946e-08,0.1369004171346411,1.013662567205484e-08,0.1310722538304878,1.019519968873556e-08,0.7208645413353891,1.011664606955169e-08,0.9168932349314187
1.013743820865507e-08,1.10000732027247,1.014649618392763e-08,1.100403026829621,1.01422031512669e-08,1.100112216120169,1.015013756827544e-08,1.100922439366637,1.01424175907851e-08,1.10012206658713,1.014627067504542e-08,1.100380836201362,1.014198300683219e-08,1.100102565968239,1.016235952876384e-08,1.101070126233365,1.01425261274478e-08,1.100127216676905,1.014209169455655e-08,1.100107277933177,1.014638402360071e-08,1.100391874431553,1.015836002980232e-08,1.103413119056522,1.014230958287102e-08,1.100117052499697,1.015026004063136e-08,1.100946381663388,1.014187466672184e-08,1.100097974110668,1.019687342893804e-08,0.1045705395336979,1.013743820865507e-08,0,1.013743820865507e-08,1.099672742025967,1.014649618392763e-08,1.099384759945499,1.01422031512669e-08,1.099566411042463,1.015013756827544e-08,1.099133748795839,1.01424175907851e-08,1.099557155001907,1.014627067504542e-08,1.099399187672381,1.014198300683219e-08,1.099575473144056,1.016235952876384e-08,1.097288608843228,1.01425261274478e-08,1.099552312741748,1.014638402360071e-08,1.099392030884097,1.014209169455655e-08,1.099571040100962,1.015836002980232e-08,1.098085856833829,1.014230958287102e-08,1.099561859959314,1.015026004063136e-08,1.099122257185042,1.014187466672184e-08,1.099579915683144,1.019687342893804e-08,1.083666722587663,1.013743820865507e-08,0.1317684725687213,1.014649618392763e-08,0.137523818290745,1.01422031512669e-08,0.1333250927951581,1.015013756827544e-08,0.1442920435407971,1.01424175907851e-08,0.1336312459919941,1.014627067504542e-08,0.1371060501980244,1.014198300683219e-08,0.1330547451336066,1.016235952876384e-08,0.2027540907628181,1.01425261274478e-08,0.1338084346939066,1.014638402360071e-08,0.1373132930341641,1.014209169455655e-08,0.1331850614529712,1.015836002980232e-08,0.1765130342934624,1.014230958287102e-08,0.1334712154133521,1.015026004063136e-08,0.1446351053814764,1.014187466672184e-08,0.132930962987424,1.019687342893804e-08,0.7571379014534252,1.013743820865507e-08,0.6881797047942665
1.014264040354656e-08,1.10013274047907,1.015064950782576e-08,1.101025855829254,1.014694604397086e-08,1.1004503148631,1.015463006468995e-08,1.102113818458764,1.014716373945876e-08,1.100474544493256,1.015038143319468e-08,1.100970588567925,1.014672453596697e-08,1.100426626661931,1.016685772062107e-08,1.069194448316571,1.01472722891076e-08,1.1004869861075,1.014683518193781e-08,1.100438340644323,1.015053094218276e-08,1.101001176355564,1.016232427243588e-08,1.101295606962363,1.014705491165263e-08,1.100462313006065,1.015474240559737e-08,1.102151290456543,1.014661333122701e-08,1.100415088068281,1.019831697906629e-08,0.08297367368298245,1.014264040354656e-08,0,1.014264040354656e-08,1.099547580627111,1.015064950782576e-08,1.099085514110354,1.014694604397086e-08,1.099355026333668,1.015463006468995e-08,1.098652290593855,1.014716373945876e-08,1.099339889341429,1.015038143319468e-08,1.099111064785307,1.014672453596697e-08,1.099369901686038,1.016685772062107e-08,1.09614577355862,1.01472722891076e-08,1.099332137166008,1.015053094218276e-08,1.099097018963021,1.014683518193781e-08,1.099362535160022,1.016232427243588e-08,1.097296049871298,1.014705491165263e-08,1.09934751890442,1.015474240559737e-08,1.098636693294205,1.014661333122701e-08,1.099377281848502,1.019831697906629e-08,1.083077173770438,1.014264040354656e-08,0.1340125755607767,1.015064950782576e-08,0.1457622497343894,1.014694604397086e-08,0.1384339289832842,1.015463006468995e-08,0.1586375560797089,1.014716373945876e-08,0.138937196784477,1.015038143319468e-08,0.1449820616892165,1.014672453596697e-08,0.1379690185286329,1.016685772062107e-08,0.2415547279241501,1.01472722891076e-08,0.1392130092520305,1.015053094218276e-08,0.1454085813188742,1.014683518193781e-08,0.1381968843558102,1.016232427243588e-08,0.2025261364754606,1.014705491165263e-08,0.1386786926537857,1.015474240559737e-08,0.1591340428913693,1.014661333122701e-08,0.1377477719338726,1.019831697906629e-08,0.7878460190988078,1.014264040354656e-08,0.6309555609878363
1.014738239737467e-08,1.100499852944314,1.015509619667307e-08,1.10227148379093,1.015111726375405e-08,1.101127778830392,1.015849542290864e-08,1.103450156077826,1.015135288639289e-08,1.101181838919054,1.015485219574615e-08,1.102188235237004,1.015088143121882e-08,1.101075505263619,1.017058883867843e-08,0.9926407184128755,1.015147090749569e-08,1.101209597759185,1.015099932550133e-08,1.101101409364371,1.015498755850821e-08,1.102234279669057,1.016681601232335e-08,1.069874532506863,1.015123502050613e-08,1.101154569722747,1.015863543187435e-08,1.103485599506356,1.015076340477402e-08,1.10105003097903,1.019915848953314e-08,0.0721613274838917,1.014738239737467e-08,0,1.014738239737467e-08,1.099324538992463,1.015509619667307e-08,1.098587269021871,1.015111726375405e-08,1.099039099367356,1.015849542290864e-08,1.098061529174139,1.015135288639289e-08,1.099014797972501,1.015485219574615e-08,1.098621605044483,1.015088143121882e-08,1.099062772539203,1.017058883867843e-08,1.095001214772542,1.015147090749569e-08,1.099002368640582,1.015498755850821e-08,1.098602744186782,1.015099932550133e-08,1.099051021513839,1.016681601232335e-08,1.096157165289314,1.015123502050613e-08,1.099027035641477,1.015863543187435e-08,1.098035899167602,1.015076340477402e-08,1.09907446865055,1.019915848953314e-08,1.082753510111583,1.014738239737467e-08,0.1395148342110665,1.015509619667307e-08,0.1607369535673175,1.015111726375405e-08,0.1472405686874005,1.015849542290864e-08,0.1773205670618273,1.015135288639289e-08,0.1480534734170878,1.015485219574615e-08,0.159626964291875,1.015088143121882e-08,0.1464780175341063,1.017058883867843e-08,0.2812666597489919,1.015147090749569e-08,0.1484876177386205,1.015498755850821e-08,0.1602342960429173,1.015099932550133e-08,0.146854024634981,1.016681601232335e-08,0.2411852220974799,1.015123502050613e-08,0.1476391504996666,1.015863543187435e-08,0.1781645502396546,1.015076340477402e-08,0.1461107408609866,1.019915848953314e-08,0.8053736359336239,1.014738239737467e-08,0.5787936288786391
1.015158970065392e-08,1.10123798877412,1.01590876428735e-08,1.103574366839456,1.015551938818565e-08,1.102418941138883,1.016227899970489e-08,1.101499716130679,1.01557376598508e-08,1.102496342980978,1.015877423648359e-08,1.103517425173477,1.015530323067606e-08,1.10234316097086,1.017394557180123e-08,0.8786642764903992,1.015584742846453e-08,1.102535560298417,1.015541137055253e-08,1.102380955910594,1.0158946146646e-08,1.103551530523142,1.017053091090604e-08,0.9943487155267769,1.015562840333542e-08,1.10245749672069,1.016233381447564e-08,1.101437331842485,1.015519514491796e-08,1.102305632030028,1.02e-08,0.0625870048316696,1.015158970065392e-08,0,1.015158970065392e-08,1.098990045300956,1.01590876428735e-08,1.097952342853574,1.015551938818565e-08,1.098525922979199,1.016227899970489e-08,1.097305737431841,1.01557376598508e-08,1.098493406029482,1.015877423648359e-08,1.098010604807163,1.015530323067606e-08,1.098557506932935,1.017394557180123e-08,1.093827023915757,1.015584742846453e-08,1.09847680752432,1.0158946146646e-08,1.097978881781702,1.015541137055253e-08,1.09854178776187,1.017053091090604e-08,1.095019957732845,1.015562840333542e-08,1.098509761342625,1.016233381447564e-08,1.097292704394037,1.015519514491796e-08,1.09857314488683,1.02e-08,1.082447330894694,1.015158970065392e-08,0.1489489751761492,1.01590876428735e-08,0.1809555234973056,1.015551938818565e-08,0.1627815465584638,1.016227899970489e-08,0.2022236209325973,1.01557376598508e-08,0.1639031398014189,1.015877423648359e-08,0.1790124919592016,1.015530323067606e-08,0.1617210827757643,1.017394557180123e-08,0.3234007189508935,1.015584742846453e-08,0.1644941280233282,1.0158946146646e-08,0.1800678091788025,1.015541137055253e-08,0.1622462799258259,1.017053091090604e-08,0.2806293579408189,1.015562840333542e-08,0.1633339894912334,1.016233381447564e-08,0.2026756510756102,1.015519514491796e-08,0.1612054534346939,1.02e-08,0.8225367684461125,1.015158970065392e-08,0.5325132928068219
