"/out_DTC (d0=0,d1=0,d2=0,d3=0) X","/out_DTC (d0=0,d1=0,d2=0,d3=0) Y","/out_DTC (d0=0,d1=0,d2=0,d3=1) X","/out_DTC (d0=0,d1=0,d2=0,d3=1) Y","/out_DTC (d0=0,d1=0,d2=1,d3=0) X","/out_DTC (d0=0,d1=0,d2=1,d3=0) Y","/out_DTC (d0=0,d1=0,d2=1,d3=1) X","/out_DTC (d0=0,d1=0,d2=1,d3=1) Y","/out_DTC (d0=0,d1=1,d2=0,d3=0) X","/out_DTC (d0=0,d1=1,d2=0,d3=0) Y","/out_DTC (d0=0,d1=1,d2=0,d3=1) X","/out_DTC (d0=0,d1=1,d2=0,d3=1) Y","/out_DTC (d0=0,d1=1,d2=1,d3=0) X","/out_DTC (d0=0,d1=1,d2=1,d3=0) Y","/out_DTC (d0=0,d1=1,d2=1,d3=1) X","/out_DTC (d0=0,d1=1,d2=1,d3=1) Y","/out_DTC (d0=1,d1=0,d2=0,d3=0) X","/out_DTC (d0=1,d1=0,d2=0,d3=0) Y","/out_DTC (d0=1,d1=0,d2=1,d3=0) X","/out_DTC (d0=1,d1=0,d2=1,d3=0) Y","/out_DTC (d0=1,d1=0,d2=0,d3=1) X","/out_DTC (d0=1,d1=0,d2=0,d3=1) Y","/out_DTC (d0=1,d1=0,d2=1,d3=1) X","/out_DTC (d0=1,d1=0,d2=1,d3=1) Y","/out_DTC (d0=1,d1=1,d2=0,d3=0) X","/out_DTC (d0=1,d1=1,d2=0,d3=0) Y","/out_DTC (d0=1,d1=1,d2=0,d3=1) X","/out_DTC (d0=1,d1=1,d2=0,d3=1) Y","/out_DTC (d0=1,d1=1,d2=1,d3=0) X","/out_DTC (d0=1,d1=1,d2=1,d3=0) Y","/out_DTC (d0=1,d1=1,d2=1,d3=1) X","/out_DTC (d0=1,d1=1,d2=1,d3=1) Y","/EN_not (d0=0,d1=0,d2=0,d3=0) X","/EN_not (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=0,d3=0) X","/I0/V_cap (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=0,d3=1) X","/I0/V_cap (d0=0,d1=0,d2=0,d3=1) Y","/I0/V_cap (d0=0,d1=0,d2=1,d3=0) X","/I0/V_cap (d0=0,d1=0,d2=1,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=1,d3=1) X","/I0/V_cap (d0=0,d1=0,d2=1,d3=1) Y","/I0/V_cap (d0=0,d1=1,d2=0,d3=0) X","/I0/V_cap (d0=0,d1=1,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=1,d2=0,d3=1) X","/I0/V_cap (d0=0,d1=1,d2=0,d3=1) Y","/I0/V_cap (d0=0,d1=1,d2=1,d3=0) X","/I0/V_cap (d0=0,d1=1,d2=1,d3=0) Y","/I0/V_cap (d0=0,d1=1,d2=1,d3=1) X","/I0/V_cap (d0=0,d1=1,d2=1,d3=1) Y","/I0/V_cap (d0=1,d1=0,d2=0,d3=0) X","/I0/V_cap (d0=1,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=1,d1=0,d2=0,d3=1) X","/I0/V_cap (d0=1,d1=0,d2=0,d3=1) Y","/I0/V_cap (d0=1,d1=0,d2=1,d3=0) X","/I0/V_cap (d0=1,d1=0,d2=1,d3=0) Y","/I0/V_cap (d0=1,d1=0,d2=1,d3=1) X","/I0/V_cap (d0=1,d1=0,d2=1,d3=1) Y","/I0/V_cap (d0=1,d1=1,d2=0,d3=0) X","/I0/V_cap (d0=1,d1=1,d2=0,d3=0) Y","/I0/V_cap (d0=1,d1=1,d2=0,d3=1) X","/I0/V_cap (d0=1,d1=1,d2=0,d3=1) Y","/I0/V_cap (d0=1,d1=1,d2=1,d3=0) X","/I0/V_cap (d0=1,d1=1,d2=1,d3=0) Y","/I0/V_cap (d0=1,d1=1,d2=1,d3=1) X","/I0/V_cap (d0=1,d1=1,d2=1,d3=1) Y","/I0/V_ramp (d0=0,d1=0,d2=0,d3=0) X","/I0/V_ramp (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_ramp (d0=0,d1=0,d2=0,d3=1) X","/I0/V_ramp (d0=0,d1=0,d2=0,d3=1) Y","/I0/V_ramp (d0=0,d1=0,d2=1,d3=0) X","/I0/V_ramp (d0=0,d1=0,d2=1,d3=0) Y","/I0/V_ramp (d0=0,d1=0,d2=1,d3=1) X","/I0/V_ramp (d0=0,d1=0,d2=1,d3=1) Y","/I0/V_ramp (d0=0,d1=1,d2=0,d3=0) X","/I0/V_ramp (d0=0,d1=1,d2=0,d3=0) Y","/I0/V_ramp (d0=0,d1=1,d2=0,d3=1) X","/I0/V_ramp (d0=0,d1=1,d2=0,d3=1) Y","/I0/V_ramp (d0=0,d1=1,d2=1,d3=0) X","/I0/V_ramp (d0=0,d1=1,d2=1,d3=0) Y","/I0/V_ramp (d0=0,d1=1,d2=1,d3=1) X","/I0/V_ramp (d0=0,d1=1,d2=1,d3=1) Y","/I0/V_ramp (d0=1,d1=0,d2=0,d3=0) X","/I0/V_ramp (d0=1,d1=0,d2=0,d3=0) Y","/I0/V_ramp (d0=1,d1=0,d2=0,d3=1) X","/I0/V_ramp (d0=1,d1=0,d2=0,d3=1) Y","/I0/V_ramp (d0=1,d1=0,d2=1,d3=0) X","/I0/V_ramp (d0=1,d1=0,d2=1,d3=0) Y","/I0/V_ramp (d0=1,d1=0,d2=1,d3=1) X","/I0/V_ramp (d0=1,d1=0,d2=1,d3=1) Y","/I0/V_ramp (d0=1,d1=1,d2=0,d3=0) X","/I0/V_ramp (d0=1,d1=1,d2=0,d3=0) Y","/I0/V_ramp (d0=1,d1=1,d2=0,d3=1) X","/I0/V_ramp (d0=1,d1=1,d2=0,d3=1) Y","/I0/V_ramp (d0=1,d1=1,d2=1,d3=0) X","/I0/V_ramp (d0=1,d1=1,d2=1,d3=0) Y","/I0/V_ramp (d0=1,d1=1,d2=1,d3=1) X","/I0/V_ramp (d0=1,d1=1,d2=1,d3=1) Y","/in_DTC (d0=0,d1=0,d2=0,d3=0) X","/in_DTC (d0=0,d1=0,d2=0,d3=0) Y"
5.613743820865507e-08,-0.0001292524614888958,5.884130396330656e-08,1.761701544162035e-05,5.62174921505845e-08,0.0001778606618658296,5.900208483618896e-08,5.631891922071645e-07,5.627171813984443e-08,0.001301073410951819,5.747232219886196e-08,2.212742593576627e-06,5.629379193952876e-08,9.392644320579827e-05,6.007282880774601e-08,-0.01506997389921032,5.623769338615229e-08,0.001440169023977228,5.620371067691672e-08,-6.978761199910079e-06,5.730434993837049e-08,6.479957192336366e-06,6.005121978245183e-08,-0.0009861776656107657,5.615690168877938e-08,-9.683320134287929e-05,6.005000000000001e-08,-0.0007557735150157648,6.000000000000001e-08,4.143364290189608e-05,7.017394495621795e-08,0.8777184035080235,5.613743820865507e-08,1.1,5.613743820865507e-08,0.9061077330057373,5.884130396330656e-08,0.8594088409223088,5.62174921505845e-08,0.7184909221909012,5.900208483618896e-08,0.9994366803609157,5.627171813984443e-08,0.6490443738408109,5.747232219886196e-08,0.9294034383559312,5.629379193952876e-08,0.7893879674425426,6.007282880774601e-08,1.070591419970042,5.623769338615229e-08,0.6131542307335361,5.730434993837049e-08,0.8944084951388571,5.620371067691672e-08,0.7529740865093737,6.005121978245183e-08,1.035381648980974,5.615690168877938e-08,0.8638868764058728,6.005000000000001e-08,0.9652587142927961,6.000000000000001e-08,0.8244033890589151,7.017394495621795e-08,1.093884437868301,5.613743820865507e-08,0.9582922525917927,5.884130396330656e-08,0.8594088208075256,5.62174921505845e-08,0.7440622338979499,5.900208483618896e-08,0.9994368262399933,5.627171813984443e-08,0.6567207344754187,5.747232219886196e-08,0.9294035077238523,5.629379193952876e-08,0.7894507609665999,6.007282880774601e-08,1.075722912880841,5.623769338615229e-08,0.6462338001706044,5.730434993837049e-08,0.8944082616832797,5.620371067691672e-08,0.7944376746663957,6.005121978245183e-08,1.040893305279089,5.615690168877938e-08,0.9095135742384715,6.005000000000001e-08,0.9713364810482498,6.000000000000001e-08,0.8244043573015911,7.017394495621795e-08,0.3368776777019033,5.613743820865507e-08,0
5.615579800052451e-08,-0.0001122341488443461,6.000000000000001e-08,1.761317471211235e-05,5.623056592148735e-08,0.0002777698265967131,6.000000000000001e-08,5.658816517931198e-07,5.629933719334266e-08,0.001419709649453355,5.870290933733192e-08,2.222309439243765e-06,5.633335557215616e-08,9.442938928356685e-05,6.007549164892747e-08,-0.01656636630248921,5.625799853902214e-08,0.001849385667198989,5.621069453521793e-08,3.789972269048679e-05,5.836196874204845e-08,6.483719537338381e-06,6.005365934735548e-08,-0.001579896484456647,5.617439902866786e-08,-7.897978156167878e-05,6.00512322711664e-08,-0.0009886213612107719,6.001250000000001e-08,8.37192124074217e-05,7.017647026277811e-08,0.7721208990702295,5.615579800052451e-08,1.1,5.615579800052451e-08,0.8093770335563739,6.000000000000001e-08,0.8594094108029664,5.623056592148735e-08,0.7188965409203759,6.000000000000001e-08,0.999436951440428,5.629933719334266e-08,0.649194853103535,5.870290933733192e-08,0.9294039040178927,5.633335557215616e-08,0.7893900454402798,6.007549164892747e-08,1.070613475509466,5.625799853902214e-08,0.6136059736914057,5.836196874204845e-08,0.8944089359783859,5.621069453521793e-08,0.7534367976418366,6.005365934735548e-08,1.035407273878073,5.617439902866786e-08,0.7901169745125396,6.00512322711664e-08,0.9652699646031001,6.001250000000001e-08,0.824634202927653,7.017647026277811e-08,1.092924498808346,5.615579800052451e-08,0.8712955440651997,6.000000000000001e-08,0.8594092121631789,5.623056592148735e-08,0.7324598782311964,6.000000000000001e-08,0.9994367852097,5.629933719334266e-08,0.6524152424834052,5.870290933733192e-08,0.9294037951607783,5.633335557215616e-08,0.7893921195688749,6.007549164892747e-08,1.075655448159215,5.625799853902214e-08,0.6333320329147679,5.836196874204845e-08,0.8944090860901052,5.621069453521793e-08,0.7812105406638657,6.005365934735548e-08,1.040993111848683,5.617439902866786e-08,0.8434761505424413,6.00512322711664e-08,0.9713575367797138,6.001250000000001e-08,0.8273104785108902,7.017647026277811e-08,0.3727041383722217,5.615579800052451e-08,0
5.617217243289254e-08,-6.228761599760715e-05,6.001250000000001e-08,6.083771131341344e-05,5.62464855965875e-08,0.0003517350878976274,6.001250000000001e-08,4.362069347338076e-05,5.633623454735024e-08,0.001482912660411241,6.000000000000001e-08,2.212837351539863e-06,5.639550139307858e-08,9.441045206841375e-05,6.007750385160383e-08,-0.01722939312602298,5.628308693354866e-08,0.002161780838449692,5.621703702982119e-08,7.847437962059908e-05,6.000000000000001e-08,6.479774507805571e-06,6.005674567536491e-08,-0.002611027587020869,5.620000000000001e-08,7.182999806566326e-05,6.005369681349916e-08,-0.001590518203215962,6.002857279125803e-08,6.932797101584105e-05,7.017996011778806e-08,0.6195534411878809,5.617217243289254e-08,1.1,5.617217243289254e-08,0.7229118172063629,6.001250000000001e-08,0.859648895674569,5.62464855965875e-08,0.7191408077109448,6.001250000000001e-08,0.9997003140556828,5.633623454735024e-08,0.649270938968577,6.000000000000001e-08,0.9294043827027825,5.639550139307858e-08,0.7893901751204202,6.007750385160383e-08,1.070630227932922,5.628308693354866e-08,0.6139102024264461,6.000000000000001e-08,0.8944096512575451,5.621703702982119e-08,0.7537164482164346,6.005674567536491e-08,1.035436968057392,5.620000000000001e-08,0.6819274130164441,6.005369681349916e-08,0.9652916535381483,6.002857279125803e-08,0.8248839618249121,7.017996011778806e-08,1.091494834840141,5.617217243289254e-08,0.7982878307737195,6.001250000000001e-08,0.8621925951770497,5.62464855965875e-08,0.7254702076812021,6.001250000000001e-08,1.001810512129839,5.633623454735024e-08,0.6502381937837238,6.000000000000001e-08,0.9294044457468883,5.639550139307858e-08,0.7893895161850456,6.007750385160383e-08,1.075604988570597,5.628308693354866e-08,0.624633256373779,6.000000000000001e-08,0.8944094315381451,5.621703702982119e-08,0.7732083925090254,6.005674567536491e-08,1.04107102078208,5.620000000000001e-08,0.7529753307419674,6.005369681349916e-08,0.9713721423447136,6.002857279125803e-08,0.830334768823349,7.017996011778806e-08,0.4279034527053483,5.617217243289254e-08,0
5.618608621644627e-08,8.676688200533491e-05,6.002850904214749e-08,4.817536805316635e-05,5.626772587443313e-08,0.0003987694864507006,6.002824729251098e-08,3.16088464846111e-05,5.638555439839177e-08,0.001505614909542622,6.001250000000001e-08,4.610994453601822e-05,5.651979303492343e-08,9.445700936758003e-05,6.007973007492638e-08,-0.01753960788968553,5.63147104658304e-08,0.002373916904955159,5.622972201902771e-08,0.0001367258931287829,6.001250000000001e-08,5.048502983315045e-05,6.005982605533836e-08,-0.003992405327584593,5.620386370117261e-08,0.0001244030704247673,6.005678533372592e-08,-0.002626241899045611,6.003540908447398e-08,3.629893042189533e-05,7.01828935978503e-08,0.4963499279863289,5.618608621644627e-08,1.1,5.618608621644627e-08,0.6492520395433431,6.002850904214749e-08,0.8599160336376752,5.626772587443313e-08,0.7192792896942767,6.002824729251098e-08,1.000021923156534,5.638555439839177e-08,0.6492981658987224,6.001250000000001e-08,0.929657617546558,5.651979303492343e-08,0.7893902167128584,6.007973007492638e-08,1.070648855599312,5.63147104658304e-08,0.6141014119637271,6.001250000000001e-08,0.8946565627617877,5.622972201902771e-08,0.7540534501779437,6.005982605533836e-08,1.035464374455825,5.620386370117261e-08,0.6822750254297018,6.005678533372592e-08,0.9653177576512622,6.003540908447398e-08,0.8249611385654033,7.01828935978503e-08,1.090213519314071,5.618608621644627e-08,0.7409687027735211,6.002850904214749e-08,0.8651681778350774,5.626772587443313e-08,0.7215063025169854,6.002824729251098e-08,1.004167700516823,5.638555439839177e-08,0.6494600040678268,6.001250000000001e-08,0.9319647497006925,5.651979303492343e-08,0.7893905755675908,6.007973007492638e-08,1.075550101052047,5.63147104658304e-08,0.6191615836797106,6.001250000000001e-08,0.8970765529874356,5.622972201902771e-08,0.7635621727588042,6.005982605533836e-08,1.041093623491449,5.620386370117261e-08,0.7430560973006431,6.005678533372592e-08,0.9713508537052075,6.003540908447398e-08,0.8311193622237444,7.01828935978503e-08,0.479158733152421,5.618608621644627e-08,0
5.620000000000001e-08,0.000464195650261105,6.003530228856129e-08,1.668197692748149e-05,5.629370422392995e-08,0.0004178362389601617,6.003486576034076e-08,3.860713587422428e-06,5.645617738105967e-08,0.001510407240695561,6.00283795713353e-08,3.458208962022223e-05,5.676837631861312e-08,9.441650019368303e-05,6.008155673338831e-08,-0.01762258253616749,5.635652740562752e-08,0.002499100899575171,5.624517208735755e-08,0.0001751453936718951,6.002844464418752e-08,3.880060797537047e-05,6.006213668038647e-08,-0.00534909520056822,5.621113887168522e-08,0.0002327422044904418,6.005990169907425e-08,-0.004032006641508334,6.0042704542237e-08,-0.0001029237505540324,7.018506102323229e-08,0.4117399997436962,5.620000000000001e-08,1.1,5.620000000000001e-08,0.5753602185517996,6.003530228856129e-08,0.8600021685185317,5.629370422392995e-08,0.7193345597318281,6.003486576034076e-08,1.000144247148625,5.645617738105967e-08,0.6493037345420504,6.00283795713353e-08,0.9299556500437867,5.676837631861312e-08,0.7893903908376857,6.008155673338831e-08,1.070664211339376,5.635652740562752e-08,0.6142095395627049,6.002844464418752e-08,0.8949399408412161,5.624517208735755e-08,0.7542405180988425,6.006213668038647e-08,1.03548402026347,5.621113887168522e-08,0.6828306424593028,6.005990169907425e-08,0.9653435680378633,6.0042704542237e-08,0.8250276243954985,7.018506102323229e-08,1.089229740511712,5.620000000000001e-08,0.6896603049341453,6.003530228856129e-08,0.8660168059065928,5.629370422392995e-08,0.7199243968172069,6.003486576034076e-08,1.004882720616688,5.645617738105967e-08,0.6493024747642147,6.00283795713353e-08,0.9346699156014294,5.676837631861312e-08,0.7893900898296201,6.008155673338831e-08,1.075505026756994,5.635652740562752e-08,0.6160662819461394,6.002844464418752e-08,0.8999375890766288,5.624517208735755e-08,0.7582063003527354,6.006213668038647e-08,1.041079120344059,5.621113887168522e-08,0.7271943152373257,6.005990169907425e-08,0.971298929604712,6.0042704542237e-08,0.8315052661374422,7.018506102323229e-08,0.5197084048688023,5.620000000000001e-08,0
5.62027238106864e-08,0.0005765279061107075,6.004265114428065e-08,-0.000120806435637571,5.632960331562536e-08,0.0004242668775887852,6.004243288017039e-08,-0.0001270254372236279,5.656389912598822e-08,0.001509752046318997,6.003508599626579e-08,5.24565361108839e-06,5.72655428859925e-08,9.445401620010572e-05,6.008364347841858e-08,-0.01765240685599605,5.641297228952933e-08,0.002555728814330593,5.626586961779113e-08,0.0001964195566901707,6.003519463391805e-08,8.479772223393957e-06,6.006469243805359e-08,-0.007325490288016202,5.621784245033488e-08,0.000336526050620018,6.006222544075691e-08,-0.005408611951783321,6.00463522711185e-08,-0.0003060184224785622,7.018673142697764e-08,0.3518082858218615,5.62027238106864e-08,1.1,5.62027238106864e-08,0.5756295736718091,6.004265114428065e-08,0.8600751838169334,5.632960331562536e-08,0.7193522786945589,6.004243288017039e-08,1.00026060035353,5.656389912598822e-08,0.6493037811890203,6.003508599626579e-08,0.9300610013800155,5.72655428859925e-08,0.7893906765097366,6.008364347841858e-08,1.070681828289737,5.641297228952933e-08,0.6142573615599252,6.003519463391805e-08,0.8950356992178532,5.626586961779113e-08,0.7543352741956012,6.006469243805359e-08,1.035505290282867,5.621784245033488e-08,0.68319547001609,6.006222544075691e-08,0.9653627349866726,6.00463522711185e-08,0.825058171486342,7.018673142697764e-08,1.088455584246332,5.62027238106864e-08,0.6820259156054945,6.004265114428065e-08,0.8665277437363041,5.632960331562536e-08,0.7194178431263665,6.004243288017039e-08,1.005643362146137,5.656389912598822e-08,0.6493039613792101,6.003508599626579e-08,0.9355145332003461,5.72655428859925e-08,0.789390912174078,6.008364347841858e-08,1.07545284601351,5.641297228952933e-08,0.6146980073768852,6.003519463391805e-08,0.9008054470771008,5.626586961779113e-08,0.7554928462789802,6.006469243805359e-08,1.041038912347316,5.621784245033488e-08,0.7167736716011811,6.006222544075691e-08,0.9712472856873726,6.00463522711185e-08,0.8315416407900833,7.018673142697764e-08,0.5523935722551403,5.62027238106864e-08,0
5.620799193815267e-08,0.0008030259633481972,6.004632557214034e-08,-0.0003239615612490559,5.638051254028652e-08,0.0004245423967313046,6.00462164400852e-08,-0.000329138992926468,5.675538654732856e-08,0.001510744752214501,6.00425429981329e-08,-0.0001288424552534214,5.825987602075127e-08,9.441551187537956e-05,6.008597813661249e-08,-0.01766090400524488,5.649143654945501e-08,0.002572004228346727,5.629143575341895e-08,0.0002033918353157064,6.004259731695904e-08,-0.0001273000664160669,6.006686647732752e-08,-0.009450868886849827,5.623124960763422e-08,0.0005073887858157573,6.006478423578861e-08,-0.007406986010101761,6.005000000000001e-08,-0.0007221069354256646,7.018916963500011e-08,0.2742297881539955,5.620799193815267e-08,1.1,5.620799193815267e-08,0.5761014954207138,6.004632557214034e-08,0.8601069130490893,5.638051254028652e-08,0.7193543100011925,6.00462164400852e-08,1.00030842080017,5.675538654732856e-08,0.6493039678224167,6.00425429981329e-08,0.9301536788012882,5.825987602075127e-08,0.7893913003818234,6.008597813661249e-08,1.070701624331514,5.649143654945501e-08,0.6142710951982944,6.004259731695904e-08,0.8951176495775297,5.629143575341895e-08,0.7543667287098299,6.006686647732752e-08,1.035523228195975,5.623124960763422e-08,0.6836745309587139,6.006478423578861e-08,0.9653838850335135,6.005000000000001e-08,0.8250883527057298,7.018916963500011e-08,1.087311608638325,5.620799193815267e-08,0.6686330320103644,6.004632557214034e-08,0.8666059736251431,5.638051254028652e-08,0.7193610161862762,6.00462164400852e-08,1.005946824211591,5.675538654732856e-08,0.6493037795883547,6.00425429981329e-08,0.9362281428278755,5.825987602075127e-08,0.7893910510056737,6.008597813661249e-08,1.075393313932854,5.649143654945501e-08,0.6143068664364335,6.004259731695904e-08,0.9014329826250893,5.629143575341895e-08,0.7545924073240662,6.006686647732752e-08,1.040990304829085,5.623124960763422e-08,0.7030827156268077,6.006478423578861e-08,0.9711808929332493,6.005000000000001e-08,0.8314992355064185,7.018916963500011e-08,0.6020502119865657,5.620799193815267e-08,0
5.621270712090189e-08,0.001013363644685989,6.005000000000001e-08,-0.000742570228525427,5.646308386505706e-08,0.0004251863332254658,6.005000000000001e-08,-0.0007560648129639612,5.713836139000925e-08,0.001509897007969278,6.004627149906645e-08,-0.0003316127541908702,6.000000000000001e-08,9.444990332135138e-05,6.008925195943016e-08,-0.01766580655131068,5.660641662881443e-08,0.002573634895904283,5.632764171220661e-08,0.0002047199976694305,6.004629865847952e-08,-0.0003303255833670805,6.006993193262447e-08,-0.01268256316554161,5.624787372066745e-08,0.0006493482156112319,6.006698473143385e-08,-0.009575883558023227,6.005125668908961e-08,-0.0009597345740904369,7.019099864456616e-08,0.2240619771388993,5.621270712090189e-08,1.1,5.621270712090189e-08,0.576450895213092,6.005000000000001e-08,0.8601375049353426,5.646308386505706e-08,0.7193546674195792,6.005000000000001e-08,1.00035001650321,5.713836139000925e-08,0.6493043096010855,6.004627149906645e-08,0.9301912893346802,6.000000000000001e-08,0.78939234806098,6.008925195943016e-08,1.070729515441402,5.660641662881443e-08,0.6142725395941411,6.004629865847952e-08,0.8951516783666553,5.632764171220661e-08,0.7543737188480349,6.006993193262447e-08,1.035548509551786,5.624787372066745e-08,0.68399175251487,6.006698473143385e-08,0.9654021492672874,6.005125668908961e-08,0.8250987478989643,7.019099864456616e-08,1.08645102419322,5.621270712090189e-08,0.6587005261574754,6.005000000000001e-08,0.8665850574990812,5.646308386505706e-08,0.7193525769730333,6.005000000000001e-08,1.006148933816807,5.713836139000925e-08,0.6493043204810034,6.004627149906645e-08,0.9364325191954355,6.000000000000001e-08,0.789392558806035,6.008925195943016e-08,1.075307544742967,5.660641662881443e-08,0.6142688941513205,6.004629865847952e-08,0.9015709603863352,5.632764171220661e-08,0.7543932101548285,6.006993193262447e-08,1.040909333629434,5.624787372066745e-08,0.6940116309960211,6.006698473143385e-08,0.9711173596589516,6.005125668908961e-08,0.8314717929469851,7.019099864456616e-08,0.6405580213603654,5.621270712090189e-08,0
5.622213748640035e-08,0.001420395118012536,6.005125067938083e-08,-0.000979175058480713,5.661645797185624e-08,0.0004248684084156727,6.00512260011316e-08,-0.0009875392914440936,5.790431107537063e-08,0.00151068397652392,6.005000000000001e-08,-0.0007546038808247823,6.001250000000001e-08,0.0001343370081386481,6.009414887265849e-08,-0.01767078694077376,5.679390380846559e-08,0.002573107509367191,5.638136597911739e-08,0.0002052469018912976,6.005000000000001e-08,-0.000751209627752188,6.00729078248119e-08,-0.01512245933573424,5.626978762218316e-08,0.0007505587757803771,6.007015345986646e-08,-0.01289157618584681,6.005377006726882e-08,-0.00157619473746352,7.01925184998141e-08,0.1881106343461018,5.622213748640035e-08,1.1,5.622213748640035e-08,0.5770075102235369,6.005125067938083e-08,0.8601478245866181,5.661645797185624e-08,0.719354679970004,6.00512260011316e-08,1.000362266783785,5.790431107537063e-08,0.6493050121801254,6.005000000000001e-08,0.9302250378171321,6.001250000000001e-08,0.7896126815259104,6.009414887265849e-08,1.07077148545431,5.679390380846559e-08,0.6142725628705393,6.005000000000001e-08,0.8951833226573375,5.638136597911739e-08,0.7543743412373506,6.00729078248119e-08,1.035573171662677,5.626978762218316e-08,0.6841890305092857,6.007015345986646e-08,0.9654286056075277,6.005377006726882e-08,0.8251196114084104,7.01925184998141e-08,1.0857420338025,5.622213748640035e-08,0.6428675410368772,6.005125067938083e-08,0.8665623072955375,5.661645797185624e-08,0.7193556280637267,6.00512260011316e-08,1.00619266121179,5.790431107537063e-08,0.6493048740172467,6.005000000000001e-08,0.9365068201232407,6.001250000000001e-08,0.7924349335914237,6.009414887265849e-08,1.075173728334445,5.679390380846559e-08,0.6142737274390446,6.005000000000001e-08,0.90158834786985,5.638136597911739e-08,0.7543765663298894,6.00729078248119e-08,1.040828090701408,5.626978762218316e-08,0.6883673450208316,6.007015345986646e-08,0.9710208403088858,6.005377006726882e-08,0.8314125822901779,7.01925184998141e-08,0.673124322823026,5.622213748640035e-08,0
5.623873989167044e-08,0.002047754117389264,6.005375203814248e-08,-0.001592447709199029,5.692320618545459e-08,0.0004251464126638486,6.005367800339476e-08,-0.001585352936067158,5.895215553768532e-08,0.001509875586885145,6.005123847276205e-08,-0.000988780027526301,6.002863591585336e-08,0.0001152659175798798,6.01e-08,-0.01767554220433771,5.716738394837691e-08,0.002573759651825955,5.647482398969253e-08,0.0002050877351836344,6.005124460787838e-08,-0.0009866471817627377,6.007559900536651e-08,-0.01661072372462247,5.629648286812276e-08,0.0008004140395847994,6.007307916324864e-08,-0.01523062943030671,6.005686267065539e-08,-0.002618069644532932,7.019364750599751e-08,0.1637283163796162,5.623873989167044e-08,1.1,5.623873989167044e-08,0.5776835285435858,6.005375203814248e-08,0.860168483595684,5.692320618545459e-08,0.7193549736484776,6.005367800339476e-08,1.000385566609883,5.895215553768532e-08,0.6493059618026543,6.005123847276205e-08,0.9302356655874087,6.002863591585336e-08,0.7898444683663168,6.01e-08,1.070821971731659,5.716738394837691e-08,0.6142730014944705,6.005124460787838e-08,0.895193679486315,5.647482398969253e-08,0.7543744804364347,6.007559900536651e-08,1.035595618824572,5.629648286812276e-08,0.6842822552367791,6.007307916324864e-08,0.9654532100624371,6.005686267065539e-08,0.8251454406127305,7.019364750599751e-08,1.08522326882087,5.623873989167044e-08,0.6236158310337599,6.005375203814248e-08,0.8665097511981817,5.692320618545459e-08,0.7193540478403729,6.005367800339476e-08,1.006250068247933,5.895215553768532e-08,0.649305948829684,6.005123847276205e-08,0.9365072830004185,6.002863591585336e-08,0.7954232854594762,6.01e-08,1.075003582983278,5.716738394837691e-08,0.6142722204376364,6.005124460787838e-08,0.901574161558098,5.647482398969253e-08,0.7543744727633458,6.007559900536651e-08,1.040755598538561,5.629648286812276e-08,0.6856996512797618,6.007307916324864e-08,0.9709336488412672,6.005686267065539e-08,0.8313336402057192,7.019364750599751e-08,0.6974933122600672,5.623873989167044e-08,0
