"delay (modelFiles=toplevel.scs:top_tt,temperature=-55,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_tt,temperature=-55,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=0,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_tt,temperature=0,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=27,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_tt,temperature=27,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=-55,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_tt,temperature=-55,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=0,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_tt,temperature=0,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=27,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_tt,temperature=27,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=-55,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_tt,temperature=-55,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=0,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_tt,temperature=0,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_tt,temperature=27,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_tt,temperature=27,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=-55,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_ss,temperature=-55,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=0,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_ss,temperature=0,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=27,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_ss,temperature=27,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=-55,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_ss,temperature=-55,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=0,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_ss,temperature=0,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=27,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_ss,temperature=27,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=-55,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_ss,temperature=-55,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=0,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_ss,temperature=0,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_ss,temperature=27,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_ss,temperature=27,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=-55,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_ff,temperature=-55,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=0,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_ff,temperature=0,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=27,Vdd=0.88) X","delay (modelFiles=toplevel.scs:top_ff,temperature=27,Vdd=0.88) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=-55,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_ff,temperature=-55,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=0,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_ff,temperature=0,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=27,Vdd=1.1) X","delay (modelFiles=toplevel.scs:top_ff,temperature=27,Vdd=1.1) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=-55,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_ff,temperature=-55,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=0,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_ff,temperature=0,Vdd=1.32) Y","delay (modelFiles=toplevel.scs:top_ff,temperature=27,Vdd=1.32) X","delay (modelFiles=toplevel.scs:top_ff,temperature=27,Vdd=1.32) Y"
2.4250000000E-06,8.0402538045E-09,2.4250000000E-06,6.5934484791E-09,2.4250000000E-06,5.9889972772E-09,2.4250000000E-06,5.7620194452E-09,2.4250000000E-06,4.7652826628E-09,2.4250000000E-06,4.3397353134E-09,2.4250000000E-06,4.7399205884E-09,2.4250000000E-06,3.9250703853E-09,2.4250000000E-06,3.5725044932E-09,2.4250000000E-06,1.3770947528E-08,2.4250000000E-06,1.1477662850E-08,2.4250000000E-06,1.0538007395E-08,2.4250000000E-06,1.0250289985E-08,2.4250000000E-06,8.6863804361E-09,2.4250000000E-06,8.0200877830E-09,2.4250000000E-06,8.7807181097E-09,2.4250000000E-06,7.4110038492E-09,2.4250000000E-06,6.8242769090E-09,2.4250000000E-06,3.7608290178E-09,2.4250000000E-06,2.9750689354E-09,2.4250000000E-06,2.6504124636E-09,2.4250000000E-06,2.5970096889E-09,2.4250000000E-06,2.0767597473E-09,2.4250000000E-06,1.8481596857E-09,2.4250000000E-06,2.1120792573E-09,2.4250000000E-06,1.6716677210E-09,2.4250000000E-06,1.4873272811E-09
2.4750000000E-06,8.0712033497E-09,2.4750000000E-06,6.6235761248E-09,2.4750000000E-06,6.0190957535E-09,2.4750000000E-06,5.7971909386E-09,2.4750000000E-06,4.7986856302E-09,2.4750000000E-06,4.3741286032E-09,2.4750000000E-06,4.7838134966E-09,2.4750000000E-06,3.9672426151E-09,2.4750000000E-06,3.6144820354E-09,2.4750000000E-06,1.3811352422E-08,2.4750000000E-06,1.1514044070E-08,2.4750000000E-06,1.0582335114E-08,2.4750000000E-06,1.0286244745E-08,2.4750000000E-06,8.7347759872E-09,2.4750000000E-06,8.0640607194E-09,2.4750000000E-06,8.8346363339E-09,2.4750000000E-06,7.4639896483E-09,2.4750000000E-06,6.8760720181E-09,2.4750000000E-06,3.7838443237E-09,2.4750000000E-06,2.9978487713E-09,2.4750000000E-06,2.6723913759E-09,2.4750000000E-06,2.6239452439E-09,2.4750000000E-06,2.1030251108E-09,2.4750000000E-06,1.8740878872E-09,2.4750000000E-06,2.1447066168E-09,2.4750000000E-06,1.7024964086E-09,2.4750000000E-06,1.5164295990E-09
2.5250000000E-06,8.1057210821E-09,2.5250000000E-06,6.6539200792E-09,2.5250000000E-06,6.0492927259E-09,2.5250000000E-06,5.8319944717E-09,2.5250000000E-06,4.8320910634E-09,2.5250000000E-06,4.4075098935E-09,2.5250000000E-06,4.8283261578E-09,2.5250000000E-06,4.0081668514E-09,2.5250000000E-06,3.6548411423E-09,2.5250000000E-06,1.3854789067E-08,2.5250000000E-06,1.1560612894E-08,2.5250000000E-06,1.0623912899E-08,2.5250000000E-06,1.0333951325E-08,2.5250000000E-06,8.7796588767E-09,2.5250000000E-06,8.1102131912E-09,2.5250000000E-06,8.8950381707E-09,2.5250000000E-06,7.5164701859E-09,2.5250000000E-06,6.9324620287E-09,2.5250000000E-06,3.8070831571E-09,2.5250000000E-06,3.0205763443E-09,2.5250000000E-06,2.6945167488E-09,2.5250000000E-06,2.6527010415E-09,2.5250000000E-06,2.1302282231E-09,2.5250000000E-06,1.8994873406E-09,2.5250000000E-06,2.1771405012E-09,2.5250000000E-06,1.7321943542E-09,2.5250000000E-06,1.5459125356E-09
2.5750000000E-06,8.1385851831E-09,2.5750000000E-06,6.6842661718E-09,2.5750000000E-06,6.0793272150E-09,2.5750000000E-06,5.8670019089E-09,2.5750000000E-06,4.8653705659E-09,2.5750000000E-06,4.4407561820E-09,2.5750000000E-06,4.8717763106E-09,2.5750000000E-06,4.0503632562E-09,2.5750000000E-06,3.6969246569E-09,2.5750000000E-06,1.3901431876E-08,2.5750000000E-06,1.1605550540E-08,2.5750000000E-06,1.0657277737E-08,2.5750000000E-06,1.0387654007E-08,2.5750000000E-06,8.8248032202E-09,2.5750000000E-06,8.1542218998E-09,2.5750000000E-06,8.9501675423E-09,2.5750000000E-06,7.5698918708E-09,2.5750000000E-06,6.9823343436E-09,2.5750000000E-06,3.8300050448E-09,2.5750000000E-06,3.0432599577E-09,2.5750000000E-06,2.7163318873E-09,2.5750000000E-06,2.6804398722E-09,2.5750000000E-06,2.1575499342E-09,2.5750000000E-06,1.9236504704E-09,2.5750000000E-06,2.2091684270E-09,2.5750000000E-06,1.7627275396E-09,2.5750000000E-06,1.5758139318E-09
2.6250000000E-06,8.1717963246E-09,2.6250000000E-06,6.7148783946E-09,2.6250000000E-06,6.1092115219E-09,2.6250000000E-06,5.9021730734E-09,2.6250000000E-06,4.8996307496E-09,2.6250000000E-06,4.4760503575E-09,2.6250000000E-06,4.9143217031E-09,2.6250000000E-06,4.0945318108E-09,2.6250000000E-06,3.7397860519E-09,2.6250000000E-06,1.3950395839E-08,2.6250000000E-06,1.1643511990E-08,2.6250000000E-06,1.0695313820E-08,2.6250000000E-06,1.0441573693E-08,2.6250000000E-06,8.8705464977E-09,2.6250000000E-06,8.1968307071E-09,2.6250000000E-06,9.0077558746E-09,2.6250000000E-06,7.6241247754E-09,2.6250000000E-06,7.0328748537E-09,2.6250000000E-06,3.8528620299E-09,2.6250000000E-06,3.0666376121E-09,2.6250000000E-06,2.7397269426E-09,2.6250000000E-06,2.7068911045E-09,2.6250000000E-06,2.1849936449E-09,2.6250000000E-06,1.9528715394E-09,2.6250000000E-06,2.2425677611E-09,2.6250000000E-06,1.7949463920E-09,2.6250000000E-06,1.6057471175E-09
2.6750000000E-06,8.2025215728E-09,2.6750000000E-06,6.7457776259E-09,2.6750000000E-06,6.1390949745E-09,2.6750000000E-06,5.9373629104E-09,2.6750000000E-06,4.9350054610E-09,2.6750000000E-06,4.5114992371E-09,2.6750000000E-06,4.9587941877E-09,2.6750000000E-06,4.1377830124E-09,2.6750000000E-06,3.7825088611E-09,2.6750000000E-06,1.3995092286E-08,2.6750000000E-06,1.1693756585E-08,2.6750000000E-06,1.0734980891E-08,2.6750000000E-06,1.0490905099E-08,2.6750000000E-06,8.9161057282E-09,2.6750000000E-06,8.2425410283E-09,2.6750000000E-06,9.0660589484E-09,2.6750000000E-06,7.6790648058E-09,2.6750000000E-06,7.0889825579E-09,2.6750000000E-06,3.8757765758E-09,2.6750000000E-06,3.0899418365E-09,2.6750000000E-06,2.7621697049E-09,2.6750000000E-06,2.7335201701E-09,2.6750000000E-06,2.2118136765E-09,2.6750000000E-06,1.9804783526E-09,2.6750000000E-06,2.2737034615E-09,2.6750000000E-06,1.8262503852E-09,2.6750000000E-06,1.6357087446E-09
2.7250000000E-06,8.2345865403E-09,2.7250000000E-06,6.7764222162E-09,2.7250000000E-06,6.1689549627E-09,2.7250000000E-06,5.9725775605E-09,2.7250000000E-06,4.9702848880E-09,2.7250000000E-06,4.5465241789E-09,2.7250000000E-06,5.0034943476E-09,2.7250000000E-06,4.1775603996E-09,2.7250000000E-06,3.8249522677E-09,2.7250000000E-06,1.4037927275E-08,2.7250000000E-06,1.1736488166E-08,2.7250000000E-06,1.0778148805E-08,2.7250000000E-06,1.0534330439E-08,2.7250000000E-06,8.9599916717E-09,2.7250000000E-06,8.2863657500E-09,2.7250000000E-06,9.1199294620E-09,2.7250000000E-06,7.7313835926E-09,2.7250000000E-06,7.1394077424E-09,2.7250000000E-06,3.8987503638E-09,2.7250000000E-06,3.1129607271E-09,2.7250000000E-06,2.7840248965E-09,2.7250000000E-06,2.7612899051E-09,2.7250000000E-06,2.2386473612E-09,2.7250000000E-06,2.0066733092E-09,2.7250000000E-06,2.3062165693E-09,2.7250000000E-06,1.8573391407E-09,2.7250000000E-06,1.6657442783E-09
2.7750000000E-06,8.2689952127E-09,2.7750000000E-06,6.8069004074E-09,2.7750000000E-06,6.1990147219E-09,2.7750000000E-06,6.0077665335E-09,2.7750000000E-06,5.0044210829E-09,2.7750000000E-06,4.5807898691E-09,2.7750000000E-06,5.0470777327E-09,2.7750000000E-06,4.2203222598E-09,2.7750000000E-06,3.8666581528E-09,2.7750000000E-06,1.4085517417E-08,2.7750000000E-06,1.1777585191E-08,2.7750000000E-06,1.0819930064E-08,2.7750000000E-06,1.0580425587E-08,2.7750000000E-06,9.0035161506E-09,2.7750000000E-06,8.3315718268E-09,2.7750000000E-06,9.1733067727E-09,2.7750000000E-06,7.7828920755E-09,2.7750000000E-06,7.1870938522E-09,2.7750000000E-06,3.9216863857E-09,2.7750000000E-06,3.1358237984E-09,2.7750000000E-06,2.8073903829E-09,2.7750000000E-06,2.7884431551E-09,2.7750000000E-06,2.2650903435E-09,2.7750000000E-06,2.0327341011E-09,2.7750000000E-06,2.3386430383E-09,2.7750000000E-06,1.8889529555E-09,2.7750000000E-06,1.6966977070E-09
2.8250000000E-06,8.3020612726E-09,2.8250000000E-06,6.8370079689E-09,2.8250000000E-06,6.2290755886E-09,2.8250000000E-06,6.0432392957E-09,2.8250000000E-06,5.0376735152E-09,2.8250000000E-06,4.6141755313E-09,2.8250000000E-06,5.0907148036E-09,2.8250000000E-06,4.2651286479E-09,2.8250000000E-06,3.9080728653E-09,2.8250000000E-06,1.4129829412E-08,2.8250000000E-06,1.1820911412E-08,2.8250000000E-06,1.0863684280E-08,2.8250000000E-06,1.0631123209E-08,2.8250000000E-06,9.0528542892E-09,2.8250000000E-06,8.3785645766E-09,2.8250000000E-06,9.2273079418E-09,2.8250000000E-06,7.8360312491E-09,2.8250000000E-06,7.2391158087E-09,2.8250000000E-06,3.9444273434E-09,2.8250000000E-06,3.1586705267E-09,2.8250000000E-06,2.8307307098E-09,2.8250000000E-06,2.8167795974E-09,2.8250000000E-06,2.2908414370E-09,2.8250000000E-06,2.0603513143E-09,2.8250000000E-06,2.3703995277E-09,2.8250000000E-06,1.9202199391E-09,2.8250000000E-06,1.7265706127E-09
2.8750000000E-06,8.3336784143E-09,2.8750000000E-06,6.8671053138E-09,2.8750000000E-06,6.2578512048E-09,2.8750000000E-06,6.0788630095E-09,2.8750000000E-06,5.0713884454E-09,2.8750000000E-06,4.6481826623E-09,2.8750000000E-06,5.1333220619E-09,2.8750000000E-06,4.3079094211E-09,2.8750000000E-06,3.9502266815E-09,2.8750000000E-06,1.4173668582E-08,2.8750000000E-06,1.1867550710E-08,2.8750000000E-06,1.0905927674E-08,2.8750000000E-06,1.0676880951E-08,2.8750000000E-06,9.1019704558E-09,2.8750000000E-06,8.4217571381E-09,2.8750000000E-06,9.2778794743E-09,2.8750000000E-06,7.8907347857E-09,2.8750000000E-06,7.2930541020E-09,2.8750000000E-06,3.9674739923E-09,2.8750000000E-06,3.1814546109E-09,2.8750000000E-06,2.8519187757E-09,2.8750000000E-06,2.8441122760E-09,2.8750000000E-06,2.3180213113E-09,2.8750000000E-06,2.0874410505E-09,2.8750000000E-06,2.4029593518E-09,2.8750000000E-06,1.9520699444E-09,2.8750000000E-06,1.7562536547E-09
2.9250000000E-06,8.3654372653E-09,2.9250000000E-06,6.8974664346E-09,2.9250000000E-06,6.2898960169E-09,2.9250000000E-06,6.1144899502E-09,2.9250000000E-06,5.1070479253E-09,2.9250000000E-06,4.6828294454E-09,2.9250000000E-06,5.1762207482E-09,2.9250000000E-06,4.3503189598E-09,2.9250000000E-06,3.9938224145E-09,2.9250000000E-06,1.4220509620E-08,2.9250000000E-06,1.1905695709E-08,2.9250000000E-06,1.0942206311E-08,2.9250000000E-06,1.0722870452E-08,2.9250000000E-06,9.1465778703E-09,2.9250000000E-06,8.4650847041E-09,2.9250000000E-06,9.3348426428E-09,2.9250000000E-06,7.9447634692E-09,2.9250000000E-06,7.3474518938E-09,2.9250000000E-06,3.9907923242E-09,2.9250000000E-06,3.2041065264E-09,2.9250000000E-06,2.8748348723E-09,2.9250000000E-06,2.8732606930E-09,2.9250000000E-06,2.3448189610E-09,2.9250000000E-06,2.1133284639E-09,2.9250000000E-06,2.4354922273E-09,2.9250000000E-06,1.9837666464E-09,2.9250000000E-06,1.7868130237E-09
2.9750000000E-06,8.3989056118E-09,2.9750000000E-06,6.9291404674E-09,2.9750000000E-06,6.3211302380E-09,2.9750000000E-06,6.1496076731E-09,2.9750000000E-06,5.1412741781E-09,2.9750000000E-06,4.7166496861E-09,2.9750000000E-06,5.2212749349E-09,2.9750000000E-06,4.3930015486E-09,2.9750000000E-06,4.0371361220E-09,2.9750000000E-06,1.4267406918E-08,2.9750000000E-06,1.1942859233E-08,2.9750000000E-06,1.0980299254E-08,2.9750000000E-06,1.0772259251E-08,2.9750000000E-06,9.1919764129E-09,2.9750000000E-06,8.5078607931E-09,2.9750000000E-06,9.3934512729E-09,2.9750000000E-06,7.9923785642E-09,2.9750000000E-06,7.4024211089E-09,2.9750000000E-06,4.0139539418E-09,2.9750000000E-06,3.2268537598E-09,2.9750000000E-06,2.8980753369E-09,2.9750000000E-06,2.9021009179E-09,2.9750000000E-06,2.3718807369E-09,2.9750000000E-06,2.1395353621E-09,2.9750000000E-06,2.4674133641E-09,2.9750000000E-06,2.0159221744E-09,2.9750000000E-06,1.8171269616E-09
3.0250000000E-06,8.4315386587E-09,3.0250000000E-06,6.9605084998E-09,3.0250000000E-06,6.3495155950E-09,3.0250000000E-06,6.1842915448E-09,3.0250000000E-06,5.1760059000E-09,3.0250000000E-06,4.7503965347E-09,3.0250000000E-06,5.2660466846E-09,3.0250000000E-06,4.4360405623E-09,3.0250000000E-06,4.0800687627E-09,3.0250000000E-06,1.4311791318E-08,3.0250000000E-06,1.1983209887E-08,3.0250000000E-06,1.1024868853E-08,3.0250000000E-06,1.0819291868E-08,3.0250000000E-06,9.2319803757E-09,3.0250000000E-06,8.5522146732E-09,3.0250000000E-06,9.4499626106E-09,3.0250000000E-06,8.0474507768E-09,3.0250000000E-06,7.4540312275E-09,3.0250000000E-06,4.0369390550E-09,3.0250000000E-06,3.2494995941E-09,3.0250000000E-06,2.9194075024E-09,3.0250000000E-06,2.9300767642E-09,3.0250000000E-06,2.3981899179E-09,3.0250000000E-06,2.1677840409E-09,3.0250000000E-06,2.4999895985E-09,3.0250000000E-06,2.0460691280E-09,3.0250000000E-06,1.8483937671E-09
3.0750000000E-06,8.4662544023E-09,3.0750000000E-06,6.9913401981E-09,3.0750000000E-06,6.3782501839E-09,3.0750000000E-06,6.2193560469E-09,3.0750000000E-06,5.2108436479E-09,3.0750000000E-06,4.7842843591E-09,3.0750000000E-06,5.3099513970E-09,3.0750000000E-06,4.4796013727E-09,3.0750000000E-06,4.1229990217E-09,3.0750000000E-06,1.4355823885E-08,3.0750000000E-06,1.2025993777E-08,3.0750000000E-06,1.1069173341E-08,3.0750000000E-06,1.0869045511E-08,3.0750000000E-06,9.2740081573E-09,3.0750000000E-06,8.5977941281E-09,3.0750000000E-06,9.5052569040E-09,3.0750000000E-06,8.1034355532E-09,3.0750000000E-06,7.5067745125E-09,3.0750000000E-06,4.0603037857E-09,3.0750000000E-06,3.2721539746E-09,3.0750000000E-06,2.9430840125E-09,3.0750000000E-06,2.9577753963E-09,3.0750000000E-06,2.4253738805E-09,3.0750000000E-06,2.1948808406E-09,3.0750000000E-06,2.5331346160E-09,3.0750000000E-06,2.0770681191E-09,3.0750000000E-06,1.8798943797E-09
3.1250000000E-06,8.5040995049E-09,3.1250000000E-06,7.0261419586E-09,3.1250000000E-06,6.4074508028E-09,3.1250000000E-06,6.2546649938E-09,3.1250000000E-06,5.2447485108E-09,3.1250000000E-06,4.8183286801E-09,3.1250000000E-06,5.3539429141E-09,3.1250000000E-06,4.5229959016E-09,3.1250000000E-06,4.1652343591E-09,3.1250000000E-06,1.4401395994E-08,3.1250000000E-06,1.2067576739E-08,3.1250000000E-06,1.1107533059E-08,3.1250000000E-06,1.0915499182E-08,3.1250000000E-06,9.3174223679E-09,3.1250000000E-06,8.6433007745E-09,3.1250000000E-06,9.5619855800E-09,3.1250000000E-06,8.1544548919E-09,3.1250000000E-06,7.5601627781E-09,3.1250000000E-06,4.0837002815E-09,3.1250000000E-06,3.2946396907E-09,3.1250000000E-06,2.9668816800E-09,3.1250000000E-06,2.9848746203E-09,3.1250000000E-06,2.4523292535E-09,3.1250000000E-06,2.2203272320E-09,3.1250000000E-06,2.5661094551E-09,3.1250000000E-06,2.1098737351E-09,3.1250000000E-06,1.9106364469E-09
3.1750000000E-06,8.5356918657E-09,3.1750000000E-06,7.0579141835E-09,3.1750000000E-06,6.4366504462E-09,3.1750000000E-06,6.2899495991E-09,3.1750000000E-06,5.2788160133E-09,3.1750000000E-06,4.8531603849E-09,3.1750000000E-06,5.3961712338E-09,3.1750000000E-06,4.5660532539E-09,3.1750000000E-06,4.2078753870E-09,3.1750000000E-06,1.4449039102E-08,3.1750000000E-06,1.2108454790E-08,3.1750000000E-06,1.1143362194E-08,3.1750000000E-06,1.0963682280E-08,3.1750000000E-06,9.3628045994E-09,3.1750000000E-06,8.6872084180E-09,3.1750000000E-06,9.6119683234E-09,3.1750000000E-06,8.2088891079E-09,3.1750000000E-06,7.6146359896E-09,3.1750000000E-06,4.1056586197E-09,3.1750000000E-06,3.3176624755E-09,3.1750000000E-06,2.9888427569E-09,3.1750000000E-06,3.0113840410E-09,3.1750000000E-06,2.4795790242E-09,3.1750000000E-06,2.2454434267E-09,3.1750000000E-06,2.5987265528E-09,3.1750000000E-06,2.1425652750E-09,3.1750000000E-06,1.9427996716E-09
3.2250000000E-06,8.5667970160E-09,3.2250000000E-06,7.0845800799E-09,3.2250000000E-06,6.4662242014E-09,3.2250000000E-06,6.3259455051E-09,3.2250000000E-06,5.3127589340E-09,3.2250000000E-06,4.8868331079E-09,3.2250000000E-06,5.4389622416E-09,3.2250000000E-06,4.6091719006E-09,3.2250000000E-06,4.2503058944E-09,3.2250000000E-06,1.4503202501E-08,3.2250000000E-06,1.2149259707E-08,3.2250000000E-06,1.1183603978E-08,3.2250000000E-06,1.1013033668E-08,3.2250000000E-06,9.4116135587E-09,3.2250000000E-06,8.7287767485E-09,3.2250000000E-06,9.6606862962E-09,3.2250000000E-06,8.2627830698E-09,3.2250000000E-06,7.6671459166E-09,3.2250000000E-06,4.1299712842E-09,3.2250000000E-06,3.3411424430E-09,3.2250000000E-06,3.0108066580E-09,3.2250000000E-06,3.0389164807E-09,3.2250000000E-06,2.5070364574E-09,3.2250000000E-06,2.2731882398E-09,3.2250000000E-06,2.6297194158E-09,3.2250000000E-06,2.1736697824E-09,3.2250000000E-06,1.9744688686E-09
3.2750000000E-06,8.5982243258E-09,3.2750000000E-06,7.1130600125E-09,3.2750000000E-06,6.4996230844E-09,3.2750000000E-06,6.3616859671E-09,3.2750000000E-06,5.3473307152E-09,3.2750000000E-06,4.9204372432E-09,3.2750000000E-06,5.4829108785E-09,3.2750000000E-06,4.6523170347E-09,3.2750000000E-06,4.2909305617E-09,3.2750000000E-06,1.4551242300E-08,3.2750000000E-06,1.2183233614E-08,3.2750000000E-06,1.1223090581E-08,3.2750000000E-06,1.1059290598E-08,3.2750000000E-06,9.4574757085E-09,3.2750000000E-06,8.7730941498E-09,3.2750000000E-06,9.7261502557E-09,3.2750000000E-06,8.3160537215E-09,3.2750000000E-06,7.7191674551E-09,3.2750000000E-06,4.1545229475E-09,3.2750000000E-06,3.3633341895E-09,3.2750000000E-06,3.0338662405E-09,3.2750000000E-06,3.0661439259E-09,3.2750000000E-06,2.5339057077E-09,3.2750000000E-06,2.3015111516E-09,3.2750000000E-06,2.6613887631E-09,3.2750000000E-06,2.2041140620E-09,3.2750000000E-06,2.0037327658E-09
3.3250000000E-06,8.6306429433E-09,3.3250000000E-06,7.1434271034E-09,3.3250000000E-06,6.5314072547E-09,3.3250000000E-06,6.3969878651E-09,3.3250000000E-06,5.3821504187E-09,3.3250000000E-06,4.9537329831E-09,3.3250000000E-06,5.5256346527E-09,3.3250000000E-06,4.6941648690E-09,3.3250000000E-06,4.3329323286E-09,3.3250000000E-06,1.4594819865E-08,3.3250000000E-06,1.2220320013E-08,3.3250000000E-06,1.1262288347E-08,3.3250000000E-06,1.1103180833E-08,3.3250000000E-06,9.4989358018E-09,3.3250000000E-06,8.8167646735E-09,3.3250000000E-06,9.7894091910E-09,3.3250000000E-06,8.3707641091E-09,3.3250000000E-06,7.7726004009E-09,3.3250000000E-06,4.1776629091E-09,3.3250000000E-06,3.3861264245E-09,3.3250000000E-06,3.0571688291E-09,3.3250000000E-06,3.0934067395E-09,3.3250000000E-06,2.5577877939E-09,3.3250000000E-06,2.3263980531E-09,3.3250000000E-06,2.6939920708E-09,3.3250000000E-06,2.2353104350E-09,3.3250000000E-06,2.0336918720E-09
3.3750000000E-06,8.6632562540E-09,3.3750000000E-06,7.1739659759E-09,3.3750000000E-06,6.5610602711E-09,3.3750000000E-06,6.4322324094E-09,3.3750000000E-06,5.4168142323E-09,3.3750000000E-06,4.9877766088E-09,3.3750000000E-06,5.5688989724E-09,3.3750000000E-06,4.7360042002E-09,3.3750000000E-06,4.3770666110E-09,3.3750000000E-06,1.4638927756E-08,3.3750000000E-06,1.2261749768E-08,3.3750000000E-06,1.1303105668E-08,3.3750000000E-06,1.1153314927E-08,3.3750000000E-06,9.5427575967E-09,3.3750000000E-06,8.8620559991E-09,3.3750000000E-06,9.8442104195E-09,3.3750000000E-06,8.4200153682E-09,3.3750000000E-06,7.8247157975E-09,3.3750000000E-06,4.2002149498E-09,3.3750000000E-06,3.4099414650E-09,3.3750000000E-06,3.0802168526E-09,3.3750000000E-06,3.1205746265E-09,3.3750000000E-06,2.5853594097E-09,3.3750000000E-06,2.3530929640E-09,3.3750000000E-06,2.7260858846E-09,3.3750000000E-06,2.2670542236E-09,3.3750000000E-06,2.0662523819E-09
3.4250000000E-06,8.6965004270E-09,3.4250000000E-06,7.2082170791E-09,3.4250000000E-06,6.5910376010E-09,3.4250000000E-06,6.4676381051E-09,3.4250000000E-06,5.4515384248E-09,3.4250000000E-06,5.0229643777E-09,3.4250000000E-06,5.6131988323E-09,3.4250000000E-06,4.7788362858E-09,3.4250000000E-06,4.4203956204E-09,3.4250000000E-06,1.4680949842E-08,3.4250000000E-06,1.2305102894E-08,3.4250000000E-06,1.1346795174E-08,3.4250000000E-06,1.1200291827E-08,3.4250000000E-06,9.5877408541E-09,3.4250000000E-06,8.9066612394E-09,3.4250000000E-06,9.8989019684E-09,3.4250000000E-06,8.4756405138E-09,3.4250000000E-06,7.8796890635E-09,3.4250000000E-06,4.2231250830E-09,3.4250000000E-06,3.4332097554E-09,3.4250000000E-06,3.1021795713E-09,3.4250000000E-06,3.1478523196E-09,3.4250000000E-06,2.6142704840E-09,3.4250000000E-06,2.3803011162E-09,3.4250000000E-06,2.7578256160E-09,3.4250000000E-06,2.2995441503E-09,3.4250000000E-06,2.0974908593E-09
