"/V0/PLUS_dcOp (b0=0,b1=0,b2=0) X","/V0/PLUS_dcOp (b0=0,b1=0,b2=0) Y","/V0/PLUS_dcOp (b0=0,b1=0,b2=1) X","/V0/PLUS_dcOp (b0=0,b1=0,b2=1) Y","/V0/PLUS_dcOp (b0=0,b1=1,b2=0) X","/V0/PLUS_dcOp (b0=0,b1=1,b2=0) Y","/V0/PLUS_dcOp (b0=0,b1=1,b2=1) X","/V0/PLUS_dcOp (b0=0,b1=1,b2=1) Y","/V0/PLUS_dcOp (b0=1,b1=0,b2=0) X","/V0/PLUS_dcOp (b0=1,b1=0,b2=0) Y","/V0/PLUS_dcOp (b0=1,b1=0,b2=1) X","/V0/PLUS_dcOp (b0=1,b1=0,b2=1) Y","/V0/PLUS_dcOp (b0=1,b1=1,b2=0) X","/V0/PLUS_dcOp (b0=1,b1=1,b2=0) Y","/V0/PLUS_dcOp (b0=1,b1=1,b2=1) X","/V0/PLUS_dcOp (b0=1,b1=1,b2=1) Y"
0,6.65440219919215e-05,0,8.371849448735956e-05,0,7.508831216808195e-05,0,9.225618841858453e-05,0,7.172842691163791e-05,0,8.891918986726828e-05,0,8.028078663260059e-05,0,9.746485722834751e-05
1,0.0001004979262270047,1,0.0001177250147877631,1,0.0001090684952385167,1,0.0001262889146265941,1,0.0001057357843944523,1,0.0001229791207706434,1,0.0001143144060069805,1,0.0001315510661495661
