"P_avg (d0=0,d2=0,d1=0,d3=0) X","P_avg (d0=0,d2=0,d1=0,d3=0) Y","P_avg (d0=0,d2=0,d1=0,d3=1) X","P_avg (d0=0,d2=0,d1=0,d3=1) Y","P_avg (d0=0,d2=0,d1=1,d3=0) X","P_avg (d0=0,d2=0,d1=1,d3=0) Y","P_avg (d0=0,d2=0,d1=1,d3=1) X","P_avg (d0=0,d2=0,d1=1,d3=1) Y","P_avg (d0=0,d2=1,d1=0,d3=0) X","P_avg (d0=0,d2=1,d1=0,d3=0) Y","P_avg (d0=0,d2=1,d1=0,d3=1) X","P_avg (d0=0,d2=1,d1=0,d3=1) Y","P_avg (d0=0,d2=1,d1=1,d3=0) X","P_avg (d0=0,d2=1,d1=1,d3=0) Y","P_avg (d0=0,d2=1,d1=1,d3=1) X","P_avg (d0=0,d2=1,d1=1,d3=1) Y","P_avg (d0=1,d2=0,d1=0,d3=0) X","P_avg (d0=1,d2=0,d1=0,d3=0) Y","P_avg (d0=1,d2=0,d1=0,d3=1) X","P_avg (d0=1,d2=0,d1=0,d3=1) Y","P_avg (d0=1,d2=0,d1=1,d3=0) X","P_avg (d0=1,d2=0,d1=1,d3=0) Y","P_avg (d0=1,d2=0,d1=1,d3=1) X","P_avg (d0=1,d2=0,d1=1,d3=1) Y","P_avg (d0=1,d2=1,d1=0,d3=0) X","P_avg (d0=1,d2=1,d1=0,d3=0) Y","P_avg (d0=1,d2=1,d1=0,d3=1) X","P_avg (d0=1,d2=1,d1=0,d3=1) Y","P_avg (d0=1,d2=1,d1=1,d3=0) X","P_avg (d0=1,d2=1,d1=1,d3=0) Y","P_avg (d0=1,d2=1,d1=1,d3=1) X","P_avg (d0=1,d2=1,d1=1,d3=1) Y"
0,4.783581610219228e-06,0,4.952477881078142e-06,0,4.827320924381638e-06,0,4.992923612899379e-06,0,4.879769352719127e-06,0,5.067166460063316e-06,0,4.916117543600486e-06,0,5.073211934101574e-06,0,4.810391763834174e-06,0,4.97871860934073e-06,0,4.848815557704385e-06,0,5.02201364352999e-06,0,4.891832496963557e-06,0,5.05932317791187e-06,0,4.932438355715008e-06,0,5.091606341051771e-06
1,4.773909719283898e-06,1,4.736968318916498e-06,1,4.7463246794653e-06,1,4.747080705946744e-06,1,4.725996837470271e-06,1,4.770232449287123e-06,1,4.746164236328201e-06,1,4.79900383724861e-06,1,4.759375851601104e-06,1,4.740291049780369e-06,1,4.73758804013779e-06,1,4.758346639911749e-06,1,4.720426165636402e-06,1,4.78113508342034e-06,1,4.738443197491883e-06,1,4.783581896775008e-06
