"sample(delay(?wf1 v(""/in_DTC"" ?result ""tran"") ?value1 (VAR(""Vdd"") / 2) ?edge1 ""rising"" ?wf2 v(""/out_DTC"" ?result ""tran"") ?value2 (VAR(""Vdd"") / 2) ?edge2 ""falling"" ?multiple t) (2e-08 + (41 * VAR(""T""))) ((2025 * VAR(""T"")) + 2e-08) ""linear"" VAR(""T"")) X","sample(delay(?wf1 v(""/in_DTC"" ?result ""tran"") ?value1 (VAR(""Vdd"") / 2) ?edge1 ""rising"" ?wf2 v(""/out_DTC"" ?result ""tran"") ?value2 (VAR(""Vdd"") / 2) ?edge2 ""falling"" ?multiple t) (2e-08 + (41 * VAR(""T""))) ((2025 * VAR(""T"")) + 2e-08) ""linear"" VAR(""T"")) Y"
3.13E-05,2.007615886348E-09
3.13E-05,2.008571453437E-09
3.14E-05,2.009771858105E-09
3.14E-05,2.010744340046E-09
3.14E-05,2.011759407467E-09
3.14E-05,2.012673463609E-09
3.14E-05,2.013676231279E-09
3.15E-05,2.014690109645E-09
3.15E-05,2.015660644312E-09
3.15E-05,2.016570685161E-09
3.15E-05,2.017404060827E-09
3.15E-05,2.018599600184E-09
3.16E-05,2.019471059206E-09
3.16E-05,2.020481688916E-09
3.16E-05,2.021378885078E-09
3.16E-05,2.022382712511E-09
3.16E-05,2.023232043774E-09
3.17E-05,2.024334392687E-09
3.17E-05,2.025367761124E-09
3.17E-05,2.026286221277E-09
3.17E-05,2.027171813928E-09
3.17E-05,2.028167189214E-09
3.18E-05,2.029090515400E-09
3.18E-05,2.029987567773E-09
3.18E-05,2.030924877914E-09
3.18E-05,2.032317962098E-09
3.18E-05,2.023106693965E-09
3.19E-05,2.023984878430E-09
3.19E-05,2.024907631365E-09
3.19E-05,2.026027125338E-09
3.19E-05,2.027044865197E-09
3.19E-05,2.028014285219E-09
3.20E-05,2.028947882745E-09
3.20E-05,2.030118254406E-09
3.20E-05,2.031183401759E-09
3.20E-05,2.032185816490E-09
3.20E-05,2.033061705479E-09
3.21E-05,2.034086418619E-09
3.21E-05,2.035086313889E-09
3.21E-05,2.036056930076E-09
3.21E-05,2.036977410166E-09
3.21E-05,2.037804498344E-09
3.22E-05,2.038979808152E-09
3.22E-05,2.039884306507E-09
3.22E-05,2.040875182509E-09
3.22E-05,2.041762253038E-09
3.22E-05,2.042761754984E-09
3.23E-05,2.043627589816E-09
3.23E-05,2.044746131943E-09
3.23E-05,2.045781580891E-09
3.23E-05,2.046696338878E-09
3.23E-05,2.047586431326E-09
3.24E-05,2.048574547604E-09
3.24E-05,2.049504587817E-09
3.24E-05,2.050405463855E-09
3.24E-05,2.051339741789E-09
3.24E-05,2.052735901117E-09
3.25E-05,2.042323265856E-09
3.25E-05,2.043155470198E-09
3.25E-05,2.044098720437E-09
3.25E-05,2.045222610792E-09
3.25E-05,2.046194722865E-09
3.26E-05,2.047187184313E-09
3.26E-05,2.048197355167E-09
3.26E-05,2.049372247666E-09
3.26E-05,2.050394544740E-09
3.26E-05,2.051415299640E-09
3.27E-05,2.052309510066E-09
3.27E-05,2.053328870667E-09
3.27E-05,2.054311321219E-09
3.27E-05,2.055277860833E-09
3.27E-05,2.056201198604E-09
3.28E-05,2.057021224530E-09
3.28E-05,2.058187500926E-09
3.28E-05,2.059092308315E-09
3.28E-05,2.060103480207E-09
3.28E-05,2.061039957014E-09
3.29E-05,2.062005556187E-09
3.29E-05,2.062867923434E-09
3.29E-05,2.063974607916E-09
3.29E-05,2.065017128893E-09
3.29E-05,2.065934615958E-09
3.30E-05,2.066836574227E-09
3.30E-05,2.067804039319E-09
3.30E-05,2.068744179749E-09
3.30E-05,2.069634640108E-09
3.30E-05,2.070571567150E-09
3.31E-05,2.071972790087E-09
3.31E-05,2.062844920857E-09
3.31E-05,2.063745982397E-09
3.31E-05,2.064738399327E-09
3.31E-05,2.065754172195E-09
3.32E-05,2.066803002544E-09
3.32E-05,2.067734405615E-09
3.32E-05,2.068751686503E-09
3.32E-05,2.069851115390E-09
3.32E-05,2.070937687842E-09
3.33E-05,2.071909891132E-09
3.33E-05,2.072819647487E-09
3.33E-05,2.073896413753E-09
3.33E-05,2.074835103289E-09
3.33E-05,2.075822914162E-09
3.34E-05,2.076681889350E-09
3.34E-05,2.077490783501E-09
3.34E-05,2.078753314700E-09
3.34E-05,2.079660657015E-09
3.34E-05,2.080653557302E-09
3.35E-05,2.081576243329E-09
3.35E-05,2.082527937422E-09
3.35E-05,2.083457701320E-09
3.35E-05,2.084522303545E-09
3.35E-05,2.085569391271E-09
3.36E-05,2.086492737848E-09
3.36E-05,2.087383257570E-09
3.36E-05,2.088389409170E-09
3.36E-05,2.089292728853E-09
3.36E-05,2.090222420140E-09
3.37E-05,2.091125932704E-09
3.37E-05,2.092522248079E-09
3.37E-05,2.082355400242E-09
3.37E-05,2.083212400179E-09
3.37E-05,2.084209447403E-09
3.38E-05,2.085252827441E-09
3.38E-05,2.086241980190E-09
3.38E-05,2.087327160362E-09
3.38E-05,2.088274985445E-09
3.38E-05,2.089454668925E-09
3.39E-05,2.090486267353E-09
3.39E-05,2.091463035524E-09
3.39E-05,2.092332375184E-09
3.39E-05,2.093437365191E-09
3.39E-05,2.094364309041E-09
3.40E-05,2.095300034474E-09
3.40E-05,2.096241187466E-09
3.40E-05,2.097127205843E-09
3.40E-05,2.098320373654E-09
3.40E-05,2.099226065701E-09
3.41E-05,2.100172161991E-09
3.41E-05,2.101158161738E-09
3.41E-05,2.102097107862E-09
3.41E-05,2.102987384975E-09
3.41E-05,2.104095761577E-09
3.42E-05,2.105099491842E-09
3.42E-05,2.106070485773E-09
3.42E-05,2.106957479114E-09
3.42E-05,2.107996842059E-09
3.42E-05,2.108883456376E-09
3.43E-05,2.109805087099E-09
3.43E-05,2.110704847332E-09
3.43E-05,2.112105921634E-09
3.43E-05,2.102355379624E-09
3.43E-05,2.103215215835E-09
3.44E-05,2.104201171317E-09
3.44E-05,2.105227354596E-09
3.44E-05,2.106268073949E-09
3.44E-05,2.107277261132E-09
3.44E-05,2.108266840389E-09
3.45E-05,2.109420903220E-09
3.45E-05,2.110470200029E-09
3.45E-05,2.111487198275E-09
3.45E-05,2.112367513609E-09
3.45E-05,2.113426006102E-09
3.46E-05,2.114398789637E-09
3.46E-05,2.115312583390E-09
3.46E-05,2.116300832531E-09
3.46E-05,2.117087410706E-09
3.46E-05,2.118270924946E-09
3.47E-05,2.119231560967E-09
3.47E-05,2.120159088731E-09
3.47E-05,2.121166173092E-09
3.47E-05,2.122115028261E-09
3.47E-05,2.122987265557E-09
3.48E-05,2.124085757258E-09
3.48E-05,2.125098388408E-09
3.48E-05,2.126046917752E-09
3.48E-05,2.126956186001E-09
3.48E-05,2.127946554823E-09
3.49E-05,2.128877493146E-09
3.49E-05,2.129808662839E-09
3.49E-05,2.130712378542E-09
3.49E-05,2.132101978462E-09
3.49E-05,2.121596226170E-09
3.50E-05,2.122489393216E-09
3.50E-05,2.123455605358E-09
3.50E-05,2.124498542304E-09
3.50E-05,2.125573378498E-09
3.50E-05,2.126527662951E-09
3.51E-05,2.127462762678E-09
3.51E-05,2.128698810743E-09
3.51E-05,2.129743673362E-09
3.51E-05,2.130764739371E-09
3.51E-05,2.131640824756E-09
3.52E-05,2.132713921527E-09
3.52E-05,2.133659494998E-09
3.52E-05,2.134669253671E-09
3.52E-05,2.135597767153E-09
3.52E-05,2.136393209354E-09
3.53E-05,2.137617727592E-09
3.53E-05,2.138545948084E-09
3.53E-05,2.139534729813E-09
3.53E-05,2.140465774948E-09
3.53E-05,2.141397865960E-09
3.54E-05,2.142295583688E-09
3.54E-05,2.143387427396E-09
3.54E-05,2.144407950286E-09
3.54E-05,2.145361968828E-09
3.54E-05,2.146258004742E-09
3.55E-05,2.147307621400E-09
3.55E-05,2.148196427664E-09
3.55E-05,2.149138266563E-09
3.55E-05,2.149952260618E-09
3.55E-05,2.151469741614E-09
3.56E-05,2.142511802043E-09
3.56E-05,2.143424729377E-09
3.56E-05,2.144345738753E-09
3.56E-05,2.145355000414E-09
3.56E-05,2.146372417165E-09
3.57E-05,2.147363970430E-09
3.57E-05,2.148374359205E-09
3.57E-05,2.149506793595E-09
3.57E-05,2.150542608774E-09
3.57E-05,2.151595462096E-09
3.58E-05,2.152455900981E-09
3.58E-05,2.153499575119E-09
3.58E-05,2.154510365556E-09
3.58E-05,2.155498323210E-09
3.58E-05,2.156419509275E-09
3.59E-05,2.157237590468E-09
3.59E-05,2.158449467319E-09
3.59E-05,2.159357282450E-09
3.59E-05,2.160336269276E-09
3.59E-05,2.161286692835E-09
3.60E-05,2.162236518777E-09
3.60E-05,2.163085753238E-09
3.60E-05,2.164286301181E-09
3.60E-05,2.165300207435E-09
3.60E-05,2.166241152935E-09
3.61E-05,2.167090950346E-09
3.61E-05,2.168081225777E-09
3.61E-05,2.169002749008E-09
3.61E-05,2.169989173456E-09
3.61E-05,2.170762511732E-09
3.62E-05,2.172242041625E-09
3.62E-05,2.161975650918E-09
3.62E-05,2.162808651289E-09
3.62E-05,2.163829045266E-09
3.62E-05,2.164892601734E-09
3.63E-05,2.165953598181E-09
3.63E-05,2.166917635608E-09
3.63E-05,2.167934719012E-09
3.63E-05,2.169065763136E-09
3.63E-05,2.170132954334E-09
3.64E-05,2.171187590398E-09
3.64E-05,2.172063539032E-09
3.64E-05,2.173167117417E-09
3.64E-05,2.174100420544E-09
3.64E-05,2.175092745993E-09
3.65E-05,2.176029600834E-09
3.65E-05,2.176846617747E-09
3.65E-05,2.178061813599E-09
3.65E-05,2.178959838239E-09
3.65E-05,2.179891908340E-09
3.66E-05,2.180901307045E-09
3.66E-05,2.181795841180E-09
3.66E-05,2.182742293029E-09
3.66E-05,2.183904538838E-09
3.66E-05,2.184889201957E-09
3.67E-05,2.185860711912E-09
3.67E-05,2.186665091041E-09
3.67E-05,2.187720770839E-09
3.67E-05,2.188637687482E-09
3.67E-05,2.189566357133E-09
3.68E-05,2.190465270401E-09
3.68E-05,2.191902492656E-09
3.68E-05,2.182286626990E-09
3.68E-05,2.183227740990E-09
3.68E-05,2.184217038458E-09
3.69E-05,2.185267220766E-09
3.69E-05,2.186309215044E-09
3.69E-05,2.187283083127E-09
3.69E-05,2.188302311808E-09
3.69E-05,2.189448468373E-09
3.70E-05,2.190483974414E-09
3.70E-05,2.191505368084E-09
3.70E-05,2.192451996816E-09
3.70E-05,2.193531425901E-09
3.70E-05,2.194514953925E-09
3.71E-05,2.195454130370E-09
3.71E-05,2.196402585756E-09
3.71E-05,2.197214842771E-09
3.71E-05,2.198432687476E-09
3.71E-05,2.199301900181E-09
3.72E-05,2.200259056903E-09
3.72E-05,2.201295222755E-09
3.72E-05,2.202143495880E-09
3.72E-05,2.203056281012E-09
3.72E-05,2.204258356736E-09
3.73E-05,2.205262471165E-09
3.73E-05,2.206202047614E-09
3.73E-05,2.207098164713E-09
3.73E-05,2.208092654839E-09
3.73E-05,2.209021499991E-09
3.74E-05,2.210004479020E-09
3.74E-05,2.210840119096E-09
3.74E-05,2.212277917182E-09
3.74E-05,2.201494454403E-09
3.74E-05,2.202441228605E-09
3.75E-05,2.203429434906E-09
3.75E-05,2.204415196329E-09
3.75E-05,2.205589152527E-09
3.75E-05,2.206521758432E-09
3.75E-05,2.207487615792E-09
3.76E-05,2.208694815602E-09
3.76E-05,2.209761155554E-09
3.76E-05,2.210755627377E-09
3.76E-05,2.211698095164E-09
3.76E-05,2.212818836293E-09
3.77E-05,2.213741242081E-09
3.77E-05,2.214711096643E-09
3.77E-05,2.215710387947E-09
3.77E-05,2.216451390247E-09
3.77E-05,2.217631501021E-09
3.78E-05,2.218590602916E-09
3.78E-05,2.219518198992E-09
3.78E-05,2.220545414852E-09
3.78E-05,2.221509043669E-09
3.78E-05,2.222407211669E-09
3.79E-05,2.223515963029E-09
3.79E-05,2.224495216117E-09
3.79E-05,2.225524333353E-09
3.79E-05,2.226384793254E-09
3.79E-05,2.227369833713E-09
3.80E-05,2.228294370091E-09
3.80E-05,2.229232829671E-09
3.80E-05,2.230106213748E-09
3.80E-05,2.231504423887E-09
3.80E-05,2.221839920015E-09
3.81E-05,2.222715727183E-09
3.81E-05,2.223698372991E-09
3.81E-05,2.224743210767E-09
3.81E-05,2.225771763866E-09
3.81E-05,2.226796283432E-09
3.82E-05,2.227772529232E-09
3.82E-05,2.228910551808E-09
3.82E-05,2.229996038416E-09
3.82E-05,2.230981577604E-09
3.82E-05,2.231891772370E-09
3.83E-05,2.232913567920E-09
3.83E-05,2.233956771538E-09
3.83E-05,2.234927058249E-09
3.83E-05,2.235845608658E-09
3.83E-05,2.236706829419E-09
3.84E-05,2.237868251005E-09
3.84E-05,2.238805196884E-09
3.84E-05,2.239805901089E-09
3.84E-05,2.240713100609E-09
3.84E-05,2.241720515887E-09
3.85E-05,2.242647446868E-09
3.85E-05,2.243731294281E-09
3.85E-05,2.244719399540E-09
3.85E-05,2.245697789411E-09
3.85E-05,2.246560470120E-09
3.86E-05,2.247606872056E-09
3.86E-05,2.248515887220E-09
3.86E-05,2.249464760189E-09
3.86E-05,2.250349811945E-09
3.86E-05,2.251771443972E-09
3.87E-05,2.241321387942E-09
3.87E-05,2.242209961548E-09
3.87E-05,2.243206202747E-09
3.87E-05,2.244269794110E-09
3.87E-05,2.245314446353E-09
3.88E-05,2.246344221694E-09
3.88E-05,2.247335612009E-09
3.88E-05,2.248488304093E-09
3.88E-05,2.249552728639E-09
3.88E-05,2.250629502111E-09
3.89E-05,2.251515540632E-09
3.89E-05,2.252621311418E-09
3.89E-05,2.253553796611E-09
3.89E-05,2.254531672272E-09
3.89E-05,2.255449528282E-09
3.90E-05,2.256286777651E-09
3.90E-05,2.257526984399E-09
3.90E-05,2.258421058476E-09
3.90E-05,2.259377621007E-09
3.90E-05,2.260389368575E-09
3.91E-05,2.261333513794E-09
3.91E-05,2.262277289983E-09
3.91E-05,2.263355380389E-09
3.91E-05,2.264345215688E-09
3.91E-05,2.265324506035E-09
3.92E-05,2.266213533392E-09
3.92E-05,2.267225728555E-09
3.92E-05,2.268145992683E-09
3.92E-05,2.269064241455E-09
3.92E-05,2.269976280456E-09
3.93E-05,2.271403952230E-09
3.93E-05,2.261321201717E-09
3.93E-05,2.262251616409E-09
3.93E-05,2.263231072125E-09
3.93E-05,2.264315500463E-09
3.94E-05,2.265341663750E-09
3.94E-05,2.266411806235E-09
3.94E-05,2.267326106948E-09
3.94E-05,2.268540703718E-09
3.94E-05,2.269613112570E-09
3.95E-05,2.270667344182E-09
3.95E-05,2.271529954533E-09
3.95E-05,2.272613408722E-09
3.95E-05,2.273570544041E-09
3.95E-05,2.274588545505E-09
3.96E-05,2.275491753962E-09
3.96E-05,2.276325969160E-09
3.96E-05,2.277567596098E-09
3.96E-05,2.278461739893E-09
3.96E-05,2.279422440076E-09
3.97E-05,2.280438652714E-09
3.97E-05,2.281380623386E-09
3.97E-05,2.282280895973E-09
3.97E-05,2.283403396177E-09
3.97E-05,2.284405724022E-09
3.98E-05,2.285414195561E-09
3.98E-05,2.286277221782E-09
3.98E-05,2.287265004937E-09
3.98E-05,2.288159335213E-09
3.98E-05,2.289123794236E-09
3.99E-05,2.290059425841E-09
3.99E-05,2.291474522594E-09
3.99E-05,2.280567691057E-09
3.99E-05,2.281515994434E-09
3.99E-05,2.282529059055E-09
4.00E-05,2.283574182138E-09
4.00E-05,2.284616284516E-09
4.00E-05,2.285579142370E-09
4.00E-05,2.286657336566E-09
4.00E-05,2.287845221794E-09
4.01E-05,2.288872573169E-09
4.01E-05,2.289900765824E-09
4.01E-05,2.290812745986E-09
4.01E-05,2.291917416733E-09
4.01E-05,2.292914406341E-09
4.02E-05,2.293868472524E-09
4.02E-05,2.294779310267E-09
4.02E-05,2.295602978716E-09
4.02E-05,2.296864582169E-09
4.02E-05,2.297741147911E-09
4.03E-05,2.298712293703E-09
4.03E-05,2.299716694919E-09
4.03E-05,2.300613728619E-09
4.03E-05,2.301612048405E-09
4.03E-05,2.302696737260E-09
4.04E-05,2.303728126311E-09
4.04E-05,2.304673444333E-09
4.04E-05,2.305574991401E-09
4.04E-05,2.306613129665E-09
4.04E-05,2.307438663987E-09
4.05E-05,2.308419416691E-09
4.05E-05,2.309266309806E-09
4.05E-05,2.310788547379E-09
4.05E-05,2.301768422297E-09
4.05E-05,2.295120156539E-09
4.06E-05,2.298300043449E-09
4.06E-05,2.301030711309E-09
4.06E-05,2.303369750776E-09
4.06E-05,2.305396199396E-09
4.06E-05,2.307309733645E-09
4.07E-05,2.309026510853E-09
4.07E-05,2.310474959427E-09
4.07E-05,2.311797107248E-09
4.07E-05,2.313174526923E-09
4.07E-05,2.314336635148E-09
4.08E-05,2.315557135775E-09
4.08E-05,2.316671485340E-09
4.08E-05,2.317587934428E-09
4.08E-05,2.318917976365E-09
4.08E-05,2.319844889347E-09
4.09E-05,2.320922879162E-09
4.09E-05,2.321927319426E-09
4.09E-05,2.322877890347E-09
4.09E-05,2.323796024915E-09
4.09E-05,2.325007157422E-09
4.10E-05,2.325982209959E-09
4.10E-05,2.326978197696E-09
4.10E-05,2.327817673154E-09
4.10E-05,2.328857474338E-09
4.10E-05,2.329789252484E-09
4.11E-05,2.330742735844E-09
4.11E-05,2.331631820897E-09
4.11E-05,2.333121085982E-09
4.11E-05,2.322288029009E-09
4.11E-05,2.323180909467E-09
4.12E-05,2.324166770115E-09
4.12E-05,2.325290174796E-09
4.12E-05,2.326295505656E-09
4.12E-05,2.327391914641E-09
4.12E-05,2.328409592893E-09
4.13E-05,2.329558597622E-09
4.13E-05,2.330709652953E-09
4.13E-05,2.331619690684E-09
4.13E-05,2.332591868577E-09
4.13E-05,2.333721298328E-09
4.14E-05,2.334707879148E-09
4.14E-05,2.335702450227E-09
4.14E-05,2.336636552672E-09
4.14E-05,2.337428803516E-09
4.14E-05,2.338662401547E-09
4.15E-05,2.339623994941E-09
4.15E-05,2.340581713734E-09
4.15E-05,2.341586697886E-09
4.15E-05,2.342583829985E-09
4.15E-05,2.343468334893E-09
4.16E-05,2.344603599311E-09
4.16E-05,2.345671374109E-09
4.16E-05,2.346590841358E-09
4.16E-05,2.347433023350E-09
4.16E-05,2.348505038483E-09
4.17E-05,2.349395971860E-09
4.17E-05,2.350393833561E-09
4.17E-05,2.351229231429E-09
4.17E-05,2.352724449271E-09
4.17E-05,2.342625698639E-09
4.18E-05,2.343529981201E-09
4.18E-05,2.344561909586E-09
4.18E-05,2.345674820309E-09
4.18E-05,2.346632773810E-09
4.18E-05,2.347805187148E-09
4.19E-05,2.348723681341E-09
4.19E-05,2.349867218934E-09
4.19E-05,2.351024017588E-09
4.19E-05,2.352012365817E-09
4.19E-05,2.352977122689E-09
4.20E-05,2.354099221973E-09
4.20E-05,2.355021537360E-09
4.20E-05,2.356082399352E-09
4.20E-05,2.357051621294E-09
4.20E-05,2.357821565575E-09
4.21E-05,2.359086104564E-09
4.21E-05,2.360017244954E-09
4.21E-05,2.360975147379E-09
4.21E-05,2.361955507480E-09
4.21E-05,2.362865063844E-09
4.22E-05,2.363811291049E-09
4.22E-05,2.364978602218E-09
4.22E-05,2.366014330020E-09
4.22E-05,2.366949205871E-09
4.22E-05,2.367790481025E-09
4.23E-05,2.368856428831E-09
4.23E-05,2.369755812104E-09
4.23E-05,2.370747404128E-09
4.23E-05,2.371608032916E-09
4.23E-05,2.373093945101E-09
4.24E-05,2.361848739020E-09
4.24E-05,2.362794564267E-09
4.24E-05,2.363784538492E-09
4.24E-05,2.364913533999E-09
4.24E-05,2.365968935200E-09
4.25E-05,2.367003527764E-09
4.25E-05,2.368014023944E-09
4.25E-05,2.369138624795E-09
4.25E-05,2.370334586802E-09
4.25E-05,2.371308036692E-09
4.26E-05,2.372216670714E-09
4.26E-05,2.373365696081E-09
4.26E-05,2.374290721899E-09
4.26E-05,2.375391817986E-09
4.26E-05,2.376272218700E-09
4.27E-05,2.377109439183E-09
4.27E-05,2.378416523725E-09
4.27E-05,2.379284783797E-09
4.27E-05,2.380294368474E-09
4.27E-05,2.381258830963E-09
4.28E-05,2.382233122710E-09
4.28E-05,2.383045456004E-09
4.28E-05,2.384245013445E-09
4.28E-05,2.385340198796E-09
4.28E-05,2.386263107187E-09
4.29E-05,2.387070801402E-09
4.29E-05,2.388180627721E-09
4.29E-05,2.389079108875E-09
4.29E-05,2.390058863763E-09
4.29E-05,2.390922015342E-09
4.30E-05,2.392420639940E-09
4.30E-05,2.382468954857E-09
4.30E-05,2.383351743408E-09
4.30E-05,2.384336592513E-09
4.30E-05,2.385463777913E-09
4.31E-05,2.386444970966E-09
4.31E-05,2.387525240365E-09
4.31E-05,2.388527904063E-09
4.31E-05,2.389703627064E-09
4.31E-05,2.390864608275E-09
4.32E-05,2.391853775903E-09
4.32E-05,2.392784611607E-09
4.32E-05,2.393897005042E-09
4.32E-05,2.394854362664E-09
4.32E-05,2.395902730739E-09
4.33E-05,2.396788240405E-09
4.33E-05,2.397642748245E-09
4.33E-05,2.398906025455E-09
4.33E-05,2.399826256609E-09
4.33E-05,2.400768902822E-09
4.34E-05,2.401770362278E-09
4.34E-05,2.402728687011E-09
4.34E-05,2.403579540736E-09
4.34E-05,2.404777508915E-09
4.34E-05,2.405861272285E-09
4.35E-05,2.406803153060E-09
4.35E-05,2.407643643543E-09
4.35E-05,2.408710940435E-09
4.35E-05,2.409607707309E-09
4.35E-05,2.410588275837E-09
4.36E-05,2.411468222781E-09
4.36E-05,2.412925816586E-09
4.36E-05,2.401964418282E-09
4.36E-05,2.402856361816E-09
4.36E-05,2.403880717358E-09
4.37E-05,2.405034330391E-09
4.37E-05,2.406067015446E-09
4.37E-05,2.407103903886E-09
4.37E-05,2.408063310355E-09
4.37E-05,2.409272617959E-09
4.38E-05,2.410455053883E-09
4.38E-05,2.411415512380E-09
4.38E-05,2.412372621784E-09
4.38E-05,2.413468604619E-09
4.38E-05,2.414469509621E-09
4.39E-05,2.415513160731E-09
4.39E-05,2.416429579973E-09
4.39E-05,2.417317965697E-09
4.39E-05,2.418568935340E-09
4.39E-05,2.419441501280E-09
4.40E-05,2.420407058165E-09
4.40E-05,2.421424334415E-09
4.40E-05,2.422379880793E-09
4.40E-05,2.423272773315E-09
4.40E-05,2.424391947987E-09
4.41E-05,2.425484863559E-09
4.41E-05,2.426343896217E-09
4.41E-05,2.427284207269E-09
4.41E-05,2.428348628533E-09
4.41E-05,2.429232055640E-09
4.42E-05,2.430219750994E-09
4.42E-05,2.431096014680E-09
4.42E-05,2.432603299371E-09
4.42E-05,2.422045396206E-09
4.42E-05,2.422956344540E-09
4.43E-05,2.423925130871E-09
4.43E-05,2.425043035753E-09
4.43E-05,2.426143934834E-09
4.43E-05,2.427161365542E-09
4.43E-05,2.428140779888E-09
4.44E-05,2.429330640609E-09
4.44E-05,2.430528666890E-09
4.44E-05,2.431493644013E-09
4.44E-05,2.432470933303E-09
4.44E-05,2.433586842901E-09
4.45E-05,2.434563550448E-09
4.45E-05,2.435589806984E-09
4.45E-05,2.436473177195E-09
4.45E-05,2.437324403244E-09
4.45E-05,2.438622218504E-09
4.46E-05,2.439544757161E-09
4.46E-05,2.440523352104E-09
4.46E-05,2.441519372424E-09
4.46E-05,2.442444875165E-09
4.46E-05,2.443356884173E-09
4.47E-05,2.444492252304E-09
4.47E-05,2.445535956751E-09
4.47E-05,2.446453666200E-09
4.47E-05,2.447381055543E-09
4.47E-05,2.448445670513E-09
4.48E-05,2.449278603984E-09
4.48E-05,2.450321735781E-09
4.48E-05,2.451202299345E-09
4.48E-05,2.452718433671E-09
4.48E-05,2.441287471557E-09
4.49E-05,2.442194096049E-09
4.49E-05,2.443199379872E-09
4.49E-05,2.444338459648E-09
4.49E-05,2.445403049805E-09
4.49E-05,2.446504643093E-09
4.50E-05,2.447467503291E-09
4.50E-05,2.448683701474E-09
4.50E-05,2.449824796680E-09
4.50E-05,2.450792149365E-09
4.50E-05,2.451682282755E-09
4.51E-05,2.452865761537E-09
4.51E-05,2.453855186390E-09
4.51E-05,2.454892820774E-09
4.51E-05,2.455764042265E-09
4.51E-05,2.456629763555E-09
4.52E-05,2.457919698454E-09
4.52E-05,2.458832500155E-09
4.52E-05,2.459744676686E-09
4.52E-05,2.460787660770E-09
4.52E-05,2.461749575247E-09
4.53E-05,2.462667775107E-09
4.53E-05,2.463798217090E-09
4.53E-05,2.464856522871E-09
4.53E-05,2.465796384892E-09
4.53E-05,2.466680465365E-09
4.54E-05,2.467742731568E-09
4.54E-05,2.468641806747E-09
4.54E-05,2.469643711859E-09
4.54E-05,2.470466286169E-09
4.54E-05,2.472016839680E-09
4.55E-05,2.462204251366E-09
4.55E-05,2.463022812527E-09
4.55E-05,2.464080019683E-09
4.55E-05,2.465193528412E-09
4.55E-05,2.466241099386E-09
4.56E-05,2.467300546401E-09
4.56E-05,2.468242748575E-09
4.56E-05,2.469470136684E-09
4.56E-05,2.470649680525E-09
4.56E-05,2.471618190947E-09
4.57E-05,2.472576329864E-09
4.57E-05,2.473674792347E-09
4.57E-05,2.474678236027E-09
4.57E-05,2.475713112531E-09
4.57E-05,2.476672631427E-09
4.58E-05,2.477443348440E-09
4.58E-05,2.478738299375E-09
4.58E-05,2.479649962658E-09
4.58E-05,2.480655939501E-09
4.58E-05,2.481608579632E-09
4.59E-05,2.482569366354E-09
4.59E-05,2.483490047122E-09
4.59E-05,2.484681705880E-09
4.59E-05,2.485731510152E-09
4.59E-05,2.486600577307E-09
4.60E-05,2.487507369081E-09
4.60E-05,2.488575054048E-09
4.60E-05,2.489461736393E-09
4.60E-05,2.490487542547E-09
4.60E-05,2.491394005961E-09
4.61E-05,2.492851266432E-09
4.61E-05,2.481635893313E-09
4.61E-05,2.482595994911E-09
4.61E-05,2.483610399619E-09
4.61E-05,2.484759942438E-09
4.62E-05,2.485834818008E-09
4.62E-05,2.486867693903E-09
4.62E-05,2.487894200790E-09
4.62E-05,2.489091906309E-09
4.62E-05,2.490280133262E-09
4.63E-05,2.491248096801E-09
4.63E-05,2.492204723667E-09
4.63E-05,2.493336821750E-09
4.63E-05,2.494328428526E-09
4.63E-05,2.495368043705E-09
4.64E-05,2.496253230161E-09
4.64E-05,2.497095435820E-09
4.64E-05,2.498398970121E-09
4.64E-05,2.499312856086E-09
4.64E-05,2.500334462078E-09
4.65E-05,2.501295733605E-09
4.65E-05,2.502235724768E-09
4.65E-05,2.503144376584E-09
4.65E-05,2.504301006862E-09
4.65E-05,2.505399647237E-09
4.66E-05,2.506314157908E-09
4.66E-05,2.507181601386E-09
4.66E-05,2.508247130698E-09
4.66E-05,2.509138828871E-09
4.66E-05,2.510106849000E-09
4.67E-05,2.510986546182E-09
4.67E-05,2.512529707595E-09
4.67E-05,2.502096118324E-09
4.67E-05,2.503031329520E-09
4.67E-05,2.504119586079E-09
4.68E-05,2.505116681642E-09
4.68E-05,2.506251695210E-09
4.68E-05,2.507336919484E-09
4.68E-05,2.508196088108E-09
4.68E-05,2.509540343989E-09
4.69E-05,2.510692966349E-09
4.69E-05,2.511683622717E-09
4.69E-05,2.512584860810E-09
4.69E-05,2.513758118155E-09
4.69E-05,2.514742780113E-09
4.70E-05,2.515765129148E-09
4.70E-05,2.516672762336E-09
4.70E-05,2.517557706577E-09
4.70E-05,2.518831715977E-09
4.70E-05,2.519744939021E-09
4.71E-05,2.520845090637E-09
4.71E-05,2.521700901986E-09
4.71E-05,2.522663187966E-09
4.71E-05,2.523651962945E-09
4.71E-05,2.524678321369E-09
4.72E-05,2.525831836436E-09
4.72E-05,2.526754711719E-09
4.72E-05,2.527617923094E-09
4.72E-05,2.528676178623E-09
4.72E-05,2.529538652333E-09
4.73E-05,2.530586668141E-09
4.73E-05,2.531518617859E-09
4.73E-05,2.533070687963E-09
4.73E-05,2.521366909805E-09
