"sample(delay(?wf1 v(""/in_DTC"" ?result ""tran"") ?value1 (VAR(""Vdd"") / 2) ?edge1 ""rising"" ?wf2 v(""/out_DTC"" ?result ""tran"") ?value2 (VAR(""Vdd"") / 2) ?edge2 ""falling"" ?multiple t) (2e-08 + (41 * VAR(""T""))) ((2025 * VAR(""T"")) + 2e-08) ""linear"" VAR(""T"")) X","sample(delay(?wf1 v(""/in_DTC"" ?result ""tran"") ?value1 (VAR(""Vdd"") / 2) ?edge1 ""rising"" ?wf2 v(""/out_DTC"" ?result ""tran"") ?value2 (VAR(""Vdd"") / 2) ?edge2 ""falling"" ?multiple t) (2e-08 + (41 * VAR(""T""))) ((2025 * VAR(""T"")) + 2e-08) ""linear"" VAR(""T"")) Y"
1.53E-05,1.496190262509E-09
1.53E-05,1.497185150988E-09
1.53E-05,1.498286894802E-09
1.54E-05,1.499062943842E-09
1.54E-05,1.499946347115E-09
1.54E-05,1.500799220620E-09
1.54E-05,1.501885374795E-09
1.54E-05,1.502774642552E-09
1.55E-05,1.503906181633E-09
1.55E-05,1.504628853301E-09
1.55E-05,1.505618150842E-09
1.55E-05,1.506516745799E-09
1.55E-05,1.507550766014E-09
1.56E-05,1.508512160004E-09
1.56E-05,1.509541398176E-09
1.56E-05,1.510470503213E-09
1.56E-05,1.511314025954E-09
1.56E-05,1.512203868693E-09
1.57E-05,1.513124537251E-09
1.57E-05,1.514013386356E-09
1.57E-05,1.515306275895E-09
1.57E-05,1.507437682485E-09
1.57E-05,1.508328738275E-09
1.58E-05,1.509184525209E-09
1.58E-05,1.510177970847E-09
1.58E-05,1.511057855473E-09
1.58E-05,1.512071408257E-09
1.58E-05,1.512980318855E-09
1.59E-05,1.514028613283E-09
1.59E-05,1.514872151463E-09
1.59E-05,1.515892640255E-09
1.59E-05,1.516779460890E-09
1.59E-05,1.517741634950E-09
1.60E-05,1.518694235183E-09
1.60E-05,1.519612884302E-09
1.60E-05,1.520515121739E-09
1.60E-05,1.521370883227E-09
1.60E-05,1.522529073299E-09
1.61E-05,1.523357534736E-09
1.61E-05,1.524403853992E-09
1.61E-05,1.525210739163E-09
1.61E-05,1.526172828821E-09
1.61E-05,1.527114269434E-09
1.62E-05,1.528143995365E-09
1.62E-05,1.529121179551E-09
1.62E-05,1.530071961392E-09
1.62E-05,1.530927230594E-09
1.62E-05,1.531873552105E-09
1.63E-05,1.532814577147E-09
1.63E-05,1.533736652451E-09
1.63E-05,1.534592930377E-09
1.63E-05,1.535899774198E-09
1.63E-05,1.526599016751E-09
1.64E-05,1.527459536431E-09
1.64E-05,1.528352455911E-09
1.64E-05,1.529362445057E-09
1.64E-05,1.530313957191E-09
1.64E-05,1.531276838388E-09
1.65E-05,1.532179030012E-09
1.65E-05,1.533219572284E-09
1.65E-05,1.534098102451E-09
1.65E-05,1.535122535243E-09
1.65E-05,1.536041303030E-09
1.66E-05,1.536990791294E-09
1.66E-05,1.537930031618E-09
1.66E-05,1.538854386262E-09
1.66E-05,1.539761023078E-09
1.66E-05,1.540648728744E-09
1.67E-05,1.541732627154E-09
1.67E-05,1.542583694673E-09
1.67E-05,1.543617620914E-09
1.67E-05,1.544485898749E-09
1.67E-05,1.545492220230E-09
1.68E-05,1.546358678626E-09
1.68E-05,1.547396159833E-09
1.68E-05,1.548377313158E-09
1.68E-05,1.549282869742E-09
1.68E-05,1.550171889019E-09
1.69E-05,1.551121165202E-09
1.69E-05,1.552016458066E-09
1.69E-05,1.552991676956E-09
1.69E-05,1.553842828380E-09
1.69E-05,1.555169272904E-09
1.70E-05,1.546672142727E-09
1.70E-05,1.547592489375E-09
1.70E-05,1.548481168115E-09
1.70E-05,1.549506993059E-09
1.70E-05,1.550479459932E-09
1.71E-05,1.551411932998E-09
1.71E-05,1.552329564748E-09
1.71E-05,1.553341257228E-09
1.71E-05,1.554314801024E-09
1.71E-05,1.555273175219E-09
1.72E-05,1.556165926852E-09
1.72E-05,1.557141835147E-09
1.72E-05,1.558067548452E-09
1.72E-05,1.559027215347E-09
1.72E-05,1.559904070124E-09
1.73E-05,1.560760419375E-09
1.73E-05,1.561916282033E-09
1.73E-05,1.562701180488E-09
1.73E-05,1.563755358270E-09
1.73E-05,1.564673440128E-09
1.74E-05,1.565627089411E-09
1.74E-05,1.566510040276E-09
1.74E-05,1.567544565866E-09
1.74E-05,1.568525199169E-09
1.74E-05,1.569448171899E-09
1.75E-05,1.570304828150E-09
1.75E-05,1.571270608258E-09
1.75E-05,1.572220023645E-09
1.75E-05,1.573115525648E-09
1.75E-05,1.574030353940E-09
1.76E-05,1.575322293654E-09
1.76E-05,1.565633643051E-09
1.76E-05,1.566530078782E-09
1.76E-05,1.567387230662E-09
1.76E-05,1.568407762155E-09
1.77E-05,1.569350237440E-09
1.77E-05,1.570326055744E-09
1.77E-05,1.571249001667E-09
1.77E-05,1.572302736080E-09
1.77E-05,1.573275143724E-09
1.78E-05,1.574183163030E-09
1.78E-05,1.575095030069E-09
1.78E-05,1.576058554256E-09
1.78E-05,1.577005333511E-09
1.78E-05,1.577938933335E-09
1.79E-05,1.578864418926E-09
1.79E-05,1.579722547825E-09
1.79E-05,1.580857489340E-09
1.79E-05,1.581688666327E-09
1.79E-05,1.582730445338E-09
1.80E-05,1.583572386428E-09
1.80E-05,1.584537370830E-09
1.80E-05,1.585449974680E-09
1.80E-05,1.586484537108E-09
1.80E-05,1.587466738831E-09
1.81E-05,1.588386593662E-09
1.81E-05,1.589261099563E-09
1.81E-05,1.590220639218E-09
1.81E-05,1.591152176667E-09
1.81E-05,1.592108444365E-09
1.82E-05,1.592980449467E-09
1.82E-05,1.594273900408E-09
1.82E-05,1.585588356053E-09
1.82E-05,1.586448623878E-09
1.82E-05,1.587330148521E-09
1.83E-05,1.588329254901E-09
1.83E-05,1.589272291898E-09
1.83E-05,1.590249555597E-09
1.83E-05,1.591164932219E-09
1.83E-05,1.592212101696E-09
1.84E-05,1.593221902036E-09
1.84E-05,1.594112016545E-09
1.84E-05,1.595016384795E-09
1.84E-05,1.595940667844E-09
1.84E-05,1.596920849028E-09
1.85E-05,1.597853202668E-09
1.85E-05,1.598678044278E-09
1.85E-05,1.599633940053E-09
1.85E-05,1.600755033011E-09
1.85E-05,1.601604192967E-09
1.86E-05,1.602598822097E-09
1.86E-05,1.603529335033E-09
1.86E-05,1.604499444831E-09
1.86E-05,1.605368955349E-09
1.86E-05,1.606406810730E-09
1.87E-05,1.607370443115E-09
1.87E-05,1.608333067003E-09
1.87E-05,1.609190475323E-09
1.87E-05,1.610144881492E-09
1.87E-05,1.611084649093E-09
1.88E-05,1.612022783816E-09
1.88E-05,1.612862163174E-09
1.88E-05,1.614204031073E-09
1.88E-05,1.604968688487E-09
1.88E-05,1.605814785007E-09
1.89E-05,1.606707772938E-09
1.89E-05,1.607725570707E-09
1.89E-05,1.608661416026E-09
1.89E-05,1.609626941310E-09
1.89E-05,1.610589928290E-09
1.90E-05,1.611618129730E-09
1.90E-05,1.612590960900E-09
1.90E-05,1.613539863099E-09
1.90E-05,1.614450170890E-09
1.90E-05,1.615399198816E-09
1.91E-05,1.616383522357E-09
1.91E-05,1.617297054692E-09
1.91E-05,1.618214947450E-09
1.91E-05,1.619076951648E-09
1.91E-05,1.620192328064E-09
1.92E-05,1.621049454060E-09
1.92E-05,1.622044163743E-09
1.92E-05,1.622976213501E-09
1.92E-05,1.623944844968E-09
1.92E-05,1.624813968418E-09
1.93E-05,1.625842933721E-09
1.93E-05,1.626767126709E-09
1.93E-05,1.627767737895E-09
1.93E-05,1.628639848455E-09
1.93E-05,1.629553215684E-09
1.94E-05,1.630557771530E-09
1.94E-05,1.631492433072E-09
1.94E-05,1.632342774608E-09
1.94E-05,1.633669422576E-09
1.94E-05,1.624656341794E-09
1.95E-05,1.625482872506E-09
1.95E-05,1.626388064044E-09
1.95E-05,1.627419447425E-09
1.95E-05,1.628351077033E-09
1.95E-05,1.629305640758E-09
1.96E-05,1.630266589969E-09
1.96E-05,1.631286069592E-09
1.96E-05,1.632275180466E-09
1.96E-05,1.633235167529E-09
1.96E-05,1.634133394602E-09
1.97E-05,1.635127842646E-09
1.97E-05,1.636061806728E-09
1.97E-05,1.636997044221E-09
1.97E-05,1.637925255075E-09
1.97E-05,1.638767973432E-09
1.98E-05,1.639879723853E-09
1.98E-05,1.640745636763E-09
1.98E-05,1.641736897448E-09
1.98E-05,1.642665529767E-09
1.98E-05,1.643626882517E-09
1.99E-05,1.644513304930E-09
1.99E-05,1.645477893988E-09
1.99E-05,1.646481825255E-09
1.99E-05,1.647462564125E-09
1.99E-05,1.648333558794E-09
2.00E-05,1.649319205641E-09
2.00E-05,1.650248622281E-09
2.00E-05,1.651186341608E-09
2.00E-05,1.652040166891E-09
2.00E-05,1.653349617842E-09
2.01E-05,1.643630708964E-09
2.01E-05,1.644476131832E-09
2.01E-05,1.645405087403E-09
2.01E-05,1.646423094198E-09
2.01E-05,1.647371447008E-09
2.02E-05,1.648325554131E-09
2.02E-05,1.649287886690E-09
2.02E-05,1.650299533965E-09
2.02E-05,1.651400914542E-09
2.02E-05,1.652249057280E-09
2.03E-05,1.653178082835E-09
2.03E-05,1.654146235525E-09
2.03E-05,1.655128638457E-09
2.03E-05,1.656024400287E-09
2.03E-05,1.656966651563E-09
2.04E-05,1.657805174090E-09
2.04E-05,1.658903974185E-09
2.04E-05,1.659790989108E-09
2.04E-05,1.660780185710E-09
2.04E-05,1.661713413403E-09
2.05E-05,1.662671336285E-09
2.05E-05,1.663544100645E-09
2.05E-05,1.664459584314E-09
2.05E-05,1.665517283192E-09
2.05E-05,1.666451512476E-09
2.06E-05,1.667381049273E-09
2.06E-05,1.668317470741E-09
2.06E-05,1.669295763057E-09
2.06E-05,1.670236788994E-09
2.06E-05,1.671068334861E-09
2.07E-05,1.672406586384E-09
2.07E-05,1.665453444204E-09
2.07E-05,1.666382297867E-09
2.07E-05,1.667257706855E-09
2.07E-05,1.668245059889E-09
2.08E-05,1.669248971296E-09
2.08E-05,1.670105913218E-09
2.08E-05,1.671111694496E-09
2.08E-05,1.672122381095E-09
2.08E-05,1.673186191222E-09
2.09E-05,1.674125020987E-09
2.09E-05,1.674933796033E-09
2.09E-05,1.675966530074E-09
2.09E-05,1.676908075949E-09
2.09E-05,1.677850303078E-09
2.10E-05,1.678713673894E-09
2.10E-05,1.679572097786E-09
2.10E-05,1.680666186563E-09
2.10E-05,1.681576847373E-09
2.10E-05,1.682529859409E-09
2.11E-05,1.683539632084E-09
2.11E-05,1.684470540692E-09
2.11E-05,1.685378742652E-09
2.11E-05,1.686441924373E-09
2.11E-05,1.687399154526E-09
2.12E-05,1.688363769689E-09
2.12E-05,1.689211762062E-09
2.12E-05,1.690209540080E-09
2.12E-05,1.691152038224E-09
2.12E-05,1.692037502765E-09
2.13E-05,1.692853932432E-09
2.13E-05,1.694272900616E-09
2.13E-05,1.684696571320E-09
2.13E-05,1.685555384596E-09
2.13E-05,1.686477546263E-09
2.14E-05,1.687520188397E-09
2.14E-05,1.688493283008E-09
2.14E-05,1.689442282031E-09
2.14E-05,1.690404534901E-09
2.14E-05,1.691479665727E-09
2.15E-05,1.692507655291E-09
2.15E-05,1.693454214952E-09
2.15E-05,1.694325004544E-09
2.15E-05,1.695271145120E-09
2.15E-05,1.696266314589E-09
2.16E-05,1.697213782865E-09
2.16E-05,1.698060744586E-09
2.16E-05,1.698909524572E-09
2.16E-05,1.700034441569E-09
2.16E-05,1.700912202645E-09
2.17E-05,1.701957234265E-09
2.17E-05,1.702851850952E-09
2.17E-05,1.703832184627E-09
2.17E-05,1.704719173176E-09
2.17E-05,1.705792439329E-09
2.18E-05,1.706745363147E-09
2.18E-05,1.707715830061E-09
2.18E-05,1.708566532592E-09
2.18E-05,1.709557802280E-09
2.18E-05,1.710495374045E-09
2.19E-05,1.711405810299E-09
2.19E-05,1.712279553278E-09
2.19E-05,1.713604123692E-09
2.19E-05,1.704970926297E-09
2.19E-05,1.705856440444E-09
2.20E-05,1.706742175117E-09
2.20E-05,1.707791524373E-09
2.20E-05,1.708726841786E-09
2.20E-05,1.709700395514E-09
2.20E-05,1.710673465123E-09
2.21E-05,1.711736486030E-09
2.21E-05,1.712660459468E-09
2.21E-05,1.713598352926E-09
2.21E-05,1.714572857867E-09
2.21E-05,1.715573079963E-09
2.22E-05,1.716571726331E-09
2.22E-05,1.717525846872E-09
2.22E-05,1.718332409698E-09
2.22E-05,1.719180868021E-09
2.22E-05,1.720323566541E-09
2.23E-05,1.721255678258E-09
2.23E-05,1.722255658090E-09
2.23E-05,1.723115255773E-09
2.23E-05,1.724131939883E-09
2.23E-05,1.724994536053E-09
2.24E-05,1.726075174089E-09
2.24E-05,1.727065846848E-09
2.24E-05,1.727980161036E-09
2.24E-05,1.728889621739E-09
2.24E-05,1.729832149593E-09
2.25E-05,1.730767842378E-09
2.25E-05,1.731669873468E-09
2.25E-05,1.732542675776E-09
2.25E-05,1.733887265705E-09
2.25E-05,1.723999919844E-09
2.26E-05,1.724861038356E-09
2.26E-05,1.725731288530E-09
2.26E-05,1.726794299950E-09
2.26E-05,1.727826163031E-09
2.26E-05,1.728736369019E-09
2.27E-05,1.729696984428E-09
2.27E-05,1.730796445008E-09
2.27E-05,1.731764251221E-09
2.27E-05,1.732746270113E-09
2.27E-05,1.733692977782E-09
2.28E-05,1.734681572318E-09
2.28E-05,1.735546438197E-09
2.28E-05,1.736540429876E-09
2.28E-05,1.737446676120E-09
2.28E-05,1.738342620257E-09
2.29E-05,1.739389555230E-09
2.29E-05,1.740253970478E-09
2.29E-05,1.741294373856E-09
2.29E-05,1.742135468538E-09
2.29E-05,1.743189014853E-09
2.30E-05,1.744117017837E-09
2.30E-05,1.745086659401E-09
2.30E-05,1.746122846597E-09
2.30E-05,1.747057349344E-09
2.30E-05,1.747899743799E-09
2.31E-05,1.748879079268E-09
2.31E-05,1.749802429491E-09
2.31E-05,1.750709262226E-09
2.31E-05,1.751592766637E-09
2.31E-05,1.752949271230E-09
2.32E-05,1.744429063934E-09
2.32E-05,1.745216901308E-09
2.32E-05,1.746135484577E-09
2.32E-05,1.747195163760E-09
2.32E-05,1.748118325169E-09
2.33E-05,1.749172184559E-09
2.33E-05,1.750089501633E-09
2.33E-05,1.751170680523E-09
2.33E-05,1.752172090950E-09
2.33E-05,1.753131694572E-09
2.34E-05,1.754030736201E-09
2.34E-05,1.754989615569E-09
2.34E-05,1.755922093232E-09
2.34E-05,1.756932540173E-09
2.34E-05,1.757832796895E-09
2.35E-05,1.758648007909E-09
2.35E-05,1.759685638640E-09
2.35E-05,1.760667080487E-09
2.35E-05,1.761665356652E-09
2.35E-05,1.762592428819E-09
2.36E-05,1.763564215341E-09
2.36E-05,1.764411299860E-09
2.36E-05,1.765467075769E-09
2.36E-05,1.766510484575E-09
2.36E-05,1.767444187479E-09
2.37E-05,1.768302497626E-09
2.37E-05,1.769278679307E-09
2.37E-05,1.770204664310E-09
2.37E-05,1.771114769244E-09
2.37E-05,1.772006699780E-09
2.38E-05,1.773381250802E-09
2.38E-05,1.763863260941E-09
2.38E-05,1.764721960991E-09
2.38E-05,1.765639805763E-09
2.38E-05,1.766707424851E-09
2.39E-05,1.767664871347E-09
2.39E-05,1.768692446813E-09
2.39E-05,1.769617872344E-09
2.39E-05,1.770691625758E-09
2.39E-05,1.771712888043E-09
2.40E-05,1.772649895868E-09
2.40E-05,1.773552622560E-09
2.40E-05,1.774576319803E-09
2.40E-05,1.775525348725E-09
2.40E-05,1.776482942506E-09
2.41E-05,1.777386445585E-09
2.41E-05,1.778221564218E-09
2.41E-05,1.779352141416E-09
2.41E-05,1.780169337250E-09
2.41E-05,1.781251946056E-09
2.42E-05,1.782141097961E-09
2.42E-05,1.783121874335E-09
2.42E-05,1.784001346324E-09
2.42E-05,1.785025133064E-09
2.42E-05,1.786046589976E-09
2.43E-05,1.787010144224E-09
2.43E-05,1.787868731376E-09
2.43E-05,1.788853741107E-09
2.43E-05,1.789789848589E-09
2.43E-05,1.790759341722E-09
2.44E-05,1.791458795022E-09
2.44E-05,1.792925370411E-09
2.44E-05,1.783663497880E-09
2.44E-05,1.784557575028E-09
2.44E-05,1.785439345938E-09
2.45E-05,1.786490038194E-09
2.45E-05,1.787472812437E-09
2.45E-05,1.788473381017E-09
2.45E-05,1.789415918509E-09
2.45E-05,1.790492656491E-09
2.46E-05,1.791514068377E-09
2.46E-05,1.792436091412E-09
2.46E-05,1.793332786776E-09
2.46E-05,1.794336098078E-09
2.46E-05,1.795330649353E-09
2.47E-05,1.796275836654E-09
2.47E-05,1.797187781306E-09
2.47E-05,1.797990545292E-09
2.47E-05,1.799162308070E-09
2.47E-05,1.800030849440E-09
2.48E-05,1.801087715719E-09
2.48E-05,1.801984703614E-09
2.48E-05,1.802947565546E-09
2.48E-05,1.803824703459E-09
2.48E-05,1.804875588226E-09
2.49E-05,1.805907935344E-09
2.49E-05,1.806833170373E-09
2.49E-05,1.807677676650E-09
2.49E-05,1.808666627973E-09
2.49E-05,1.809659685332E-09
2.50E-05,1.810560654442E-09
2.50E-05,1.811398182057E-09
2.50E-05,1.812684345826E-09
2.50E-05,1.802742327839E-09
2.50E-05,1.803613312212E-09
2.51E-05,1.804524093488E-09
2.51E-05,1.805601210432E-09
2.51E-05,1.806565264756E-09
2.51E-05,1.807557547670E-09
2.51E-05,1.808482507376E-09
2.52E-05,1.809605154435E-09
2.52E-05,1.810642271636E-09
2.52E-05,1.811561953389E-09
2.52E-05,1.812455503797E-09
2.52E-05,1.813459770696E-09
2.53E-05,1.814450281648E-09
2.53E-05,1.815512633846E-09
2.53E-05,1.816313804732E-09
2.53E-05,1.817140010975E-09
2.53E-05,1.818284985401E-09
2.54E-05,1.819144052932E-09
2.54E-05,1.820155675304E-09
2.54E-05,1.821095716819E-09
2.54E-05,1.822042155882E-09
2.54E-05,1.822940908369E-09
2.55E-05,1.823970988724E-09
2.55E-05,1.825000516023E-09
2.55E-05,1.825947844340E-09
2.55E-05,1.826807780474E-09
2.55E-05,1.827813563259E-09
2.56E-05,1.828743404256E-09
2.56E-05,1.829673117491E-09
2.56E-05,1.830533196864E-09
2.56E-05,1.831884936280E-09
2.56E-05,1.823605177814E-09
2.57E-05,1.824543785891E-09
2.57E-05,1.825431774086E-09
2.57E-05,1.826449684669E-09
2.57E-05,1.827448793353E-09
2.57E-05,1.828439078541E-09
2.58E-05,1.829383496289E-09
2.58E-05,1.830473498714E-09
2.58E-05,1.831507962390E-09
2.58E-05,1.832375985107E-09
2.58E-05,1.833339714897E-09
2.59E-05,1.834323018116E-09
2.59E-05,1.835330450368E-09
2.59E-05,1.836241752178E-09
2.59E-05,1.837166773785E-09
2.59E-05,1.837995119530E-09
2.60E-05,1.839146459328E-09
2.60E-05,1.840009626010E-09
2.60E-05,1.841050841937E-09
2.60E-05,1.841956497294E-09
2.60E-05,1.842931574302E-09
2.61E-05,1.843837213780E-09
2.61E-05,1.844839754508E-09
2.61E-05,1.845852141616E-09
2.61E-05,1.846822106597E-09
2.61E-05,1.847679432900E-09
2.62E-05,1.848682548154E-09
2.62E-05,1.849618099908E-09
2.62E-05,1.850534818882E-09
2.62E-05,1.851361233805E-09
2.62E-05,1.852720087065E-09
2.63E-05,1.842967977632E-09
2.63E-05,1.843839742879E-09
2.63E-05,1.844753799957E-09
2.63E-05,1.845809740788E-09
2.63E-05,1.846815700462E-09
2.64E-05,1.847808942461E-09
2.64E-05,1.848767786556E-09
2.64E-05,1.849857244271E-09
2.64E-05,1.850970651121E-09
2.64E-05,1.851809349085E-09
2.65E-05,1.852746845243E-09
2.65E-05,1.853740560250E-09
2.65E-05,1.854732017008E-09
2.65E-05,1.855688137467E-09
2.65E-05,1.856592195021E-09
2.66E-05,1.857474461920E-09
2.66E-05,1.858566019884E-09
2.66E-05,1.859480058473E-09
2.66E-05,1.860473347808E-09
2.66E-05,1.861381919967E-09
2.67E-05,1.862354635162E-09
2.67E-05,1.863232467915E-09
2.67E-05,1.864222478526E-09
2.67E-05,1.865344055127E-09
2.67E-05,1.866259681334E-09
2.68E-05,1.867106281234E-09
2.68E-05,1.868089050056E-09
2.68E-05,1.869049886454E-09
2.68E-05,1.869967911024E-09
2.68E-05,1.870792354073E-09
2.69E-05,1.872182112742E-09
2.69E-05,1.863305448168E-09
2.69E-05,1.864191265503E-09
2.69E-05,1.865097642453E-09
2.69E-05,1.866174282107E-09
2.70E-05,1.867176915183E-09
2.70E-05,1.868136332621E-09
2.70E-05,1.869060511817E-09
2.70E-05,1.870194549649E-09
2.70E-05,1.871235180831E-09
2.71E-05,1.872192058093E-09
2.71E-05,1.873103978627E-09
2.71E-05,1.874109959506E-09
2.71E-05,1.875062706361E-09
2.71E-05,1.876037382100E-09
2.72E-05,1.876943716683E-09
2.72E-05,1.877797138469E-09
2.72E-05,1.878931261193E-09
2.72E-05,1.879816734051E-09
2.72E-05,1.880830693269E-09
2.73E-05,1.881720470465E-09
2.73E-05,1.882693716922E-09
2.73E-05,1.883552046942E-09
2.73E-05,1.884627477763E-09
2.73E-05,1.885636206548E-09
2.74E-05,1.886620260833E-09
2.74E-05,1.887498306610E-09
2.74E-05,1.888458421504E-09
2.74E-05,1.889419611610E-09
2.74E-05,1.890247453978E-09
2.75E-05,1.891185695236E-09
2.75E-05,1.892569234691E-09
2.75E-05,1.882399965035E-09
2.75E-05,1.883316992527E-09
2.75E-05,1.884230489309E-09
2.76E-05,1.885299409216E-09
2.76E-05,1.886288570406E-09
2.76E-05,1.887231886361E-09
2.76E-05,1.888205687009E-09
2.76E-05,1.889358093572E-09
2.77E-05,1.890385090687E-09
2.77E-05,1.891316209769E-09
2.77E-05,1.892265702777E-09
2.77E-05,1.893263431760E-09
2.77E-05,1.894230347517E-09
2.78E-05,1.895207656542E-09
2.78E-05,1.896081444205E-09
2.78E-05,1.896964985916E-09
2.78E-05,1.898128469065E-09
2.78E-05,1.898999165347E-09
2.79E-05,1.899962302886E-09
2.79E-05,1.900915544778E-09
2.79E-05,1.901878067342E-09
2.79E-05,1.902807518295E-09
2.79E-05,1.903797741318E-09
2.80E-05,1.904853213347E-09
2.80E-05,1.905783496497E-09
2.80E-05,1.906671809676E-09
2.80E-05,1.907652099220E-09
2.80E-05,1.908617595027E-09
2.81E-05,1.909506326503E-09
2.81E-05,1.910376821165E-09
2.81E-05,1.911734796858E-09
2.81E-05,1.902520393211E-09
2.81E-05,1.903424525864E-09
2.82E-05,1.904268188455E-09
2.82E-05,1.905363292327E-09
2.82E-05,1.906275154121E-09
2.82E-05,1.907318522302E-09
2.82E-05,1.908258068235E-09
2.83E-05,1.909399622727E-09
2.83E-05,1.910397362287E-09
2.83E-05,1.911392806197E-09
2.83E-05,1.912288528699E-09
2.83E-05,1.913341985865E-09
2.84E-05,1.914279970588E-09
2.84E-05,1.915244617180E-09
2.84E-05,1.916123366208E-09
2.84E-05,1.916979738655E-09
2.84E-05,1.918098958493E-09
2.85E-05,1.919024295587E-09
2.85E-05,1.920007169133E-09
2.85E-05,1.920967133316E-09
2.85E-05,1.921920938339E-09
2.85E-05,1.922841731843E-09
2.86E-05,1.923850236955E-09
2.86E-05,1.924905423197E-09
2.86E-05,1.925837165673E-09
2.86E-05,1.926689095905E-09
2.86E-05,1.927697504120E-09
2.87E-05,1.928642751443E-09
2.87E-05,1.929556129937E-09
2.87E-05,1.930421146523E-09
2.87E-05,1.931778187856E-09
2.87E-05,1.922029571779E-09
2.88E-05,1.922911391427E-09
2.88E-05,1.923798859301E-09
2.88E-05,1.924894021731E-09
2.88E-05,1.925832974361E-09
2.88E-05,1.926879024599E-09
2.89E-05,1.927822827469E-09
2.89E-05,1.928941282409E-09
2.89E-05,1.930010990865E-09
2.89E-05,1.930961278044E-09
2.89E-05,1.931891640877E-09
2.90E-05,1.932875235643E-09
2.90E-05,1.933894215854E-09
2.90E-05,1.934851213566E-09
2.90E-05,1.935731967011E-09
2.90E-05,1.936585475556E-09
2.91E-05,1.937748767357E-09
2.91E-05,1.938648020804E-09
2.91E-05,1.939656836397E-09
2.91E-05,1.940578034184E-09
2.91E-05,1.941530301969E-09
2.92E-05,1.942441784248E-09
2.92E-05,1.943450708431E-09
2.92E-05,1.944504957251E-09
2.92E-05,1.945475604491E-09
2.92E-05,1.946298902544E-09
2.93E-05,1.947320663611E-09
2.93E-05,1.948229940124E-09
2.93E-05,1.949173338989E-09
2.93E-05,1.950073834131E-09
2.93E-05,1.951414438178E-09
2.94E-05,1.941900236758E-09
2.94E-05,1.942774821704E-09
2.94E-05,1.943680172623E-09
2.94E-05,1.944804923224E-09
2.94E-05,1.945710878240E-09
2.95E-05,1.946755489691E-09
2.95E-05,1.947721159622E-09
2.95E-05,1.948860650155E-09
2.95E-05,1.949894160431E-09
2.95E-05,1.950883207967E-09
2.96E-05,1.951773503496E-09
2.96E-05,1.952800064234E-09
2.96E-05,1.953767635832E-09
2.96E-05,1.954736872995E-09
2.96E-05,1.955651905153E-09
2.97E-05,1.956470180403E-09
2.97E-05,1.957681572151E-09
2.97E-05,1.958562711293E-09
2.97E-05,1.959555018245E-09
2.97E-05,1.960501838161E-09
2.98E-05,1.961428963701E-09
2.98E-05,1.962356968317E-09
2.98E-05,1.963397199167E-09
2.98E-05,1.964415572445E-09
2.98E-05,1.965385620638E-09
2.99E-05,1.966240492549E-09
2.99E-05,1.967261121927E-09
2.99E-05,1.968135828328E-09
2.99E-05,1.969136300835E-09
2.99E-05,1.969994795462E-09
3.00E-05,1.971313417276E-09
3.00E-05,1.961166161622E-09
3.00E-05,1.962000829637E-09
3.00E-05,1.962937178064E-09
3.00E-05,1.964019155757E-09
3.01E-05,1.964902608494E-09
3.01E-05,1.966015664467E-09
3.01E-05,1.966934535377E-09
3.01E-05,1.968021672029E-09
3.01E-05,1.969130598289E-09
3.02E-05,1.970018268960E-09
3.02E-05,1.971051293923E-09
3.02E-05,1.971941790070E-09
3.02E-05,1.972938088744E-09
3.02E-05,1.974015335508E-09
3.03E-05,1.974937919493E-09
3.03E-05,1.975777715510E-09
3.03E-05,1.976782634810E-09
3.03E-05,1.977804720917E-09
3.03E-05,1.978828813923E-09
3.04E-05,1.979741893477E-09
3.04E-05,1.980717568550E-09
3.04E-05,1.981476233746E-09
3.04E-05,1.982567349005E-09
3.04E-05,1.983707794629E-09
3.05E-05,1.984537229551E-09
3.05E-05,1.985383348356E-09
3.05E-05,1.986512824305E-09
3.05E-05,1.987432636563E-09
3.05E-05,1.988357372785E-09
3.06E-05,1.989232069479E-09
3.06E-05,1.990646110823E-09
3.06E-05,1.983355958175E-09
3.06E-05,1.984219455441E-09
3.06E-05,1.985134786088E-09
3.07E-05,1.986229718946E-09
3.07E-05,1.987228636955E-09
3.07E-05,1.988184388583E-09
3.07E-05,1.989110013450E-09
3.07E-05,1.990247195689E-09
3.08E-05,1.991311075763E-09
3.08E-05,1.992267719365E-09
3.08E-05,1.993181854580E-09
3.08E-05,1.994190463864E-09
3.08E-05,1.995197144103E-09
3.09E-05,1.996169707409E-09
3.09E-05,1.997080488817E-09
3.09E-05,1.997908057628E-09
3.09E-05,1.999008858974E-09
3.09E-05,1.999968664754E-09
3.10E-05,2.000987837516E-09
3.10E-05,2.001919576553E-09
3.10E-05,2.002891118441E-09
3.10E-05,2.003720080457E-09
3.10E-05,2.004815760813E-09
3.11E-05,2.005866215527E-09
3.11E-05,2.006801167568E-09
3.11E-05,2.007674549922E-09
3.11E-05,2.008645168512E-09
3.11E-05,2.009577006970E-09
3.12E-05,2.010474985841E-09
3.12E-05,2.011415854869E-09
3.12E-05,2.012797673917E-09
3.12E-05,2.002720108026E-09
3.12E-05,2.003589232138E-09
3.13E-05,2.004515326088E-09
3.13E-05,2.005632454960E-09
3.13E-05,2.006645549368E-09
