"P_avg (d0=0,d1=0,d2=0,d3=0) X","P_avg (d0=0,d1=0,d2=0,d3=0) Y","P_avg (d0=0,d1=0,d2=0,d3=1) X","P_avg (d0=0,d1=0,d2=0,d3=1) Y","P_avg (d0=0,d1=0,d2=1,d3=0) X","P_avg (d0=0,d1=0,d2=1,d3=0) Y","P_avg (d0=0,d1=0,d2=1,d3=1) X","P_avg (d0=0,d1=0,d2=1,d3=1) Y","P_avg (d0=0,d1=1,d2=0,d3=0) X","P_avg (d0=0,d1=1,d2=0,d3=0) Y","P_avg (d0=0,d1=1,d2=0,d3=1) X","P_avg (d0=0,d1=1,d2=0,d3=1) Y","P_avg (d0=0,d1=1,d2=1,d3=0) X","P_avg (d0=0,d1=1,d2=1,d3=0) Y","P_avg (d0=0,d1=1,d2=1,d3=1) X","P_avg (d0=0,d1=1,d2=1,d3=1) Y","P_avg (d0=1,d1=0,d2=0,d3=0) X","P_avg (d0=1,d1=0,d2=0,d3=0) Y","P_avg (d0=1,d1=0,d2=0,d3=1) X","P_avg (d0=1,d1=0,d2=0,d3=1) Y","P_avg (d0=1,d1=0,d2=1,d3=0) X","P_avg (d0=1,d1=0,d2=1,d3=0) Y","P_avg (d0=1,d1=0,d2=1,d3=1) X","P_avg (d0=1,d1=0,d2=1,d3=1) Y","P_avg (d0=1,d1=1,d2=0,d3=0) X","P_avg (d0=1,d1=1,d2=0,d3=0) Y","P_avg (d0=1,d1=1,d2=0,d3=1) X","P_avg (d0=1,d1=1,d2=0,d3=1) Y","P_avg (d0=1,d1=1,d2=1,d3=0) X","P_avg (d0=1,d1=1,d2=1,d3=0) Y","P_avg (d0=1,d1=1,d2=1,d3=1) X","P_avg (d0=1,d1=1,d2=1,d3=1) Y"
0,1.42668017285e-06,0,5.29458450756e-06,0,3.27984575291e-06,0,7.29611008994e-06,0,2.31439231387e-06,0,6.33334710239e-06,0,4.30211647167e-06,0,8.31296612239e-06,0,1.84493931277e-06,0,5.85610822002e-06,0,3.78549237513e-06,0,7.79517343523e-06,0,2.79758844867e-06,0,6.79591273141e-06,0,4.80991956554e-06,0,8.80000881545e-06
1,9.04382075073e-06,1,4.94549398948e-06,1,6.99770216211e-06,1,2.89796447246e-06,1,8.002359220319999e-06,1,3.85224900653e-06,1,5.96336737153e-06,1,1.92209759239e-06,1,8.534441146240001e-06,1,4.44287116332e-06,1,6.48177651625e-06,1,2.38862970242e-06,1,7.49855776627e-06,1,3.36452747923e-06,1,5.46659617948e-06,1,1.42668014437e-06
