"P_inst (d0=0,d1=0,d2=0,d3=0) X","P_inst (d0=0,d1=0,d2=0,d3=0) Y","P_inst (d0=0,d1=0,d2=0,d3=1) X","P_inst (d0=0,d1=0,d2=0,d3=1) Y","P_inst (d0=0,d1=0,d2=1,d3=0) X","P_inst (d0=0,d1=0,d2=1,d3=0) Y","P_inst (d0=0,d1=0,d2=1,d3=1) X","P_inst (d0=0,d1=0,d2=1,d3=1) Y","P_inst (d0=0,d1=1,d2=0,d3=0) X","P_inst (d0=0,d1=1,d2=0,d3=0) Y","P_inst (d0=0,d1=1,d2=0,d3=1) X","P_inst (d0=0,d1=1,d2=0,d3=1) Y","P_inst (d0=0,d1=1,d2=1,d3=0) X","P_inst (d0=0,d1=1,d2=1,d3=0) Y","P_inst (d0=0,d1=1,d2=1,d3=1) X","P_inst (d0=0,d1=1,d2=1,d3=1) Y","P_inst (d0=1,d1=0,d2=0,d3=0) X","P_inst (d0=1,d1=0,d2=0,d3=0) Y","P_inst (d0=1,d1=0,d2=0,d3=1) X","P_inst (d0=1,d1=0,d2=0,d3=1) Y","P_inst (d0=1,d1=0,d2=1,d3=0) X","P_inst (d0=1,d1=0,d2=1,d3=0) Y","P_inst (d0=1,d1=0,d2=1,d3=1) X","P_inst (d0=1,d1=0,d2=1,d3=1) Y","P_inst (d0=1,d1=1,d2=0,d3=0) X","P_inst (d0=1,d1=1,d2=0,d3=0) Y","P_inst (d0=1,d1=1,d2=0,d3=1) X","P_inst (d0=1,d1=1,d2=0,d3=1) Y","P_inst (d0=1,d1=1,d2=1,d3=0) X","P_inst (d0=1,d1=1,d2=1,d3=0) Y","P_inst (d0=1,d1=1,d2=1,d3=1) X","P_inst (d0=1,d1=1,d2=1,d3=1) Y"
5.124467632520913e-08,2.396965297225555e-07,5.48271296227741e-08,3.237840884967192e-08,5.42e-08,8.836278758048049e-06,5.461011372195997e-08,1.320190566961106e-08,5.422476351911496e-08,-3.389019417933222e-08,5.435896430097132e-08,3.235894118250485e-08,5.421448047552771e-08,3.235979465301094e-08,5.653194108096159e-08,-6.576806835755705e-10,5.42248832118356e-08,-3.381556645836664e-08,5.435960417483314e-08,3.238535800293276e-08,5.4125e-08,2.878090031029455e-05,5.620364031171165e-08,-1.347502725072719e-08,5.13828920306741e-08,1.862233257828223e-07,5.620000000000001e-08,-3.886409347780123e-06,5.545407498207781e-08,-3.401365271145502e-08,6.524199462659323e-08,-1.997563279960178e-09
5.204492936247135e-08,-2.413714749172961e-07,5.544968936036852e-08,-3.402519172720921e-08,5.420538534318157e-08,-4.499642769949778e-08,5.501596725536286e-08,-1.484644600689168e-08,5.424461375784338e-08,3.22430001894062e-08,5.45134879298053e-08,-3.400571308596231e-08,5.422427522373258e-08,-3.399810640418385e-08,5.684044083417078e-08,-1.434353114157763e-09,5.424479704602177e-08,3.218200932278095e-08,5.451469701555596e-08,-3.403208527461442e-08,5.415071341866127e-08,2.101784209024587e-05,5.621053004061273e-08,-3.508655109688947e-09,5.23185303276111e-08,-1.870181502977599e-07,5.62033448012779e-08,-3.363160671262427e-08,5.610000000000001e-08,3.236690450974797e-08,6.531424963859363e-08,-1.946421509412926e-09
5.307246468123567e-08,2.391702740568377e-07,5.610000000000001e-08,3.237840500741026e-08,5.421466075008351e-08,3.231340395660983e-08,5.555798362768144e-08,1.319895891696646e-08,5.428431423530023e-08,-3.388958634818388e-08,5.482253518747327e-08,3.235893308075308e-08,5.424386472014231e-08,3.235094495524041e-08,5.745744034058915e-08,-6.578754430739195e-10,5.42846247143941e-08,-3.383257343053274e-08,5.482488269700161e-08,3.238534932724126e-08,5.42e-08,8.828495780688936e-06,5.621769327896879e-08,-3.484722212913659e-09,5.41e-08,1.844805121543733e-07,5.620991143804863e-08,-1.128419048088957e-08,5.611595933962402e-08,-8.404772621234651e-06,6.545875966259441e-08,-1.573868766370487e-09
5.41e-08,-2.410042369816389e-07,5.611591625120869e-08,-7.369412991026939e-06,5.422452134117919e-08,-3.395276441731571e-08,5.610000000000001e-08,-1.484395501499472e-08,5.436371519021392e-08,3.224288648261778e-08,5.544062970280921e-08,-3.400570967828504e-08,5.428304371296178e-08,-3.399764194888107e-08,5.86914393534259e-08,-1.434257905645318e-09,5.436428005113878e-08,3.218734364677931e-08,5.54452540598929e-08,-3.403208162614599e-08,5.420535994927849e-08,-4.477233711704275e-08,5.623201975568091e-08,-4.886388670637369e-10,5.4125e-08,2.880478443401168e-05,5.621635024426575e-08,-1.153168416903861e-08,5.613487527871861e-08,-7.893203780529566e-06,6.574777971059598e-08,-1.726346975914445e-09
5.4125e-08,2.878133688135875e-05,5.613472323698235e-08,-6.970157261141684e-06,5.424424252337054e-08,3.230563440960096e-08,5.611513989491379e-08,-3.188934786232781e-06,5.452251710004129e-08,-3.388953721157691e-08,5.610000000000001e-08,3.235892967927022e-08,5.436140169860072e-08,3.235088828523251e-08,6.000000000000001e-08,-6.579329630163201e-10,5.452359072462813e-08,-3.383479229103061e-08,5.610000000000001e-08,3.238534577077595e-08,5.421457095252074e-08,3.233857081437012e-08,5.625278054679376e-08,-2.512536403136514e-09,5.415090918448153e-08,2.090519408787358e-05,5.62292278567e-08,-2.81386504293475e-09,5.617270715690778e-08,-7.732041656878389e-06,6.632581980659913e-08,-1.620073916419228e-09
5.415119645372869e-08,2.082084637837737e-05,5.617233720852966e-08,-6.839425980819132e-06,5.428368488775324e-08,-3.395240679049183e-08,5.613303281105535e-08,-3.104083218302968e-06,5.484012091969605e-08,3.224286279158666e-08,5.611667346766798e-08,-5.284145441845174e-06,5.451811766987859e-08,-3.399761703752983e-08,6.001250000000001e-08,1.960391405817375e-05,5.484221207160683e-08,3.218836423438174e-08,5.611672490301559e-08,-6.326315321147517e-06,5.422439879214699e-08,-3.397756411528629e-08,5.628544115106278e-08,-4.268772596892442e-10,5.42e-08,8.867519540886751e-06,5.624581413200034e-08,-7.550186460680107e-09,5.620000000000001e-08,-7.267809494301149e-06,6.748189999860542e-08,-1.70980752730978e-09
5.42e-08,8.846390873169075e-06,5.620000000000001e-08,-6.448879883433732e-06,5.436256961651864e-08,3.230559084416864e-08,5.616881864333846e-08,-3.081573719110412e-06,5.547532855900557e-08,-3.38895263817097e-08,5.613591543119251e-08,-5.061617856313441e-06,5.483154961243434e-08,3.235087586056769e-08,6.002811257490384e-08,1.909290100334117e-05,5.547945476556424e-08,-3.383528346639781e-08,5.613608543242828e-08,-6.015367109005861e-06,5.424405447139948e-08,3.233047165989146e-08,5.633891498335864e-08,-2.50977227158171e-09,5.420541049922633e-08,-4.521766979160384e-08,5.627010048823489e-08,-2.023084290846472e-09,5.620365257642135e-08,-1.397021835163749e-07,6.879094999930271e-08,-1.628764625293094e-09
5.420548461373741e-08,-4.58724627221345e-08,5.620366703616536e-08,-9.405083764815345e-08,5.452033907404945e-08,-3.39523879638228e-08,5.620000000000001e-08,-2.976585631682973e-06,5.610000000000001e-08,3.224285442504849e-08,5.616795771559626e-08,-5.02106748554697e-06,5.545841349754584e-08,-3.399761163963995e-08,6.003464227249724e-08,1.58671085185677e-05,5.610000000000001e-08,3.21886872242965e-08,5.616804271621415e-08,-5.959474689962951e-06,5.428336582990446e-08,-3.397710813266357e-08,5.644586264795036e-08,-4.267293579866095e-10,5.421474989178713e-08,3.228296667714602e-08,5.630501240605501e-08,-7.470999083863122e-09,5.62107301463649e-08,-1.061358214102778e-07,7.01e-08,-1.702465981978346e-09
5.421501359624101e-08,3.216771224757306e-08,5.621073512720494e-08,-5.598363926725815e-08,5.483587798911106e-08,3.230558140338867e-08,5.62036052704431e-08,-2.249404446780134e-08,5.610625000000001e-08,-1.371958895135757e-05,5.620000000000001e-08,-4.76255986090658e-06,5.610000000000001e-08,3.235087115156044e-08,6.004232113624863e-08,5.401729102285025e-06,5.610625000000001e-08,-1.4761982206737e-05,5.620000000000001e-08,-5.612076105260496e-06,5.436198854691443e-08,3.233042930836495e-08,5.66597579771338e-08,-2.509786917285581e-09,5.422464290586788e-08,-3.392286381450595e-08,5.63727082115754e-08,-2.022120546698321e-09,5.621751747441509e-08,-1.227730144683267e-07,7.010625e-08,-6.220091403072169e-06
5.422500201305346e-08,-3.380929434865312e-08,5.621754565185787e-08,-6.478345859441457e-08,5.546695581923428e-08,-3.395238405074733e-08,5.621047950665845e-08,-5.943954318380848e-09,5.611657039400004e-08,-1.303933312988789e-05,5.620497123991669e-08,-4.711558307042231e-08,5.611600146166337e-08,-9.436281131929072e-06,6.004616056812433e-08,-2.627763954583064e-06,5.611660839145297e-08,-1.398163362864533e-05,5.620492628908516e-08,-5.222439543247393e-08,5.451923398093436e-08,-3.397709064690974e-08,5.708754863550068e-08,-4.267194395845499e-10,5.424442893402939e-08,3.227572781385787e-08,5.650809982261619e-08,-7.471815713349896e-09,5.623109213051547e-08,-1.097947141792921e-07,7.011607314044311e-08,-6.145284049505154e-06
5.424497884667837e-08,3.21622543093772e-08,5.623116670116371e-08,-4.699538345534235e-08,5.610000000000001e-08,3.230557763873977e-08,5.621760769908643e-08,-6.594313910791409e-09,5.61372111820001e-08,-1.270209648594521e-05,5.621355890795145e-08,-1.233117117909653e-08,5.613502509128866e-08,-8.799371212216724e-06,6.005000000000001e-08,-1.183903571715993e-05,5.613732517435891e-08,-1.359446878390293e-05,5.621349709023573e-08,-3.938149919028213e-08,5.483372484897421e-08,3.233042058004571e-08,5.794312995223444e-08,-2.509787256805183e-09,5.42840009903524e-08,-3.39224849597063e-08,5.677888304469777e-08,-2.021697464557778e-09,5.624647115099239e-08,-1.297877101028373e-07,7.013571942132933e-08,-1.362613475798582e-05
5.428493251392819e-08,-3.380897066303042e-08,5.624664229609825e-08,-6.114636278566612e-08,5.610625000000001e-08,-1.163005533813944e-05,5.623186408394239e-08,-5.567968542853646e-10,5.615649244421935e-08,-1.190610801693541e-05,5.622112162139856e-08,-1.974501521193815e-08,5.617307235053922e-08,-8.60995032147649e-06,6.005121329849005e-08,-1.428031707122601e-05,5.615612714576871e-08,-1.271742288616685e-05,5.622107374871922e-08,-2.096475338002166e-08,5.546270658505393e-08,-3.397708708977126e-08,5.897156497611722e-08,-4.267099716273702e-10,5.436314510299841e-08,3.227567719254923e-08,5.732044948886093e-08,-7.471991651496029e-09,5.626768142603389e-08,-1.142805544717858e-07,7.014107813182302e-08,-2.572671724244239e-05
5.436483984842781e-08,3.216223309430493e-08,5.626833301551728e-08,-4.599674165407794e-08,5.611649339829221e-08,-1.11298780646638e-05,5.625032158751581e-08,-4.560841872536634e-09,5.617357804549546e-08,-1.192221470990579e-05,5.623624704829279e-08,-4.866990675515984e-09,5.620000000000001e-08,-8.088976212155573e-06,6.005363989547012e-08,-1.909935331975275e-05,5.61728408933802e-08,-1.277761564712139e-05,5.623622706568619e-08,-3.062077937959212e-08,5.610000000000001e-08,3.233041706561476e-08,6.000000000000001e-08,-2.509783504772567e-09,5.452143332829044e-08,-3.392246335981659e-08,5.840358237718725e-08,-2.02154668052081e-09,5.629486969674321e-08,-1.307034526876702e-07,7.014577455341107e-08,-4.04774156451162e-05
5.452465451742707e-08,-3.380896439806772e-08,5.62968998727453e-08,-6.121909831395796e-08,5.613698019487661e-08,-1.088591807340463e-05,5.62784779015272e-08,-3.219811347686539e-10,5.620000000000001e-08,-1.200403156830247e-05,5.62536164292218e-08,-1.634911679712991e-08,5.620363936553686e-08,-1.979776949858373e-07,6.005672505440653e-08,-2.467929062213197e-05,5.61864204466901e-08,-1.254299327791626e-05,5.625299055450656e-08,-1.697497957937841e-08,5.610625000000001e-08,-1.058287130021568e-05,6.001250000000001e-08,1.960167550106777e-05,5.48380097788745e-08,3.227566650309827e-08,6.000000000000001e-08,-7.471962648300461e-09,5.633775240253689e-08,-1.146608701871543e-07,7.014985685812361e-08,-5.981647484718023e-05
5.484428385542559e-08,3.216223011891635e-08,5.634410421277861e-08,-4.608601702763738e-08,5.615736496387251e-08,-1.025096411584331e-05,5.632170975763294e-08,-4.551892715926807e-09,5.62038500333187e-08,-1.338387859733215e-06,5.628019090846919e-08,-4.204897520718168e-09,5.621072758894389e-08,-2.210724890044709e-07,6.005978683440313e-08,-3.042612341882821e-05,5.620000000000001e-08,-1.358424795322097e-05,5.627799206411287e-08,-2.965612656648887e-08,5.611645437695815e-08,-1.016254778204446e-05,6.002818133719693e-08,1.907489915293064e-05,5.547116268004262e-08,-3.392245885504679e-08,6.001250000000001e-08,1.959621501418948e-05,5.641009053153787e-08,-1.308728654986638e-07,7.015437390529813e-08,-7.784355402930474e-05
5.548354253142262e-08,-3.380896376045371e-08,5.643333779370091e-08,-6.121957686297606e-08,5.617532359746264e-08,-1.021706958409076e-05,5.640817346984443e-08,-3.200691027659604e-10,5.621123904649583e-08,-1.775632999505843e-06,5.631864675654637e-08,-1.630904072183774e-08,5.621749173674975e-08,-2.151478252189668e-07,6.006209087199455e-08,-3.459066129217714e-05,5.620267834731364e-08,-1.90326200634544e-06,5.63128323099224e-08,-1.692852087013303e-08,5.613686313087445e-08,-9.9613200631154e-06,6.003475624741194e-08,1.577556640137036e-05,5.610000000000001e-08,3.227566233906011e-08,6.002831379565595e-08,1.903658080470544e-05,5.655476678953984e-08,-1.146725189824458e-07,7.015818269564854e-08,-9.842779065382939e-05
5.610000000000001e-08,3.216222852905432e-08,5.661180495554551e-08,-4.608538396506122e-08,5.620000000000001e-08,-9.925970077026883e-06,5.65811008942674e-08,-4.552598786183584e-09,5.621808478857192e-08,-2.138247489021199e-06,5.639555845270074e-08,-4.201655474609677e-09,5.623102003236148e-08,-2.608400563675496e-07,6.006464517472353e-08,-3.943351053737709e-05,5.620784625066695e-08,-2.333019551057324e-06,5.637893348515228e-08,-2.964618604287444e-08,5.615789572075264e-08,-9.404991925299138e-06,6.004237812370598e-08,5.285502426040214e-06,5.610625000000001e-08,-1.267561179065651e-05,6.003497641456034e-08,1.558939817407974e-05,5.684411930554378e-08,-1.308726375775752e-07,7.016236757500749e-08,-0.000120475790216716
5.610625000000001e-08,-1.58027497694355e-05,5.696873927923471e-08,-6.121950102093851e-08,5.620381437690937e-08,-5.411660211261208e-07,5.692695574311333e-08,-3.197442896273256e-10,5.62317762727241e-08,-2.802301313071853e-06,5.654938184500949e-08,-1.631034209769964e-08,5.624645707253992e-08,-2.552865465474837e-07,6.006680590306983e-08,-4.342608421637184e-05,5.621247403209039e-08,-2.719076912437245e-06,5.651113583561202e-08,-1.693123633880836e-08,5.617637816560148e-08,-9.36015675717935e-06,6.0046189061853e-08,-2.694242227243671e-06,5.61165320666754e-08,-1.208877757487746e-05,6.004248820728018e-08,5.05600520860059e-06,5.742282433755166e-08,-1.146708556790736e-07,7.016687174291509e-08,-0.0001642023524661497
5.611664606955169e-08,-1.491556537620445e-05,5.768260792661311e-08,-4.608458555540093e-08,5.621095526513307e-08,-6.937135377948458e-07,5.761866544080521e-08,-4.552740124863232e-09,5.624902001405775e-08,-3.376770578485744e-06,5.685702862962698e-08,-4.201032763093149e-09,5.626743198618974e-08,-2.836917469011964e-07,6.006982167175428e-08,-4.866317434282879e-05,5.622172959493728e-08,-3.487363565446003e-06,5.677554053653151e-08,-2.964496433497636e-08,5.620000000000001e-08,-9.017341197767553e-06,6.005000000000001e-08,-1.18475791148088e-05,5.61370962000262e-08,-1.179936950661965e-05,6.00462441036401e-08,-2.826629577065619e-06,5.858023440156741e-08,-1.308700705832562e-07,7.017059687292947e-08,-0.0001949353064308898
5.613743820865507e-08,-1.447686219615912e-05,5.884130396330656e-08,-6.121840932408598e-08,5.62174921505845e-08,-7.63950812493247e-07,5.900208483618896e-08,-3.1964725274375e-10,5.627171813984443e-08,-3.865708776307347e-06,5.747232219886196e-08,-1.631053379854926e-08,5.629379193952876e-08,-2.62833754992511e-07,6.007282880774601e-08,-4.511007845750522e-05,5.623769338615229e-08,-4.575624750382828e-06,5.730434993837049e-08,-1.693156511205027e-08,5.620371067691672e-08,-3.268907676561733e-07,6.005121978245183e-08,-1.429997514051431e-05,5.615690168877938e-08,-1.108431884939113e-05,6.005000000000001e-08,-1.186559985909586e-05,6.000000000000001e-08,-1.146667281908582e-07,7.017394495621795e-08,-0.0001917854400734433
5.615579800052451e-08,-1.351949844486959e-05,6.000000000000001e-08,-4.608308916881194e-08,5.623056592148735e-08,-9.794876402328919e-07,6.000000000000001e-08,-4.552773013153374e-09,5.629933719334266e-08,-4.120597145298938e-06,5.870290933733192e-08,-4.20073853325002e-09,5.633335557215616e-08,-2.860663063370386e-07,6.007549164892747e-08,-2.383567370249621e-05,5.625799853902214e-08,-5.605306929055762e-06,5.836196874204845e-08,-2.964433947648452e-08,5.621069453521793e-08,-3.981229846189124e-07,6.005365934735548e-08,-1.914222056445642e-05,5.617439902866786e-08,-1.106994041501176e-05,6.00512322711664e-08,-1.433942264244328e-05,6.001250000000001e-08,1.948109721377397e-05,7.017647026277811e-08,-0.0001715186010588009
5.617217243289254e-08,-1.364011965408527e-05,6.001250000000001e-08,1.954657786621085e-05,5.62464855965875e-08,-1.072080257463857e-06,6.001250000000001e-08,1.959933722619519e-05,5.633623454735024e-08,-4.290992561426357e-06,6.000000000000001e-08,-1.631039582831569e-08,5.639550139307858e-08,-2.636016478092484e-07,6.007750385160383e-08,-1.229703108467911e-05,5.628308693354866e-08,-6.352003461703375e-06,6.000000000000001e-08,-1.693105865071531e-08,5.621703702982119e-08,-4.123644265829977e-07,6.005674567536491e-08,-2.472257067221151e-05,5.620000000000001e-08,-1.091306011956727e-05,6.005369681349916e-08,-1.922436270440441e-05,6.002857279125803e-08,1.885535732788563e-05,7.017996011778806e-08,-0.0001894580618979961
5.618608621644627e-08,-1.351754697569117e-05,6.002850904214749e-08,1.893641373188095e-05,5.626772587443313e-08,-1.198974188622629e-06,6.002824729251098e-08,1.905662749541377e-05,5.638555439839177e-08,-4.321401404495334e-06,6.001250000000001e-08,1.958976213557426e-05,5.651979303492343e-08,-2.861552723259293e-07,6.007973007492638e-08,2.958731546498185e-06,5.63147104658304e-08,-6.903846462482074e-06,6.001250000000001e-08,1.957631449193004e-05,5.622972201902771e-08,-5.178682202235917e-07,6.005982605533836e-08,-3.050515586791942e-05,5.620386370117261e-08,-8.706376241576113e-07,6.005678533372592e-08,-2.480385395487059e-05,6.003540908447398e-08,1.510480766999669e-05,7.01828935978503e-08,-0.0002400505937578161
5.620000000000001e-08,-1.496237834848123e-05,6.003530228856129e-08,1.526119770902876e-05,5.629370422392995e-08,-1.190428155716509e-06,6.003486576034076e-08,1.568485766464881e-05,5.645617738105967e-08,-4.35555866524886e-06,6.00283795713353e-08,1.90132916367623e-05,5.676837631861312e-08,-2.636083192458257e-07,6.008155673338831e-08,1.061183413337691e-06,5.635652740562752e-08,-7.189949694248725e-06,6.002844464418752e-08,1.898283961735818e-05,5.624517208735755e-08,-5.365562962779086e-07,6.006213668038647e-08,-3.467755296795178e-05,5.621113887168522e-08,-1.131968502040032e-06,6.005990169907425e-08,-3.065538249956289e-05,6.0042704542237e-08,4.503445457824448e-06,7.018506102323229e-08,-0.0002782400941154056
5.62027238106864e-08,-2.652573740808805e-06,6.004265114428065e-08,4.673257886490437e-06,5.632960331562536e-08,-1.245359915315191e-06,6.004243288017039e-08,5.172187935847315e-06,5.656389912598822e-08,-4.330655512722001e-06,6.003508599626579e-08,1.549038277688784e-05,5.72655428859925e-08,-2.861517599609328e-07,6.008364347841858e-08,7.490599231934934e-06,5.641297228952933e-08,-7.35708559952839e-06,6.003519463391805e-08,1.538348154903672e-05,5.626586961779113e-08,-5.994669364784992e-07,6.006469243805359e-08,-3.952527374528527e-05,5.621784245033488e-08,-1.338456963535591e-06,6.006222544075691e-08,-3.484404631387251e-05,6.00463522711185e-08,-3.169341698630736e-06,7.018673142697764e-08,-0.0003065864158288948
5.620799193815267e-08,-3.256672080443315e-06,6.004632557214034e-08,-3.053046866311876e-06,5.638051254028652e-08,-1.201670653110963e-06,6.00462164400852e-08,-2.759307559109695e-06,5.675538654732856e-08,-4.356828306086918e-06,6.00425429981329e-08,4.936816444213389e-06,5.825987602075127e-08,-2.636029882722497e-07,6.008597813661249e-08,2.68270457031136e-06,5.649143654945501e-08,-7.37184213780307e-06,6.004259731695904e-08,4.81195421325344e-06,5.629143575341895e-08,-5.745217060849213e-07,6.006686647732752e-08,-4.354098064016039e-05,5.623124960763422e-08,-1.711577523891262e-06,6.006478423578861e-08,-3.970315300951602e-05,6.005000000000001e-08,-1.198592393277959e-05,7.018916963500011e-08,-0.0003225421954927961
5.621270712090189e-08,-3.797824879164453e-06,6.005000000000001e-08,-1.192345491189155e-05,5.646308386505706e-08,-1.247825463195352e-06,6.005000000000001e-08,-1.185648540491826e-05,5.713836139000925e-08,-4.330888756369203e-06,6.004627149906645e-08,-2.894960610649959e-06,6.000000000000001e-08,-2.861412275172151e-07,6.008925195943016e-08,7.889871921543548e-06,5.660641662881443e-08,-7.401910892936569e-06,6.004629865847952e-08,-2.968005727688822e-06,5.632764171220661e-08,-6.097116877374003e-07,6.006993193262447e-08,-4.879904096030486e-05,5.624787372066745e-08,-1.999570840144745e-06,6.006698473143385e-08,-4.376518052671284e-05,6.005125668908961e-08,-1.449737378099829e-05,7.019099864456616e-08,-0.0003106096560124454
5.622213748640035e-08,-4.867626607298676e-06,6.005125067938083e-08,-1.44258477778217e-05,5.661645797185624e-08,-1.202342063231149e-06,6.00512260011316e-08,-1.431937127487142e-05,5.790431107537063e-08,-4.35673454313517e-06,6.005000000000001e-08,-1.187704819711121e-05,6.001250000000001e-08,1.933399870303494e-05,6.009414887265849e-08,2.84216312539478e-06,5.679390380846559e-08,-7.374414140025252e-06,6.005000000000001e-08,-1.18932906204385e-05,5.638136597911739e-08,-5.77940368566797e-07,6.00729078248119e-08,-4.464209382601493e-05,5.626978762218316e-08,-2.22907726006126e-06,6.007015345986646e-08,-4.90472904989424e-05,6.005377006726882e-08,-1.946406199938102e-05,7.01925184998141e-08,-0.0002783095655091932
5.623873989167044e-08,-6.460619680352686e-06,6.005375203814248e-08,-1.937214517809783e-05,5.692320618545459e-08,-1.247792336525506e-06,6.005367800339476e-08,-1.918327894176741e-05,5.895215553768532e-08,-4.330782292490778e-06,6.005123847276205e-08,-1.436068645450898e-05,6.002863591585336e-08,1.871815233071768e-05,6.01e-08,8.009194395200233e-06,5.716738394837691e-08,-7.40241309313856e-06,6.005124460787838e-08,-1.438662044295362e-05,5.647482398969253e-08,-6.104333258592992e-07,6.007559900536651e-08,-2.306765584176098e-05,5.629648286812276e-08,-2.317684464844219e-06,6.007307916324864e-08,-4.357031614381195e-05,6.005686267065539e-08,-2.504729397600855e-05,7.019364750599751e-08,-0.0002419802033889782
5.625989529154433e-08,-8.037523035816881e-06,6.005684366527006e-08,-2.495353605433499e-05,5.75367026126513e-08,-1.202338381779248e-06,6.005676543311042e-08,-2.476352983641384e-05,6.000000000000001e-08,-4.356593155022453e-06,6.005371541828611e-08,-1.926599381137239e-05,6.003551505907046e-08,1.484352060719361e-05,6.010170168401484e-08,-9.191058251618291e-07,5.791434422819955e-08,-7.374387437822252e-06,6.005373382363512e-08,-1.931225187557435e-05,5.666174001084281e-08,-5.779972666611681e-07,6.007761158462969e-08,-1.146831443701204e-05,5.633261648596017e-08,-2.380899024996729e-06,6.007582872605124e-08,-2.145964393277532e-05,6.006005000895202e-08,-3.103348900704337e-05,7.019521013458671e-08,-0.000203075190335383
5.628616977567684e-08,-9.311989931613795e-06,6.006001345953025e-08,-3.090756518540727e-05,5.876369546704471e-08,-1.2477538715247e-06,6.005986370558873e-08,-3.057988267132703e-05,6.001250000000001e-08,1.54630907062177e-05,6.005680500346403e-08,-2.484615483750688e-05,6.004275752953524e-08,4.297065080798095e-06,6.010454150296894e-08,1.1066131240017e-07,5.895717211409978e-08,-7.402196149628986e-06,6.005682444250062e-08,-2.489317096706373e-05,5.703557205314337e-08,-6.104266353216209e-07,6.007987877478895e-08,3.220984564138332e-06,5.638215916115382e-08,-2.373864755727641e-06,6.007784604706692e-08,-9.692765576561271e-06,6.006240106163713e-08,-3.526255283708789e-05,7.019685940488393e-08,-0.0001797952518271938
5.631932291417947e-08,-1.034842143157098e-05,6.006235758135033e-08,-3.51257499929705e-05,6.000000000000001e-08,-1.202296980544786e-06,6.00621807910718e-08,-3.476039955097964e-05,6.002888260429239e-08,1.486552798927277e-05,6.005993931695649e-08,-3.073106258828211e-05,6.004637876476763e-08,-3.389136693868821e-06,6.010721540750771e-08,-8.682913519611414e-08,6.000000000000001e-08,-7.374187002003723e-06,6.005997656309771e-08,-3.08123135625163e-05,5.778323613774449e-08,-5.779884135912906e-07,6.00818390605357e-08,1.472099383611165e-06,5.645704044151629e-08,-2.390429028126485e-06,6.00802065243162e-08,3.657416605728771e-06,6.006496676173575e-08,-4.014175649879599e-05,7.019831019790622e-08,-0.0001705712175587968
5.636318728809902e-08,-1.103919825282755e-05,6.006492145412161e-08,-4.000135148568324e-05,6.001250000000001e-08,1.844080062552727e-05,6.006473802177975e-08,-3.96131518690454e-05,6.003593065135908e-08,1.078399289976846e-05,6.006226978339835e-08,-3.493030927104774e-05,6.005000000000001e-08,-1.208706143553792e-05,6.011256321658523e-08,1.715012068223791e-08,6.001250000000001e-08,1.250717639268175e-05,6.006231382308425e-08,-3.502148669872237e-05,5.889161806887225e-08,-6.104119646791463e-07,6.008394040689931e-08,7.495114733911884e-06,5.658261648072934e-08,-2.375922279546072e-06,6.00832848592164e-08,3.195007820008799e-06,6.006722223097542e-08,-4.430184873715567e-05,7.01991550989531e-08,-0.0001669306902560664
5.642189586825779e-08,-1.149362860447637e-05,6.006716298272819e-08,-4.41365542078126e-05,6.002876038122478e-08,1.782253990079117e-05,6.00669250980248e-08,-4.365200100893477e-05,6.004296532567955e-08,1.128098458463471e-07,6.006483020553454e-08,-3.979347759052416e-05,6.005126263863588e-08,-1.464029661021162e-05,6.011921178591404e-08,-6.297753086607684e-08,6.002894292148914e-08,1.194530779738632e-05,6.006487593763175e-08,-3.989026235894674e-05,6.000000000000001e-08,-5.779690994480862e-07,6.008635816707745e-08,2.784905424214052e-06,5.683376855915544e-08,-2.391083585868835e-06,6.008546296093598e-08,6.861907307403415e-06,6.007062982482745e-08,-4.951900566840773e-05,7.019999999999999e-08,-0.0001648865524455888
5.650161473486966e-08,-1.165899835557072e-05,6.007050636902691e-08,-4.938927041060885e-05,6.003572441214122e-08,1.381221655460276e-05,6.007004064526243e-08,-4.892485098286797e-05,6.004648266283978e-08,-7.27226727825939e-06,6.006704424850424e-08,-4.388191207091326e-05,6.005378791590762e-08,-1.962819217680213e-05,6.013217169462351e-08,3.244700188214737e-09,6.003603270201481e-08,7.802175386479251e-06,6.006710365807883e-08,-4.400307574906805e-05,6.001250000000001e-08,1.90392018379974e-05,6.008973020320977e-08,7.817648272937948e-06,5.733607271600763e-08,-2.37580768565181e-06,6.008817653347863e-08,3.728051697875872e-06,6.007348885230488e-08,-4.076560515094865e-05,7.020093736782863e-08,-0.0001460404425117297
5.661248631624016e-08,-1.174238881212998e-05,6.007337836345255e-08,-4.153697537733207e-05,6.004286220607062e-08,3.238921134802298e-06,6.007299000530316e-08,-4.413795936158093e-05,6.005000000000001e-08,-1.585032139794898e-05,6.007026850609602e-08,-4.916228948808322e-05,6.005688146113192e-08,-2.521063244239878e-05,6.015641473027608e-08,-5.851732741456597e-08,6.004301635100742e-08,-2.879336449695501e-06,6.007038603919645e-08,-4.927442616011412e-05,6.002869843871805e-08,1.839502656972179e-05,6.009509530464385e-08,2.929056760032667e-06,5.8340681029712e-08,-2.391065462653354e-06,6.009236578600031e-08,6.956343921644788e-06,6.007628062174023e-08,-1.867622536074097e-05,7.020198084784694e-08,-0.0001415818076344503
