"P_inst (d0=0,d1=0,d2=0,d3=0) X","P_inst (d0=0,d1=0,d2=0,d3=0) Y","P_inst (d0=0,d1=0,d2=0,d3=1) X","P_inst (d0=0,d1=0,d2=0,d3=1) Y","P_inst (d0=0,d1=0,d2=1,d3=0) X","P_inst (d0=0,d1=0,d2=1,d3=0) Y","P_inst (d0=0,d1=0,d2=1,d3=1) X","P_inst (d0=0,d1=0,d2=1,d3=1) Y","P_inst (d0=0,d1=1,d2=0,d3=0) X","P_inst (d0=0,d1=1,d2=0,d3=0) Y","P_inst (d0=0,d1=1,d2=0,d3=1) X","P_inst (d0=0,d1=1,d2=0,d3=1) Y","P_inst (d0=0,d1=1,d2=1,d3=0) X","P_inst (d0=0,d1=1,d2=1,d3=0) Y","P_inst (d0=0,d1=1,d2=1,d3=1) X","P_inst (d0=0,d1=1,d2=1,d3=1) Y","P_inst (d0=1,d1=0,d2=0,d3=0) X","P_inst (d0=1,d1=0,d2=0,d3=0) Y","P_inst (d0=1,d1=0,d2=0,d3=1) X","P_inst (d0=1,d1=0,d2=0,d3=1) Y","P_inst (d0=1,d1=0,d2=1,d3=0) X","P_inst (d0=1,d1=0,d2=1,d3=0) Y","P_inst (d0=1,d1=0,d2=1,d3=1) X","P_inst (d0=1,d1=0,d2=1,d3=1) Y","P_inst (d0=1,d1=1,d2=0,d3=0) X","P_inst (d0=1,d1=1,d2=0,d3=0) Y","P_inst (d0=1,d1=1,d2=0,d3=1) X","P_inst (d0=1,d1=1,d2=0,d3=1) Y","P_inst (d0=1,d1=1,d2=1,d3=0) X","P_inst (d0=1,d1=1,d2=1,d3=0) Y","P_inst (d0=1,d1=1,d2=1,d3=1) X","P_inst (d0=1,d1=1,d2=1,d3=1) Y"
2.005699029082188e-08,-3.603522045014961e-05,2.007337838459398e-08,-4.153679887692482e-05,2.006510158649922e-08,-4.1309631076627e-05,2.007299000812801e-08,-4.413793485428938e-05,2.006022805675036e-08,-3.511548588772811e-05,2.007595414799643e-08,-2.060532059145254e-05,2.007360503742472e-08,-3.998247536476576e-05,2.008155658568416e-08,1.060969642070705e-06,2.005387471767421e-08,-2.634397557522611e-05,2.007608581587467e-08,-1.973355359632271e-05,2.006505682415571e-08,-4.069869634818295e-05,2.007761138465092e-08,-1.146983969123161e-05,2.006257249625318e-08,-3.751783525835798e-05,2.008020655382543e-08,3.657456472300785e-06,2.00706298545555e-08,-4.951902238254234e-05,2.325303932551414e-08,-4.270164222010481e-05
2.006029724872786e-08,-4.209784591346486e-05,2.007621845132993e-08,-1.889712269913749e-05,2.006739969104495e-08,-4.552026468776115e-05,2.007570962067726e-08,-2.22865725716541e-05,2.006261478347722e-08,-3.933150324104921e-05,2.00779761045452e-08,-8.729820307317774e-06,2.007635079927112e-08,-1.848798897048612e-05,2.00836433253532e-08,7.490580020904916e-06,2.005697260548875e-08,-3.188267794637279e-05,2.007811407782407e-08,-7.728924142080875e-06,2.006734058432717e-08,-4.489774321728302e-05,2.007987849835776e-08,3.220527358921351e-06,2.006514620548988e-08,-4.237720424475533e-05,2.008328485295328e-08,3.195017707931317e-06,2.007348887888324e-08,-4.07654040508177e-05,2.327583609891783e-08,-4.136315931687681e-05
2.006269871273516e-08,-4.620502442432889e-05,2.007825477728125e-08,-6.729384100894816e-06,2.007102323584201e-08,-5.051082154021527e-05,2.007772384780638e-08,-1.061313351299908e-05,2.006519067553917e-08,-4.415221526858771e-05,2.008039184502408e-08,3.824638178452333e-06,2.007840697229009e-08,-5.496088373689644e-06,2.008597794201761e-08,2.682662538585458e-06,2.006026278759357e-08,-3.797489628758779e-05,2.008059207530334e-08,3.941945717707482e-06,2.007088780551626e-08,-4.99914914627543e-05,2.00818385643894e-08,1.471393177851829e-06,2.006745879754732e-08,-4.658723416453778e-05,2.008546295696296e-08,6.861888749107606e-06,2.007628063637435e-08,-1.867616520935469e-05,2.330441811443885e-08,-3.697109232961453e-05
2.006527919596527e-08,-5.083368706079302e-05,2.008080136604032e-08,3.985123523711797e-06,2.007385052465921e-08,-3.871892257318951e-05,2.008003484808715e-08,3.452607516177787e-06,2.006751789280348e-08,-4.834028559810792e-05,2.008328777514881e-08,3.363211809153019e-06,2.008104708571024e-08,3.764091788553783e-06,2.00892517188011e-08,7.88989594464465e-06,2.006265684999779e-08,-4.215462883784204e-05,2.008334389073871e-08,3.618360816076305e-06,2.007372269780907e-08,-3.927853075638248e-05,2.008393988086097e-08,7.495138582467361e-06,2.007116383327881e-08,-5.143327732920072e-05,2.008817652972931e-08,3.728067676081954e-06,2.00783261350241e-08,-6.110598183661455e-06,2.332491315991026e-08,-2.877695672129167e-05
2.006763608365561e-08,-5.489174873313467e-05,2.008343910026657e-08,3.941314384039333e-06,2.007651234874628e-08,-1.854906019945352e-05,2.008211547580359e-08,1.857785906705965e-06,2.007131026924265e-08,-5.298603095715551e-05,2.008549261269704e-08,6.653393958622789e-06,2.008357571064564e-08,4.128156034576726e-06,2.00941484117807e-08,2.842130936507365e-06,2.006523500092816e-08,-4.689938939185302e-05,2.008558277805338e-08,6.380204117444403e-06,2.007642578905007e-08,-1.842249776395263e-05,2.008635749255482e-08,2.784708032996642e-06,2.007398523265146e-08,-3.850096857874121e-05,2.009236580019587e-08,6.956327853776483e-06,2.008091567844753e-08,3.80518504961523e-06,2.334048732374546e-08,-2.605134971448173e-05
2.007162435283825e-08,-5.887362022757499e-05,2.008571937243591e-08,6.038250329194087e-06,2.007859430998465e-08,-4.64505738664322e-06,2.008423582361931e-08,7.463533188252168e-06,2.00741274225005e-08,-3.885201423264656e-05,2.00882249377428e-08,3.9204172598699e-06,2.008588972022558e-08,5.542548642865924e-06,2.01e-08,8.009221484633782e-06,2.006757698085217e-08,-5.104214757746617e-05,2.008834242299507e-08,4.175983000396129e-06,2.007849373474844e-08,-4.980518092283521e-06,2.008972934495021e-08,7.817795219592341e-06,2.007660808960252e-08,-1.906793592691801e-05,2.01e-08,3.866508589950773e-06,2.008348795067288e-08,4.241996786722034e-06,2.334683664005884e-08,-2.419303543303796e-05
2.007443772325533e-08,-4.217166428372289e-05,2.008851223222553e-08,4.480936317587195e-06,2.008136730221206e-08,2.779938697554931e-06,2.008673870962022e-08,2.902751600933486e-06,2.007671366651828e-08,-2.020731479681237e-05,2.009258781204646e-08,6.756106698869024e-06,2.008879530544526e-08,4.631119383534917e-06,2.010170173554106e-08,-9.190888196796772e-07,2.007146340361476e-08,-5.540443656539576e-05,2.009294745273736e-08,6.484375094326635e-06,2.008119336835779e-08,3.398810221225657e-06,2.009509354606511e-08,2.928879832424347e-06,2.007870609382883e-08,-4.695327732800805e-06,2.010194955128967e-08,-8.471237784139747e-07,2.008579908327211e-08,5.647434140729699e-06,2.335944238020604e-08,-2.269298219528168e-05
2.007695819458938e-08,-2.523653693020186e-05,2.009343796650403e-08,6.139247491211535e-06,2.008379848643293e-08,4.093324257692715e-06,2.009021611826343e-08,7.723149674522192e-06,2.007883001839597e-08,-5.369134752225088e-06,2.01e-08,4.060374770265812e-06,2.00940058458578e-08,5.652493835638855e-06,2.010454163556091e-08,1.106700130036157e-07,2.007427789506327e-08,-4.00163959528915e-05,2.01e-08,4.315829917145802e-06,2.008367136340756e-08,4.2223200318976e-06,2.01e-08,7.930847749101784e-06,2.008157054903251e-08,1.725919660320795e-06,2.010517025691365e-08,1.432635197600901e-07,2.008861131271159e-08,4.771968626454789e-06,2.338465386050044e-08,-1.927368367687218e-05
2.007911971831174e-08,-9.537821443965768e-06,2.01e-08,4.619311582620533e-06,2.008618142133215e-08,4.136244567775774e-06,2.009510805913171e-08,3.026808346105689e-06,2.00818117910173e-08,1.303643372276974e-08,2.010193859423534e-08,-8.545232258314659e-07,2.01e-08,4.763542215525242e-06,2.010721564641069e-08,-8.683058405579837e-08,2.007682995162506e-08,-2.220195778849156e-05,2.010191092214857e-08,-8.725672773616572e-07,2.008601702638453e-08,4.975151870872629e-06,2.010159150454448e-08,-9.57168160570107e-07,2.008396103892974e-08,3.552077720754802e-06,2.010831362332386e-08,-1.022555949500579e-07,2.009377203707635e-08,5.744964115524476e-06,2.341283879396728e-08,-1.800648418437539e-05
2.008141245302912e-08,-7.935422128258412e-06,2.010186574358124e-08,-9.095860908249105e-07,2.008918979897119e-08,4.538692606868718e-06,2.01e-08,7.830532091297458e-06,2.008416816591606e-08,2.35730519199971e-06,2.010514165984931e-08,1.381660499410297e-07,2.010181988504058e-08,-1.100040286755463e-06,2.011256366811025e-08,1.714981960924386e-08,2.007896732445725e-08,-6.920547598076007e-06,2.010507085223833e-08,1.251528818182878e-07,2.008896843864764e-08,4.700613419975193e-06,2.010426094405293e-08,9.063742116732432e-08,2.008638779586838e-08,2.85030894232715e-06,2.011460035614426e-08,2.017675813119872e-08,2.01e-08,4.909193268812502e-06,2.346134031649968e-08,-1.614900074347163e-05
2.008372196963191e-08,-2.737334061364099e-06,2.010495742578347e-08,9.617673603452151e-08,2.009503840917515e-08,4.239797241720105e-06,2.010160118428857e-08,-9.542841893917678e-07,2.008664723311583e-08,8.96955958490296e-07,2.010825175516602e-08,-1.06945146562083e-07,2.010483335392373e-08,-8.92938504891522e-08,2.011921241292465e-08,-6.297611390709979e-08,2.008210542107808e-08,-2.586035501060481e-06,2.010811436417447e-08,-1.170763670792753e-07,2.009445243066644e-08,5.082265040433221e-06,2.010671065132598e-08,-8.500590868159492e-08,2.00894658353366e-08,3.957808225953499e-06,2.01222350255947e-08,-6.708932707895156e-08,2.010183720818994e-08,-9.729892981147685e-07,2.351629129260624e-08,-1.592152607453058e-05
2.008617358703352e-08,-6.159662692363991e-06,2.010790053955232e-08,-1.408876090593273e-07,2.01e-08,4.661213980062447e-06,2.010424478379391e-08,8.411266834411905e-08,2.008981180367309e-08,2.720366184960393e-06,2.011447194579946e-08,1.673607657314089e-08,2.010766684366933e-08,-3.217983375604557e-07,2.013217266175707e-08,3.242893856228678e-09,2.008443505840644e-08,2.599595020819984e-07,2.011420138804675e-08,6.90941502702256e-09,2.01e-08,4.828912162070792e-06,2.011161006587206e-08,1.842337454887352e-08,2.009562191427306e-08,2.948167504743402e-06,2.013726574407404e-08,-1.440347906168797e-10,2.010488625566443e-08,3.757239754962155e-08,2.360696028831204e-08,-1.296739778179829e-05
2.008939439690483e-08,-2.414784039295759e-06,2.011378676709001e-08,-1.727866963147239e-08,2.010241884562808e-08,-1.726547371266455e-06,2.010670145662703e-08,-8.292701475875598e-08,2.009490590183655e-08,9.794449300614629e-07,2.012208914083082e-08,-7.315797495936297e-08,2.011333382316053e-08,-2.014804832770918e-07,2.015641600592445e-08,-5.851534342668435e-08,2.008697768993506e-08,-1.948705560732529e-06,2.012173794655907e-08,-8.589419266140019e-08,2.010177313912464e-08,-1.37299047485505e-06,2.01178919977542e-08,-6.696130988948705e-08,2.01e-08,4.07410669205548e-06,2.0164430389785e-08,-6.089629168281085e-08,2.010776353572283e-08,-1.972923462366238e-07,2.370308664751918e-08,-7.228347369999389e-06
2.009452208765113e-08,-6.008175549683591e-06,2.012117867951921e-08,-1.140164242872697e-07,2.010541382782992e-08,-9.138252248775595e-07,2.011161480229329e-08,1.504451833381449e-08,2.01e-08,2.831780586583208e-06,2.013710126224991e-08,-3.447562532918871e-09,2.012059641121317e-08,-3.085012966327184e-07,2.0199941368998e-08,1.235842818570462e-09,2.009025325318055e-08,5.794761713227078e-07,2.013659962679974e-08,-1.33717412939145e-08,2.010471648066941e-08,-3.566167964437552e-07,2.013015112816634e-08,7.481378851162839e-09,2.010228504282758e-08,-2.705498512237976e-06,2.021211025583455e-08,-4.889808278839826e-09,2.011351809583961e-08,-7.382627559877717e-08,2.378817321121669e-08,-2.045629684837766e-06
2.01e-08,-2.255974420554531e-06,2.013575696472911e-08,-3.868417115709805e-08,2.010817580407962e-08,-1.094065897215191e-06,2.011792171109912e-08,-6.489464520513155e-08,2.010247861835345e-08,-4.277956350845832e-06,2.016438971710436e-08,-6.829395897765362e-08,2.01349519094242e-08,-2.391435543095205e-07,2.028699209514511e-08,-5.778588567600006e-08,2.009512662659028e-08,-1.864159636432611e-06,2.016384728078988e-08,-8.395173529488498e-08,2.010745063970459e-08,-5.856429445213951e-07,2.015383786157683e-08,-6.36734791008802e-08,2.010516027902545e-08,-1.878551244358457e-06,2.030500217764659e-08,-6.333474448289004e-08,2.012082845786334e-08,-1.756839730052471e-07,2.389983142508677e-08,-4.132135018668609e-07
2.010259862070223e-08,-1.02946404893797e-05,2.016280628025869e-08,-1.182173824502166e-07,2.011369975657901e-08,-1.021835414642101e-06,2.013028878718993e-08,3.975971481026993e-09,2.0105478351611e-08,-3.500180312639341e-06,2.021253361040901e-08,-1.030983772180979e-08,2.016202408925035e-08,-3.505390681432012e-07,2.045617197700571e-08,4.358280546704474e-11,2.01e-08,6.970944086671902e-07,2.021226563871259e-08,-2.5231040746845e-08,2.011291895777495e-08,-4.69720964915801e-07,2.019757639251682e-08,5.882946920884321e-09,2.010776569923203e-08,-2.060131769646627e-06,2.047916148335272e-08,-1.947896660776409e-08,2.013525624950928e-08,-1.000467505238577e-07,2.394991571254338e-08,3.153000888663732e-08
2.010572898668272e-08,-9.547969726600357e-06,2.021133891982676e-08,-6.192050875084564e-08,2.01214218111852e-08,-1.128665208466614e-06,2.01541880744228e-08,-6.174813906617295e-08,2.010830270287848e-08,-3.689821268435928e-06,2.030673644850007e-08,-7.659106850955636e-08,2.021127399824154e-08,-3.398268536514758e-07,2.078852005895838e-08,-6.311778782870259e-08,2.010243772613667e-08,-6.783681867077598e-06,2.030762004434103e-08,-1.057920091474228e-07,2.012003334963161e-08,-5.878560994623604e-07,2.028505345439681e-08,-6.356443394034409e-08,2.01129765396452e-08,-1.995710233389353e-06,2.081020184479008e-08,-1.46996219455771e-07,2.016227694261851e-08,-1.924038421373117e-07,2.4e-08,-2.553395102537388e-07
2.010869281226775e-08,-9.763693822891055e-06,2.030784378463942e-08,-1.702440321987687e-07,2.013686592039757e-08,-1.123649260174453e-06,2.019839086431753e-08,2.033548399521407e-09,2.011395140541344e-08,-3.660683403806848e-06,2.048425610538322e-08,-4.470532060465529e-08,2.030977381622393e-08,-5.951172223932768e-07,2.144788363659056e-08,-1.46792919801054e-07,2.010537516468364e-08,-6.011824761461011e-06,2.048868259299287e-08,-1.052766230925253e-07,2.013410481784544e-08,-5.284657007575807e-07,2.046000757815679e-08,3.51700243771843e-09,2.012039716665665e-08,-2.12935248642234e-06,2.119935039084894e-08,-5.148834416257372e-07,2.021113573336868e-08,-1.486135577784246e-07,2.400510177079415e-08,-1.382389026838079e-05
2.011462046343781e-08,-9.76086330181764e-06,2.049381197051937e-08,-2.434549772834266e-07,2.016775413882231e-08,-1.322809767797853e-06,2.0286796444107e-08,-6.251549707094076e-08,2.012183807133131e-08,-3.80700444232241e-06,2.082325839405525e-08,-2.76893417845102e-07,2.050332569244921e-08,-1.114648858295833e-06,2.176699942235588e-08,-6.491679749506826e-07,2.010814797724907e-08,-6.202207665710882e-06,2.083685106205713e-08,-5.60861904910587e-07,2.016100042520677e-08,-6.764689065207877e-07,2.080991582567674e-08,-7.871810585790201e-08,2.013523842067955e-08,-2.153633284812119e-06,2.150834659905587e-08,-1.713204585335337e-06,2.030885331486902e-08,-3.091267821481064e-07,2.401368157906849e-08,-1.348569287098042e-05
2.01228986052779e-08,-9.948856763543783e-06,2.085818749229267e-08,-1.161429317692761e-06,2.022780968724765e-08,-1.558117944760124e-06,2.046360760368593e-08,-3.543954013150057e-09,2.013761140316704e-08,-3.910344141846674e-06,2.116547180802416e-08,-9.111724552990914e-07,2.079704526905771e-08,-3.035030297067685e-06,2.20265793141708e-08,-1.578073407515049e-06,2.011369360237995e-08,-6.19245744627492e-06,2.126291985129906e-08,-2.365706943292474e-06,2.021046234382501e-08,-7.249443323003334e-07,2.150973232071664e-08,-4.155432804191125e-07,2.016492092872535e-08,-2.441062857100729e-06,2.186600473093719e-08,-4.71960199259621e-06,2.049889192492729e-08,-5.386154670636251e-07,2.402316873782141e-08,-1.333360608990448e-05
2.013945488895809e-08,-1.01300722128234e-05,2.120009335093048e-08,-3.341395077173375e-06,2.034792078409832e-08,-2.381569012361476e-06,2.08172299228438e-08,-1.001996406317201e-07,2.016915806683851e-08,-4.298757554804728e-06,2.157417744191743e-08,-3.558246807643054e-06,2.105973444860829e-08,-5.78502445506367e-06,2.237956412105129e-08,-4.571843493643106e-06,2.012148039871934e-08,-6.359301367332339e-06,2.158315505840695e-08,-5.637673671950931e-06,2.030938618106148e-08,-1.146844964431987e-06,2.184821766795077e-08,-1.62656063274134e-06,2.022428594481695e-08,-2.838386748829917e-06,2.212718862175537e-08,-8.296783795268762e-06,2.085373276259986e-08,-2.086759026995511e-06,2.404214305532724e-08,-1.389354452865101e-05
2.017256745631846e-08,-1.065919284518232e-05,2.149103170439418e-08,-6.778564774671701e-06,2.058814297779966e-08,-4.549059235980006e-06,2.128603171417444e-08,-3.457935670090985e-07,2.023042392275642e-08,-4.937577022621132e-06,2.186468786058376e-08,-6.945524335092995e-06,2.131206275159675e-08,-9.75787549275357e-06,2.262959807249253e-08,-7.774286818611808e-06,2.013705399139812e-08,-6.509159412678188e-06,2.185355577634248e-08,-9.847834380466995e-06,2.050723385553443e-08,-2.126535598636921e-06,2.210088987415486e-08,-3.443123171396506e-06,2.034301597700015e-08,-4.029864461764199e-06,2.237552389703267e-08,-2.27765156045496e-05,2.114362551028392e-08,-4.617787973844791e-06,2.407107152766362e-08,-2.219305964033747e-05
2.023648900325085e-08,-1.15096243500747e-05,2.174193453489401e-08,-1.222450337680992e-05,2.082228735334867e-08,-7.598138136916069e-06,2.160421647518146e-08,-1.300480656496049e-06,2.035295563459225e-08,-6.52316790549159e-06,2.212174976720108e-08,-1.381083222951324e-05,2.137472873084214e-08,-1.165118771837212e-05,2.287614581116302e-08,-1.807558560689031e-05,2.016820117675569e-08,-6.98004222056059e-06,2.191490427312452e-08,-1.206029824061575e-05,2.076217927667152e-08,-4.497983591874319e-06,2.238860169610501e-08,-6.901838950207137e-06,2.057292816666665e-08,-6.717619535519532e-06,2.244111467847131e-08,-3.651082451106666e-05,2.141309119287488e-08,-8.277161034793197e-06,2.41e-08,-2.609473307645364e-05
2.036433209711565e-08,-1.343812951459589e-05,2.180615442211692e-08,-1.739113090075419e-05,2.107744751723066e-08,-1.522513984652229e-05,2.186863624864178e-08,-2.957948621732753e-06,2.059801905826391e-08,-1.002219605501915e-05,2.21850523461303e-08,-2.059723988079464e-05,2.150006068933291e-08,-2.513668861938642e-05,2.29428030351691e-08,-2.970059496515278e-05,2.022934815997625e-08,-7.770676338097996e-06,2.203760126668859e-08,-2.627299902749706e-05,2.100926586851611e-08,-7.562142701334125e-06,2.262186112165837e-08,-1.185974803362715e-05,2.081359386987289e-08,-1.075943123838442e-05,2.24688197252103e-08,-4.053757384282078e-05,2.165662985715273e-08,-2.135757454749011e-05,2.410354049648768e-08,-5.01460863327724e-06
2.042825364404805e-08,-1.510738178380596e-05,2.183826436572837e-08,-2.18798570311725e-05,2.115044425646791e-08,-2.559694440943768e-05,2.215764070342205e-08,-6.195190802770324e-06,2.067186351169331e-08,-1.178794803382939e-05,2.221670363559491e-08,-2.635203678359492e-05,2.15304852029354e-08,-3.136341748398636e-05,2.297040093695764e-08,-3.587867254442148e-05,2.035164212641738e-08,-9.555290097396825e-06,2.206724646221368e-08,-3.255950656009516e-05,2.125734206356796e-08,-1.567813681758756e-05,2.268693276385393e-08,-1.667457721104764e-05,2.088638469927653e-08,-1.37949260700839e-05,2.250409633355859e-08,-4.26555040692917e-05,2.172576786785931e-08,-3.55570270286662e-05,2.41102657149965e-08,-4.518381724454215e-06
2.05116323632058e-08,-2.348908382635576e-05,2.190248425295128e-08,-3.545734660895012e-05,2.118028521593403e-08,-3.200535341332893e-05,2.23957829422106e-08,-1.008558777795714e-05,2.081955241855213e-08,-2.7125587483173e-05,2.224660428549588e-08,-3.287896896339966e-05,2.155625279206648e-08,-3.71128118989181e-05,2.299169866474263e-08,-3.951438972123828e-05,2.059623005929963e-08,-1.634777116664669e-05,2.209178308156234e-08,-3.769028035858279e-05,2.132934995547294e-08,-2.617048347401406e-05,2.271946858495171e-08,-2.091339682323511e-05,2.095619213694702e-08,-2.157152602283648e-05,2.253301256185759e-08,-4.276586149891518e-05,2.175401101567676e-08,-4.013389675619705e-05,2.411702488974084e-08,-3.810446400258318e-06
2.053851906023839e-08,-2.92255096905383e-05,2.192939421215755e-08,-3.986472567028754e-05,2.120353458728463e-08,-3.726043339979854e-05,2.2458535651512e-08,-1.254273600905984e-05,2.084953698114528e-08,-3.389903324402109e-05,2.227067075303665e-08,-3.790272306116168e-05,2.159000515356685e-08,-4.14480135757262e-05,2.301634821778792e-08,-4.183555066341003e-05,2.067884381779198e-08,-3.00423326785789e-05,2.212304829793074e-08,-4.14818827784482e-05,2.135893676257071e-08,-3.273236461665874e-05,2.278454022714727e-08,-3.434214189977346e-05,2.098466004849722e-08,-2.685075472052581e-05,2.255785183635468e-08,-4.197714967741295e-05,2.1791599478748e-08,-4.259593491681428e-05,2.413054323922952e-08,-2.993409451797385e-06
2.056598312822481e-08,-3.677846302450887e-05,2.195885354646873e-08,-4.218334814984447e-05,2.123527430111971e-08,-4.145960733406741e-05,2.258404107011481e-08,-2.880494301468382e-05,2.087401962196733e-08,-3.924604434848496e-05,2.229792555591232e-08,-4.119853766300065e-05,2.161404890934099e-08,-4.257879967725248e-05,2.304142209810594e-08,-4.27432168427273e-05,2.070766825401741e-08,-3.710258773639087e-05,2.214703768806188e-08,-4.248093453058416e-05,2.138163289556892e-08,-3.753025269441299e-05,2.281120648217253e-08,-3.91787921913442e-05,2.101635547142731e-08,-3.417854493151202e-05,2.25823965369693e-08,-3.969083474173589e-05,2.181919138097337e-08,-4.283703491109396e-05,2.415757993820688e-08,-1.620402088180827e-06
2.058726696598759e-08,-4.196387087842855e-05,2.198391924704061e-08,-4.282322140389331e-05,2.125826984146785e-08,-4.271142076082044e-05,2.26131231997276e-08,-3.507899984201743e-05,2.090504902509484e-08,-4.281101501362482e-05,2.232063531071469e-08,-4.241590219441527e-05,2.163429094482929e-08,-4.296092768825567e-05,2.30683115633117e-08,-4.278997962509612e-05,2.072839159977734e-08,-4.130917307886956e-05,2.216686498066172e-08,-4.290451162930757e-05,2.141198882470275e-08,-4.148823828473193e-05,2.284167779921148e-08,-4.198318656282631e-05,2.104088980706427e-08,-3.91684829026987e-05,2.259737711658076e-08,-3.563289221904059e-05,2.184549950344826e-08,-4.204399814359898e-05,2.42116533361616e-08,-6.283673030619531e-07
2.061100551055261e-08,-4.489562929763874e-05,2.200993720549409e-08,-4.256071751411464e-05,2.127884353158967e-08,-4.310457605545967e-05,2.263654039767691e-08,-3.932118111740638e-05,2.092924040346538e-08,-4.359129061307155e-05,2.234058848003722e-08,-4.284799227435169e-05,2.165808077845369e-08,-4.245822695317374e-05,2.309122536923412e-08,-4.184839847344013e-05,2.075337709843805e-08,-4.37353938532823e-05,2.219016335068343e-08,-4.234266630745392e-05,2.143504522013652e-08,-4.254532711257886e-05,2.286542237760001e-08,-4.275116421496556e-05,2.106764720143798e-08,-4.208340316269981e-05,2.261425774096994e-08,-2.955651988608351e-05,2.186978689060981e-08,-3.99764917670721e-05,2.431980013207105e-08,-7.156670297065504e-08
2.063131377075983e-08,-4.582668017289267e-05,2.203362197755658e-08,-4.132194110230152e-05,2.130271462361925e-08,-4.272158150820248e-05,2.266384573317855e-08,-4.192382631521089e-05,2.095019479369985e-08,-4.375697109273724e-05,2.23637600590051e-08,-4.255141383546682e-05,2.168334620557717e-08,-4.100287576843603e-05,2.311777219572001e-08,-3.915293081355973e-05,2.077773513057843e-08,-4.455697389165543e-05,2.22154750141266e-08,-4.096877208692668e-05,2.145546581076849e-08,-4.306917395947853e-05,2.289397853419729e-08,-4.265956431029025e-05,2.109082658329865e-08,-4.309649490729923e-05,2.262901441577411e-08,-2.601649008288763e-05,2.188533828490295e-08,-3.612310359957544e-05,2.453609372388993e-08,-2.395194166113275e-07
2.065073484338891e-08,-4.58534091811523e-05,2.206193710091536e-08,-3.677567302719994e-05,2.13275645390634e-08,-4.130081299811693e-05,2.269041110413329e-08,-4.277342163193475e-05,2.09727044030545e-08,-4.278369217665957e-05,2.238834123838818e-08,-4.134584235333988e-05,2.170200952238943e-08,-3.79797392993376e-05,2.313259006891735e-08,-3.421940634342231e-05,2.080414146124086e-08,-4.417224034405913e-05,2.223404361456577e-08,-3.796427719298619e-05,2.147912092161675e-08,-4.253753623165023e-05,2.29166951077601e-08,-4.161537138454837e-05,2.111299945719567e-08,-4.331080630070795e-05,2.264469429869707e-08,-2.3320006324842e-05,2.190321853996555e-08,-2.957753244980049e-05,2.479304686194497e-08,-9.565075654570712e-08
2.067090675341668e-08,-4.500158684866273e-05,2.208309744886225e-08,-2.857186793587832e-05,2.134726343404211e-08,-3.835829470503741e-05,2.271951300737756e-08,-4.267943645141028e-05,2.099832231542508e-08,-4.046983618632071e-05,2.241692313595508e-08,-3.672474653032264e-05,2.171657172165541e-08,-3.266317349147865e-05,2.314843207235337e-08,-2.897408070288136e-05,2.082616233233715e-08,-4.281459329507292e-05,2.224839401661203e-08,-3.28654311520411e-05,2.15042048151964e-08,-4.125945140654863e-05,2.294440514121465e-08,-3.815085675220845e-05,2.113587803867043e-08,-4.264961203487394e-05,2.265849404644616e-08,-2.114994388623722e-05,2.191798273371628e-08,-2.614558245983309e-05,2.505e-08,-2.291266345662013e-07
2.069320517352272e-08,-4.266660336855901e-05,2.209920658752982e-08,-2.571264086007034e-05,2.136187315890828e-08,-3.289093402909376e-05,2.274275399235476e-08,-4.149118180666992e-05,2.101342655137173e-08,-3.559062877806173e-05,2.243793896382207e-08,-2.861966917788209e-05,2.173104064018014e-08,-2.816659417608229e-05,2.316402789570915e-08,-2.531065855237931e-05,2.085138939769895e-08,-3.795166150966149e-05,2.226274158445112e-08,-2.829494847131008e-05,2.152381959811421e-08,-3.819972956386875e-05,2.295957835831061e-08,-3.224846994613227e-05,2.116174553427684e-08,-4.066313146953379e-05,2.268609354194435e-08,-1.880461928731623e-05,2.193468674330641e-08,-2.312654584782018e-05,2.51e-08,-5.417743674527557e-08
2.070739412077371e-08,-3.812371979595494e-05,2.210525427535235e-08,-2.403121981347738e-05,2.137651065609229e-08,-2.842498505980781e-05,2.276988918720027e-08,-3.780308813863977e-05,2.103003848527074e-08,-2.958986260696392e-05,2.24539632776094e-08,-2.571427171657998e-05,2.173695493251769e-08,-2.685646036291262e-05,2.317778693768113e-08,-2.312987888725419e-05,2.087090877500394e-08,-2.945562301207816e-05,2.227534112983507e-08,-2.558298822879782e-05,2.153841995422375e-08,-3.297725029108379e-05,2.297484179444845e-08,-2.80480322893148e-05,2.117814356114393e-08,-3.68486681102934e-05,2.272040296974507e-08,-1.69497016993403e-05,2.194876032886095e-08,-2.10958052968005e-05,2.516123992564607e-08,-2.257114610670947e-08
2.072306891705178e-08,-3.109465344342221e-05,2.211734965099741e-08,-2.255102984600518e-05,2.138951673197119e-08,-2.535999776923171e-05,2.279196729463357e-08,-2.925365669042037e-05,2.104520528079804e-08,-2.582104141487646e-05,2.246005741470136e-08,-2.408196710264517e-05,2.174878351719279e-08,-2.448332692014656e-05,2.319256330349308e-08,-2.086635811675132e-05,2.088605461481033e-08,-2.651087786029041e-05,2.228846918031643e-08,-2.322559659869148e-05,2.155310658516184e-08,-2.8265983053181e-05,2.298795263850075e-08,-2.481080472884277e-05,2.119686149209446e-08,-2.971984931463902e-05,2.2776082632921e-08,-1.616059409511652e-05,2.197690749997004e-08,-1.862664938392865e-05,2.524199553306813e-08,-1.997446104375371e-09
