"delay (b0=0,b1=0,b2=0,b3=0) X","delay (b0=0,b1=0,b2=0,b3=0) Y","delay (b0=1,b1=0,b2=0,b3=0) X","delay (b0=1,b1=0,b2=0,b3=0) Y","delay (b0=0,b1=1,b2=0,b3=0) X","delay (b0=0,b1=1,b2=0,b3=0) Y","delay (b0=1,b1=1,b2=0,b3=0) X","delay (b0=1,b1=1,b2=0,b3=0) Y","delay (b0=0,b1=0,b2=1,b3=0) X","delay (b0=0,b1=0,b2=1,b3=0) Y","delay (b0=1,b1=0,b2=1,b3=0) X","delay (b0=1,b1=0,b2=1,b3=0) Y","delay (b0=0,b1=1,b2=1,b3=0) X","delay (b0=0,b1=1,b2=1,b3=0) Y","delay (b0=1,b1=1,b2=1,b3=0) X","delay (b0=1,b1=1,b2=1,b3=0) Y","delay (b0=0,b1=0,b2=0,b3=1) X","delay (b0=0,b1=0,b2=0,b3=1) Y","delay (b0=1,b1=0,b2=0,b3=1) X","delay (b0=1,b1=0,b2=0,b3=1) Y","delay (b0=0,b1=1,b2=0,b3=1) X","delay (b0=0,b1=1,b2=0,b3=1) Y","delay (b0=1,b1=1,b2=0,b3=1) X","delay (b0=1,b1=1,b2=0,b3=1) Y","delay (b0=0,b1=0,b2=1,b3=1) X","delay (b0=0,b1=0,b2=1,b3=1) Y","delay (b0=1,b1=0,b2=1,b3=1) X","delay (b0=1,b1=0,b2=1,b3=1) Y","delay (b0=0,b1=1,b2=1,b3=1) X","delay (b0=0,b1=1,b2=1,b3=1) Y","delay (b0=1,b1=1,b2=1,b3=1) X","delay (b0=1,b1=1,b2=1,b3=1) Y"
0,5.509382303652273e-08,0,3.170830726964755e-08,0,2.298309687056344e-08,0,1.830847959642983e-08,0,1.525254723829526e-08,0,1.322014262792156e-08,0,1.176007089540418e-08,0,1.052743580101422e-08,0,9.601713206020806e-09,0,8.838826561356628e-09,0,8.233396192638373e-09,0,7.72070936342753e-09,0,7.220546524310115e-09,0,6.826522674368509e-09,0,6.482910321536364e-09,0,6.179402622493692e-09
1,5.910126418389395e-09,1,5.674860704945365e-09,1,5.456238721015259e-09,1,5.25806976692546e-09,1,5.077139162721529e-09,1,4.912058249060995e-09,1,4.759653729469972e-09,1,4.628841637269089e-09,1,4.505311236453816e-09,1,4.390000012300561e-09,1,4.284312061818431e-09,1,4.186009643708367e-09,1,4.094313581439739e-09,1,3.98582332082073e-09,1,3.902151507762949e-09,1,3.823836915526714e-09
