P_inst (k_TG=3) X,P_inst (k_TG=3) Y
3.753601996395287e-07,2.830653426874899e-05
3.753633766935442e-07,1.842321764777512e-05
3.753669454623212e-07,1.895244282090192e-05
3.753716634691262e-07,6.941846576759053e-06
3.753772917791612e-07,5.786379890864939e-06
3.753830243239269e-07,-5.170822067807137e-06
3.753903641645368e-07,-4.365151590505763e-06
3.753970850310553e-07,-1.285585215884992e-05
3.754027593241072e-07,-9.056684802899597e-06
3.754105904129406e-07,-1.645854220555656e-05
3.754187261548932e-07,-1.203441215814495e-05
3.75427003460049e-07,-1.821126860102455e-05
3.754362146798985e-07,-1.269160307683499e-05
3.754472979798885e-07,-1.794429644236069e-05
3.754601339781803e-07,-1.163492429050727e-05
3.754767010527575e-07,-1.625609289538655e-05
3.754883505263788e-07,-9.981106101630196e-06
3.755e-07,-1.499314574584672e-05
3.755083744487061e-07,-1.287611651602558e-05
3.755185902733951e-07,-1.229189899890907e-05
3.755286495775417e-07,-1.195835980520975e-05
3.755487681858348e-07,-1.114405913753449e-05
3.755890054024211e-07,-9.913014772970678e-06
3.756513763852032e-07,-8.222927864454598e-06
3.757354167677069e-07,-6.546794826679391e-06
3.758627293312321e-07,-4.607057121347619e-06
3.761073131937514e-07,-2.614389515714489e-06
3.764385122109005e-07,-1.499024529643986e-06
3.765550344911324e-07,-1.420683312578915e-06
3.767880790515961e-07,-1.204510353268847e-06
3.772541681725236e-07,-1.154286451985471e-06
3.781863464143785e-07,-1.076063205320351e-06
3.790931732071892e-07,-1.135704382412778e-06
3.800000000000001e-07,-1.076160397301154e-06
3.8003125e-07,-1.225027860339706e-06
3.800830395291914e-07,-1.231382786254117e-06
3.801866185875742e-07,-1.448051003934272e-06
3.802257912641274e-07,-2.704483491787501e-06
3.802412110347198e-07,-3.435535248466011e-06
3.802546000003014e-07,-4.070383513147114e-06
3.802677685721371e-07,-4.569925207851263e-06
3.802723668620549e-07,-4.841796112681559e-06
3.802815634418904e-07,-5.642722032931411e-06
3.80288216210571e-07,-6.8402764883289e-06
3.802938052750596e-07,-9.074681598194528e-06
3.802967379247801e-07,-1.538519689892111e-05
3.802987475526988e-07,-1.958326684975347e-05
3.803011670211347e-07,-2.803246403792705e-05
3.803032461932103e-07,-3.223021330241437e-05
3.803061397793821e-07,-4.485996982493813e-05
3.803072139195364e-07,-5.06678021087611e-05
3.803080432889633e-07,-5.219139713057636e-05
3.803088870119032e-07,-5.257488260144634e-05
3.80310085845649e-07,-4.963107576006345e-05
3.803111291152312e-07,-4.434222990188981e-05
3.803120608346233e-07,-3.731418010684586e-05
3.803128041606798e-07,-3.066803766732489e-05
3.803136184437216e-07,-2.20169233940876e-05
3.803146079469716e-07,-1.562712088780707e-05
3.803155227977629e-07,-1.103303056067699e-05
3.803163706802877e-07,-9.206904784872554e-06
3.803173757392696e-07,-6.497379877944457e-06
3.803189807957662e-07,-5.253605095017418e-06
3.803213495792578e-07,-3.169728260042018e-06
3.803243101654618e-07,-3.215675219857889e-06
3.803282089804437e-07,-2.221781902224547e-06
3.803338599035377e-07,-2.859923481689213e-06
3.803422685079742e-07,-2.252961200815924e-06
3.803533914842431e-07,-3.187316383279081e-06
3.803708185849921e-07,-2.953296746570821e-06
3.804036166734654e-07,-4.848580983341636e-06
3.804376463883488e-07,-5.701069380647251e-06
3.804688231941744e-07,-7.571482175275378e-06
3.804844115970872e-07,-7.192499921596559e-06
3.805e-07,-7.972138027830594e-06
3.805090913338598e-07,-7.144172544001091e-06
3.805203143428744e-07,-7.002394789516619e-06
3.80531116189611e-07,-6.87445495807309e-06
3.805527198830842e-07,-6.518498763221021e-06
3.805795550981681e-07,-6.087841805604391e-06
3.806142991169483e-07,-5.544354256045083e-06
3.806577528834878e-07,-4.956475247306255e-06
3.807229266329446e-07,-4.186127484795095e-06
3.808301454270932e-07,-3.242761448497305e-06
3.808671128925485e-07,-2.990328245382751e-06
3.809410478234592e-07,-2.582796272083887e-06
3.810433532587245e-07,-2.151890700792375e-06
3.812299919980611e-07,-1.660495017412514e-06
3.81514881398397e-07,-1.301189785319021e-06
3.820675743561989e-07,-1.113846938608845e-06
3.830234228568407e-07,-1.099561238031707e-06
3.840117114284203e-07,-1.1056435346967e-06
3.850000000000001e-07,-1.100704001998753e-06
3.850517062583422e-07,-2.096469991562236e-06
3.851283048724477e-07,-2.066112239843661e-06
3.851595494217336e-07,-2.330831721248622e-06
3.852220385203052e-07,-1.035813260570795e-05
3.852388156640698e-07,-1.423615290152279e-05
3.85253060970669e-07,-1.690472431279406e-05
3.8526810772985e-07,-2.051784676453466e-05
3.852754543741013e-07,-2.239265557871154e-05
3.852805568511754e-07,-2.468505865629489e-05
3.852847804277934e-07,-2.668354060136889e-05
3.852903108131489e-07,-2.983893048859151e-05
3.852946377127144e-07,-3.207860097470474e-05
3.852975753027788e-07,-3.668942722455222e-05
3.853010745310453e-07,-4.461590084622987e-05
3.853039610011092e-07,-5.054519733641018e-05
3.853083873024576e-07,-5.861522697038856e-05
3.85311868905615e-07,-7.064420464484221e-05
3.853138280519865e-07,-8.161474206269113e-05
3.853155793819788e-07,-8.875512377254041e-05
3.853173179320693e-07,-9.437700090936236e-05
3.853195289793229e-07,-9.487280594909342e-05
3.853218255814155e-07,-9.868645397641939e-05
3.853237630839437e-07,-9.490946288961669e-05
3.853255985645566e-07,-7.931681539733456e-05
3.853271790812824e-07,-6.960927298120691e-05
3.853294303178623e-07,-5.342450638193068e-05
3.85331301786157e-07,-5.265573000452516e-05
3.853333855952824e-07,-5.053404802312294e-05
3.853355732878838e-07,-5.868383145965423e-05
3.853374669840195e-07,-6.068268072033181e-05
3.853393201962018e-07,-7.438225147273872e-05
3.853405073315193e-07,-8.264211017842958e-05
3.853418185221367e-07,-9.033211811246518e-05
3.85343188133763e-07,-9.239148010740306e-05
3.853454619571935e-07,-8.713139901785165e-05
3.853471944267848e-07,-8.100677429854292e-05
3.853492073742585e-07,-7.581521473999208e-05
3.853517266225297e-07,-7.136695591174868e-05
3.853546227056216e-07,-6.886539904039931e-05
3.853581531760171e-07,-7.246581468573339e-05
3.853607502352486e-07,-7.901124365895469e-05
3.853634083115348e-07,-8.388084023645552e-05
3.853659367617489e-07,-8.646675816397384e-05
3.853685334434956e-07,-9.184393759508883e-05
3.853698355347087e-07,-0.000130018382283818
3.853713367108144e-07,-0.0001942102928741677
3.853728579237588e-07,-0.000285912630353758
3.853743399373223e-07,-0.000342816680756613
3.853754138049362e-07,-0.0003788361394952008
3.85377163859042e-07,-0.000392024307842106
3.853785859943329e-07,-0.0004019690125857038
3.853801003019036e-07,-0.000391863818124795
3.853817261348516e-07,-0.0003931251165079073
3.853833880772676e-07,-0.0003794742688623189
3.853849979560933e-07,-0.0003793312549664532
3.853866664235566e-07,-0.0003652206126226992
3.853882161696775e-07,-0.0003643301062781553
3.853897140822807e-07,-0.0003502846233225696
3.853911582457267e-07,-0.000348561526257951
3.853925597984825e-07,-0.0003340710239248344
3.853939581569991e-07,-0.0003311532623849119
3.853953680782077e-07,-0.0003157457847927074
3.853968282137596e-07,-0.0003115881083263069
3.853983400778655e-07,-0.0002955386614780943
3.853999014955933e-07,-0.0002912270891243165
3.854014862464741e-07,-0.0002760495546335004
3.854030752524497e-07,-0.0002732749334125563
3.854045461381853e-07,-0.0002606029446627302
3.854059055653075e-07,-0.0002605967443744271
3.854071407329996e-07,-0.0002503111409290189
3.85408253989973e-07,-0.0002522063099622334
3.854092717169261e-07,-0.0002434840493436229
3.854102236854399e-07,-0.0002463078094190002
3.854111658380884e-07,-0.0002383997146409269
3.854122031745395e-07,-0.0002411598158498192
3.854132114174664e-07,-0.0002336566859236755
3.854142376738837e-07,-0.0002364736907469246
3.854152194996211e-07,-0.0002295338336457094
3.854161418357609e-07,-0.0002324735732754244
3.854169833666179e-07,-0.0002262023869948791
3.854177659544194e-07,-0.0002292762155639695
3.854185239070911e-07,-0.0002233827478370938
3.854193272573295e-07,-0.0002264037214540081
3.854203015119173e-07,-0.000220126683556747
3.854212755543459e-07,-0.000222963989835671
3.854221950266954e-07,-0.0002166499135547296
3.854230819227266e-07,-0.0002198449900607977
3.85423923913239e-07,-0.0002134171136071652
3.854247505891118e-07,-0.0002169737629911746
3.854255934291897e-07,-0.0002102413994397459
3.854264833149787e-07,-0.0002139116090826415
3.854274891906596e-07,-0.000206609766721608
3.854285040504754e-07,-0.0002101705625605839
3.854294486693216e-07,-0.0002027785730071143
3.854303543026717e-07,-0.0002065996121312043
3.854312211548558e-07,-0.0001992279577917401
3.854320890677588e-07,-0.000203093326040235
3.854329986493815e-07,-0.0001955956480720185
3.854340133403659e-07,-0.0001990313120821709
3.854351304544835e-07,-0.00019110322900444
3.85436217732074e-07,-0.0001942030252031062
3.854372253316325e-07,-0.0001865467875356002
3.854381588188109e-07,-0.0001898018889198422
3.854390135822673e-07,-0.0001825602232245921
3.854398129657983e-07,-0.0001859729368393391
3.854405971237828e-07,-0.0001789339117783678
3.854414411562845e-07,-0.0001821943910982518
3.854424684274342e-07,-0.0001745283441180768
3.854435868759893e-07,-0.0001771845031286888
3.854447503740044e-07,-0.0001690784220840735
3.854458685502747e-07,-0.000171827058659169
3.854469556251829e-07,-0.0001637704164039476
3.854480093203569e-07,-0.0001668087659271598
3.854490464569999e-07,-0.0001587474530192767
3.854501085304019e-07,-0.000161908813224006
3.85451261362342e-07,-0.0001534983769483495
3.854524867421721e-07,-0.0001563975151549135
3.854537881315207e-07,-0.0001476400544351423
3.854551499498762e-07,-0.0001503378474259035
3.854565118687601e-07,-0.0001415022405226302
3.854578864752601e-07,-0.0001442912190033603
3.854592734760971e-07,-0.0001354927074347676
3.854606879019399e-07,-0.0001383326686785523
3.854621656478863e-07,-0.0001294478417308852
3.854637602388206e-07,-0.0001320955748837329
3.854655380214167e-07,-0.0001227392308024585
3.854674502578533e-07,-0.000125021822535656
3.854695385484377e-07,-0.0001152628322826292
3.854718167712417e-07,-0.0001172186016629337
3.854742966249363e-07,-0.000107018433932667
3.854770045256517e-07,-0.0001086714705230254
3.854799672566145e-07,-9.800432497172136e-05
3.854832051640168e-07,-9.932538307370382e-05
3.854867656841381e-07,-8.81482044596764e-05
3.854906641544995e-07,-8.907110398738358e-05
3.854949681536777e-07,-7.731869951667495e-05
3.854974840768388e-07,-8.045452126936281e-05
3.855e-07,-7.110312918856103e-05
3.855034541296923e-07,-6.762346725779681e-05
3.855067958332344e-07,-6.342702125891021e-05
3.855113338082258e-07,-5.838157107601317e-05
3.855196448504681e-07,-4.979333398822972e-05
3.855362669349527e-07,-3.537369225377514e-05
3.855634778383425e-07,-1.882939426780947e-05
3.855965767372141e-07,-8.339315703793917e-06
3.856303072914835e-07,-3.935332863378678e-06
3.856672020896534e-07,-2.085081791203848e-06
3.8571205224826e-07,-1.404674467188306e-06
3.857737958716359e-07,-1.159355941542834e-06
3.858610829592571e-07,-1.155146362049553e-06
3.860118593504483e-07,-1.113329777208438e-06
3.862547487074327e-07,-1.139217366661507e-06
3.865911714916551e-07,-1.097290085487663e-06
3.87060588797268e-07,-1.129485841346468e-06
3.877304166443893e-07,-1.089851231554392e-06
3.887100678105272e-07,-1.124483409071753e-06
3.9e-07,-1.086192335988255e-06
3.9003125e-07,-6.617335315630782e-07
3.900830395291915e-07,-6.377631344838481e-07
3.901089342937872e-07,-6.411493923786622e-07
3.901607238229787e-07,-6.055707027284025e-07
3.90206846741669e-07,-1.119224752694161e-06
3.902250335126282e-07,-1.582518747922372e-06
3.902390205839019e-07,-1.841692687915916e-06
3.902564402364129e-07,-1.916818357073677e-06
3.902710497353904e-07,-1.947045822602608e-06
3.9029126276663e-07,-2.064070979527093e-06
3.902968841261855e-07,-2.03915106683274e-06
3.903081268452965e-07,-1.689171148140062e-06
3.903166978055583e-07,-1.121506001189518e-06
3.903238445829475e-07,-8.116030886134417e-07
3.903334615729531e-07,-7.272684763655036e-07
3.903403183269159e-07,-7.286003979717376e-07
3.90348506931103e-07,-6.998741735959759e-07
3.90364884139477e-07,-7.023947161711306e-07
3.903976385562251e-07,-6.912888825969528e-07
3.904520002278511e-07,-7.356177543686137e-07
3.905e-07,-8.136346768133093e-07
3.905136412869869e-07,-1.033538339663655e-06
3.905353077515173e-07,-1.099435403930847e-06
3.905547103570513e-07,-1.111591358190772e-06
3.905935155681194e-07,-1.115508647638106e-06
3.906267349087429e-07,-1.116469303828811e-06
3.906931735899898e-07,-1.115445338840323e-06
3.908102429434638e-07,-1.116508446136703e-06
3.910443816504117e-07,-1.115557830354146e-06
3.915126590643076e-07,-1.116881078232117e-06
3.917467977712556e-07,-1.115927659348027e-06
3.92034379730506e-07,-1.109517605722339e-06
3.921416737882097e-07,-1.09741810003987e-06
3.922859019608401e-07,-1.056007097592714e-06
3.924397415235998e-07,-9.608484319383395e-07
3.925718966799748e-07,-8.715924652032132e-07
3.927243689143643e-07,-1.279041218171198e-06
3.927658284397334e-07,-1.992706584481366e-06
3.927822942547865e-07,-2.101025782188088e-06
3.92813114885837e-07,-2.338640287151136e-06
3.928348688250254e-07,-2.977303803544647e-06
3.928436193626966e-07,-4.748902524601786e-06
3.928485784255887e-07,-5.709617636119141e-06
3.928546445510417e-07,-7.107274433207468e-06
3.928599102765414e-07,-7.599078100335895e-06
3.928661070741789e-07,-7.980195582667132e-06
3.928713388627643e-07,-7.211450438154204e-06
3.928759116261616e-07,-5.252306405705485e-06
3.928791399477522e-07,-4.298717075340116e-06
3.928807371208454e-07,-3.972069015681062e-06
3.92883931467032e-07,-3.864846572471003e-06
3.928871822676563e-07,-3.658305676974357e-06
3.928924244377801e-07,-3.58546710776869e-06
3.929002593191736e-07,-3.124035181014961e-06
3.929140824195109e-07,-1.975425366957613e-06
3.929253818811491e-07,-1.178821568243765e-06
3.929310316119683e-07,-1.182688807399738e-06
3.929423310736065e-07,-1.019741967749622e-06
3.929535985480286e-07,-1.109368951162948e-06
3.929748359912851e-07,-9.992448671701119e-07
3.930107117586132e-07,-1.104836344046095e-06
3.930520255403759e-07,-1.0094537096558e-06
3.931019556077694e-07,-1.119418140960673e-06
3.931705371847231e-07,-1.028796076433518e-06
3.932979364164882e-07,-1.149150328587136e-06
3.933408032905469e-07,-1.048704714799488e-06
3.934265370386642e-07,-1.153893850777959e-06
3.935317833720375e-07,-1.051371304557371e-06
3.936860467544219e-07,-1.154582285024122e-06
3.939090694811904e-07,-1.051358560048561e-06
3.943111283792078e-07,-1.154469043362303e-06
3.95e-07,-1.051108279438342e-06
3.95044209661422e-07,2.075493081699939e-06
3.951132130306898e-07,2.162119510210612e-06
3.952128260910929e-07,-5.015749566439236e-06
3.952501250002272e-07,-1.124509227896193e-05
3.952526250002273e-07,4.461001004368798e-05
3.952553844903372e-07,-2.126474769089288e-05
3.952569412519418e-07,9.538873409931135e-06
3.952586719206164e-07,-5.466860334296547e-05
3.952593984604219e-07,-1.659452786001111e-05
3.952601250002273e-07,-7.378712266336813e-05
3.952604324091832e-07,-6.603801376149184e-05
3.952608264848128e-07,-6.635073958101191e-05
3.9526119400431e-07,-6.639175290952873e-05
3.952618922670643e-07,-6.693914337347114e-05
3.95262972232156e-07,-6.507587112686003e-05
3.952641274975898e-07,-6.21225977723294e-05
3.952653118109443e-07,-5.945974317544064e-05
3.952664987958788e-07,-6.090812736580988e-05
3.952677396705444e-07,-6.092012611288279e-05
3.952686768709248e-07,-5.776818316783225e-05
3.952696284768026e-07,-5.876583408911972e-05
3.952706032156981e-07,-6.025354230101096e-05
3.952712971609857e-07,-6.264671450472184e-05
3.952721377529206e-07,-6.166570581503055e-05
3.952735111444542e-07,-6.006520477856137e-05
3.952745070810924e-07,-5.690074948068141e-05
3.952756645625324e-07,-5.569487619124526e-05
3.952770462604381e-07,-5.30712118135021e-05
3.952791846747579e-07,-5.333182996089176e-05
3.95281516573893e-07,-5.537806209185137e-05
3.952842892558651e-07,-6.125408817755308e-05
3.952863746716417e-07,-6.24082703219983e-05
3.952886452305947e-07,-6.22517745961929e-05
3.95291166681063e-07,-6.046140408060372e-05
3.952935069268467e-07,-6.566298608280026e-05
3.952953776711293e-07,-6.380940211261233e-05
3.952971705297768e-07,-6.542669934421984e-05
3.952985448374532e-07,-6.311310514970413e-05
3.953003506671162e-07,-6.379218004048408e-05
3.95302373749613e-07,-6.183308073440953e-05
3.953045300698385e-07,-6.44886190880955e-05
3.95307013488916e-07,-6.614275479581349e-05
3.953097079217355e-07,-7.284046360444704e-05
3.953122681246309e-07,-7.673805161443401e-05
3.953144039878764e-07,-8.277226206055978e-05
3.953161775925035e-07,-9.172325697499158e-05
3.95317241958658e-07,-0.0001061663695600076
3.953185254044475e-07,-0.0001202507981303822
3.953196781825577e-07,-0.0001280057948579226
3.953211234128946e-07,-0.0001244437264150386
3.953223936353866e-07,-0.0001164116452947874
3.953239541009128e-07,-0.0001074484744489635
3.95325538893872e-07,-0.0001036936022111441
3.953270163370858e-07,-7.776149644792373e-05
3.953283042575642e-07,-6.200198390105714e-05
3.953296448980809e-07,-3.901096559809888e-05
3.953312634757055e-07,-3.919111372978295e-05
3.953326295729175e-07,-3.164076644377046e-05
3.953341591603482e-07,-3.716337311006969e-05
3.95336177443655e-07,-2.525567901001564e-05
3.953382912716519e-07,-2.3119613267869e-05
3.953406828573463e-07,-1.079983161584653e-05
3.953425080940675e-07,-1.16550143129016e-05
3.953440359906689e-07,3.553006683417319e-06
3.953455724623895e-07,4.772932745155814e-06
3.953469301485039e-07,1.992101861072863e-05
3.95348301765128e-07,1.894166488119884e-05
3.953499259710898e-07,3.183739791891552e-05
3.953516777751271e-07,2.725440515836603e-05
3.953532681714066e-07,3.560828295559453e-05
3.953555626795561e-07,2.713472461693326e-05
3.95357407524515e-07,3.306154450457504e-05
3.953598880697505e-07,2.240411788522975e-05
3.953622051414324e-07,2.694854398882634e-05
3.953649018506001e-07,1.542900626747327e-05
3.953677376377048e-07,1.913317054717331e-05
3.953708538907175e-07,7.132430077659587e-06
3.953742486558462e-07,1.056468078996714e-05
3.953779596184278e-07,-1.377663170220137e-06
3.953820376339578e-07,2.568102381162282e-06
3.953865107474404e-07,-8.530963920569213e-06
3.953914254381459e-07,-3.514923859730318e-06
3.953962804873611e-07,-1.341165857728458e-05
3.954016867286384e-07,-7.410031409748308e-06
3.954076008203676e-07,-1.676761210974414e-05
3.954137499281755e-07,-1.010179598342858e-05
3.954209643677419e-07,-1.881499857044044e-05
3.954280844065732e-07,-1.137371069974889e-05
3.954360479422949e-07,-1.929640073934337e-05
3.954443162356002e-07,-1.120592734950059e-05
3.954538388559185e-07,-1.861957883892417e-05
3.954640082739071e-07,-1.015213648342159e-05
3.954748811228293e-07,-1.738831084739809e-05
3.954867157122699e-07,-8.827324759110892e-06
3.95493357856135e-07,-1.637124248003478e-05
3.955e-07,-8.130392802213851e-06
3.955062748888694e-07,-1.28717064435195e-05
3.955137916361115e-07,-1.237674049679453e-05
3.955214187926849e-07,-1.213252963724482e-05
3.955366731058315e-07,-1.147157947761162e-05
3.955671817321249e-07,-1.047594260200071e-05
3.95623120633819e-07,-8.828177387041058e-06
3.956945871484759e-07,-7.257486317682769e-06
3.957994154631693e-07,-5.399284276751682e-06
3.959736838835863e-07,-3.509883464725033e-06
3.96261926789034e-07,-1.91029904027803e-06
3.966567531156193e-07,-1.304570386974071e-06
3.97219256253994e-07,-1.092150992386656e-06
3.980102289017979e-07,-1.135429364982538e-06
3.991683560641875e-07,-1.081729422317966e-06
4e-07,-1.131714025010237e-06
4.000312500000001e-07,-1.226604376378813e-06
4.000830395291915e-07,-1.232040886635269e-06
4.001866185875744e-07,-1.449403855856649e-06
4.002257912641276e-07,-2.706096835174421e-06
4.002411824614669e-07,-3.435366981447248e-06
4.002545846505232e-07,-4.0722361229605e-06
4.002677614078531e-07,-4.570606571869599e-06
4.002723689374534e-07,-4.84452108448241e-06
4.00281583996654e-07,-5.64681074231107e-06
4.002882338343715e-07,-6.846753330250971e-06
4.002938251941846e-07,-9.101926151156527e-06
4.002967444142335e-07,-1.541786671870712e-05
4.00298752823496e-07,-1.961268654169268e-05
4.003011664378806e-07,-2.80597036826301e-05
4.003032472102076e-07,-3.225079809640813e-05
4.00306140009771e-07,-4.492443723415919e-05
4.003072132863414e-07,-5.069259225216668e-05
4.003080436195771e-07,-5.222638570624645e-05
4.003088872720887e-07,-5.256867593188135e-05
4.003100874000689e-07,-4.961903550117424e-05
4.0031112948456e-07,-4.428817579053132e-05
4.003120595055417e-07,-3.728194629303192e-05
4.003128021887402e-07,-3.06021334035203e-05
4.003136175192103e-07,-2.197623828203868e-05
4.003146112319228e-07,-1.555583321979638e-05
4.003155230658462e-07,-1.102090838984356e-05
4.003163720199216e-07,-9.172678214452377e-06
4.00317378872403e-07,-6.495336924922643e-06
4.00318994409952e-07,-5.222479788304198e-06
4.0032137405312e-07,-3.173367405072913e-06
4.003243429033737e-07,-3.197892501717792e-06
4.00328255283192e-07,-2.234812145609567e-06
4.003339357473515e-07,-2.847191076910498e-06
4.003423602566783e-07,-2.269135329776322e-06
4.003535253979423e-07,-3.177363079848188e-06
4.003710389339533e-07,-2.974251400440085e-06
4.004041500934497e-07,-4.857798816129199e-06
4.004373660133814e-07,-5.703401259934334e-06
4.004686830066907e-07,-7.552949492596321e-06
4.004843415033454e-07,-7.203792429508048e-06
4.005e-07,-7.956629802968723e-06
4.005090965630246e-07,-7.14200115576632e-06
4.005203444850634e-07,-6.99974085827618e-06
4.005311673630991e-07,-6.871476144730029e-06
4.005528131191707e-07,-6.514795696201906e-06
4.00579671782617e-07,-6.084070832473695e-06
4.006144648494089e-07,-5.540279617320988e-06
4.006579899087517e-07,-4.952147662855269e-06
4.007233331192858e-07,-4.18090097703004e-06
4.008306762425495e-07,-3.23851672217136e-06
4.008674799351414e-07,-2.98766477402878e-06
4.009410873203254e-07,-2.582555972381871e-06
4.010434150782832e-07,-2.151812621886559e-06
4.012305326832351e-07,-1.659864802614798e-06
4.015161924436983e-07,-1.300726122271799e-06
4.020703178085528e-07,-1.114222838895799e-06
4.030272890216238e-07,-1.100172069864776e-06
4.040136445108119e-07,-1.10614917472184e-06
4.05e-07,-1.1011333838936e-06
4.050516613482055e-07,-2.07403463503684e-06
4.051282156020792e-07,-2.038721677077045e-06
4.051594214679236e-07,-2.273587796858404e-06
4.052218331996124e-07,-9.4042389769458e-06
4.052385265966727e-07,-1.278469556437897e-05
4.052527851661222e-07,-1.512437864391875e-05
4.052678640277851e-07,-1.83075742016363e-05
4.052754162472132e-07,-2.010228669122307e-05
4.052804537784567e-07,-2.227577870572367e-05
4.052846527812897e-07,-2.425084985066119e-05
4.052902179798713e-07,-2.73900377282284e-05
4.052945489930233e-07,-2.981368132019833e-05
4.052975593282756e-07,-3.606415063889124e-05
4.053010873021294e-07,-4.7435168268902e-05
4.053039827002704e-07,-5.544781932222367e-05
4.053083582547251e-07,-6.578741271272768e-05
4.053118357318017e-07,-8.189599220483014e-05
4.053137956664103e-07,-9.764309389465599e-05
4.053155421725602e-07,-0.0001075570471033806
4.053172820643758e-07,-0.0001156143587719368
4.053194922534552e-07,-0.0001155921956308224
4.053218018388905e-07,-0.0001205452483214246
4.053237433019117e-07,-0.0001145843034226312
4.053255818829464e-07,-9.029056281687028e-05
4.053271631016897e-07,-7.512664165314828e-05
4.053293874075949e-07,-4.928610735974284e-05
4.053312514855419e-07,-4.561110461736199e-05
4.053333314816131e-07,-3.77559430424955e-05
4.053355128350766e-07,-4.395724717918041e-05
4.05337426938571e-07,-4.168727249499922e-05
4.053392776002763e-07,-5.31041779248816e-05
4.053404829178888e-07,-5.556086584277263e-05
4.053418295585648e-07,-6.348653260745843e-05
4.053432154901879e-07,-6.174498372001912e-05
4.053456686588462e-07,-6.047289373814459e-05
4.053474431083751e-07,-5.34157898728764e-05
4.053495567713617e-07,-5.281861063822938e-05
4.053521705411837e-07,-4.703134769830742e-05
4.053551446279409e-07,-4.860797791674316e-05
4.053586431716724e-07,-4.898368573010416e-05
4.0536208770908e-07,-5.724004883186152e-05
4.05364642289655e-07,-5.67404673844594e-05
4.053675733893805e-07,-5.99378293953337e-05
4.053693037017527e-07,-7.368406033866352e-05
4.053715131682748e-07,-0.000142430090610687
4.05373141477427e-07,-0.0001996680168026832
4.053749719424529e-07,-0.0002516060342761942
4.053763180911293e-07,-0.0002656103376710111
4.053785701173237e-07,-0.0002786211284128879
4.053808156744695e-07,-0.00027356589441571
4.053827167796006e-07,-0.000274911653561668
4.053849305548885e-07,-0.0002673171725457524
4.053874831753453e-07,-0.0002678953730169817
4.053908104555849e-07,-0.0002593476247810185
4.0539447191901e-07,-0.0002591384569588016
4.053989816917053e-07,-0.0002496568259051202
4.054043503967075e-07,-0.000247647517466709
4.054107192464397e-07,-0.0002356628304647577
4.054184771092093e-07,-0.0002294383083166987
4.054274702934617e-07,-0.0002107112479711403
4.054392761489723e-07,-0.0001908321525582477
4.054520014355606e-07,-0.000156375157841754
4.054657480313959e-07,-0.0001302898772815079
4.054819296825958e-07,-9.788627920353044e-05
4.054909648412979e-07,-8.9553382677768e-05
4.055e-07,-7.386888365830001e-05
4.055078040675154e-07,-6.490565404862392e-05
4.05516818178332e-07,-5.481779480024609e-05
4.055258298442668e-07,-4.613366516502462e-05
4.055438531761363e-07,-3.138437296851393e-05
4.055745961736362e-07,-1.511269366453974e-05
4.056072416644759e-07,-6.757005229350354e-06
4.05641865212505e-07,-3.281523808748358e-06
4.056799716833819e-07,-1.779432230174749e-06
4.057286548380782e-07,-1.327245799260057e-06
4.057966120645911e-07,-1.100957845764645e-06
4.058942841889119e-07,-1.172148345477974e-06
4.060706829047631e-07,-1.07650080556228e-06
4.063345490913842e-07,-1.160376760926692e-06
4.067040504542714e-07,-1.065755222071996e-06
4.072182873728741e-07,-1.153764335467599e-06
4.079603734217426e-07,-1.060742974443315e-06
4.090437462785713e-07,-1.15031461852334e-06
4.1e-07,-1.058525217813153e-06
4.100312500000001e-07,-6.639998338010022e-07
4.100830395291915e-07,-6.415827722132358e-07
4.101089342937872e-07,-6.445210195809407e-07
4.101607238229787e-07,-6.036116571001142e-07
4.102070523449203e-07,-1.112912213795285e-06
4.10225266351315e-07,-1.572383213924675e-06
4.102392607243739e-07,-1.828686434112378e-06
4.102566182025873e-07,-1.901448223765446e-06
4.102712705965808e-07,-1.936689281138986e-06
4.102913478564035e-07,-2.055763803851042e-06
4.102969944265348e-07,-2.031376078664202e-06
4.103082875667976e-07,-1.678132797983358e-06
4.103168266646995e-07,-1.10951081261606e-06
4.103239719004682e-07,-8.067457278395733e-07
4.103307915278053e-07,-7.400594024699849e-07
4.103375957030465e-07,-7.326077387059955e-07
4.103450885725473e-07,-7.05082093370286e-07
4.10360074311549e-07,-7.024863801960431e-07
4.103900457895523e-07,-6.905206227920808e-07
4.104421634067267e-07,-7.249424928903833e-07
4.105e-07,-8.082091306516186e-07
4.105141852782298e-07,-1.031427154897143e-06
4.105375270275187e-07,-1.101106620336749e-06
4.105589045641853e-07,-1.112125806761389e-06
4.106016596375187e-07,-1.115101627108143e-06
4.106365537710409e-07,-1.115637217645518e-06
4.107063420380853e-07,-1.114993554569632e-06
4.108459185721741e-07,-1.115790669732848e-06
4.111250716403516e-07,-1.115175657512847e-06
4.116833777767068e-07,-1.116189531291203e-06
4.119625308448844e-07,-1.109648360284114e-06
4.121021073789731e-07,-1.095379532078934e-06
4.122273520631903e-07,-1.057971087167873e-06
4.123879911998135e-07,-9.605885560633589e-07
4.125165986401426e-07,-8.727692364897864e-07
4.126729267884969e-07,-1.309563220958568e-06
4.127148850774652e-07,-2.021023964761592e-06
4.127309456604847e-07,-2.111349021761956e-06
4.127613766178874e-07,-2.350920159371733e-06
4.127833314759974e-07,-3.198293776181418e-06
4.127909208986367e-07,-4.847745549600132e-06
