"delay (d0=0,d1=0,d2=0,d3=0) X","delay (d0=0,d1=0,d2=0,d3=0) Y","delay (d0=0,d1=0,d2=0,d3=1) X","delay (d0=0,d1=0,d2=0,d3=1) Y","delay (d0=0,d1=0,d2=1,d3=0) X","delay (d0=0,d1=0,d2=1,d3=0) Y","delay (d0=0,d1=0,d2=1,d3=1) X","delay (d0=0,d1=0,d2=1,d3=1) Y","delay (d0=0,d1=1,d2=0,d3=0) X","delay (d0=0,d1=1,d2=0,d3=0) Y","delay (d0=0,d1=1,d2=0,d3=1) X","delay (d0=0,d1=1,d2=0,d3=1) Y","delay (d0=0,d1=1,d2=1,d3=0) X","delay (d0=0,d1=1,d2=1,d3=0) Y","delay (d0=0,d1=1,d2=1,d3=1) X","delay (d0=0,d1=1,d2=1,d3=1) Y","delay (d0=1,d1=0,d2=0,d3=0) X","delay (d0=1,d1=0,d2=0,d3=0) Y","delay (d0=1,d1=0,d2=0,d3=1) X","delay (d0=1,d1=0,d2=0,d3=1) Y","delay (d0=1,d1=0,d2=1,d3=0) X","delay (d0=1,d1=0,d2=1,d3=0) Y","delay (d0=1,d1=0,d2=1,d3=1) X","delay (d0=1,d1=0,d2=1,d3=1) Y","delay (d0=1,d1=1,d2=0,d3=0) X","delay (d0=1,d1=1,d2=0,d3=0) Y","delay (d0=1,d1=1,d2=0,d3=1) X","delay (d0=1,d1=1,d2=0,d3=1) Y","delay (d0=1,d1=1,d2=1,d3=0) X","delay (d0=1,d1=1,d2=1,d3=0) Y","delay (d0=1,d1=1,d2=1,d3=1) X","delay (d0=1,d1=1,d2=1,d3=1) Y"
0,5.67251359137e-09,0,7.0193497742e-09,0,6.34181514396e-09,0,7.718154923820001e-09,0,6.00779654812e-09,0,7.36576844126e-09,0,6.68055223157e-09,0,8.11832209638e-09,0,5.84002492164e-09,0,7.19083636268e-09,0,6.51223375115e-09,0,7.91448263847e-09,0,6.17484862004e-09,0,7.543421002329999e-09,0,6.84989485459e-09,0,8.338331030940001e-09
1,3.15932080631e-09,1,4.49826998925e-09,1,3.82517163008e-09,1,5.16877254824e-09,1,3.49283458563e-09,1,4.83182078724e-09,1,4.16112721366e-09,1,5.50580363843e-09,1,3.32591408244e-09,1,4.65782637651e-09,1,3.99431963593e-09,1,5.33526123246e-09,1,3.65915992446e-09,1,4.99978852769e-09,1,4.33196768909e-09,1,5.67251360769e-09
