P_inst (Vbp=1.1) X,P_inst (Vbp=1.1) Y,P_inst (Vbp=1.2) X,P_inst (Vbp=1.2) Y,P_inst (Vbp=1.3) X,P_inst (Vbp=1.3) Y,P_inst (Vbp=1.5) X,P_inst (Vbp=1.5) Y
1.862254965888626e-06,0.0001262399404237734,1.873307224329928e-06,2.824589412176107e-06,1.892157717730088e-06,2.824770341192693e-06,1.940279001909616e-06,1.887970331700695e-05
1.862262825434808e-06,0.0001200588079976881,1.874827057376706e-06,2.824607917983289e-06,1.892648154785545e-06,2.824391077589007e-06,1.940289619839197e-06,4.178956058520445e-05
1.862267368152039e-06,0.0001165291873855711,1.87784496335953e-06,2.824714490068651e-06,1.893491809617767e-06,2.824192199260783e-06,1.94030319123624e-06,0.0001050996235739528
1.862272298715496e-06,0.0001134305159684707,1.88e-06,2.824796724345072e-06,1.895179119282211e-06,2.824220159683524e-06,1.940312940790838e-06,0.0001378767330230436
1.86227615643663e-06,0.0001115467483771639,1.880065344189058e-06,2.825840734959539e-06,1.897589559641105e-06,2.824324806939566e-06,1.940324628217332e-06,0.0001750929811321605
1.862280104438998e-06,0.000109775733539037,1.880147756995077e-06,2.918520146779979e-06,1.9e-06,2.824420743243707e-06,1.940330730716263e-06,0.0003003435086759684
1.862284235230935e-06,0.00010795396440098,1.880188963398087e-06,4.211856603556185e-06,1.900071717744009e-06,2.825598893352076e-06,1.940334825086228e-06,0.000427057095195624
1.862288637714747e-06,0.0001060036440056574,1.8802045418198e-06,5.929378044999911e-06,1.900161774653676e-06,3.0742318627904e-06,1.940339335321537e-06,0.0005372831723255357
1.862295132922729e-06,0.0001030607442078204,1.88022119444354e-06,8.927461049433094e-06,1.900206803108509e-06,6.245925245207866e-06,1.940343597278874e-06,0.0005902707633798038
1.862304509222254e-06,9.856815891596976e-05,1.880241478825824e-06,1.31066467628147e-05,1.900223971430748e-06,9.488448756468896e-06,1.940348487795074e-06,0.0006035776917589922
1.862323261821304e-06,8.767786584030328e-05,1.880256700973854e-06,1.502070177785091e-05,1.900238683448177e-06,1.257695693389737e-05,1.940352775652809e-06,0.0005939447448819077
1.862341174483828e-06,7.309978123784021e-05,1.880275276209286e-06,1.647768799879497e-05,1.900254925090958e-06,1.4881227001755e-05,1.940357111845579e-06,0.000591550915960522
1.862359889250913e-06,5.679477176843768e-05,1.880284719865446e-06,2.717883575753027e-05,1.900273453141573e-06,1.590613055880417e-05,1.94036041338583e-06,0.000616664737096798
1.862369246634456e-06,4.974052146188318e-05,1.880293484019017e-06,5.756597413478638e-05,1.900283919012973e-06,2.555510428460686e-05,1.940363672475801e-06,0.0006577406756919373
1.862387311320155e-06,3.906865986346533e-05,1.880303588146676e-06,0.0001071139120109766,1.900293220371229e-06,5.634695924049203e-05,1.940365069381627e-06,0.0006750884204764818
1.862407770712222e-06,3.084366381364662e-05,1.880312403268364e-06,0.0001373360475082577,1.900304015356976e-06,0.0001089644511248231,1.940367863193278e-06,0.0007044431241975252
1.862448689496355e-06,2.203003985494714e-05,1.880323138238658e-06,0.000161996707867615,1.900313117483661e-06,0.0001386690274032388,1.940371025342897e-06,0.000729166752136205
1.862492417321557e-06,1.761360951195038e-05,1.880332195082341e-06,0.0003369918686666622,1.900324139448953e-06,0.0001696487910964727,1.940376255398478e-06,0.0007517076770826331
1.86255656585341e-06,1.394630012822527e-05,1.880336503247754e-06,0.0004678402962070659,1.900330350979408e-06,0.0002867685267490802,1.940384228563555e-06,0.0007529261465432969
1.862645571457498e-06,1.068063936586058e-05,1.880340917404294e-06,0.0005584395753789166,1.900334271425558e-06,0.0004080306692722026,1.940395361511378e-06,0.0007143426355406148
1.862765328426334e-06,7.839302326059765e-06,1.880345231541778e-06,0.0005971533230811692,1.900338695677444e-06,0.0005234618685659019,1.940406534658729e-06,0.0006544809073629179
1.862914787912454e-06,5.771838356813477e-06,1.880349382924218e-06,0.0006011987417536029,1.900342519175651e-06,0.0005803928366143764,1.940418704372875e-06,0.0005833935715290852
1.863126409728314e-06,4.376107702197332e-06,1.880353403684922e-06,0.0005914424913157078,1.900347556933493e-06,0.000603858134880679,1.94043272468806e-06,0.0005027331390943119
1.863172924235216e-06,4.182481276169463e-06,1.880357264204733e-06,0.000590464551455686,1.900351591576204e-06,0.0005974405313798383,1.940451269524508e-06,0.0003998790003065028
1.863265953249019e-06,3.864102237462468e-06,1.880360223492971e-06,0.0006127935117492183,1.900355857726853e-06,0.0005887046159287443,1.940477712960868e-06,0.0002515685295522969
1.863399579506066e-06,3.532281567513652e-06,1.880363203930562e-06,0.0006499514210817848,1.900359265610957e-06,0.0006034229748999008,1.940499999999999e-06,0.0001360335273067198
1.863666832020159e-06,3.152192179749206e-06,1.880365644695756e-06,0.0006798611892697634,1.900362199867311e-06,0.0006374051223143825,1.940507134662279e-06,0.0001172513481789999
1.864143872560406e-06,2.910138007214756e-06,1.880368307307665e-06,0.0007066920321699651,1.900366230053555e-06,0.0006865565943483756,1.940520779905458e-06,9.416279727268409e-05
1.864727474362995e-06,2.847643189728156e-06,1.880371407720086e-06,0.0007298708817659018,1.900369083555488e-06,0.0007137931306910238,1.940533536476639e-06,8.568965207285384e-05
1.865433898236391e-06,2.835023683049125e-06,1.88037605078436e-06,0.0007495783330542866,1.900372344820014e-06,0.0007357700163485676,1.940550852037386e-06,8.147282445815887e-05
1.866314506282244e-06,2.831872483426981e-06,1.880383898390985e-06,0.0007519078634194562,1.900376847688476e-06,0.0007519455550556677,1.940568414581143e-06,7.996941100176568e-05
1.86751759078572e-06,2.830261658229066e-06,1.880394110121042e-06,0.0007183099989976665,1.900385853425398e-06,0.0007488135455943241,1.940592588059814e-06,7.91672080474487e-05
1.86875879539286e-06,2.829410227321473e-06,1.880404589478394e-06,0.0006634782526663683,1.900396326824118e-06,0.0007085957414162057,1.940625052784463e-06,7.837949206805791e-05
1.87e-06,2.82887741186947e-06,1.880415712563369e-06,0.0005987079324679603,1.900407255254655e-06,0.0006492043287735762,1.940677616818108e-06,7.718777013487122e-05
1.870048997879251e-06,2.829253280748419e-06,1.880428404578126e-06,0.000524969142392371,1.9004188825781e-06,0.0005810942479765451,1.9407827448854e-06,7.487056955687422e-05
1.870115591169889e-06,2.836398874625859e-06,1.880444580426138e-06,0.0004343828170072453,1.900432579731632e-06,0.0005022562705100039,1.940993001019984e-06,7.024873897313764e-05
1.87015169886104e-06,2.919968108626032e-06,1.880467201723671e-06,0.0003099298823146682,1.900450678073112e-06,0.0004019313986767077,1.941269575189336e-06,6.423955166599695e-05
1.870223914243342e-06,7.019467020899316e-06,1.880483600861836e-06,0.000215949629710077,1.900476032875182e-06,0.0002606496897228947,1.941628665671163e-06,5.726685748666393e-05
1.870242473614727e-06,1.02783919896771e-05,1.8805e-06,0.0001353506532239751,1.9005e-06,0.0001359745027118146,1.94172942666437e-06,5.6061374596925e-05
1.870258012707137e-06,1.299321877222921e-05,1.880508101555259e-06,0.000115143035834899,1.90050922529916e-06,0.000113680367738933,1.941930948650786e-06,5.648027095388598e-05
1.870274623770038e-06,1.47408305082244e-05,1.880519053469093e-06,9.627353050792746e-05,1.900522553201588e-06,9.297898606823843e-05,1.942124370814944e-06,6.013606029974433e-05
1.870293989434715e-06,1.815066220276954e-05,1.880529495834946e-06,8.759285996113087e-05,1.900535544718638e-06,8.491951278672919e-05,1.942282874469577e-06,6.186691694193245e-05
1.870301135175317e-06,3.049581637717108e-05,1.880543730916379e-06,8.239217909336424e-05,1.900552041554044e-06,8.108089484825985e-05,1.942381910902381e-06,8.664888353602124e-05
1.870303635175317e-06,3.84897161287651e-05,1.880559954362339e-06,8.013256716038505e-05,1.900569099797641e-06,7.959686296549439e-05,1.942418184509897e-06,0.0001163121832015825
1.870305537525218e-06,4.617202874270162e-05,1.880579917425692e-06,7.899963638552752e-05,1.900592335429049e-06,7.877830485159752e-05,1.942434367866865e-06,0.0001315731978987717
1.870306936911261e-06,5.272601050616834e-05,1.880605753076589e-06,7.822030023469903e-05,1.900623411755062e-06,7.800694909590754e-05,1.942466734580802e-06,0.0001513881251542198
1.870309036043289e-06,6.387212505116208e-05,1.880644177606312e-06,7.731590477076029e-05,1.9006727608668e-06,7.687381246357787e-05,1.942495965569542e-06,0.0001483897902489599
1.870311135175317e-06,7.63018675811164e-05,1.880708789564903e-06,7.583804968465796e-05,1.900771459090276e-06,7.465655759506504e-05,1.942506279257343e-06,0.000144324247139212
1.870311438850493e-06,7.817287014168834e-05,1.880837190901502e-06,7.293869185901146e-05,1.900968855537228e-06,7.024932381540599e-05,1.942526906632945e-06,0.0001366032683922783
1.870312046200845e-06,8.196953479355394e-05,1.881061568512333e-06,6.792233174297298e-05,1.901227071165791e-06,6.458928675096731e-05,1.942536509421699e-06,0.0001340684790286775
1.870312608660881e-06,8.552941605049678e-05,1.881337752017396e-06,6.213899884971559e-05,1.901555795645729e-06,5.862609768264017e-05,1.942544434681958e-06,0.0001327007760974235
1.870313733580952e-06,9.273130934724895e-05,1.881667759048713e-06,5.928015773231805e-05,1.90175710784918e-06,5.827992078504489e-05,1.942554840089041e-06,0.0001309657100183731
1.870315983421093e-06,0.0001071581891272672,1.881835052113693e-06,6.247730449696443e-05,1.901904910494947e-06,6.111305594808516e-05,1.942562430225988e-06,0.0001287999453934439
1.870320483101376e-06,0.000133715358813041,1.882019759999301e-06,6.626853943608817e-05,1.902070884285394e-06,6.437491159278938e-05,1.942573830913443e-06,0.0001233214071342297
1.8703292934699e-06,0.0001618635868713874,1.882149246527881e-06,8.692660862985402e-05,1.90220235544651e-06,7.452826791246378e-05,1.942583586516951e-06,0.0001170187228840344
1.870338720766701e-06,0.0001816233173955231,1.882193227845232e-06,0.0001241691063611723,1.902248436975232e-06,0.0001006287086470274,1.942589227568091e-06,0.0001134174035612829
1.870342208852843e-06,0.0002441893858142206,1.882209793228487e-06,0.0001412334745215846,1.902269895712381e-06,0.000120812800096437,1.942595261145286e-06,0.0001104741870013926
1.87034497449082e-06,0.000312555357486846,1.882242923994996e-06,0.0001589647074949511,1.902296824928608e-06,0.0001461540245061022,1.942600029676425e-06,0.0001086952209078937
1.870348014428503e-06,0.0003720467331696917,1.882268573147695e-06,0.0001517733523204738,1.90232508714494e-06,0.000156755678199389,1.942606566146998e-06,0.0001064170205518461
1.870351044839442e-06,0.0003978481171319875,1.882301527703215e-06,0.0001383195344253594,1.902355120589343e-06,0.000147123485922584,1.942611569688407e-06,0.0001046925004828393
1.870354696293871e-06,0.0003926212289486942,1.882310361126432e-06,0.0001363850905436401,1.902386965177194e-06,0.0001357941726658009,1.942617922289869e-06,0.0001024738591024393
1.870357735449918e-06,0.0003851406118610766,1.882316908284982e-06,0.000135110976319162,1.902395754961626e-06,0.0001341791501033008,1.942628162140067e-06,9.874195700671448e-05
1.870360871342415e-06,0.0003775902349801947,1.882324265545289e-06,0.0001330320921355092,1.902403275603102e-06,0.0001323567197068129,1.942648641840462e-06,8.985658240508849e-05
1.870363549402651e-06,0.0003746889402871102,1.88233310697578e-06,0.0001288532486783888,1.902410778063946e-06,0.0001293999360611581,1.942680918999049e-06,6.733167825193604e-05
1.870365959343392e-06,0.0003820079184902293,1.882342194791115e-06,0.0001226697683111776,1.902422183853797e-06,0.0001224796307953611,1.942704889312478e-06,4.973844971384915e-05
1.870368759640803e-06,0.0003971349224556949,1.882349912463071e-06,0.0001168007552984498,1.902430298230689e-06,0.0001165782496463047,1.942713924517433e-06,4.433560501436072e-05
1.870371919995994e-06,0.0004127012517944047,1.88235602698927e-06,0.0001129733388332067,1.902434892007487e-06,0.0001136023738155581,1.942731994927343e-06,3.567100174424837e-05
1.870374441549677e-06,0.0004221293176322138,1.882360357108452e-06,0.0001109426834572876,1.902439608934552e-06,0.0001112691690496064,1.94276334574228e-06,2.594385320132562e-05
1.870377357723089e-06,0.0004294644952428497,1.882364613931276e-06,0.0001091465012703838,1.902444662482262e-06,0.0001092051618071067,1.942818890097167e-06,1.789716548759625e-05
1.870381454543733e-06,0.0004346737296282415,1.88236919812805e-06,0.0001072401320699803,1.902449550109536e-06,0.0001072829273756848,1.942880256413469e-06,1.398559120385839e-05
1.870387875513686e-06,0.0004342653876341697,1.882373782208041e-06,0.0001053307311531929,1.902454174708865e-06,0.0001054736333849336,1.942971912882298e-06,1.067538712052728e-05
1.870394534339158e-06,0.0004275975137838932,1.882380429454552e-06,0.0001024919824312649,1.902460117982893e-06,0.0001031051215473921,1.943098297145408e-06,7.8388020439119e-06
1.870402588308951e-06,0.0004160092952786645,1.882393163746109e-06,9.664616518918687e-05,1.902472004530949e-06,9.810145187179819e-05,1.943259371225084e-06,5.670577324515477e-06
1.870412056892331e-06,0.0004010483255606934,1.882417123015744e-06,8.165870483867543e-05,1.90249058748824e-06,8.856254169319599e-05,1.943470732224379e-06,4.2350382000242e-06
1.870425288704542e-06,0.0003805370549329794,1.882437043536665e-06,6.491409931691423e-05,1.902515763712919e-06,6.929719656856505e-05,1.943550245231356e-06,3.937173420257223e-06
1.870444264244411e-06,0.0003618952794850125,1.882460029110282e-06,4.730918921398005e-05,1.902536746451552e-06,5.251095752211996e-05,1.94370927124531e-06,3.525028893445477e-06
1.870458995276481e-06,0.0003715324982428547,1.882484568107915e-06,3.468396307285348e-05,1.902545474228848e-06,4.669521781124686e-05,1.943886926919383e-06,3.244899397071077e-06
1.870471833301271e-06,0.0003997343589433955,1.882505490135356e-06,2.786903683429681e-05,1.902562929783441e-06,3.740644886914032e-05,1.944129983532412e-06,3.035389408406211e-06
1.870486386249613e-06,0.000422719060542215,1.882542826880764e-06,2.103591520241742e-05,1.902588583767071e-06,2.832220203114269e-05,1.944454470728409e-06,2.911861522708818e-06
1.870493193124806e-06,0.0004196771403310855,1.882591699784902e-06,1.662576307233777e-05,1.902636312248906e-06,1.989363902855068e-05,1.945081893988082e-06,2.845151180284371e-06
1.8705e-06,0.0004096097820699627,1.882668420504061e-06,1.279954488555825e-05,1.902688451477334e-06,1.572716682573358e-05,1.945876446483131e-06,2.832918607362524e-06
1.870505490132611e-06,0.0003980006692617189,1.882769966483029e-06,9.61864553562518e-06,1.902764376304415e-06,1.22724159359956e-05,1.946932160507468e-06,2.829876705534174e-06
1.870512101419242e-06,0.000384781091529824,1.882902587415795e-06,6.999967534100013e-06,1.902869393724975e-06,9.224444820614611e-06,1.94831514152768e-06,2.82838280122767e-06
1.870518690065969e-06,0.0003770506712031198,1.883068661742534e-06,5.184161722019213e-06,1.903009840600884e-06,6.675198609028439e-06,1.95e-06,2.827462230529497e-06
1.87052303492485e-06,0.0003770311267280634,1.883307366203198e-06,3.986084503267071e-06,1.90318694053084e-06,4.927765655693659e-06,1.950065083110365e-06,2.827957264474255e-06
1.870527912826641e-06,0.0003754885060569457,1.883486357177192e-06,3.517718271752723e-06,1.903446073019001e-06,3.798113559084723e-06,1.950153616863428e-06,2.931101113081191e-06
1.870531499138757e-06,0.0003663356185820164,1.883655515468402e-06,3.251046299924634e-06,1.903639115428767e-06,3.382364213431925e-06,1.950197124330814e-06,4.183662782863362e-06
1.870534285085195e-06,0.0003530206311200851,1.88386089137556e-06,3.062804789386464e-06,1.9038238195356e-06,3.153442693838778e-06,1.950216372219057e-06,6.020113427596513e-06
1.870537729324544e-06,0.0003348666888272858,1.884271643189875e-06,2.902020427836212e-06,1.904050449578877e-06,2.99876005385692e-06,1.950235167221263e-06,8.960461860156262e-06
1.870540501363865e-06,0.0003216244820128443,1.8848826069805e-06,2.844901639904934e-06,1.904503709665431e-06,2.877128586217885e-06,1.950259546498586e-06,1.324033858560253e-05
1.870542812255469e-06,0.0003103405563296336,1.885650171418804e-06,2.833751287270223e-06,1.905180010328071e-06,2.839057044149148e-06,1.950277275845641e-06,1.487367108585614e-05
1.870544599811409e-06,0.0003016882642309472,1.886604639349927e-06,2.830979935858427e-06,1.906022520315379e-06,2.832166308856902e-06,1.950294221500838e-06,1.835083745618158e-05
1.870546619703335e-06,0.0002926912133884529,1.887907084668941e-06,2.829482332176442e-06,1.907100729004821e-06,2.830016038408799e-06,1.950301149594546e-06,3.050814994586796e-05
1.870548416658192e-06,0.0002859385701363463,1.888953542334471e-06,2.828825777902818e-06,1.908610987724081e-06,2.828690940801869e-06,1.950303649594546e-06,3.852785242608471e-05
1.87055113456379e-06,0.0002764620249037035,1.89e-06,2.828377461852577e-06,1.91e-06,2.828034721567249e-06,1.950305661798166e-06,4.670225803708705e-05
1.870553073678668e-06,0.0002698180107199096,1.890046838109629e-06,2.828736547851838e-06,1.910055419757157e-06,2.828457316684406e-06,1.950307185010359e-06,5.392387784445857e-05
1.870555090656586e-06,0.0002629682196141924,1.890112845053526e-06,2.83459954058701e-06,1.910131255807417e-06,2.850328421889713e-06,1.950309167302452e-06,6.463096649439458e-05
1.870557839264726e-06,0.0002537307707833525,1.890172150901198e-06,3.168583269175901e-06,1.910167779812833e-06,3.087732567126124e-06,1.950311149594546e-06,7.651709821146477e-05
1.870563336481007e-06,0.0002357403390629044,1.890201803825034e-06,4.528135878228e-06,1.910201021507274e-06,4.465886656413967e-06,1.950311492353323e-06,7.862285855952867e-05
1.870572207665361e-06,0.0002102254990491041,1.890219792873119e-06,6.473227604826735e-06,1.91021764919987e-06,6.184827081547862e-06,1.950312177870877e-06,8.290594082411767e-05
1.870581319135728e-06,0.0001907561080279893,1.890235824058043e-06,9.09043891496895e-06,1.910235446489067e-06,9.019141923491918e-06,1.950312789986777e-06,8.678444555486708e-05
1.870591160403717e-06,0.0001749147316803624,1.890256991771153e-06,1.287831265660126e-05,1.910257553116513e-06,1.29591858870921e-05,1.950314014218577e-06,9.4635835959905e-05
1.870601520127073e-06,0.0001611878814159714,1.890272741604647e-06,1.467092919245172e-05,1.910273971297782e-06,1.47396721548456e-05,1.950316462682177e-06,0.0001103208776832335
1.870611408499279e-06,0.0001495697698349964,1.890292211352327e-06,1.682571555897279e-05,1.91029387010402e-06,1.799959494909705e-05,1.950321359609377e-06,0.0001386055813497288
1.87062434510024e-06,0.0001358404409813463,1.890301200023018e-06,3.051872037795569e-05,1.910301197054367e-06,3.051017479071774e-05,1.950331153463778e-06,0.0001639289978323761
1.870641465637021e-06,0.0001198306701201773,1.890303700023018e-06,3.852832273808844e-05,1.910303697054367e-06,3.85189254972796e-05,1.950340503786195e-06,0.0002066573269497881
1.870668244936211e-06,9.884747843951282e-05,1.890305804849182e-06,4.713348528291559e-05,1.910305721439713e-06,4.676264062090885e-05,1.950344153982917e-06,0.0002936245758153226
1.870710634573579e-06,7.279126800918145e-05,1.890307404654154e-06,5.483344579689351e-05,1.910307211388403e-06,5.385722928940362e-05,1.950347344039598e-06,0.0003686227290305682
1.870747065840631e-06,5.534445224234275e-05,1.890309302338586e-06,6.51330253076914e-05,1.910309204221385e-06,6.457843148977108e-05,1.950350495465557e-06,0.0004091614983544393
1.87078614949762e-06,4.064810331204664e-05,1.890311200023018e-06,7.644647999454196e-05,1.910311197054367e-06,7.643829663586296e-05,1.950353390475915e-06,0.0004147405342073297
1.87082860330108e-06,2.867802182338381e-05,1.890311498092877e-06,7.828880435165265e-05,1.910311514965235e-06,7.840384138071609e-05,1.95035684007259e-06,0.000408299903986765
1.870884883421136e-06,1.789948041851747e-05,1.890312094232594e-06,8.202616846762394e-05,1.910312150786972e-06,8.239478809157058e-05,1.950360178259672e-06,0.0004032919574672109
1.870961648866722e-06,9.659423142388704e-06,1.890312637934606e-06,8.547641909744179e-05,1.910312729058663e-06,8.607080630080902e-05,1.950363396001705e-06,0.0004005894900763014
1.871077480478278e-06,4.693855816789499e-06,1.890313725338631e-06,9.245601722313031e-05,1.910313885602043e-06,9.350691996267048e-05,1.950366063331785e-06,0.0004098694512721919
1.871212740858562e-06,3.19782835372826e-06,1.89031590014668e-06,0.0001064557663218961,1.910316198688804e-06,0.0001083845255398282,1.950369110323491e-06,0.0004287789965452918
1.871360262636414e-06,2.88711316870843e-06,1.890320249762779e-06,0.0001324576203854296,1.910320824862326e-06,0.000135594163671869,1.950371920818781e-06,0.0004447785550719702
1.871527138236849e-06,2.834406626743323e-06,1.890328948994978e-06,0.0001620142128249947,1.91033007720937e-06,0.0001631500433638931,1.950374730527624e-06,0.0004569201327323302
1.871733621375926e-06,2.827021078083475e-06,1.890337877891963e-06,0.0001737712714534556,1.910339253531208e-06,0.0001877143863295698,1.950377896773677e-06,0.0004659428407149523
1.872011481595994e-06,2.825828471537455e-06,1.890341332818141e-06,0.0002248347262571531,1.910342772575837e-06,0.0002577010059118009,1.950382717768799e-06,0.0004722240977798024
1.872417429118637e-06,2.825259742368686e-06,1.890344153654696e-06,0.0002935238948109263,1.910345694449436e-06,0.0003312716785248185,1.950389809803724e-06,0.0004706805638588526
1.873076660903628e-06,2.825017850326143e-06,1.890347417051853e-06,0.0003655067851869314,1.910348795784589e-06,0.0003876205017898515,1.950397478990559e-06,0.0004617100587382229
1.874373175221832e-06,2.824977237218634e-06,1.890350311019144e-06,0.0003989472334080514,1.910352309512572e-06,0.0004081132993751043,1.950406655931692e-06,0.0004476063293925568
1.876966203858241e-06,2.82507595791692e-06,1.890353051753672e-06,0.0004027323993908649,1.910355817894699e-06,0.0004003366888901044,1.950418068889978e-06,0.0004293083623813038
1.88e-06,2.825189990065863e-06,1.890356201674557e-06,0.0003941743814255104,1.910359056917725e-06,0.0003943778804437223,1.950434848351072e-06,0.0004073991478833571
1.880074504106333e-06,2.826458947710689e-06,1.890359321301796e-06,0.0003877181190734283,1.910362235066483e-06,0.0003884019109827436,1.950461535625252e-06,0.0004245522735929817
1.880162561486428e-06,3.088649314755048e-06,1.8903623737403e-06,0.0003817789114621801,1.910364859289718e-06,0.0003914409302692806,1.950476148256584e-06,0.0004583891613359099
1.880206590176475e-06,6.215688635751978e-06,1.890364895490528e-06,0.0003847926381224097,1.910367500481096e-06,0.0004048858111786418,1.950488074128292e-06,0.0004631137891910847
1.880222828044226e-06,9.249427904467059e-06,1.890367497535254e-06,0.0003977784562502127,1.910370117303346e-06,0.0004202548165477708,1.9505e-06,0.0004436999615690464
1.880236666656085e-06,1.218950788444409e-05,1.890369820466854e-06,0.0004109299426501425,1.910372836749632e-06,0.0004335003357757902,1.950505771647574e-06,0.0004303337661523001
1.880252151534465e-06,1.463310733760459e-05,1.890372466661437e-06,0.0004237401136075346,1.910375549590082e-06,0.0004432771803504869,1.950515277237248e-06,0.0004156637066838682
1.880268968163232e-06,1.535434211014489e-05,1.890375064625275e-06,0.0004331296979454097,1.910378995976295e-06,0.0004509398327867053,1.950519900254261e-06,0.0004142738957568462
1.880278220207918e-06,1.817353714664512e-05,1.89037848501194e-06,0.0004410805449403323,1.910384214941613e-06,0.0004549991946906526,1.950525572654007e-06,0.0004083268090805419
1.880287913744989e-06,3.57678142153124e-05,1.890383314484748e-06,0.0004453869005334157,1.910391002748617e-06,0.0004514601409763047,1.95052965876051e-06,0.0003930389114635735
1.880300066336111e-06,9.009803113149391e-05,1.890389878737965e-06,0.0004429090987878184,1.910398459586268e-06,0.0004421280085306593,1.950533102856136e-06,0.0003761026355803257
1.880308784545564e-06,0.0001274221577772492,1.890397165509209e-06,0.0004342686130050149,1.910407449946224e-06,0.0004282002325523811,1.950536532637551e-06,0.0003598208056084981
1.880318544335737e-06,0.0001460128214571231,1.890405720195743e-06,0.0004213266525292075,1.910418791835871e-06,0.0004101096699602346,1.950539297272631e-06,0.0003460812818417778
1.880328579272615e-06,0.0002406711826190757,1.890416488824231e-06,0.0004040983043871332,1.910435410820674e-06,0.0003881693329743328,1.950541310592595e-06,0.0003363504428651872
1.880332939902584e-06,0.0003682733692576513,1.890431547806303e-06,0.0003824191445957799,1.910460491914872e-06,0.0003992786799677332,1.950543470115153e-06,0.0003273148085341685
1.880336467459136e-06,0.0004720508267808041,1.890455703349297e-06,0.0003792448993375124,1.910474479887922e-06,0.000432453810649975,1.950545622010108e-06,0.0003195055449660353
1.880339950160502e-06,0.0005469828395271883,1.890469794695455e-06,0.0004086075715559852,1.910487239943961e-06,0.000444846884645292,1.95054754320976e-06,0.0003127364702235126
1.880343637854443e-06,0.000589265713387124,1.89048166287809e-06,0.0004317596439210636,1.91049361997198e-06,0.0004385818656921032,1.950549552610039e-06,0.0003057420300389065
1.880347573702976e-06,0.0006027542371502165,1.890490831439045e-06,0.0004322427038367012,1.9105e-06,0.0004272699329516457,1.950551948523796e-06,0.000297496119358064
1.88035151176782e-06,0.0005964398907766098,1.8905e-06,0.0004187830345338535,1.910505707722694e-06,0.0004144807902167566,1.95055674035131e-06,0.0002813590243430909
1.880355478217178e-06,0.0005879947049826965,1.890506217551186e-06,0.0004050645424986867,1.910512526178228e-06,0.0004015493643968266,1.950563671713784e-06,0.0002596072466491326
1.880358753888383e-06,0.0005991779436353995,1.890514129395564e-06,0.0003905781782985921,1.910519398169336e-06,0.0003965057676755417,1.95057337694438e-06,0.0002355209094545673
1.880361507881156e-06,0.0006294353100036309,1.890521903892457e-06,0.000386768130133987,1.91052353626387e-06,0.000396177218900027,1.950585210006887e-06,0.0002146569441017919
1.880364979781606e-06,0.0006730660805114281,1.890527727241094e-06,0.000383023700650414,1.910527813865553e-06,0.0003899407372354974,1.950598145177959e-06,0.000196846096688123
1.880367748911679e-06,0.000702512268667371,1.890531849192592e-06,0.0003690213514789923,1.910531978007693e-06,0.0003728260547859102,1.950609122376769e-06,0.0001835455049252287
1.880370609438321e-06,0.0007253423375562231,1.890534824792768e-06,0.0003534564239753355,1.91053602224047e-06,0.0003524437958149137,1.950622606916883e-06,0.0001686573238051896
1.880374407784609e-06,0.0007448071352191569,1.89053805083305e-06,0.000337806777713542,1.91053920621294e-06,0.0003371070168788433,1.95064097700207e-06,0.0001505407221072164
1.880380860612514e-06,0.0007547124831347919,1.890541207129232e-06,0.0003225319409490068,1.910541235345843e-06,0.0003270617128730691,1.950671946078247e-06,0.0001245353301531194
1.880391548248715e-06,0.0007292144898737367,1.890543110430574e-06,0.00031325089974795,1.910543111834539e-06,0.0003180448595119208,1.950716686151875e-06,9.391833663618004e-05
1.880401560381587e-06,0.0006798639696158612,1.890545435547629e-06,0.0003027878391947156,1.910545064037846e-06,0.0003098360321852965,1.950757437059456e-06,7.129171682017153e-05
1.880412471681343e-06,0.0006172416760238367,1.890547293619436e-06,0.0002957869767579474,1.910547122517131e-06,0.0003023466957141653,1.950801352278806e-06,5.180738929629168e-05
1.880424138046681e-06,0.0005489610833352406,1.890550021613771e-06,0.000286233302324567,1.910548820467856e-06,0.0002963917072808876,1.950851448549804e-06,3.51618944438593e-05
1.880439079352431e-06,0.0004642802510220487,1.890552069502468e-06,0.0002791824577875901,1.910550725101767e-06,0.0002897857528037038,1.950920748564413e-06,2.00958835579195e-05
1.880458961668586e-06,0.000355190156896773,1.890554140804554e-06,0.0002721210497838802,1.910552844064779e-06,0.0002825121866283824,1.951022274944445e-06,9.091364667585396e-06
1.880479480834293e-06,0.0002393012717649617,1.890557060677065e-06,0.0002622792409342827,1.910557019249417e-06,0.000268414069041373,1.951179395121595e-06,3.898123784377714e-06
1.8805e-06,0.0001351579726776181,1.890562900422087e-06,0.0002432206673233,1.910562619310377e-06,0.000250250159183844,1.95133519722704e-06,2.994095018577175e-06
1.880507731715634e-06,0.0001155373990000609,1.890571774817155e-06,0.0002181875978349751,1.910572043788175e-06,0.0002244753346826174,1.951508934432194e-06,2.845239496359411e-06
1.880519404792627e-06,9.549960230521443e-05,1.890581276700064e-06,0.000198488426248132,1.91058191622442e-06,0.0002049550092481018,1.951707486059241e-06,2.826560539211526e-06
1.880530558026742e-06,8.680832473050392e-05,1.890590251438568e-06,0.000184220030107003,1.910591354259564e-06,0.0001904989706107855,1.951973781579129e-06,2.824369373971691e-06
